#PI: Shappee 
#OBJECT: ASASSN-14lp 
#JD: 2457097.83736 
# 
#Angstrom    Flux(erg/s/cm**2/Angstrom) 
3456.3 1.5624747e-15 
3457.8 1.3986532e-15 
3459.2 1.1549826e-15 
3460.7 1.6899379e-15 
3462.2 2.372296e-15 
3463.6 2.0067956e-15 
3465.1 1.5556826e-15 
3466.6 1.4898652e-15 
3468.0 8.2623354e-16 
3469.5 1.4887423e-15 
3471.0 1.1068445e-15 
3472.4 8.3774136e-16 
3473.9 1.9668069e-15 
3475.3 1.5018845e-15 
3476.8 1.1088244e-15 
3478.3 1.6161866e-15 
3479.7 8.5047191e-16 
3481.2 1.5432376e-15 
3482.7 7.6721026e-16 
3484.1 7.1088794e-16 
3485.6 1.5780756e-15 
3487.1 1.5236044e-15 
3488.5 1.1321288e-15 
3490.0 8.1401478e-16 
3491.4 8.796202e-16 
3492.9 1.0835635e-15 
3494.4 1.8383192e-15 
3495.8 1.3138538e-15 
3497.3 1.3732091e-15 
3498.8 1.4396805e-15 
3500.2 5.9897589e-16 
3501.7 7.1771292e-16 
3503.2 9.4272151e-16 
3504.6 1.4848415e-15 
3506.1 9.0584117e-16 
3507.5 1.4024087e-15 
3509.0 1.8284009e-15 
3510.5 1.4417015e-15 
3511.9 1.0948588e-15 
3513.4 1.3718317e-15 
3514.9 1.7566162e-15 
3516.3 1.1967798e-15 
3517.8 1.3646329e-15 
3519.3 1.2037615e-15 
3520.7 1.2076264e-15 
3522.2 1.7353335e-15 
3523.6 1.1491035e-15 
3525.1 1.4560115e-15 
3526.6 1.6236852e-15 
3528.0 1.3598882e-15 
3529.5 1.4341624e-15 
3531.0 1.5176297e-15 
3532.4 1.3068216e-15 
3533.9 1.6986753e-15 
3535.4 1.3620283e-15 
3536.8 1.7332313e-15 
3538.3 1.7328175e-15 
3539.7 1.4685598e-15 
3541.2 1.4723204e-15 
3542.7 2.0581876e-15 
3544.1 2.0035574e-15 
3545.6 1.4794306e-15 
3547.1 1.7954671e-15 
3548.5 2.3568051e-15 
3550.0 1.4359365e-15 
3551.5 1.993698e-15 
3552.9 1.8527729e-15 
3554.4 1.8684328e-15 
3555.8 1.7845699e-15 
3557.3 2.1026606e-15 
3558.8 1.9570951e-15 
3560.2 1.8965439e-15 
3561.7 2.2815554e-15 
3563.2 1.1990266e-15 
3564.6 2.0711411e-15 
3566.1 1.7116001e-15 
3567.5 1.7469991e-15 
3569.0 1.8260349e-15 
3570.5 1.483566e-15 
3571.9 1.7013879e-15 
3573.4 1.6645524e-15 
3574.9 1.8064878e-15 
3576.3 1.784131e-15 
3577.8 2.0438573e-15 
3579.3 1.8147281e-15 
3580.7 1.5641838e-15 
3582.2 1.8022824e-15 
3583.6 1.5494584e-15 
3585.1 1.6658116e-15 
3586.6 1.9030663e-15 
3588.0 1.9323998e-15 
3589.5 2.0314726e-15 
3591.0 1.8896718e-15 
3592.4 2.0016484e-15 
3593.9 1.9531637e-15 
3595.4 2.3434666e-15 
3596.8 1.6798163e-15 
3598.3 1.8088497e-15 
3599.7 2.2103118e-15 
3601.2 1.9576494e-15 
3602.7 1.9868284e-15 
3604.1 1.6350207e-15 
3605.6 1.8558867e-15 
3607.1 1.7759945e-15 
3608.5 1.9429979e-15 
3610.0 1.5996029e-15 
3611.5 2.2558382e-15 
3612.9 2.2610314e-15 
3614.4 1.7429258e-15 
3615.8 2.2198977e-15 
3617.3 1.2081717e-15 
3618.8 1.9831901e-15 
3620.2 1.825974e-15 
3621.7 1.9346112e-15 
3623.2 1.9265909e-15 
3624.6 1.8325052e-15 
3626.1 6.195953e-16 
3627.6 1.7727315e-15 
3629.0 1.7766941e-15 
3630.5 2.2466792e-15 
3631.9 1.4979547e-15 
3633.4 1.9835438e-15 
3634.9 2.1932133e-15 
3636.3 1.5624579e-15 
3637.8 1.9634757e-15 
3639.3 1.9297293e-15 
3640.7 2.1286746e-15 
3642.2 2.2368065e-15 
3643.7 1.5918368e-15 
3645.1 1.9400574e-15 
3646.6 1.7208398e-15 
3648.0 2.0347167e-15 
3649.5 1.9624088e-15 
3651.0 1.7683599e-15 
3652.4 1.8572714e-15 
3653.9 1.74887e-15 
3655.4 1.8744147e-15 
3656.8 2.18171e-15 
3658.3 1.9326912e-15 
3659.8 1.6086748e-15 
3661.2 2.03791e-15 
3662.7 2.0332013e-15 
3664.1 1.6793742e-15 
3665.6 1.846593e-15 
3667.1 2.1742273e-15 
3668.5 2.1491991e-15 
3670.0 2.0792274e-15 
3671.5 2.3697708e-15 
3672.9 2.1764962e-15 
3674.4 1.9238842e-15 
3675.9 1.7430602e-15 
3677.3 1.7678969e-15 
3678.8 1.9037375e-15 
3680.2 1.977361e-15 
3681.7 2.125353e-15 
3683.2 2.231773e-15 
3684.6 2.0608879e-15 
3686.1 2.0972713e-15 
3687.6 2.1747157e-15 
3689.0 1.8240237e-15 
3690.5 2.0466884e-15 
3692.0 2.2294241e-15 
3693.4 2.1962343e-15 
3694.9 2.4738394e-15 
3696.3 2.3010471e-15 
3697.8 2.2557031e-15 
3699.3 2.2325499e-15 
3700.7 2.3038735e-15 
3702.2 2.1032112e-15 
3703.7 2.1395613e-15 
3705.1 2.2725992e-15 
3706.6 2.1674862e-15 
3708.1 2.2980248e-15 
3709.5 2.5053224e-15 
3711.0 2.640252e-15 
3712.4 2.5038816e-15 
3713.9 2.4792756e-15 
3715.4 2.243899e-15 
