# TELESCOPE = Liverpool Telescope
# INSTRUMENT = SPRAT
# PROPOSAL = PL23A20
# OBJECT = 2023bpg
# RA = 12:53:4.91
# DEC = -15:20:31.50
# DATE-OBS = 2023-02-14T04:34:22.243
# MJD-OBS = 59989.190535
# EXPTIME-OBS = 1200.0s
# AIRMASS-OBS = 1.394497
# SEEING-OBS = 1.738925
# wl fl
# [A] [Normalised]
4020.000000 0.826049
4029.200000 1.29178
4038.400000 1.03701
4047.600000 1.26969
4056.800000 1.23606
4066.000000 1.4433
4075.200000 1.50747
4084.400000 1.42648
4093.600000 1.5292
4102.800000 1.57508
4112.000000 1.65611
4121.200000 1.6573
4130.400000 1.62731
4139.600000 1.63875
4148.800000 1.5187
4158.000000 1.60213
4167.200000 1.50233
4176.400000 1.47309
4185.600000 1.54179
4194.800000 1.53818
4204.000000 1.54547
4213.200000 1.42184
4222.400000 1.43227
4231.600000 1.50964
4240.800000 1.36896
4250.000000 1.25984
4259.200000 1.34969
4268.400000 1.29393
4277.600000 1.28493
4286.800000 1.3314
4296.000000 1.28559
4305.200000 1.27173
4314.400000 1.23206
4323.600000 1.2115
4332.800000 1.0901
4342.000000 1.06912
4351.200000 1.02615
4360.400000 1.11577
4369.600000 1.15064
4378.800000 1.13505
4388.000000 1.14624
4397.200000 1.20443
4406.400000 1.17856
4415.600000 1.18497
4424.800000 1.16597
4434.000000 1.16109
4443.200000 1.09811
4452.400000 1.13972
4461.600000 1.12554
4470.800000 1.1966
4480.000000 1.25619
4489.200000 1.27477
4498.400000 1.27277
4507.600000 1.28188
4516.800000 1.31574
4526.000000 1.26424
4535.200000 1.27868
4544.400000 1.26942
4553.600000 1.31835
4562.800000 1.30417
4572.000000 1.28971
4581.200000 1.30276
4590.400000 1.24448
4599.600000 1.30547
4608.800000 1.26314
4618.000000 1.36488
4627.200000 1.32767
4636.400000 1.32172
4645.600000 1.25002
4654.800000 1.33295
4664.000000 1.3455
4673.200000 1.25171
4682.400000 1.1786
4691.600000 1.12911
4700.800000 1.14457
4710.000000 1.17651
4719.200000 1.14907
4728.400000 1.29734
4737.600000 1.2436
4746.800000 1.16778
4756.000000 1.17126
4765.200000 1.13663
4774.400000 1.11103
4783.600000 1.122
4792.800000 1.09682
4802.000000 1.11064
4811.200000 1.13434
4820.400000 1.19797
4829.600000 1.17061
4838.800000 1.1759
4848.000000 1.10883
4857.200000 1.05444
4866.400000 1.01354
4875.600000 0.958654
4884.800000 0.900985
4894.000000 0.848327
4903.200000 0.80822
4912.400000 0.846613
4921.600000 0.854417
4930.800000 0.830157
4940.000000 0.908207
4949.200000 0.893938
4958.400000 0.933093
4967.600000 0.964597
4976.800000 1.00345
4986.000000 1.00836
4995.200000 1.01916
5004.400000 1.01043
5013.600000 1.02293
5022.800000 0.965696
5032.000000 1.05319
5041.200000 1.06528
5050.400000 1.09238
5059.600000 1.01451
5068.800000 1.06029
5078.000000 1.04711
5087.200000 1.06657
5096.400000 1.1309
5105.600000 1.08941
5114.800000 1.16877
5124.000000 1.10605
5133.200000 1.16066
5142.400000 1.17408
5151.600000 1.15887
5160.800000 1.18462
5170.000000 1.05211
5179.200000 1.1291
5188.400000 1.11681
5197.600000 1.08668
5206.800000 1.11758
5216.000000 1.1671
5225.200000 1.15602
5234.400000 1.16155
5243.600000 1.15164
5252.800000 1.15738
5262.000000 1.11009
5271.200000 1.05139
5280.400000 1.0385
5289.600000 0.953577
5298.800000 0.913295
5308.000000 0.909488
5317.200000 0.914184
5326.400000 0.91184
5335.600000 0.911916
5344.800000 0.923894
5354.000000 0.910789
5363.200000 0.923724
5372.400000 0.940854
5381.600000 0.93975
5390.800000 0.975144
5400.000000 0.93082
5409.200000 0.936129
5418.400000 0.928353
5427.600000 0.949172
5436.800000 0.929584
5446.000000 0.911469
5455.200000 0.928521
5464.400000 0.879341
5473.600000 0.850502
5482.800000 0.819328
5492.000000 0.796705
5501.200000 0.809457
5510.400000 0.898213
5519.600000 0.87027
5528.800000 0.905375
5538.000000 0.91146
5547.200000 0.937531
5556.400000 1.00048
5565.600000 0.926886
5574.800000 0.99609
5584.000000 0.957111
5593.200000 0.96201
5602.400000 0.981006
5611.600000 1.00503
5620.800000 1.04831
5630.000000 1.05786
5639.200000 1.06211
5648.400000 1.0504
5657.600000 1.044
5666.800000 1.05193
5676.000000 1.03351
5685.200000 1.05883
5694.400000 1.0512
5703.600000 1.03569
5712.800000 1.07675
5722.000000 1.04697
5731.200000 1.0423
5740.400000 1.02524
5749.600000 1.03059
5758.800000 0.981082
5768.000000 0.9712
5777.200000 0.977236
5786.400000 0.894583
5795.600000 0.862241
5804.800000 0.862376
5814.000000 0.865136
5823.200000 0.843846
5832.400000 0.867488
5841.600000 0.888782
5850.800000 0.89347
5860.000000 0.910358
5869.200000 0.948493
5878.400000 0.895238
5887.600000 0.961971
5896.800000 0.948102
5906.000000 0.955033
5915.200000 0.976801
5924.400000 0.979559
5933.600000 1.01066
5942.800000 0.915903
5952.000000 1.03415
5961.200000 1.01712
5970.400000 0.995096
5979.600000 0.989103
5988.800000 1.03335
5998.000000 1.02237
6007.200000 1.00674
6016.400000 0.988606
6025.600000 1.03383
6034.800000 1.03429
6044.000000 0.991436
6053.200000 0.98064
6062.400000 0.98358
6071.600000 0.996489
6080.800000 0.97631
6090.000000 0.955417
6099.200000 0.876836
6108.400000 0.829562
6117.600000 0.798401
6126.800000 0.753601
6136.000000 0.695005
6145.200000 0.673208
6154.400000 0.609691
6163.600000 0.591928
6172.800000 0.565384
6182.000000 0.569075
6191.200000 0.569681
6200.400000 0.570849
6209.600000 0.587158
6218.800000 0.623401
6228.000000 0.654436
6237.200000 0.674734
6246.400000 0.688132
6255.600000 0.724847
6264.800000 0.753011
6274.000000 0.78007
6283.200000 0.78711
6292.400000 0.808105
6301.600000 0.872857
6310.800000 0.875937
6320.000000 0.923312
6329.200000 0.940591
6338.400000 0.954141
6347.600000 0.975334
6356.800000 0.944217
6366.000000 0.97595
6375.200000 0.951165
6384.400000 0.925136
6393.600000 0.92955
6402.800000 0.953946
6412.000000 0.958293
6421.200000 0.961381
6430.400000 0.959426
6439.600000 0.950733
6448.800000 1.01223
6458.000000 0.995747
6467.200000 0.977877
6476.400000 0.980469
6485.600000 0.965815
6494.800000 0.984806
6504.000000 0.978755
6513.200000 0.970045
6522.400000 0.979431
6531.600000 0.963558
6540.800000 0.993354
6550.000000 0.989964
6559.200000 0.971581
6568.400000 0.982515
6577.600000 0.980964
6586.800000 0.930172
6596.000000 0.949392
6605.200000 0.955822
6614.400000 0.975592
6623.600000 0.913675
6632.800000 0.942635
6642.000000 0.90329
6651.200000 0.913202
