# Wavelength(angstroms) flux flux_err
3463.95971679687 -8.983322271553362e-16 7.70243428415508e-16 
3465.430748462672 8.002964750214458e-16 7.452532565539868e-16 
3466.901780128474 -1.6447419748499007e-16 7.132838508444453e-16 
3468.372811794276 2.1875265108019687e-16 7.187924237377953e-16 
3469.843843460078 2.406605891606679e-15 7.243048082794079e-16 
3471.31487512588 1.21470284460308e-15 7.273899140315448e-16 
3472.785906791682 -6.985620476442512e-16 7.026382878237941e-16 
3474.256938457484 2.0566595234044853e-15 7.057787683548578e-16 
3475.727970123286 6.488340138603721e-16 6.892617317625174e-16 
3477.199001789088 -5.547513115517584e-16 7.130383701084192e-16 
3478.67003345489 7.424851528823597e-16 7.042590853683652e-16 
3480.141065120692 1.8028120076836072e-15 7.058318667327388e-16 
3481.612096786494 4.8404534877626897e-17 6.879314665188545e-16 
3483.083128452296 3.8052523697991935e-16 6.82064598688816e-16 
3484.554160118098 3.667358741178423e-15 7.047880045043663e-16 
3486.0251917839 1.6039114133719972e-15 6.719730481552283e-16 
3487.496223449702 7.56010733802794e-16 6.595282283359313e-16 
3488.967255115504 -4.2177092401131627e-16 6.584647255310943e-16 
3490.438286781306 -2.8909957114772397e-16 6.335437986130111e-16 
3491.909318447108 -6.337911322336093e-16 6.285329105157323e-16 
3493.38035011291 9.023492809076897e-16 6.332981061187481e-16 
3494.851381778712 -3.884859967253501e-16 6.266034224014462e-16 
3496.322413444514 -5.050980813650337e-16 6.290913169862097e-16 
3497.793445110316 3.623468776104376e-16 6.142997394469854e-16 
3499.264476776118 7.2628877120011425e-16 6.0670656553088345e-16 
3500.73550844192 1.161826495233375e-15 6.000858913173478e-16 
3502.206540107722 2.1901447690512706e-16 5.96353758272627e-16 
3503.677571773524 4.547540958098231e-16 5.851295129303234e-16 
3505.148603439326 8.706397554942777e-16 5.792703742759286e-16 
3506.619635105128 8.318248412632638e-16 5.750238804739876e-16 
3508.09066677093 2.9093975022563394e-16 5.727296917363493e-16 
3509.561698436732 2.1252293815835627e-15 5.847702650815692e-16 
3511.032730102534 1.7243193967554621e-16 5.605965800416419e-16 
3512.503761768336 5.525670782785856e-16 5.614937467514618e-16 
3513.974793434138 8.953936581030742e-16 5.530894329092454e-16 
3515.44582509994 1.2039623080132178e-16 5.361550737717046e-16 
3516.916856765742 1.8440572182589713e-15 5.478164410543506e-16 
3518.387888431544 2.0780833159811515e-15 5.513455508895264e-16 
3519.858920097346 1.1875199691389134e-15 5.329206255230549e-16 
3521.329951763148 2.601337495631022e-15 5.296749011482948e-16 
3522.80098342895 9.80481611665676e-16 5.267248971512449e-16 
3524.272015094752 1.4280791261041476e-15 5.149178931412304e-16 
3525.743046760554 1.723647593749171e-16 5.000572294772457e-16 
3527.214078426356 6.012237742028656e-16 5.000786699987231e-16 
3528.685110092158 -5.986325415985371e-16 4.943439393084563e-16 
3530.15614175796 8.734783746587637e-16 4.880551431915667e-16 
3531.627173423762 1.5972419818244352e-15 5.123466187507216e-16 
3533.098205089564 2.991782308986457e-16 4.774985186303772e-16 
3534.569236755366 1.7016264576562334e-16 4.806417520185195e-16 
3536.040268421168 2.3347628863611743e-15 4.909382315857835e-16 
3537.51130008697 5.581019621328596e-16 4.791070341972131e-16 
3538.982331752772 1.1813426637337062e-15 4.805465137515126e-16 
3540.453363418574 1.6884113143109678e-15 4.79897474755679e-16 
3541.924395084376 5.315061863802586e-16 4.629571334479482e-16 
3543.395426750178 1.3401608119482955e-15 4.750570520390351e-16 
3544.86645841598 -8.291097300903993e-16 4.468419610495207e-16 
3546.337490081782 2.1131712323046873e-15 4.752887155501091e-16 
3547.808521747584 7.683331044216536e-16 4.478867232503997e-16 
3549.279553413386 6.262288750200822e-16 4.4952684373408e-16 
3550.750585079188 4.2913150797405813e-16 4.2322620602403796e-16 
3552.22161674499 5.120948382071502e-16 4.243845235794082e-16 
3553.692648410792 1.1566926285400667e-15 4.4121199774691737e-16 
3555.163680076594 -2.2117500649066656e-16 4.167829852129521e-16 
3556.634711742396 4.292418075456584e-16 4.1636566266775176e-16 
3558.105743408198 7.400824909879137e-16 4.1600702362392836e-16 
3559.576775074 8.280931317350166e-16 4.126786341274722e-16 
