3549.1543 -1.1200253e-16 -8.856658e-17 4.222787e-16 1.1689143e-16
3552.6506 5.1962507e-17 5.938967e-17 4.749612e-16 1.1678716e-16
3556.147 2.1804354e-16 2.3542987e-16 4.726718e-16 1.1630106e-16
3559.643 5.7672084e-17 4.068019e-17 3.9956993e-16 1.05872574e-16
3563.1394 1.2163132e-16 1.3966861e-16 4.3578646e-16 1.03432636e-16
3566.6357 3.339593e-17 8.666159e-17 3.719651e-16 9.6096014e-17
3570.132 2.15934e-16 2.3341433e-16 2.3790167e-16 9.442984e-17
3573.6284 -1.00826805e-16 -1.091844e-16 3.8827048e-16 8.6528876e-17
3577.1245 7.3526913e-17 1.8675645e-17 3.5643686e-16 8.768885e-17
3580.6208 1.6742275e-16 2.1162773e-16 3.1763968e-16 8.4425044e-17
3584.1172 -3.0282718e-17 -2.8491422e-17 3.556064e-16 7.7356707e-17
3587.6135 9.9304296e-17 9.808136e-17 3.0516877e-16 7.709026e-17
3591.1099 1.1173725e-16 1.1644244e-16 3.8006358e-16 7.659908e-17
3594.606 5.419549e-17 5.8873104e-17 3.9647503e-16 7.2511354e-17
3598.1023 -1.0556881e-18 -8.152868e-19 2.8877166e-16 6.6147595e-17
3601.5986 1.7691989e-16 2.0835506e-16 2.4697953e-16 6.7439857e-17
3605.095 4.2354807e-17 7.559764e-17 3.4861692e-16 6.4005284e-17
3608.5913 1.1600069e-16 1.031824e-16 2.7143425e-16 6.2435844e-17
3612.0874 4.123148e-17 5.297016e-17 2.698261e-16 5.830861e-17
3615.5837 8.791021e-17 1.2292743e-16 1.9751436e-16 5.553621e-17
3619.08 -4.1094246e-18 2.2273279e-17 2.2667165e-16 5.3232245e-17
3622.5764 1.140867e-16 1.1894677e-16 2.219037e-16 5.37594e-17
3626.0728 1.6896129e-16 1.451726e-16 1.825536e-16 5.3227888e-17
3629.5688 7.794744e-17 8.192201e-17 1.9800446e-16 4.9347107e-17
3633.0652 6.323777e-17 4.903156e-17 2.4470226e-16 4.8670748e-17
3636.5615 5.2570114e-17 5.407113e-17 1.7030744e-16 4.473549e-17
3640.0579 1.5972007e-16 1.6484272e-16 2.0896074e-16 4.6882116e-17
3643.5542 2.2319903e-16 2.4060805e-16 1.3406558e-16 4.565896e-17
3647.0503 1.1955116e-16 1.2254331e-16 1.732481e-16 4.2810845e-17
3650.5466 8.221599e-17 9.840765e-17 2.129245e-16 4.1328246e-17
3654.043 6.6290545e-17 7.394135e-17 1.9746982e-16 3.962974e-17
3657.5393 1.6113924e-16 1.6990483e-16 1.3852096e-16 3.9857857e-17
3661.0356 1.146248e-16 1.1048799e-16 1.6117803e-16 3.798539e-17
3664.5317 1.8663638e-16 1.9220632e-16 1.5527897e-16 3.8430907e-17
3668.028 9.914607e-17 8.5059704e-17 1.650195e-16 3.6237853e-17
3671.5244 1.2180293e-16 1.4492807e-16 1.3380184e-16 3.433091e-17
3675.0208 1.1760833e-16 1.3198187e-16 1.3937893e-16 3.369589e-17
3678.517 1.534904e-16 1.562616e-16 1.4762826e-16 3.3986472e-17
3682.0132 1.3279182e-16 1.2222221e-16 1.6073915e-16 3.3271954e-17
3685.5095 1.9828828e-16 2.0425747e-16 1.09306154e-16 3.2542288e-17
3689.0059 7.2028995e-17 7.8762206e-17 1.236987e-16 2.899812e-17
3692.5022 1.1160272e-16 1.1206303e-16 1.1575405e-16 2.9444374e-17
3695.9985 1.5485778e-16 1.4224195e-16 1.2109763e-16 3.0014785e-17
3699.4946 1.694501e-16 1.612555e-16 1.2605654e-16 2.954327e-17
3702.991 1.8709384e-16 1.8069174e-16 1.00861745e-16 2.887319e-17
3706.4873 1.4472319e-16 1.3533417e-16 1.3508631e-16 2.793399e-17
3709.9836 1.3342178e-16 1.3452328e-16 1.1872129e-16 2.6656276e-17
3713.48 1.4423632e-16 1.3029324e-16 1.3483061e-16 2.6922638e-17
