@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.839
@SPECTRUM spectrum_05D4fg_1002.dat
@SN-NAME 05D4fg
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -0.260
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.650           -0.00193        0.00621
       4273.650           -0.00008        0.00521
       4288.650            0.00158        0.00430
       4303.650           -0.00448        0.00368
       4318.650            0.00153        0.00343
       4333.650           -0.00176        0.00304
       4348.650           -0.00127        0.00284
       4363.650           -0.00063        0.00268
       4378.650           -0.00267        0.00251
       4393.650            0.00057        0.00238
       4408.650            0.00256        0.00244
       4423.650           -0.00394        0.00236
       4438.650           -0.00205        0.00222
       4453.650            0.00089        0.00209
       4468.650            0.00038        0.00205
       4483.650            0.00033        0.00201
       4498.650            0.00185        0.00198
       4513.650            0.00190        0.00198
       4528.650           -0.00058        0.00196
       4543.650            0.00016        0.00197
       4558.650            0.00262        0.00189
       4573.650            0.00065        0.00187
       4588.650           -0.00032        0.00185
       4603.650            0.00146        0.00180
       4618.650            0.00023        0.00179
       4633.650            0.00181        0.00176
       4648.650           -0.00048        0.00171
       4663.650           -0.00272        0.00174
       4678.650            0.00142        0.00174
       4693.650           -0.00116        0.00186
       4708.650            0.00024        0.00167
       4723.650            0.00069        0.00167
       4738.650           -0.00008        0.00164
       4753.650            0.00453        0.00163
       4768.650           -0.00028        0.00161
       4783.650            0.00005        0.00161
       4798.650            0.00021        0.00161
       4813.650            0.00143        0.00165
       4828.650            0.00119        0.00167
       4843.650            0.00011        0.00179
       4858.650           -0.00120        0.00156
       4873.650           -0.00067        0.00155
       4888.650           -0.00074        0.00157
       4903.650           -0.00220        0.00156
       4918.650            0.00023        0.00152
       4933.650            0.00086        0.00153
       4948.650            0.00071        0.00167
       4963.650            0.00154        0.00151
       4978.650            0.00035        0.00150
       4993.650            0.00284        0.00149
       5008.650            0.00149        0.00148
       5023.650            0.00334        0.00146
       5038.650            0.00186        0.00158
       5053.650            0.00383        0.00144
       5068.650            0.00224        0.00143
       5083.650           -0.00002        0.00142
       5098.650           -0.00031        0.00143
       5113.650            0.00252        0.00142
       5128.650            0.00230        0.00155
       5143.650            0.00175        0.00144
       5158.650            0.00309        0.00143
       5173.650            0.00349        0.00139
       5188.650            0.00212        0.00143
       5203.650           -0.00020        0.00164
       5218.650            0.00204        0.00143
       5233.650            0.00391        0.00143
       5248.650            0.00233        0.00143
       5263.650            0.00389        0.00152
       5278.650            0.00492        0.00140
       5293.650            0.00169        0.00142
       5308.650            0.00402        0.00143
       5323.650            0.00449        0.00143
       5338.650            0.00498        0.00156
       5353.650            0.00346        0.00142
       5368.650            0.00326        0.00140
       5383.650            0.00615        0.00142
       5398.650            0.00402        0.00151
       5413.650            0.00485        0.00138
       5428.650            0.00660        0.00139
       5443.650            0.00677        0.00141
       5458.650            0.00763        0.00155
       5473.650            0.00527        0.00142
       5488.650            0.00303        0.00142
       5503.650            0.00450        0.00157
       5518.650            0.00503        0.00145
       5533.650            0.00128        0.00145
       5548.650            0.00738        0.00148
       5563.650            0.00233        0.00169
       5578.650            0.00587        0.00455
       5593.650            0.00363        0.00150
       5608.650            0.00469        0.00149
       5623.650            0.00739        0.00163
       5638.650            0.00610        0.00148
       5653.650            0.00451        0.00148
       5668.650            0.00502        0.00164
       5683.650            0.00402        0.00151
       5698.650            0.00296        0.00153
       5713.650            0.00485        0.00169
       5728.650            0.00718        0.00154
       5743.650            0.00430        0.00152
       5758.650            0.00719        0.00166
       5773.650            0.00331        0.00152
       5788.650            0.00704        0.00151
       5803.650            0.00330        0.00153
       5818.650            0.00654        0.00169
       5833.650            0.00701        0.00155
       5848.650            0.00448        0.00153
       5863.650            0.00467        0.00183
       5878.650            0.00740        0.00182
       5893.650            0.00850        0.00285
       5908.650            0.00128        0.00193
       5923.650            0.00387        0.00174
       5938.650            0.00220        0.00171
       5953.650            0.00377        0.00189
       5968.650            0.00066        0.00166
       5983.650            0.00519        0.00163
       5998.650            0.00424        0.00176
       6013.650            0.00535        0.00154
       6028.650            0.00272        0.00168
       6043.650            0.00373        0.00150
       6058.650            0.00085        0.00148
       6073.650            0.00691        0.00161
       6088.650            0.00366        0.00146
       6103.650            0.00396        0.00147
       6118.650            0.00208        0.00158
       6133.650            0.00695        0.00146
       6148.650            0.00457        0.00147
       6163.650            0.00683        0.00159
       6178.650            0.00645        0.00146
       6193.650            0.00470        0.00157
       6208.650            0.00659        0.00145
       6223.650            0.00488        0.00150
       6238.650            0.00400        0.00187
       6253.650            0.00317        0.00160
       6268.650            0.00708        0.00159
       6283.650            0.00696        0.00180
       6298.650            0.01252        0.00280
       6313.650            0.00487        0.00186
       6328.650            0.00740        0.00163
       6343.650            0.00593        0.00151
       6358.650            0.00315        0.00209
       6373.650            0.00651        0.00164
       6388.650            0.00682        0.00146
       6403.650            0.00182        0.00151
       6418.650            0.00571        0.00139
       6433.650            0.00713        0.00148
       6448.650            0.00720        0.00138
       6463.650            0.00867        0.00155
       6478.650            0.00777        0.00157
       6493.650            0.00555        0.00147
       6508.650            0.00505        0.00160
       6523.650            0.00670        0.00143
       6538.650            0.00920        0.00149
       6553.650            0.00893        0.00172
       6568.650            0.00572        0.00146
       6583.650            0.00963        0.00156
       6598.650            0.01021        0.00140
       6613.650            0.00360        0.00147
       6628.650            0.00565        0.00135
       6643.650            0.00707        0.00133
       6658.650            0.00845        0.00145
       6673.650            0.00765        0.00132
       6688.650            0.00636        0.00144
       6703.650            0.00623        0.00135
       6718.650            0.00795        0.00132
       6733.650            0.00702        0.00145
       6748.650            0.00572        0.00131
       6763.650            0.00743        0.00143
       6778.650            0.00416        0.00130
       6793.650            0.00324        0.00142
       6808.650            0.00307        0.00131
       6823.650            0.00181        0.00156
       6838.650            0.00069        0.00184
       6853.650            0.00342        0.00148
       6868.650            0.00372        0.00211
       6883.650            0.00366        0.00164
       6898.650            0.00329        0.00176
       6913.650            0.00341        0.00166
       6928.650            0.00454        0.00160
       6943.650            0.00086        0.00183
       6958.650            0.00242        0.00150
       6973.650           -0.00056        0.00171
       6988.650            0.00129        0.00154
       7003.650            0.00247        0.00158
       7018.650            0.00431        0.00139
       7033.650            0.00411        0.00134
       7048.650            0.00452        0.00163
       7063.650            0.00445        0.00141
       7078.650            0.00594        0.00156
       7093.650            0.00656        0.00139
       7108.650            0.00279        0.00148
       7123.650            0.00764        0.00136
       7138.650            0.00549        0.00157
       7153.650            0.00602        0.00145
       7168.650            0.01012        0.00153
       7183.650            0.01045        0.00180
       7198.650            0.00829        0.00157
       7213.650            0.00849        0.00161
       7228.650            0.01025        0.00165
       7243.650            0.00632        0.00319
       7258.650            0.00693        0.00184
       7273.650            0.01004        0.00259
       7288.650            0.00829        0.00218
       7303.650            0.00629        0.00215
       7318.650            0.01171        0.00238
       7333.650            0.00698        0.00219
       7348.650            0.00682        0.00223
       7363.650            0.00844        0.00219
       7378.650            0.00514        0.00194
       7393.650            0.00971        0.00195
       7408.650            0.00674        0.00197
       7423.650            0.00560        0.00162
       7438.650            0.00992        0.00206
       7453.650            0.00718        0.00157
       7468.650            0.00383        0.00205
       7483.650            0.00654        0.00201
       7498.650            0.00707        0.00161
       7513.650            0.00963        0.00187
       7528.650            0.00761        0.00214
       7543.650            0.00879        0.00177
       7558.650            0.00910        0.00174
       7573.650            0.00521        0.00227
       7588.650            0.00968        0.00201
       7603.650            0.00337        0.00473
       7618.650            0.00544        0.00318
       7633.650            0.00761        0.00326
       7648.650            0.00828        0.00235
       7663.650            0.00744        0.00231
       7678.650            0.00539        0.00177
       7693.650            0.01051        0.00203
       7708.650            0.00655        0.00234
       7723.650            0.00546        0.00253
       7738.650            0.00809        0.00214
       7753.650            0.00328        0.00293
       7768.650            0.00360        0.00239
       7783.650            0.00598        0.00239
       7798.650            0.00126        0.00286
       7813.650            0.00532        0.00258
       7828.650            0.00381        0.00256
       7843.650            0.00408        0.00250
       7858.650            0.00462        0.00352
       7873.650            0.00171        0.00277
       7888.650            0.00516        0.00306
       7903.650            0.00262        0.00232
       7918.650            0.00364        0.00380
       7933.650            0.00597        0.00250
       7948.650            0.00431        0.00252
       7963.650           -0.00030        0.00285
       7978.650            0.00494        0.00264
       7993.650           -0.00081        0.00358
       8008.650            0.00501        0.00228
       8023.650            0.00631        0.00329
       8038.650            0.00248        0.00214
       8053.650            0.00220        0.00261
       8068.650            0.00189        0.00225
       8083.650            0.00057        0.00225
       8098.650            0.00529        0.00224
       8113.650            0.00519        0.00227
       8128.650            0.00296        0.00214
       8143.650            0.00341        0.00262
       8158.650            0.00195        0.00238
       8173.650            0.00088        0.00256
       8188.650            0.00819        0.00238
       8203.650            0.00622        0.00246
       8218.650            0.00174        0.00229
       8233.650            0.01043        0.00280
       8248.650            0.00352        0.00231
       8263.650            0.00632        0.00250
       8278.650            0.00632        0.00332
       8293.650            0.01009        0.00446
       8308.650            0.00487        0.00366
       8323.650            0.00470        0.00252
       8338.650            0.00530        0.00388
       8353.650           -0.00007        0.00413
       8368.650            0.00287        0.00309
       8383.650            0.00671        0.00318
       8398.650            0.00810        0.00483
       8413.650            0.00832        0.00344
       8428.650            0.00425        0.00495
       8443.650            0.00112        0.00304
       8458.650            0.00499        0.00412
       8473.650            0.00561        0.00315
       8488.650            0.00926        0.00310
