@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.961
@SPECTRUM spectrum_04D4jw_651.dat
@SN-NAME 04D4jw
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.210
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4257.850            0.01064        0.00733
       4272.850            0.00014        0.00612
       4287.850           -0.00404        0.00508
       4302.850           -0.00628        0.00430
       4317.850           -0.01004        0.00398
       4332.850           -0.00253        0.00357
       4347.850           -0.00460        0.00329
       4362.850           -0.00403        0.00315
       4377.850            0.00217        0.00291
       4392.850           -0.00054        0.00278
       4407.850           -0.00523        0.00277
       4422.850           -0.00393        0.00271
       4437.850           -0.00359        0.00257
       4452.850           -0.00491        0.00244
       4467.850           -0.00244        0.00237
       4482.850           -0.00177        0.00234
       4497.850           -0.00088        0.00231
       4512.850           -0.00217        0.00230
       4527.850           -0.00472        0.00226
       4542.850            0.00291        0.00225
       4557.850           -0.00007        0.00220
       4572.850           -0.00163        0.00217
       4587.850            0.00123        0.00213
       4602.850            0.00068        0.00208
       4617.850            0.00060        0.00206
       4632.850            0.00349        0.00204
       4647.850           -0.00077        0.00201
       4662.850           -0.00229        0.00203
       4677.850           -0.00061        0.00201
       4692.850           -0.00094        0.00219
       4707.850            0.00119        0.00193
       4722.850            0.00189        0.00194
       4737.850            0.00475        0.00191
       4752.850            0.00195        0.00188
       4767.850           -0.00407        0.00189
       4782.850            0.00068        0.00189
       4797.850           -0.00116        0.00188
       4812.850           -0.00005        0.00188
       4827.850           -0.00129        0.00190
       4842.850            0.00009        0.00205
       4857.850           -0.00155        0.00179
       4872.850           -0.00043        0.00177
       4887.850            0.00220        0.00181
       4902.850           -0.00231        0.00180
       4917.850           -0.00448        0.00176
       4932.850            0.00005        0.00176
       4947.850            0.00243        0.00177
       4962.850           -0.00306        0.00193
       4977.850           -0.00316        0.00175
       4992.850            0.00210        0.00172
       5007.850            0.00410        0.00170
       5022.850           -0.00095        0.00168
       5037.850           -0.00208        0.00167
       5052.850            0.00210        0.00183
       5067.850            0.00104        0.00166
       5082.850            0.00001        0.00163
       5097.850            0.00358        0.00166
       5112.850           -0.00226        0.00164
       5127.850           -0.00122        0.00178
       5142.850            0.00050        0.00164
       5157.850           -0.00069        0.00163
       5172.850            0.00436        0.00157
       5187.850            0.00378        0.00164
       5202.850            0.00685        0.00189
       5217.850            0.00273        0.00164
       5232.850            0.00116        0.00166
       5247.850            0.00283        0.00166
       5262.850            0.00194        0.00161
       5277.850           -0.00278        0.00179
       5292.850            0.00302        0.00164
       5307.850            0.00291        0.00166
       5322.850            0.00034        0.00168
       5337.850            0.00154        0.00181
       5352.850            0.00226        0.00163
       5367.850            0.00321        0.00162
       5382.850           -0.00227        0.00160
       5397.850           -0.00046        0.00174
       5412.850            0.00159        0.00158
       5427.850            0.00080        0.00160
       5442.850            0.00030        0.00161
       5457.850           -0.00258        0.00178
       5472.850           -0.00437        0.00161
       5487.850            0.00015        0.00163
       5502.850            0.00103        0.00164
       5517.850            0.00478        0.00180
       5532.850            0.00317        0.00165
       5547.850            0.00131        0.00171
       5562.850            0.00054        0.00183
       5577.850           -0.00062        0.00493
       5592.850           -0.00025        0.00174
       5607.850            0.00167        0.00171
       5622.850            0.00338        0.00187
       5637.850            0.00111        0.00168
       5652.850            0.00097        0.00168
       5667.850            0.00268        0.00188
       5682.850            0.00442        0.00172
       5697.850            0.00889        0.00174
       5712.850            0.00745        0.00173
       5727.850            0.00075        0.00190
       5742.850            0.00268        0.00171
       5757.850            0.00308        0.00171
       5772.850            0.00460        0.00188
       5787.850            0.00388        0.00170
       5802.850            0.00483        0.00172
       5817.850            0.00067        0.00189
       5832.850            0.00551        0.00174
       5847.850            0.00299        0.00173
       5862.850            0.00517        0.00209
       5877.850            0.00830        0.00203
       5892.850            0.00119        0.00302
       5907.850            0.00238        0.00222
       5922.850           -0.00022        0.00201
       5937.850            0.00348        0.00196
       5952.850            0.00390        0.00218
       5967.850            0.00518        0.00189
       5982.850            0.00195        0.00185
       5997.850            0.00477        0.00199
       6012.850            0.00303        0.00175
       6027.850            0.00675        0.00173
       6042.850            0.00137        0.00186
       6057.850           -0.00238        0.00167
       6072.850            0.00360        0.00166
       6087.850            0.00676        0.00180
       6102.850            0.00368        0.00166
       6117.850            0.00174        0.00163
       6132.850            0.00096        0.00182
       6147.850            0.00573        0.00174
       6162.850            0.00408        0.00192
       6177.850            0.00139        0.00170
       6192.850            0.00357        0.00165
       6207.850            0.00607        0.00184
       6222.850            0.00357        0.00175
       6237.850            0.00195        0.00203
       6252.850            0.00323        0.00207
       6267.850            0.00328        0.00190
       6282.850            0.00465        0.00207
       6297.850            0.00428        0.00304
       6312.850            0.00337        0.00199
       6327.850            0.00293        0.00213
       6342.850            0.00307        0.00172
       6357.850            0.00600        0.00236
       6372.850            0.00908        0.00191
       6387.850            0.00714        0.00169
       6402.850            0.00549        0.00172
       6417.850            0.00817        0.00160
       6432.850            0.00785        0.00155
       6447.850            0.00771        0.00175
       6462.850            0.01007        0.00187
       6477.850            0.00392        0.00187
       6492.850            0.00279        0.00173
       6507.850            0.00719        0.00175
       6522.850            0.00535        0.00187
       6537.850            0.00480        0.00181
       6552.850            0.00785        0.00213
       6567.850            0.00590        0.00180
       6582.850            0.00479        0.00168
       6597.850            0.00571        0.00183
       6612.850            0.00523        0.00156
       6627.850            0.00931        0.00173
       6642.850            0.00736        0.00154
       6657.850            0.01099        0.00168
       6672.850            0.00651        0.00153
       6687.850            0.00899        0.00154
       6702.850            0.00918        0.00168
       6717.850            0.01267        0.00153
       6732.850            0.00850        0.00165
       6747.850            0.00696        0.00151
       6762.850            0.01052        0.00149
       6777.850            0.00994        0.00164
       6792.850            0.00859        0.00149
       6807.850            0.01196        0.00164
       6822.850            0.00863        0.00183
       6837.850            0.00769        0.00236
       6852.850            0.00989        0.00171
       6867.850            0.00864        0.00242
       6882.850            0.01438        0.00220
       6897.850            0.01027        0.00198
       6912.850            0.01208        0.00225
       6927.850            0.00872        0.00197
       6942.850            0.01480        0.00224
       6957.850            0.01396        0.00180
       6972.850            0.00899        0.00206
       6987.850            0.00834        0.00188
       7002.850            0.01177        0.00172
       7017.850            0.00771        0.00176
       7032.850            0.00874        0.00154
       7047.850            0.01121        0.00189
       7062.850            0.01511        0.00163
       7077.850            0.00900        0.00181
       7092.850            0.00867        0.00161
       7107.850            0.01103        0.00155
       7122.850            0.01086        0.00173
       7137.850            0.01007        0.00164
       7152.850            0.01230        0.00181
       7167.850            0.01555        0.00179
       7182.850            0.01345        0.00217
       7197.850            0.01347        0.00194
       7212.850            0.00958        0.00186
       7227.850            0.00722        0.00185
       7242.850            0.01859        0.00414
       7257.850            0.00623        0.00226
       7272.850            0.00615        0.00292
       7287.850            0.00512        0.00294
       7302.850            0.01106        0.00250
       7317.850            0.00065        0.00340
       7332.850            0.00383        0.00275
       7347.850            0.00827        0.00283
       7362.850            0.01381        0.00274
       7377.850            0.01276        0.00239
       7392.850            0.00913        0.00235
       7407.850            0.01083        0.00247
       7422.850            0.00667        0.00192
       7437.850            0.00062        0.00225
       7452.850            0.00661        0.00202
       7467.850            0.00933        0.00241
       7482.850            0.00895        0.00286
       7497.850            0.00222        0.00195
       7512.850            0.00266        0.00218
       7527.850            0.00574        0.00284
       7542.850            0.01012        0.00214
       7557.850            0.00715        0.00211
       7572.850            0.00953        0.00296
       7587.850            0.01360        0.00250
       7602.850            0.01032        0.00607
       7617.850            0.01748        0.00445
       7632.850            0.00958        0.00375
       7647.850            0.01728        0.00327
       7662.850            0.01507        0.00264
       7677.850            0.01284        0.00227
       7692.850            0.00483        0.00218
       7707.850            0.00172        0.00325
       7722.850            0.01146        0.00327
       7737.850            0.01923        0.00256
       7752.850            0.01227        0.00384
       7767.850            0.01047        0.00352
       7782.850            0.00246        0.00325
       7797.850            0.00887        0.00370
       7812.850            0.01830        0.00319
       7827.850            0.01134        0.00329
       7842.850            0.01700        0.00308
       7857.850            0.01732        0.00430
       7872.850            0.01223        0.00401
       7887.850            0.01620        0.00347
       7902.850            0.00559        0.00304
       7917.850            0.00586        0.00460
       7932.850            0.00985        0.00344
       7947.850            0.00917        0.00293
       7962.850            0.01749        0.00440
       7977.850            0.01247        0.00353
       7992.850            0.01321        0.00484
       8007.850            0.01383        0.00289
       8022.850            0.00703        0.00430
       8037.850            0.00828        0.00265
       8052.850            0.01205        0.00339
       8067.850            0.01567        0.00287
       8082.850            0.01444        0.00268
       8097.850            0.00701        0.00279
       8112.850            0.00771        0.00275
       8127.850            0.01291        0.00254
       8142.850            0.00955        0.00296
       8157.850            0.01118        0.00326
       8172.850            0.01298        0.00297
       8187.850            0.01807        0.00328
       8202.850            0.01311        0.00272
       8217.850            0.01280        0.00306
       8232.850            0.01389        0.00321
       8247.850            0.01090        0.00304
       8262.850            0.01766        0.00278
       8277.850            0.01429        0.00507
       8292.850            0.02364        0.00611
       8307.850            0.01795        0.00485
       8322.850            0.01448        0.00321
       8337.850            0.01571        0.00481
       8352.850           -0.00095        0.00569
       8367.850            0.00760        0.00400
       8382.850            0.00883        0.00417
       8397.850            0.02254        0.00645
       8412.850            0.00594        0.00456
       8427.850            0.00607        0.00656
       8442.850           -0.00287        0.00428
       8457.850            0.01506        0.00553
       8472.850            0.01331        0.00419
