# SNID ztf24abljkvr
# OBSERVERS = Rich/Wise/Hinds/Huddleston/Cummings
# RA 37.10033333333333
# OBS_DATE 2024-10-31 05:53:19.81
# MJD 60614.24536817
# DEC 23.55827777777778
# INSTRUMENT KAST
#wavelength flux flux_err
3485.24213757 0.30663902 0.08557281
3486.25585767 0.15147206 0.07879844
3487.26957777 0.13130859 0.07614420
3488.28329787 0.06015920 0.07297201
3489.29701797 0.15278091 0.07585957
3490.31073807 0.18429226 0.07555737
3491.32445817 0.23945595 0.07526512
3492.33817827 0.03997303 0.07080059
3493.35189836 0.07049983 0.07255714
3494.36561846 0.23645552 0.07975086
3495.37933856 0.08972741 0.07164037
3496.39305866 0.20157716 0.07019163
3497.40677876 0.22061265 0.07218000
3498.42049886 -0.01059098 0.07081420
3499.43421896 -0.00414230 0.06772613
3500.44793906 0.10920198 0.06989998
3501.46165916 0.22223134 0.07242410
3502.47537926 0.14655565 0.06844212
3503.48909936 -0.05363924 0.06544150
3504.50281945 0.04299372 0.06672733
3505.51653955 0.09356468 0.06810731
3506.53025965 0.01509782 0.06762876
3507.54397975 0.12139565 0.06776699
3508.55769985 0.00982372 0.07196489
3509.57141995 0.20500365 0.07348281
3510.58514005 0.15467367 0.07569753
3511.59886015 0.06300970 0.07065482
3512.61258025 0.09553050 0.06620784
3513.62630035 0.15176523 0.07064791
3514.64002045 0.16201071 0.07216980
3515.65374054 0.12009958 0.06838825
3516.66746064 0.14205410 0.07580963
3517.68118074 0.27392158 0.07191794
3518.69490084 0.10148704 0.07068497
3519.70862094 0.07005110 0.06642118
3520.72234104 0.05986271 0.06250703
3521.73606114 0.21680735 0.07086106
3522.74978124 0.11945463 0.06799316
3523.76350134 0.04633173 0.07069240
3524.77722144 -0.04192887 0.05904135
3525.79094153 0.06957152 0.05682775
3526.80466163 0.04754982 0.05948233
3527.81838173 0.19282730 0.06227475
3528.83210183 0.13779840 0.05924846
3529.84582193 0.12071917 0.06133191
3530.85954203 0.07802525 0.06086810
3531.87326213 0.15709576 0.06153918
3532.88698223 0.24530718 0.06806654
3533.90070233 0.20018338 0.06628893
3534.91442243 0.15671466 0.06830604
3535.92814253 0.03578221 0.06185396
3536.94186262 0.17952466 0.06808675
3537.95558272 0.10092245 0.06569923
3538.96930282 0.23935671 0.07500640
