# SIMPLE  =                    T / conforms to FITS standard                      
# BITPIX  =                    8 / array data type                                
# NAXIS   =                    0 / number of array dimensions                     
# EXTEND  =                    T                                                  
# VERSPYT = '3.11.7  '           / Python version                                 
# VERSNPY = '1.26.4  '           / Numpy version                                  
# VERSSCI = '1.12.0  '           / Scipy version                                  
# VERSAST = '6.0.0   '           / Astropy version                                
# VERSSKL = '1.4.1.post1'        / Scikit-learn version                           
# VERSPYP = '1.17.0  '           / PypeIt version                                 
# DATE    = '2025-02-05'         / UTC date created                               
# RA      =   185.72762499999996                                                  
# DEC     =   12.565552777777778                                                  
# TARGET  = 'GOTO122254.63+123355.99'                                             
# DISPNAME= 'blue    '                                                            
# DECKER  = 'slit    '                                                            
# BINNING = '1,1     '                                                            
# MJD     =         60711.110961                                                  
# DATETIME= '2025-02-05T02:39:47.030' / Date and time of the observation in ISOT f
# AIRMASS =              1.16805                                                  
# EXPTIME =                900.0                                                  
# FILENAME= 'v_e_20250204_75_1_0_9.fits.gz'                                       
# INSTRUME= 'SPRAT   '                                                            
# DETECTOR= 'E2V CCD30-11 10333-02-26'                                            
# DATE-OBS= '2025-02-05T02:39:47.012'                                             
# CONFNAME= 'user_def_config'                                                     
# FOVTYPE = 'slit    '                                                            
# CCDXBIN =                    1                                                  
# CCDYBIN =                    1                                                  
# PYPELINE= 'MultiSlit'                                                           
# PYP_SPEC= 'lt_sprat'                                                            
# TELESCOP= 'LT      '                                                            
# LON-OBS =  -17.879999999999995                                                  
# LAT-OBS =   28.758333333333336                                                  
# ALT-OBS =    2326.999999998442                                                  
# CLBS_DIR= '/home/mpursiai/onedrive-work/work/GOTO_classifications/GOTO-FAST/py&'
# CONTINUE  'peit/20250204/reduced/Calibrations'                                  
# CLBS_ARC= 'Arc_A_0_DET01.fits'                                                  
# HIERARCH CLBS_WAVECALIB = 'WaveCalib_A_0_DET01.fits'                            
# HIERARCH CLBS_BIAS = 'Bias_A_0_DET01.fits'                                      
# HIERARCH CLBS_FLAT = 'Flat_A_0_DET01.fits'                                      
# HIERARCH CLBS_EDGES = 'Edges_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_SLITS = 'Slits_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_TILTIMG = 'Tiltimg_A_0_DET01.fits'                                
# HIERARCH CLBS_TILTS = 'Tilts_A_0_DET01.fits'                                    
# DMODCLS = 'SpecObjs'           / Datamodel class                                
# DMODVER = '1.0.0   '           / Datamodel version                              
# EXT0000 = 'SPAT0126-SLIT0113-DET01'                                             
# EXT0001 = 'SPAT0132-SLIT0113-DET01'                                             
# NSPEC   =                    2                                                  
# 
#      Lam       Flux        STD
  4004.126  2.225e-15  1.895e-16
  4008.296  2.290e-15  1.731e-16
  4012.466  2.999e-15  1.802e-16
  4016.636  2.787e-15  1.686e-16
  4020.807  2.546e-15  1.682e-16
  4024.985  2.059e-15  1.613e-16
  4029.167  2.514e-15  1.723e-16
  4033.358  1.979e-15  1.672e-16
  4037.551  2.739e-15  1.954e-16
  4041.737  3.838e-15  2.116e-16
  4045.927  3.201e-15  2.108e-16
  4050.109  2.826e-15  1.900e-16
  4054.302  2.528e-15  1.871e-16
  4058.488  3.045e-15  1.858e-16
  4062.686  2.553e-15  1.747e-16
  4066.886  2.334e-15  1.691e-16
  4071.088  2.152e-15  1.601e-16
  4075.291  2.025e-15  1.525e-16
  4079.497  2.162e-15  1.456e-16
  4083.707  2.326e-15  1.454e-16
  4087.916  2.304e-15  1.392e-16
  4092.128  2.408e-15  1.360e-16
  4096.342  2.385e-15  1.349e-16
  4100.558  2.611e-15  1.332e-16
  4104.778  2.505e-15  1.302e-16
  4108.999  2.230e-15  1.241e-16
  4113.221  2.267e-15  1.232e-16
  4117.446  2.184e-15  1.227e-16
  4121.673  2.308e-15  1.211e-16
  4125.902  2.469e-15  1.205e-16
  4130.133  2.270e-15  1.176e-16
  4134.365  2.694e-15  1.204e-16
  4138.601  2.269e-15  1.144e-16
  4142.839  2.791e-15  1.182e-16
  4147.077  2.513e-15  1.114e-16
  4151.319  2.440e-15  1.093e-16
  4155.562  2.532e-15  1.091e-16
  4159.808  2.268e-15  1.028e-16
  4164.056  2.402e-15  1.051e-16
  4168.306  2.431e-15  1.029e-16
  4172.556  2.379e-15  1.021e-16
  4176.810  2.133e-15  9.579e-17
  4181.066  2.443e-15  9.893e-17
  4185.323  2.373e-15  9.655e-17
  4189.584  2.208e-15  9.249e-17
  4193.844  2.173e-15  9.054e-17
  4198.110  2.107e-15  8.893e-17
  4202.374  2.156e-15  8.802e-17
  4206.642  2.036e-15  8.631e-17
  4210.911  2.090e-15  8.567e-17
  4215.183  2.153e-15  8.579e-17
  4219.458  2.343e-15  8.725e-17
  4223.732  1.957e-15  8.149e-17
  4228.008  2.103e-15  8.219e-17
  4232.290  1.740e-15  7.844e-17
  4236.571  1.815e-15  7.670e-17
  4240.855  1.920e-15  7.749e-17
  4245.139  1.609e-15  7.443e-17
  4249.427  1.719e-15  7.502e-17
  4253.716  1.848e-15  7.614e-17
  4258.008  1.854e-15  7.543e-17
  4262.301  1.642e-15  7.267e-17
  4266.596  1.876e-15  7.375e-17
  4270.894  1.660e-15  7.186e-17
  4275.192  1.725e-15  7.188e-17
  4279.494  1.628e-15  7.130e-17
  4283.796  1.564e-15  6.893e-17
  4288.101  1.553e-15  6.828e-17
  4292.407  1.554e-15  6.756e-17
  4296.717  1.418e-15  6.574e-17
  4301.028  1.371e-15  6.546e-17
  4305.339  1.598e-15  6.659e-17
  4309.654  1.435e-15  6.469e-17
  4313.971  1.174e-15  6.184e-17
  4318.289  1.221e-15  6.166e-17
  4322.608  1.318e-15  6.216e-17
  4326.932  1.145e-15  6.091e-17
  4331.254  1.408e-15  6.276e-17
  4335.581  1.285e-15  6.113e-17
  4339.908  1.317e-15  6.072e-17
  4344.237  1.301e-15  5.996e-17
  4348.568  1.330e-15  6.042e-17
  4352.902  1.364e-15  6.142e-17
  4357.237  1.289e-15  5.968e-17
  4361.574  1.288e-15  5.892e-17
  4365.913  1.141e-15  5.790e-17
  4370.253  1.322e-15  5.914e-17
  4374.595  1.345e-15  5.920e-17
  4378.940  1.246e-15  5.824e-17
  4383.287  1.361e-15  5.874e-17
  4387.635  1.220e-15  5.709e-17
  4391.984  1.180e-15  5.617e-17
  4396.336  1.257e-15  5.738e-17
  4400.690  1.515e-15  6.014e-17
  4405.044  1.353e-15  5.845e-17
  4409.403  1.401e-15  5.831e-17
  4413.761  1.398e-15  5.820e-17
  4418.121  1.308e-15  5.781e-17
  4422.484  1.580e-15  5.964e-17
  4426.849  1.598e-15  5.932e-17
  4431.215  1.535e-15  5.886e-17
  4435.582  1.683e-15  5.929e-17
  4439.952  1.585e-15  5.865e-17
  4444.324  1.636e-15  5.867e-17
  4448.697  1.773e-15  5.974e-17
  4453.073  1.705e-15  5.841e-17
  4457.449  1.623e-15  5.755e-17
  4461.828  1.552e-15  5.605e-17
  4466.208  1.706e-15  5.756e-17
  4470.590  1.710e-15  5.709e-17
  4474.975  1.519e-15  5.470e-17
  4479.360  1.553e-15  5.488e-17
  4483.747  1.507e-15  5.430e-17
  4488.137  1.373e-15  5.198e-17
  4492.527  1.389e-15  5.232e-17
  4496.921  1.390e-15  5.122e-17
  4501.315  1.531e-15  5.271e-17
  4505.711  1.438e-15  5.120e-17
  4510.106  1.512e-15  5.187e-17
  4514.495  1.415e-15  4.969e-17
  4518.909  1.563e-15  5.220e-17
  4523.312  1.565e-15  5.204e-17
  4527.718  1.669e-15  5.317e-17
  4532.124  1.842e-15  5.447e-17
  4536.533  1.377e-15  5.012e-17
  4540.942  1.586e-15  5.132e-17
  4545.354  1.557e-15  5.120e-17
  4549.767  1.712e-15  5.268e-17
  4554.183  1.524e-15  5.019e-17
  4558.599  1.441e-15  4.923e-17
  4563.017  1.667e-15  5.097e-17
  4567.439  1.647e-15  4.970e-17
  4571.859  1.602e-15  4.960e-17
  4576.283  1.652e-15  4.968e-17
  4580.708  1.730e-15  4.995e-17
  4585.135  1.598e-15  4.847e-17
  4589.563  1.696e-15  4.890e-17
  4593.993  1.588e-15  4.729e-17
  4598.424  1.724e-15  4.803e-17
  4602.859  1.598e-15  4.740e-17
  4607.293  1.745e-15  4.747e-17
  4611.730  1.488e-15  4.551e-17
  4616.167  1.624e-15  4.630e-17
  4620.607  1.615e-15  4.568e-17
  4625.050  1.557e-15  4.526e-17
  4629.493  1.496e-15  4.433e-17
  4633.938  1.549e-15  4.459e-17
  4638.383  1.462e-15  4.317e-17
  4642.832  1.551e-15  4.396e-17
  4647.282  1.428e-15  4.226e-17
  4651.733  1.503e-15  4.284e-17
  4656.186  1.398e-15  4.172e-17
  4660.640  1.440e-15  4.229e-17
  4665.096  1.493e-15  4.272e-17
  4669.555  1.600e-15  4.378e-17
  4674.014  1.488e-15  4.242e-17
  4678.475  1.516e-15  4.209e-17
  4682.936  1.579e-15  4.262e-17
  4687.401  1.626e-15  4.256e-17
  4691.867  1.560e-15  4.168e-17
  4696.334  1.455e-15  4.108e-17
  4700.803  1.562e-15  4.120e-17
  4705.273  1.558e-15  4.130e-17
  4709.744  1.381e-15  3.957e-17
  4714.218  1.455e-15  4.022e-17
  4718.693  1.482e-15  4.000e-17
  4723.171  1.385e-15  3.947e-17
  4727.649  1.410e-15  3.911e-17
  4732.128  1.392e-15  3.909e-17
  4736.609  1.347e-15  3.902e-17
  4741.091  1.401e-15  3.893e-17
  4745.577  1.297e-15  3.797e-17
  4750.062  1.298e-15  3.771e-17
  4754.549  1.307e-15  3.744e-17
  4759.038  1.247e-15  3.711e-17
  4763.529  1.219e-15  3.679e-17
  4768.020  1.313e-15  3.717e-17
  4772.514  1.309e-15  3.735e-17
  4777.008  1.315e-15  3.750e-17
  4781.505  1.345e-15  3.698e-17
  4786.002  1.327e-15  3.732e-17
  4790.502  1.255e-15  3.645e-17
  4795.003  1.383e-15  3.750e-17
  4799.505  1.268e-15  3.641e-17
  4804.009  1.218e-15  3.611e-17
  4808.515  1.245e-15  3.589e-17
  4813.021  1.325e-15  3.674e-17
  4817.529  1.244e-15  3.604e-17
  4822.043  1.377e-15  3.651e-17
  4826.559  1.205e-15  3.569e-17
  4831.073  1.222e-15  3.584e-17
  4835.587  1.300e-15  3.610e-17
  4840.094  1.320e-15  3.575e-17
  4844.610  1.142e-15  3.464e-17
  4849.128  1.346e-15  3.602e-17
  4853.648  1.263e-15  3.545e-17
  4858.169  1.232e-15  3.524e-17
  4862.692  1.248e-15  3.477e-17
  4867.216  1.306e-15  3.544e-17
  4871.743  1.152e-15  3.425e-17
  4876.269  1.210e-15  3.472e-17
  4880.796  1.223e-15  3.493e-17
  4885.327  1.190e-15  3.445e-17
  4889.859  1.085e-15  3.327e-17
  4894.391  1.149e-15  3.410e-17
  4898.925  1.170e-15  3.392e-17
  4903.461  1.176e-15  3.346e-17
  4907.997  1.122e-15  3.296e-17
  4912.536  1.048e-15  3.257e-17
  4917.076  1.188e-15  3.311e-17
  4921.613  1.124e-15  4.493e-17
  4921.620  1.178e-15  4.827e-17
  4926.159  1.085e-15  3.236e-17
  4930.703  1.099e-15  3.219e-17
  4935.247  1.026e-15  3.118e-17
  4939.794  1.008e-15  3.110e-17
  4944.342  1.064e-15  3.145e-17
  4948.892  1.112e-15  3.183e-17
  4953.443  1.039e-15  3.163e-17
  4957.995  1.002e-15  3.119e-17
  4962.548  1.041e-15  3.115e-17
  4967.102  9.432e-16  3.047e-17
  4971.659  9.988e-16  3.039e-17
  4976.217  9.998e-16  3.068e-17
  4980.775  9.765e-16  3.070e-17
  4985.336  1.074e-15  3.103e-17
  4989.897  1.045e-15  3.108e-17
  4994.459  9.981e-16  3.046e-17
  4999.023  1.025e-15  3.041e-17
  5003.589  1.032e-15  3.032e-17
  5008.157  1.062e-15  3.051e-17
  5012.725  1.056e-15  3.010e-17
  5017.293  1.039e-15  3.007e-17
  5021.864  1.057e-15  3.023e-17
  5026.435  9.974e-16  2.934e-17
  5031.009  1.008e-15  2.950e-17
  5035.585  1.014e-15  2.945e-17
  5040.160  1.086e-15  3.006e-17
  5044.736  9.343e-16  2.875e-17
  5049.316  9.571e-16  2.904e-17
  5053.895  1.093e-15  2.988e-17
  5058.476  1.043e-15  2.979e-17
  5063.059  1.013e-15  2.956e-17
  5067.643  1.128e-15  3.029e-17
  5072.226  1.061e-15  2.999e-17
  5076.813  1.129e-15  3.031e-17
  5081.400  1.130e-15  3.022e-17
  5085.988  1.053e-15  2.950e-17
  5090.578  1.094e-15  2.990e-17
  5095.169  1.155e-15  3.026e-17
  5099.762  1.149e-15  3.018e-17
  5104.356  1.172e-15  3.023e-17
  5108.951  1.186e-15  3.001e-17
  5113.547  1.218e-15  3.044e-17
  5118.144  1.214e-15  3.019e-17
  5122.743  1.230e-15  3.050e-17
  5127.342  1.196e-15  3.010e-17
  5131.942  1.242e-15  3.053e-17
  5136.544  1.153e-15  2.961e-17
  5141.149  1.231e-15  3.032e-17
  5145.753  1.254e-15  3.059e-17
  5150.359  1.336e-15  3.083e-17
  5154.966  1.341e-15  3.082e-17
  5159.574  1.291e-15  3.049e-17
  5164.183  1.301e-15  3.029e-17
  5168.793  1.272e-15  3.009e-17
  5173.406  1.277e-15  2.984e-17
  5178.018  1.303e-15  2.995e-17
  5182.632  1.283e-15  3.003e-17
  5187.247  1.211e-15  2.958e-17
  5191.864  1.405e-15  3.111e-17
  5196.481  1.327e-15  3.071e-17
  5201.101  1.283e-15  3.032e-17
  5205.720  1.407e-15  3.095e-17
  5210.341  1.362e-15  3.040e-17
  5214.964  1.301e-15  2.996e-17
  5219.587  1.277e-15  2.956e-17
  5224.211  1.327e-15  3.013e-17
  5228.837  1.376e-15  3.032e-17
  5233.464  1.273e-15  2.926e-17
  5238.092  1.352e-15  2.985e-17
  5242.721  1.317e-15  2.991e-17
  5247.351  1.419e-15  3.018e-17
  5251.983  1.393e-15  3.025e-17
  5256.612  1.334e-15  4.073e-17
  5256.617  1.398e-15  4.362e-17
  5261.248  1.382e-15  2.957e-17
  5265.883  1.283e-15  2.905e-17
  5270.519  1.386e-15  2.978e-17
  5275.157  1.322e-15  2.915e-17
  5279.794  1.305e-15  2.897e-17
  5284.433  1.281e-15  2.888e-17
  5289.074  1.336e-15  2.907e-17
  5293.715  1.254e-15  2.861e-17
  5298.357  1.221e-15  2.845e-17
  5303.001  1.265e-15  2.855e-17
  5307.646  1.203e-15  2.817e-17
  5312.291  1.199e-15  2.815e-17
  5316.937  1.218e-15  2.817e-17
  5321.586  1.144e-15  2.763e-17
  5326.234  1.177e-15  2.799e-17
  5330.885  1.161e-15  2.762e-17
  5335.535  1.025e-15  2.672e-17
  5340.188  1.118e-15  2.719e-17
  5344.841  1.125e-15  2.711e-17
  5349.494  1.112e-15  2.706e-17
  5354.149  1.097e-15  2.705e-17
  5358.806  1.064e-15  2.634e-17
  5363.463  1.059e-15  2.662e-17
  5368.121  1.079e-15  2.665e-17
  5372.781  1.128e-15  2.698e-17
  5377.441  1.085e-15  2.667e-17
  5382.101  9.779e-16  2.573e-17
  5386.764  1.073e-15  2.631e-17
  5391.428  1.072e-15  2.647e-17
  5396.092  1.075e-15  2.632e-17
  5400.758  1.092e-15  2.645e-17
  5405.424  1.065e-15  2.650e-17
  5410.092  1.081e-15  2.661e-17
  5414.760  1.167e-15  2.695e-17
  5419.430  1.112e-15  2.679e-17
  5424.100  1.102e-15  2.664e-17
  5428.772  1.034e-15  2.595e-17
  5433.444  1.011e-15  2.581e-17
  5438.114  1.076e-15  3.649e-17
  5438.120  1.054e-15  3.774e-17
  5442.792  1.017e-15  2.543e-17
  5447.467  1.055e-15  2.598e-17
  5452.143  1.043e-15  2.579e-17
  5456.820  1.110e-15  2.613e-17
  5461.498  9.937e-16  2.535e-17
  5466.178  1.061e-15  2.572e-17
  5470.857  1.044e-15  2.544e-17
  5475.540  1.016e-15  2.530e-17
  5480.221  9.779e-16  2.508e-17
  5484.904  1.049e-15  2.534e-17
  5489.587  1.006e-15  2.527e-17
  5494.273  1.015e-15  2.533e-17
  5498.959  9.904e-16  2.493e-17
  5503.645  9.763e-16  2.521e-17
  5508.334  9.723e-16  2.516e-17
  5513.022  9.702e-16  2.479e-17
  5517.710  9.756e-16  2.526e-17
  5522.401  1.010e-15  2.533e-17
  5527.093  1.052e-15  2.579e-17
  5531.785  9.206e-16  2.501e-17
  5536.478  9.820e-16  2.528e-17
  5541.173  9.621e-16  2.512e-17
  5545.867  9.434e-16  2.517e-17
  5550.564  9.229e-16  2.480e-17
  5555.260  1.024e-15  2.579e-17
  5559.957  9.873e-16  2.654e-17
  5564.657  9.972e-16  4.048e-17
  5569.355  1.118e-15  5.405e-17
  5574.056  1.008e-15  5.431e-17
  5578.757  9.568e-16  5.363e-17
  5583.459  1.001e-15  4.829e-17
  5588.162  1.011e-15  3.004e-17
  5592.865  1.026e-15  2.591e-17
  5597.570  1.013e-15  2.573e-17
  5602.275  9.943e-16  2.548e-17
  5606.982  1.017e-15  2.575e-17
  5611.689  1.071e-15  2.599e-17
  5616.398  9.953e-16  2.559e-17
  5621.105  9.733e-16  2.524e-17
  5625.816  1.016e-15  2.557e-17
  5630.526  9.771e-16  2.533e-17
  5635.237  9.490e-16  2.501e-17
  5639.950  9.522e-16  2.494e-17
  5644.663  9.007e-16  2.477e-17
  5649.377  9.793e-16  2.524e-17
  5654.092  9.670e-16  2.510e-17
  5658.807  9.043e-16  2.477e-17
  5663.523  9.819e-16  2.525e-17
  5668.240  9.997e-16  2.530e-17
  5672.958  9.168e-16  2.498e-17
  5677.676  9.669e-16  2.522e-17
  5682.397  9.313e-16  2.495e-17
  5687.113  9.330e-16  3.483e-17
  5687.118  9.733e-16  3.724e-17
  5691.837  1.015e-15  2.581e-17
  5696.559  1.018e-15  2.588e-17
  5701.282  1.039e-15  2.611e-17
  5706.005  9.469e-16  2.538e-17
  5710.728  9.939e-16  2.548e-17
  5715.454  1.046e-15  2.626e-17
  5720.180  1.010e-15  2.568e-17
  5724.906  1.043e-15  2.590e-17
  5729.633  9.652e-16  2.564e-17
  5734.361  9.571e-16  2.514e-17
  5739.091  1.018e-15  2.600e-17
  5743.819  1.045e-15  2.606e-17
  5748.549  1.056e-15  2.624e-17
  5753.281  1.053e-15  2.614e-17
  5758.012  9.864e-16  2.576e-17
  5762.744  1.012e-15  2.571e-17
  5767.477  1.056e-15  2.622e-17
  5772.212  1.002e-15  2.612e-17
  5776.946  1.052e-15  2.627e-17
  5781.681  1.046e-15  2.605e-17
  5786.417  1.021e-15  2.611e-17
  5791.154  1.018e-15  2.569e-17
  5795.891  1.032e-15  2.592e-17
  5800.630  9.532e-16  2.545e-17
  5805.370  9.796e-16  2.558e-17
  5810.109  9.294e-16  2.499e-17
  5814.849  9.398e-16  2.537e-17
  5819.590  1.030e-15  2.572e-17
  5824.331  1.027e-15  2.569e-17
  5829.074  9.477e-16  2.542e-17
  5833.816  9.842e-16  2.545e-17
  5838.560  1.003e-15  2.542e-17
  5843.305  9.678e-16  2.535e-17
  5848.049  9.589e-16  2.518e-17
  5852.795  8.910e-16  2.466e-17
  5857.541  9.102e-16  2.493e-17
  5862.289  8.934e-16  2.479e-17
  5867.037  9.662e-16  2.559e-17
  5871.784  9.533e-16  2.565e-17
  5876.533  9.562e-16  2.609e-17
  5881.284  9.487e-16  2.787e-17
  5886.034  8.878e-16  2.857e-17
  5890.784  8.754e-16  2.854e-17
  5895.536  9.134e-16  2.829e-17
  5900.289  8.746e-16  2.650e-17
  5905.041  9.383e-16  2.557e-17
  5909.795  9.343e-16  2.513e-17
  5914.548  8.978e-16  2.496e-17
  5919.303  9.055e-16  2.505e-17
  5924.059  1.001e-15  2.552e-17
  5928.814  8.968e-16  2.502e-17
  5933.572  9.069e-16  2.490e-17
  5938.328  9.913e-16  2.550e-17
  5943.092  1.014e-15  2.618e-17
  5947.844  8.777e-16  2.455e-17
  5952.603  9.444e-16  2.489e-17
  5957.363  9.237e-16  2.503e-17
  5962.123  9.233e-16  2.470e-17
  5966.884  9.486e-16  2.514e-17
  5971.645  8.873e-16  2.460e-17
  5976.407  9.060e-16  2.444e-17
  5981.169  8.665e-16  2.408e-17
  5985.932  9.042e-16  2.462e-17
  5990.696  8.520e-16  2.383e-17
  5995.460  8.541e-16  2.383e-17
  6000.225  8.293e-16  2.380e-17
  6004.989  8.953e-16  2.411e-17
  6009.755  8.265e-16  2.342e-17
  6014.522  8.340e-16  2.359e-17
  6019.289  7.566e-16  2.279e-17
  6024.057  8.157e-16  2.340e-17
  6028.824  8.536e-16  2.363e-17
  6033.593  7.816e-16  2.285e-17
  6038.361  7.694e-16  2.266e-17
  6043.131  7.578e-16  2.263e-17
  6047.901  6.948e-16  2.199e-17
  6052.672  7.292e-16  2.214e-17
  6057.442  7.219e-16  2.246e-17
  6062.216  7.559e-16  2.247e-17
  6066.987  6.891e-16  2.183e-17
  6071.760  6.575e-16  2.185e-17
  6076.532  6.995e-16  2.190e-17
  6081.307  6.579e-16  2.138e-17
  6086.081  5.869e-16  2.103e-17
  6090.856  6.700e-16  2.156e-17
  6095.631  6.963e-16  2.181e-17
  6100.406  6.267e-16  2.119e-17
  6105.182  6.460e-16  2.114e-17
  6109.960  6.417e-16  2.114e-17
  6114.736  5.673e-16  2.060e-17
  6119.513  5.731e-16  2.060e-17
  6124.292  6.341e-16  2.119e-17
  6129.070  5.882e-16  2.084e-17
  6133.849  6.460e-16  2.128e-17
  6138.629  6.266e-16  2.122e-17
  6143.409  6.188e-16  2.115e-17
  6148.189  6.627e-16  2.154e-17
  6152.972  5.885e-16  2.045e-17
  6157.751  5.662e-16  2.069e-17
  6162.533  6.792e-16  2.162e-17
  6167.315  5.999e-16  2.099e-17
  6172.098  5.732e-16  2.077e-17
  6176.881  5.649e-16  2.066e-17
  6181.664  5.610e-16  2.043e-17
  6186.448  5.820e-16  2.076e-17
  6191.232  5.932e-16  2.059e-17
  6196.016  6.018e-16  2.096e-17
  6200.802  6.192e-16  2.111e-17
  6205.588  6.025e-16  2.090e-17
  6210.374  5.893e-16  2.083e-17
  6215.160  5.783e-16  2.103e-17
  6219.948  5.841e-16  2.078e-17
  6224.734  5.576e-16  2.093e-17
