# SIMPLE  =                    T / conforms to FITS standard                      
# BITPIX  =                    8 / array data type                                
# NAXIS   =                    0 / number of array dimensions                     
# EXTEND  =                    T                                                  
# VERSPYT = '3.11.7  '           / Python version                                 
# VERSNPY = '1.26.4  '           / Numpy version                                  
# VERSSCI = '1.12.0  '           / Scipy version                                  
# VERSAST = '6.0.0   '           / Astropy version                                
# VERSSKL = '1.4.1.post1'        / Scikit-learn version                           
# VERSPYP = '0.1.dev17388+g655c380' / PypeIt version                              
# DATE    = '2025-05-08'         / UTC date created                               
# RA      =    234.3130833333333                                                  
# DEC     =   1.3285916666666666                                                  
# TARGET  = 'GOTO25car'                                                           
# DISPNAME= 'blue    '                                                            
# DECKER  = 'slit    '                                                            
# BINNING = '1,1     '                                                            
# MJD     =         60803.167302                                                  
# DATETIME= '2025-05-08T04:00:54.893' / Date and time of the observation in ISOT f
# AIRMASS =             1.300251                                                  
# EXPTIME =                900.0                                                  
# FILENAME= 'v_e_20250507_46_2_0_9.fits.gz'                                       
# INSTRUME= 'SPRAT   '                                                            
# DETECTOR= 'E2V CCD30-11 10333-02-26'                                            
# DATE-OBS= '2025-05-08T04:00:54.882'                                             
# CONFNAME= 'user_def_config'                                                     
# FOVTYPE = 'slit    '                                                            
# CCDXBIN =                    1                                                  
# CCDYBIN =                    1                                                  
# PYPELINE= 'MultiSlit'                                                           
# PYP_SPEC= 'lt_sprat'                                                            
# TELESCOP= 'LT      '                                                            
# LON-OBS =  -17.879999999999995                                                  
# LAT-OBS =   28.758333333333336                                                  
# ALT-OBS =    2326.999999998442                                                  
# CLBS_DIR= '/home/mpursiai/onedrive-work/work/GOTO_classifications/GOTO-FAST/LT&'
# CONTINUE  '/20250507/reduced/Calibrations'                                      
# CLBS_ARC= 'Arc_A_0_DET01.fits'                                                  
# HIERARCH CLBS_WAVECALIB = 'WaveCalib_A_0_DET01.fits'                            
# HIERARCH CLBS_BIAS = 'Bias_A_0_DET01.fits'                                      
# HIERARCH CLBS_FLAT = 'Flat_A_0_DET01.fits'                                      
# HIERARCH CLBS_EDGES = 'Edges_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_SLITS = 'Slits_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_TILTIMG = 'Tiltimg_A_0_DET01.fits'                                
# HIERARCH CLBS_TILTS = 'Tilts_A_0_DET01.fits'                                    
# DMODCLS = 'SpecObjs'           / Datamodel class                                
# DMODVER = '1.0.0   '           / Datamodel version                              
# EXT0000 = 'SPAT0129-SLIT0113-DET01'                                             
# NSPEC   =                    1                                                  
# 
#      Lam       Flux        STD
  4000.521  5.900e-16  2.301e-16
  4004.661 -2.707e-16  1.882e-16
  4008.805  2.181e-16  1.893e-16
  4012.950 -5.126e-16  1.657e-16
  4017.099  1.791e-18  1.764e-16
  4021.250  3.357e-16  1.839e-16
  4025.403  2.934e-16  1.876e-16
  4029.559  4.665e-16  1.981e-16
  4033.724  2.674e-16  2.000e-16
  4037.886  2.427e-16  1.910e-16
  4042.049 -6.751e-16  1.752e-16
  4046.212  2.543e-17  1.943e-16
  4050.381  1.518e-16  1.998e-16
  4054.549 -2.315e-16  1.915e-16
  4058.723 -4.656e-16  1.873e-16
  4062.900  3.836e-16  2.027e-16
  4067.079  3.724e-16  1.899e-16
  4071.261  1.570e-16  1.779e-16
  4075.445  2.544e-16  1.728e-16
  4079.631 -2.281e-16  1.540e-16
  4083.820 -1.839e-16  1.451e-16
  4088.012  2.385e-16  1.462e-16
  4092.206  7.937e-17  1.407e-16
  4096.403  1.582e-16  1.434e-16
  4100.602  1.747e-18  1.297e-16
  4104.803 -2.336e-17  1.246e-16
  4109.008  2.921e-16  1.294e-16
  4113.214  4.736e-17  1.214e-16
  4117.423  1.402e-16  1.247e-16
  4121.634  1.846e-16  1.242e-16
  4125.848  1.288e-16  1.218e-16
  4130.064  3.017e-16  1.232e-16
  4134.283  6.450e-16  1.304e-16
  4138.504  7.014e-17  1.130e-16
  4142.727 -1.339e-16  1.054e-16
  4146.953 -2.158e-16  9.950e-17
  4151.182  1.016e-16  1.052e-16
  4155.412  3.184e-16  1.073e-16
  4159.645 -8.556e-17  9.738e-17
  4163.881  7.058e-18  9.967e-17
  4168.119  7.687e-17  1.011e-16
  4172.359  2.125e-16  9.899e-17
  4176.601  3.436e-16  1.007e-16
  4180.846  1.193e-16  9.228e-17
  4185.091  1.140e-16  9.198e-17
  4189.343  4.888e-16  9.834e-17
  4193.595  2.679e-16  8.972e-17
  4197.849 -1.309e-17  8.331e-17
  4202.106  2.056e-16  8.597e-17
  4206.365  1.793e-16  8.265e-17
  4210.626  1.870e-16  8.311e-17
  4214.890  3.094e-16  8.464e-17
  4219.155  9.510e-17  7.764e-17
  4223.423  4.026e-16  8.308e-17
  4227.694  1.968e-16  7.948e-17
  4231.967  1.582e-16  7.507e-17
  4236.242  2.889e-16  7.978e-17
  4240.519  4.433e-16  8.316e-17
  4244.798  1.947e-16  7.534e-17
  4249.080  1.166e-16  7.421e-17
  4253.364  1.689e-16  7.511e-17
  4257.650  9.344e-17  7.216e-17
  4261.939  1.005e-16  7.130e-17
  4266.229  2.283e-16  7.419e-17
  4270.522  1.595e-16  7.159e-17
  4274.818  4.381e-16  7.768e-17
  4279.115  1.339e-16  7.001e-17
  4283.414 -1.331e-16  6.393e-17
  4287.716 -1.892e-17  6.535e-17
  4292.020  1.371e-16  6.910e-17
  4296.326  1.170e-16  6.704e-17
  4300.635  1.430e-16  6.681e-17
  4304.945  6.977e-17  6.447e-17
  4309.258  8.250e-17  6.536e-17
  4313.573  1.588e-16  6.753e-17
  4317.890  2.463e-16  6.832e-17
  4322.209  8.468e-17  6.515e-17
  4326.530 -7.314e-17  5.932e-17
  4330.854  1.788e-16  6.594e-17
  4335.179 -2.123e-17  5.897e-17
  4339.507  1.713e-16  6.436e-17
  4343.837  1.537e-16  6.312e-17
  4348.169  4.027e-16  6.828e-17
  4352.503  1.861e-16  6.429e-17
  4356.839  2.276e-17  5.904e-17
  4361.177  1.549e-16  6.191e-17
  4365.518  1.589e-16  6.238e-17
  4369.860  2.553e-17  5.914e-17
  4374.205  9.969e-17  6.071e-17
  4378.551 -2.641e-17  5.569e-17
  4382.900  2.976e-16  6.474e-17
  4387.250  6.156e-17  5.812e-17
  4391.603  2.203e-16  6.231e-17
  4395.958  2.666e-16  6.326e-17
  4400.315  1.389e-16  6.120e-17
  4404.674  1.056e-16  5.963e-17
  4409.035  1.800e-16  6.307e-17
  4413.398  1.031e-16  6.010e-17
  4417.763  2.090e-16  6.259e-17
  4422.130  1.133e-16  6.010e-17
  4426.499  2.771e-16  6.297e-17
  4430.870  2.758e-16  6.176e-17
  4435.243  2.103e-16  6.049e-17
  4439.618  2.284e-16  5.975e-17
  4443.995  2.983e-16  6.110e-17
  4448.374  1.140e-16  5.690e-17
  4452.755  2.822e-16  6.005e-17
  4457.137  2.059e-16  5.634e-17
  4461.522  2.420e-16  5.698e-17
  4465.909  2.293e-16  5.589e-17
  4470.298  2.968e-16  5.725e-17
  4474.689  2.707e-16  5.702e-17
  4479.081  2.713e-16  5.583e-17
  4483.476  2.841e-16  5.543e-17
  4487.872  2.223e-16  5.440e-17
  4492.271  3.808e-16  5.728e-17
  4496.671  1.313e-16  5.156e-17
  4501.073  2.446e-16  5.419e-17
  4505.478  2.195e-16  5.384e-17
  4509.885  1.016e-16  6.185e-17
  4514.292  1.957e-16  5.159e-17
  4518.702  2.581e-16  5.296e-17
  4523.113  2.470e-16  5.284e-17
  4527.527  3.056e-16  5.479e-17
  4531.942  2.252e-16  5.251e-17
  4536.360  2.624e-16  5.248e-17
  4540.779  2.605e-16  5.300e-17
  4545.200  1.146e-16  4.914e-17
  4549.623  1.657e-16  5.030e-17
  4554.048  2.169e-16  4.988e-17
  4558.474  2.480e-16  5.029e-17
  4562.903  2.328e-16  4.905e-17
  4567.333  8.495e-17  4.634e-17
  4571.765  2.727e-16  4.899e-17
  4576.199  1.257e-16  4.677e-17
  4580.634  7.479e-17  4.414e-17
  4585.072  1.314e-16  4.519e-17
  4589.511  1.193e-16  4.524e-17
  4593.952  1.320e-16  4.416e-17
  4598.395  1.593e-16  4.455e-17
  4602.840  1.538e-16  4.377e-17
  4607.286  1.485e-16  4.344e-17
  4611.734  1.637e-16  4.313e-17
  4616.184  1.910e-16  4.396e-17
  4620.636  2.109e-16  4.409e-17
  4625.089  1.715e-16  4.253e-17
  4629.545  2.170e-16  4.371e-17
  4634.001  2.238e-16  4.261e-17
  4638.460  1.426e-16  4.060e-17
  4642.921  1.797e-16  4.007e-17
  4647.383  1.758e-16  4.064e-17
  4651.846  1.791e-16  4.083e-17
  4656.312  1.906e-16  4.102e-17
  4660.779  1.366e-16  4.078e-17
  4665.248  1.354e-16  4.061e-17
  4669.719  1.153e-16  3.968e-17
  4674.191  1.925e-16  4.122e-17
  4678.665  2.016e-16  4.148e-17
  4683.141  1.966e-16  4.057e-17
  4687.619  1.675e-16  3.966e-17
  4692.098  6.775e-17  3.653e-17
  4696.578  1.192e-16  3.772e-17
  4701.061  1.125e-16  3.708e-17
  4705.545  1.493e-16  3.787e-17
  4710.030  1.464e-16  3.753e-17
  4714.518  5.543e-17  3.581e-17
  4719.007  1.155e-16  3.680e-17
  4723.497  9.838e-17  3.633e-17
  4727.990  1.341e-16  3.733e-17
  4732.483  1.771e-16  3.715e-17
  4736.979  1.793e-16  3.696e-17
  4741.476  4.478e-17  3.423e-17
  4745.975  8.582e-17  3.493e-17
  4750.475  1.252e-16  3.557e-17
  4754.977  1.578e-16  3.587e-17
  4759.480  8.815e-17  3.471e-17
  4763.986  7.601e-17  3.426e-17
  4768.492  8.382e-17  3.436e-17
  4773.002  1.257e-16  3.395e-17
  4777.516  1.534e-16  3.413e-17
  4782.027  1.855e-16  3.485e-17
  4786.540  1.935e-16  3.442e-17
  4791.049  1.703e-16  3.567e-17
  4795.565  1.546e-16  3.539e-17
  4800.083  1.223e-16  3.513e-17
  4804.602  1.397e-16  3.487e-17
  4809.122  1.740e-16  3.593e-17
  4813.644  1.879e-16  3.624e-17
  4818.168  2.321e-16  3.731e-17
  4822.693  2.846e-16  3.871e-17
  4827.220  2.578e-16  3.765e-17
  4831.748  1.572e-16  3.612e-17
