@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.930
@SPECTRUM spectrum_06D2cd_1157.dat
@SN-NAME 06D2cd
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 4.150
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       5945.070            0.44524        0.33456
       5960.070            0.51435        0.22532
       5975.070            0.37456        0.17663
       5990.070            0.47254        0.14615
       6005.070            0.54577        0.12788
       6020.070            0.30299        0.11517
       6035.070            0.27266        0.10703
       6050.070            0.18304        0.09811
       6065.070            0.25628        0.09426
       6080.070            0.36934        0.08933
       6095.070            0.40028        0.08622
       6110.070            0.45962        0.08702
       6125.070            0.42734        0.08126
       6140.070            0.35575        0.08288
       6155.070            0.28441        0.07770
       6170.070            0.23336        0.07901
       6185.070            0.33676        0.08014
       6200.070            0.24772        0.08710
       6215.070            0.36685        0.08206
       6230.070            0.11536        0.08655
       6245.070            0.22407        0.07673
       6260.070            0.07074        0.09370
       6275.070            0.35196        0.09775
       6290.070            0.20191        0.07870
       6305.070           -0.01175        0.07538
       6320.070            0.12944        0.07728
       6335.070            0.20741        0.07953
       6350.070            0.21625        0.07050
       6365.070            0.07221        0.06597
       6380.070            0.20876        0.06542
       6395.070            0.35181        0.06441
       6410.070            0.28454        0.06286
       6425.070            0.33632        0.06735
       6440.070            0.33065        0.07308
       6455.070            0.29658        0.06289
       6470.070            0.23147        0.07434
       6485.070            0.23048        0.06367
       6500.070            0.22487        0.07070
       6515.070            0.19989        0.06990
       6530.070            0.13016        0.06689
       6545.070            0.18037        0.06855
       6560.070            0.28673        0.06068
       6575.070            0.14090        0.06226
       6590.070            0.29110        0.05813
       6605.070            0.24454        0.05942
       6620.070            0.30166        0.05718
       6635.070            0.28983        0.05753
       6650.070            0.33506        0.05582
       6665.070            0.19758        0.05717
       6680.070            0.22553        0.05657
       6695.070            0.46208        0.05569
       6710.070            0.30442        0.05612
       6725.070            0.37941        0.05474
       6740.070            0.29858        0.05406
       6755.070            0.41604        0.05395
       6770.070            0.44695        0.05299
       6785.070            0.43658        0.05445
       6800.070            0.45177        0.08072
       6815.070            0.48647        0.05763
       6830.070            0.47296        0.07284
       6845.070            0.29030        0.05628
       6860.070            0.42021        0.06072
       6875.070            0.57893        0.07131
       6890.070            0.55063        0.07445
       6905.070            0.62598        0.06351
       6920.070            0.51819        0.06772
       6935.070            0.48194        0.05787
       6950.070            0.47958        0.06114
       6965.070            0.48170        0.05310
       6980.070            0.36333        0.05583
       6995.070            0.51873        0.04932
       7010.070            0.55828        0.05387
       7025.070            0.52395        0.05489
       7040.070            0.51694        0.05399
       7055.070            0.46674        0.05387
       7070.070            0.55414        0.04974
       7085.070            0.55566        0.04879
       7100.070            0.36689        0.05066
       7115.070            0.43246        0.05325
       7130.070            0.41704        0.05111
       7145.070            0.38352        0.05036
       7160.070            0.27118        0.04664
       7175.070            0.31351        0.04767
       7190.070            0.78927        0.05155
       7205.070            0.23481        0.07450
       7220.070            0.35036        0.07466
       7235.070            0.33118        0.06088
       7250.070            0.37680        0.09281
       7265.070            0.29449        0.06322
       7280.070            0.27347        0.07720
       7295.070            0.25282        0.07297
       7310.070            0.21374        0.08649
       7325.070            0.24277        0.06444
       7340.070            0.28338        0.07469
       7355.070            0.31518        0.05444
       7370.070            0.35427        0.07025
       7385.070            0.30436        0.04797
       7400.070            0.35125        0.05809
       7415.070            0.40894        0.05060
       7430.070            0.42790        0.05275
       7445.070            0.53771        0.06890
       7460.070            0.45930        0.05471
       7475.070            0.57005        0.04626
       7490.070            0.49384        0.06841
       7505.070            0.62072        0.05508
       7520.070            0.77777        0.05033
       7535.070            0.66558        0.06184
       7550.070            0.72002        0.05718
       7565.070            0.39881        0.04977
       7580.070            0.22568        0.04147
       7595.070            0.41324        0.07360
       7610.070            0.91854        0.11293
       7625.070            0.82071        0.07624
       7640.070            0.85740        0.07224
       7655.070            0.69836        0.06325
       7670.070            0.57836        0.06088
       7685.070            0.44748        0.11026
       7700.070            0.67418        0.06085
       7715.070            0.57807        0.07349
       7730.070            0.51164        0.07477
       7745.070            0.53635        0.06546
       7760.070            0.43920        0.08547
       7775.070            0.58196        0.07086
       7790.070            0.50867        0.08992
       7805.070            0.56748        0.05893
       7820.070            0.66707        0.09944
       7835.070            0.49439        0.08745
       7850.070            0.65274        0.08383
       7865.070            0.66916        0.06266
       7880.070            0.51142        0.08471
       7895.070            0.82458        0.08522
       7910.070            0.74772        0.06044
       7925.070            0.60600        0.06704
       7940.070            0.59972        0.08134
       7955.070            0.61559        0.08169
       7970.070            0.63323        0.06179
       7985.070            0.60532        0.07269
       8000.070            0.66206        0.06682
       8015.070            0.65662        0.05194
       8030.070            0.59052        0.06778
       8045.070            0.56336        0.04799
       8060.070            0.66508        0.05174
       8075.070            0.53718        0.05381
       8090.070            0.59783        0.04498
       8105.070            0.60223        0.04952
       8120.070            0.53412        0.04747
       8135.070            0.53893        0.04345
       8150.070            0.48204        0.04497
       8165.070            0.52802        0.04807
       8180.070            0.54939        0.04705
       8195.070            0.44823        0.04372
       8210.070            0.47546        0.04575
       8225.070            0.54462        0.04758
       8240.070            0.41303        0.05280
       8255.070            0.25753        0.10782
       8270.070            0.38483        0.09763
       8285.070            0.31156        0.05731
       8300.070            0.43747        0.04672
       8315.070            0.26338        0.14005
       8330.070            0.40108        0.07712
       8345.070            0.38331        0.06144
       8360.070            0.34104        0.07361
       8375.070            0.44215        0.08045
       8390.070            0.17515        0.08793
       8405.070            0.32739        0.06703
       8420.070            0.20936        0.06820
       8435.070            0.31819        0.09531
       8450.070            0.43480        0.04578
       8465.070            0.32648        0.07425
       8480.070            0.42104        0.05784
       8495.070            0.44149        0.04365
       8510.070            0.40191        0.05915
       8525.070            0.46968        0.05055
       8540.070            0.46482        0.04503
       8555.070            0.44070        0.05050
       8570.070            0.37660        0.05367
       8585.070            0.32464        0.07809
       8600.070            0.53444        0.12429
       8615.070            0.33468        0.09642
       8630.070            0.70858        0.12621
       8645.070            0.54567        0.09590
       8660.070            0.54648        0.06377
       8675.070            0.47584        0.05452
       8690.070            0.40124        0.04563
       8705.070            0.49206        0.04706
       8720.070            0.32416        0.05521
       8735.070            0.66635        0.14406
       8750.070            0.62643        0.11369
       8765.070            0.46987        0.06150
       8780.070            0.56478        0.05086
       8795.070            0.36275        0.11795
       8810.070            0.74117        0.09635
       8825.070            0.34321        0.06784
       8840.070            0.49722        0.07607
       8855.070            0.35406        0.11961
       8870.070            0.48678        0.09247
       8885.070            0.54698        0.11190
       8900.070            0.42488        0.06779
       8915.070            0.31403        0.09493
       8930.070            0.50426        0.09928
       8945.070            0.39331        0.05655
       8960.070            0.20199        0.09086
       8975.070            0.49468        0.07395
       8990.070            0.42777        0.04968
       9005.070            0.40755        0.06771
       9020.070            0.28065        0.08223
       9035.070            0.35849        0.05302
       9050.070            0.31850        0.04815
       9065.070            0.25888        0.06571
       9080.070            0.43501        0.05379
       9095.070            0.29475        0.04607
       9110.070            0.27414        0.04868
       9125.070            0.31363        0.06470
       9140.070            0.29764        0.05173
       9155.070            0.40010        0.04734
       9170.070            0.32630        0.04819
       9185.070            0.24749        0.05789
       9200.070            0.21030        0.05449
       9215.070            0.23884        0.05254
       9230.070            0.31858        0.05360
       9245.070            0.28863        0.04952
       9260.070            0.27947        0.06092
       9275.070            0.26552        0.12611
       9290.070            0.33858        0.18534
       9305.070            0.31755        0.11139
       9320.070            0.19791        0.08109
       9335.070            0.17433        0.09746
       9350.070            0.19106        0.20403
       9365.070            0.22498        0.10498
       9380.070            0.20423        0.11214
       9395.070            0.37361        0.10626
       9410.070            0.38593        0.18500
       9425.070            0.42370        0.14129
       9440.070            0.36142        0.14653
       9455.070            0.27265        0.11315
       9470.070            0.31560        0.12807
       9485.070            0.15232        0.14294
       9500.070            0.40540        0.10349
       9515.070            0.22057        0.09215
       9530.070            0.34644        0.15835
       9545.070            0.45226        0.10568
       9560.070            0.17751        0.07210
       9575.070            0.43126        0.09701
       9590.070            0.27673        0.12403
       9605.070            0.13951        0.07763
       9620.070            0.27581        0.08072
       9635.070            0.12042        0.10984
       9650.070            0.39146        0.14808
       9665.070            0.49370        0.14973
       9680.070            0.31430        0.14126
       9695.070            0.39509        0.14617
       9710.070            0.34349        0.12565
       9725.070            0.36036        0.08536
       9740.070            0.35420        0.08059
       9755.070           -0.08501        0.14696
       9770.070            0.15784        0.18771
       9785.070            0.21195        0.13365
       9800.070            0.25269        0.10335
       9815.070            0.03632        0.13316
       9830.070            0.34739        0.13256
       9845.070            1.00621        0.21553
       9860.070            0.52123        0.16714
       9875.070           -0.00015        0.17879
       9890.070           -0.00124        0.20430
       9905.070           -0.07968        0.19002
       9920.070            0.02100        0.35681
       9935.070            0.82040        0.30750
       9950.070            0.38547        0.17930
       9965.070            0.25266        0.17057
