# Wavelength(angstroms) flux flux_err
3462.89086914063 3.9045870998972575e-16 3.3888983538344665e-16 
3464.3621839284947 3.764031246723267e-16 3.387629657298157e-16 
3465.8334987163594 -2.1644398337311647e-16 3.3565287250573474e-16 
3467.304813504224 -6.707193169705612e-18 3.3345847483719486e-16 
3468.7761282920887 -1.9934887326405456e-16 3.3443658613303677e-16 
3470.2474430799534 -4.599146440409699e-16 3.3920334345304915e-16 
3471.718757867818 5.784873452557512e-16 3.309446398684217e-16 
3473.190072655683 4.471872328546452e-16 3.268620998813336e-16 
3474.6613874435475 6.899906036136297e-16 3.25904237966887e-16 
3476.132702231412 -2.6389454408517576e-16 3.22163475774016e-16 
3477.604017019277 7.923639585308501e-16 3.269601174751987e-16 
3479.0753318071415 6.1282344042926e-17 3.154328725657945e-16 
3480.546646595006 5.898215460625202e-16 3.2433317713818747e-16 
3482.017961382871 7.107564104089569e-16 3.2270560333003833e-16 
3483.4892761707356 2.3618108188889315e-16 3.123253733801145e-16 
3484.9605909586003 3.5236753247258146e-16 3.053043702198828e-16 
3486.431905746465 8.07234310134169e-17 2.990912247330949e-16 
3487.9032205343296 1.431041650306949e-16 2.972677480861136e-16 
3489.3745353221943 2.360588841513619e-17 2.9202440238437267e-16 
3490.845850110059 -1.9605768704282858e-16 2.980430479306473e-16 
3492.3171648979237 2.0348513366884432e-16 2.907799521661785e-16 
3493.7884796857884 2.6200650764574593e-16 2.8817770813353567e-16 
3495.259794473653 -3.331295348860846e-16 2.88816397445545e-16 
3496.7311092615178 2.707497140762028e-16 2.8317920789311044e-16 
3498.2024240493824 4.252764757426466e-16 2.872611655450473e-16 
3499.673738837247 -6.447731923274472e-17 2.739410165841018e-16 
3501.145053625112 3.4311729741385406e-16 2.8257551162973453e-16 
3502.6163684129765 4.962969855265879e-16 2.7523364180117107e-16 
3504.087683200841 6.930205463450767e-16 2.7659506197542515e-16 
3505.558997988706 6.68577875404837e-16 2.716479131074272e-16 
3507.0303127765706 -2.769658771178653e-16 2.66796214264673e-16 
3508.5016275644352 5.327878597260177e-17 2.636003324849029e-16 
3509.9729423523 7.095104778831051e-16 2.6775386442088277e-16 
3511.4442571401646 4.3113754669095233e-16 2.6634958967345355e-16 
3512.9155719280293 2.2817426472695546e-16 2.553094416482798e-16 
3514.386886715894 4.3613144118972687e-16 2.540082402226196e-16 
3515.8582015037587 7.476854587224683e-16 2.6142372250825537e-16 
3517.3295162916233 6.362767504173271e-16 2.521069159538297e-16 
3518.800831079488 2.8633943487975703e-16 2.5165632089567e-16 
3520.2721458673527 3.906823002180213e-16 2.5344588975498154e-16 
3521.7434606552174 5.65636161380009e-16 2.524561846956741e-16 
3523.214775443082 4.42506925834812e-16 2.466162366314905e-16 
3524.686090230947 3.659488852186365e-16 2.42711494153987e-16 
3526.1574050188115 -3.9895561512098886e-16 2.421142300470543e-16 
3527.628719806676 -2.2102840361634256e-16 2.3666929050386685e-16 
