        wavelength                   f_lam                  e_lam
  3688.49999999999  1.0613094123281588e-17 1.4208972446732584e-17
  3689.19999999999  1.2344495331471629e-17 1.4308775130536343e-17
3689.8999999999896  2.2983636904653905e-17 1.4625102610607744e-17
3690.5999999999894   1.664477752909054e-18 1.4342246404171137e-17
3691.2999999999893  1.0315178090504887e-17 1.4402901383553725e-17
 3691.999999999989  1.4925465125942263e-17 1.4162686324873468e-17
 3692.699999999989   1.986440681515229e-17 1.4075189290026497e-17
3693.3999999999887   2.205641766890618e-17  1.416007457976847e-17
3694.0999999999885   4.875579387146561e-18 1.4023903592655314e-17
3694.7999999999884  1.4839233569717073e-17 1.3994015185931174e-17
 3695.499999999988   1.642486260525851e-17 1.3971974317374522e-17
 3696.199999999988  1.3926118630968638e-17 1.3877288465309042e-17
 3696.899999999988   4.545853987903517e-18 1.3863505732234937e-17
3697.5999999999876  2.1057400969906902e-18 1.4065316167764143e-17
3698.2999999999874   8.734176547401626e-18 1.4048225043735854e-17
3698.9999999999873 -1.0088449030899161e-18  1.396796721272365e-17
 3699.699999999987   8.307758884051361e-18 1.4183515818488692e-17
 3700.399999999987  3.0736844268022594e-17  1.436975757719414e-17
3701.0999999999867  2.1535468230714745e-17 1.4104517501153925e-17
3701.7999999999865   6.261884802505084e-18 1.3836865504515988e-17
3702.4999999999864  1.7277182123610346e-17 1.4102161166810522e-17
 3703.199999999986  1.1982479759131688e-17  1.400087976194767e-17
 3703.899999999986   8.243921546866828e-18 1.3754268139499968e-17
 3704.599999999986   9.626121454600262e-18 1.3688173275547326e-17
3705.2999999999856   3.662903375268055e-17 1.3774036853129504e-17
3705.9999999999854   3.555146378919549e-17 1.3519727450992708e-17
3706.6999999999853   8.579494618543148e-18 1.3214240856345446e-17
 3707.399999999985   9.185370696197892e-18  1.328498174766475e-17
 3708.099999999985   4.944554781734178e-18 1.3215963997324028e-17
3708.7999999999847   4.080923077716941e-18 1.3122369675417583e-17
3709.4999999999845   2.813063062541848e-18 1.3244607969842526e-17
3710.1999999999844   -3.81716009540491e-18 1.3330447201807581e-17
 3710.899999999984  -2.636881884348251e-18  1.328742207215346e-17
 3711.599999999984  1.0109510424845495e-17 1.3310075355491853e-17
 3712.299999999984  1.1760828161402012e-17  1.322688775695271e-17
3712.9999999999836   2.956151341213042e-17 1.3638936792834678e-17
3713.6999999999834  2.2122765506203354e-17 1.3626978805007082e-17
3714.3999999999833  1.9498990802165466e-17 1.3450990582539391e-17
 3715.099999999983  1.4406076873830394e-17 1.3279778456613585e-17
 3715.799999999983  1.3884873967422935e-17  1.315192290857033e-17
3716.4999999999827  1.5294795047142368e-17  1.310101243640286e-17
3717.1999999999825  3.2136739441347804e-17 1.3397586191591316e-17
3717.8999999999824   9.333615962173838e-18 1.2857214481246754e-17
 3718.599999999982  1.8105274322022314e-17 1.2743588992006719e-17
 3719.299999999982  1.2545859591532985e-17 1.2470213780624948e-17
 3719.999999999982  1.3504703922432436e-17 1.2338516733676921e-17
3720.6999999999816   9.633252483189271e-18 1.2221185422385291e-17
3721.3999999999814  6.1520741134167165e-18 1.2003196629126086e-17
3722.0999999999813   8.725807069436423e-18 1.2251663049472489e-17
 3722.799999999981  1.0256269138655833e-17 1.2364523988772897e-17
 3723.499999999981   2.985139595968283e-17 1.2653412819239781e-17
3724.1999999999807   7.520447340813929e-19 1.2278558325799185e-17
3724.8999999999805   1.785172060363573e-17 1.2555539831981857e-17
3725.5999999999804  2.2868612473371198e-17 1.2902019138362273e-17
  3726.29999999998  1.1718439450946896e-18 1.2468031238215357e-17
  3726.99999999998   8.303884653363789e-18  1.238881903277099e-17
  3727.69999999998  1.3298052960371035e-17 1.2282836086813622e-17
3728.3999999999796   1.010918173416847e-17 1.2525813185723704e-17
3729.0999999999794  2.0651476006960034e-17 1.2884878550660048e-17
3729.7999999999793  1.3805924410156277e-17 1.2566254403015996e-17
 3730.499999999979   7.354420161729827e-19 1.2051978925984087e-17
 3731.199999999979  1.4034723452693514e-17 1.2269292099845181e-17
3731.8999999999787  2.3555627724380606e-17 1.2552993584713642e-17
3732.5999999999785  1.7113156548302754e-17  1.239198338846922e-17
3733.2999999999784  1.7955966542495334e-17 1.2188313836668933e-17
 3733.999999999978  -4.181075112643407e-18 1.3457494920799523e-17
 3734.699999999978   6.409912380416046e-19 1.7803669753086025e-17
 3735.399999999978  5.4630585670799536e-18 1.7958606321646392e-17
3736.0999999999776  1.0285124716648798e-17 1.8113978491593923e-17
3736.7999999999774  1.5107192506281484e-17 1.8269775123700856e-17
3737.4999999999773   1.992926019075889e-17 1.6660483308569158e-17
 3738.199999999977  2.8829831366428373e-17 1.2439775809878496e-17
 3738.899999999977   3.296760800721225e-17 1.2502767079214573e-17
3739.5999999999767   9.361212907822174e-18 1.2165459340790357e-17
3740.2999999999765  1.1426927204287637e-17 1.2214711004961107e-17
3740.9999999999764  1.0613306910302542e-17 1.2175837952360679e-17
 3741.699999999976   6.056610249046573e-19 1.1948690681732797e-17
 3742.399999999976   6.131297513398093e-18 1.1821580491405608e-17
 3743.099999999976   9.870260850582484e-18 1.1757941448610005e-17
3743.7999999999756  2.0823888099953862e-17 1.1968816782025746e-17
3744.4999999999754  1.6778316978981728e-17 1.1911883096468344e-17
3745.1999999999753   3.326872360712472e-17 1.1775411641456448e-17
 3745.899999999975  2.4456649392546575e-17 1.1633304632600931e-17
 3746.599999999975   5.139283713908828e-18  1.150815974155401e-17
3747.2999999999747  1.6922814332645945e-17 1.1544935574525301e-17
3747.9999999999745    2.44554111645779e-17 1.1272674779275421e-17
3748.6999999999744  2.6590132092239538e-17 1.1157045594780838e-17
 3749.399999999974   1.635986968420763e-17 1.1252394958863478e-17
 3750.099999999974  3.0741214271548896e-17 1.1534842228472999e-17
 3750.799999999974   3.359884476627938e-17 1.1798185736852428e-17
3751.4999999999736  2.6586328140888993e-17 1.1605436032135616e-17
3752.1999999999734  1.9498623226195666e-17 1.1442689717346745e-17
3752.8999999999733  2.2091986744076218e-17 1.1449873047483541e-17
 3753.599999999973  1.6612011233345808e-17 1.1534028898103717e-17
 3754.299999999973   4.607129230907107e-18 1.1436181024740475e-17
3754.9999999999727  2.6250186700731463e-17 1.1793496950743878e-17
3755.6999999999725  2.6113436266829316e-17 1.1756770815899827e-17
3756.3999999999724  1.8882552239707518e-17 1.1502129247044851e-17
 3757.099999999972   3.511476161150631e-17  1.135702328453184e-17
 3757.799999999972   1.888345835532276e-17 1.1063509314398611e-17
 3758.499999999972  3.2613637312441254e-18 1.0677604085662737e-17
3759.1999999999716  2.6936836232686836e-18 1.0733377641082409e-17
3759.8999999999714  1.3692213444373463e-17 1.1106102569087667e-17
3760.5999999999713  2.5716865657380132e-17 1.1256121601704559e-17
 3761.299999999971  2.3494648661063534e-17 1.1135405924634892e-17
 3761.999999999971  2.3286374581719837e-17 1.1027162699577167e-17
3762.6999999999707  1.6703797932902656e-17 1.0976633317587415e-17
3763.3999999999705  2.9502939971160237e-17 1.1075016877303603e-17
3764.0999999999704  1.7878469892352548e-17  1.079077950957838e-17
  3764.79999999997  2.1693822513891363e-17 1.1045420303710714e-17
  3765.49999999997  1.7804766455555907e-17  1.088716560059375e-17
  3766.19999999997   4.213211325853875e-18 1.0651531006269445e-17
3766.8999999999696   6.720119514429089e-18 1.0597412281018087e-17
3767.5999999999694  6.3518902224555485e-18 1.0529248095270877e-17
3768.2999999999693  1.1171798969544769e-17 1.0662602161663265e-17
 3768.999999999969   1.891744508368791e-17 1.0961578527395875e-17
 3769.699999999969   1.465840191462671e-17 1.0749800084582358e-17
3770.3999999999687   1.449331568270775e-17 1.0543049544884774e-17
3771.0999999999685  2.0346947189585324e-17 1.0828483312383661e-17
3771.7999999999683  3.2692048951788085e-18 1.0801129584535235e-17
 3772.499999999968  1.8111684668567827e-17  1.104405954316337e-17
 3773.199999999968  1.8457436058790546e-17 1.0935658487917317e-17
 3773.899999999968  2.6795744952340593e-17 1.0984318277781894e-17
3774.5999999999676   2.362400356638811e-18 1.0680039781766146e-17
3775.2999999999674  1.0709458780718111e-17 1.0618186614579687e-17
3775.9999999999673  1.3382760759996177e-17 1.0600675060150263e-17
 3776.699999999967    2.81788251453149e-17  1.079629626790543e-17
 3777.399999999967  1.7179555926353546e-17 1.0695858086232439e-17
3778.0999999999667  2.6750031332838593e-17 1.0989754064960208e-17
3778.7999999999665  3.7649405974039083e-17 1.1047431568301706e-17
3779.4999999999663  2.7259639876300254e-17 1.0917918523840542e-17
 3780.199999999966   2.498355727889675e-17 1.0716258559365213e-17
 3780.899999999966  2.1041767523495894e-17 1.0807045045273757e-17
 3781.599999999966   3.857380060066289e-17  1.107354041749505e-17
3782.2999999999656  2.6188277204037137e-17 1.0754099767778381e-17
3782.9999999999654  1.1557624943382494e-17 1.0503834698129067e-17
3783.6999999999653  2.3833334451050392e-17 1.0784647637141528e-17
 3784.399999999965  2.6847315583632206e-17 1.0798869477679416e-17
 3785.099999999965  2.4994817389845132e-17  1.065699759482051e-17
3785.7999999999647  1.2900531039743967e-17 1.0364438602591773e-17
3786.4999999999645  -5.061219859227747e-18 1.0013931657095087e-17
3787.1999999999643  3.1770189087650293e-18   9.98457135776856e-18
 3787.899999999964  1.0901936923633434e-18 1.0022835329686332e-17
 3788.599999999964  1.9076301564643585e-17 1.0348653639238606e-17
 3789.299999999964   2.491234123539593e-17 1.0343748180978644e-17
3789.9999999999636   3.448078181177889e-17 1.0383773552616918e-17
3790.6999999999634  3.8504242822299955e-17  1.052775197414644e-17
3791.3999999999633  3.6111359452282704e-17 1.0524327365325612e-17
 3792.099999999963   3.835816094568475e-17 1.0612920387019984e-17
 3792.799999999963  2.3991846688829892e-17 1.0387164563314689e-17
3793.4999999999627  2.1127174543305725e-17 1.0220587365729686e-17
3794.1999999999625  1.8037748349086385e-17 1.0142284960496243e-17
3794.8999999999623  1.1644484691317045e-17  9.978634756691797e-18
 3795.599999999962   4.615838341772435e-18  9.870711125031911e-18
 3796.299999999962   2.911494104439695e-17 1.0156306919006599e-17
 3796.999999999962  2.0479834641976323e-17  9.920993636945223e-18
3797.6999999999616  1.7331478239305226e-17  9.829415627494708e-18
3798.3999999999614  2.7675805851979723e-17  9.934415112799588e-18
3799.0999999999613    1.81366930982632e-17  9.811488431355901e-18
 3799.799999999961  1.1936070836977576e-17  9.823736155160869e-18
 3800.499999999961  2.5894307287893207e-17 1.0185526507487565e-17
3801.1999999999607  2.5633666136850903e-17 1.0043954550123374e-17
3801.8999999999605   2.516749427038619e-17 1.0075423845920915e-17
3802.5999999999603  1.1144786148056623e-17  9.913083264491522e-18
  3803.29999999996  2.5050412912435446e-17 1.0128294525643727e-17
  3803.99999999996  2.4818406528323895e-17  1.023117122081842e-17
  3804.69999999996    2.47396168836688e-17 1.0115861982251955e-17
3805.3999999999596  2.3961378027441772e-17  1.011985279982831e-17
3806.0999999999594  2.5425323460442114e-17  1.003686841969001e-17
3806.7999999999593   1.740748481570038e-17  9.750912173897156e-18
 3807.499999999959  1.2056764612456086e-17  9.787028294016156e-18
 3808.199999999959  1.2624859989367834e-17  9.927932485353746e-18
3808.8999999999587   3.092698158943672e-17 1.0116357683848976e-17
3809.5999999999585    2.30979136497053e-17 1.0143187342957823e-17
3810.2999999999583   9.173614109668993e-18  9.953577421078856e-18
 3810.999999999958  1.3470784464729567e-17 1.0024757835434888e-17
 3811.699999999958  3.0917438761700087e-17 1.0192145845334192e-17
 3812.399999999958   3.462452347497747e-17 1.0104886772809136e-17
3813.0999999999576   3.502298199427164e-17 1.0064172082665279e-17
3813.7999999999574   8.960050382297706e-18  9.811964662381709e-18
3814.4999999999573   5.461494966805355e-18  9.731530630320141e-18
 3815.199999999957    8.22108463179702e-18  9.642582516394978e-18
 3815.899999999957  1.6433988524023398e-17  9.671985698764109e-18
3816.5999999999567  2.3646536760890226e-17  9.943714176599084e-18
3817.2999999999565  2.6199089282168084e-17 1.0002987466716984e-17
3817.9999999999563   1.953849766618916e-17   9.81697568934812e-18
 3818.699999999956  1.1950227681368593e-17  9.570076528359196e-18
 3819.399999999956   2.837331953974003e-17  9.659902703190965e-18
 3820.099999999956  2.7484951661058057e-17   9.58487558903018e-18
3820.7999999999556  2.2737908646155594e-17  9.432696708415366e-18
3821.4999999999554   2.312789418282541e-17  9.559642954590971e-18
3822.1999999999553  2.7598416934940545e-17  9.742728405918329e-18
 3822.899999999955   2.639666642586049e-17   9.77982882073204e-18
 3823.599999999955  1.6516835911088084e-17  9.562937195610354e-18
3824.2999999999547  3.6833888168411325e-17  9.666677397655991e-18
3824.9999999999545  2.8121469361738313e-17  9.390150578213867e-18
3825.6999999999543    2.66518697588431e-17  9.385452779176436e-18
 3826.399999999954   3.256342716509679e-17  9.379970326324043e-18
 3827.099999999954  2.2347082864673973e-17   9.34056979611598e-18
 3827.799999999954   2.274508821425811e-17   9.43655785952475e-18
3828.4999999999536   2.347025996959801e-17  9.481401375625504e-18
3829.1999999999534  1.5135049904060957e-17  9.466287922060179e-18
3829.8999999999533   3.299317748992744e-17  9.756277887328257e-18
 3830.599999999953   3.395114199138779e-17  9.866756479259487e-18
 3831.299999999953  1.8753336984540036e-17  9.606741757677052e-18
3831.9999999999527  1.4506240379940652e-17  9.320938815837683e-18
3832.6999999999525  2.3571943757253667e-17  9.374799654426016e-18
3833.3999999999523  1.3996139326027245e-17    9.1674364450834e-18
 3834.099999999952  1.8878625978995312e-17  9.238907390562713e-18
 3834.799999999952  2.5303494366173237e-17  9.416243797927975e-18
 3835.499999999952  2.6691035371774904e-17  9.415735262845842e-18
3836.1999999999516  3.5286281010409015e-17  9.404551311291133e-18
3836.8999999999514   2.684047376480448e-17  9.242536922523033e-18
3837.5999999999513  1.6975698597656564e-17  9.091958109000504e-18
 3838.299999999951  1.9501085185438912e-17  9.035741250066569e-18
 3838.999999999951  3.4237490884235346e-17  9.111461222978852e-18
3839.6999999999507  3.8160220966207626e-17  9.132685904775674e-18
3840.3999999999505  4.1792636021852925e-17  9.180662619741472e-18
3841.0999999999503   2.658811703862434e-17  9.117057371577824e-18
  3841.79999999995   3.467696840383471e-17  9.448101027193563e-18
  3842.49999999995   1.616358946163964e-17   9.37354800323883e-18
  3843.19999999995  2.2824219370252843e-17  9.261476512230576e-18
3843.8999999999496  2.0014861104714098e-17   9.17275629928557e-18
3844.5999999999494   6.190821819993237e-18  9.077273995566411e-18
3845.2999999999493  1.9831886701452726e-17  9.312574033239412e-18
 3845.999999999949   2.893402923196929e-17  9.214318181428013e-18
 3846.699999999949  3.8578866321495694e-17  9.269578170887909e-18
3847.3999999999487  2.6410367019616747e-17  9.218472914208181e-18
3848.0999999999485   1.216847604873277e-17  8.967989099282767e-18
3848.7999999999483    7.79012013926879e-18   8.73512834655587e-18
 3849.499999999948  1.8066547999529216e-17  8.664922596383605e-18
 3850.199999999948   3.020559353095505e-17  8.909121772869735e-18
 3850.899999999948  2.8569250411052036e-17  9.158142141186576e-18
3851.5999999999476  3.0873197641238834e-17  9.181100003815239e-18
3852.2999999999474  2.2122491190202692e-17  8.935554624170833e-18
3852.9999999999472  2.1603881822803083e-17  8.907029949904465e-18
 3853.699999999947   3.327806671744054e-17    8.9950939509176e-18
 3854.399999999947  2.5188857838114146e-17  8.759333844843993e-18
3855.0999999999467   2.063046621417253e-17  8.637089473249574e-18
3855.7999999999465   2.792654064174426e-17  8.705138857384252e-18
3856.4999999999463  2.7376069476324724e-17   8.71544957273817e-18
 3857.199999999946  3.0195172441096985e-17   8.74435282386388e-18
 3857.899999999946   3.056680065880326e-17   8.71328634158388e-18
 3858.599999999946     3.9296180279639e-17  8.588228064277778e-18
3859.2999999999456  4.1878910535515484e-17  8.450984148370544e-18
3859.9999999999454   2.712389684574686e-17  8.324626258225924e-18
3860.6999999999452  2.4477454570729125e-17  8.451749512699854e-18
 3861.399999999945  2.8583172941277163e-17  8.648226425358405e-18
 3862.099999999945   3.326407388886022e-17  8.874554914820421e-18
3862.7999999999447  3.8423677435171936e-17  8.950372783038056e-18
3863.4999999999445   3.409462515616073e-17  8.928060302026303e-18
3864.1999999999443  2.7357009225973394e-17  8.733744800397694e-18
 3864.899999999944   2.791316406803411e-17  8.716645788715969e-18
 3865.599999999944  2.6462918908123404e-17  8.579267392587388e-18
 3866.299999999944   3.574680146706365e-17   8.68345475902593e-18
3866.9999999999436   3.859872183915704e-17  8.774984456793851e-18
3867.6999999999434  4.3149900094028006e-17  8.895749022521816e-18
3868.3999999999432  3.1662289801886384e-17  8.764930440811501e-18
 3869.099999999943  2.5000610508538505e-17  8.579016388566013e-18
 3869.799999999943   2.649128034777214e-17  8.426774756501662e-18
3870.4999999999427   3.018398893425062e-17  8.433007825853392e-18
3871.1999999999425  2.8890482241457925e-17  8.264610415560127e-18
3871.8999999999423   3.153723870624587e-17  8.320286909535752e-18
 3872.599999999942  2.6571863997805397e-17  8.266944692870342e-18
 3873.299999999942  2.5984438501317455e-17   8.32496917367118e-18
 3873.999999999942   3.792907688181916e-17   8.75083457586095e-18
3874.6999999999416   3.163318508848737e-17  8.766169956388677e-18
3875.3999999999414   3.259583817957759e-17  8.795037558168134e-18
3876.0999999999412   3.184023395913289e-17  8.651773808331622e-18
 3876.799999999941  2.1246791231634177e-17  8.383533736814112e-18
 3877.499999999941  2.9650746039358016e-17  8.407812953311239e-18
3878.1999999999407   3.637367626165292e-17  8.314893900212696e-18
3878.8999999999405  3.2431410465637003e-17   8.27407980982609e-18
3879.5999999999403  1.6246721741297146e-17  8.224244652045288e-18
  3880.29999999994   1.657449835179517e-17  8.231907118518553e-18
  3880.99999999994  4.0139215893968205e-17  8.467430596667214e-18
  3881.69999999994  2.9758110672335466e-17  8.196525420785149e-18
3882.3999999999396   2.321314950087293e-17  8.019755784529444e-18
3883.0999999999394   3.837025463318027e-17  8.353877159631936e-18
3883.7999999999392   4.228847930804613e-17  8.498689470777118e-18
 3884.499999999939   2.927020769831839e-17  8.362020294096927e-18
 3885.199999999939   2.097988371101336e-17  8.140319050150963e-18
3885.8999999999387  2.6146815822090574e-17  8.071893694568358e-18
3886.5999999999385  2.2606021655097708e-17   7.99395696721002e-18
3887.2999999999383   3.177180721669327e-17  8.090696801304006e-18
 3887.999999999938    3.51269959485085e-17   8.16626284456113e-18
 3888.699999999938  3.8399120569539236e-17  8.265711074818691e-18
 3889.399999999938  3.7503946573423786e-17  8.245151742133388e-18
3890.0999999999376   3.816421861163678e-17  8.267563405807984e-18
3890.7999999999374  3.9368102264492124e-17  8.396058274854793e-18
3891.4999999999372   3.052769817882023e-17  8.218082770537488e-18
 3892.199999999937   2.993683084403112e-17  8.287273820170907e-18
 3892.899999999937   2.431371965592015e-17  8.202138526316248e-18
3893.5999999999367   2.943454924961026e-17  8.173724257919055e-18
3894.2999999999365  3.5863913523989535e-17  8.335363265754302e-18
3894.9999999999363  1.4376352284405778e-17  7.952778700981182e-18
 3895.699999999936  2.7292995715703632e-17  8.131013360317205e-18
 3896.399999999936   4.209224590197702e-17   8.55773778343436e-18
 3897.099999999936  3.2344706541767104e-17  8.499546199511812e-18
3897.7999999999356  1.7086605278518348e-17  8.297391434750455e-18
3898.4999999999354  1.6411970374250304e-17   8.11336470729013e-18
3899.1999999999352  2.6618211917864828e-17  8.252161361895871e-18
 3899.899999999935  2.5973239155539628e-17  8.238142469722325e-18
 3900.599999999935   3.170485992728211e-17  8.372549957494336e-18
3901.2999999999347    1.95810751284841e-17   8.19834206318757e-18
3901.9999999999345  2.5008283220606613e-17  8.242959306873597e-18
3902.6999999999343  2.5684940916346427e-17  8.193086846361409e-18
 3903.399999999934   4.473551626167215e-17  8.291911536436882e-18
 3904.099999999934   4.526296488865154e-17   8.47856367518292e-18
 3904.799999999934   4.649449121056013e-17   8.54638157168632e-18
3905.4999999999336  3.3097263568423544e-17  8.260315153955975e-18
3906.1999999999334  1.8145976569002885e-17  8.108166919490145e-18
3906.8999999999332   3.359347208807957e-17  8.402484810660022e-18
 3907.599999999933   3.235193632463856e-17  8.519905753928857e-18
 3908.299999999933   3.230534020548248e-17  8.507366707078593e-18
3908.9999999999327   3.754997082381784e-17  8.587980981020035e-18
3909.6999999999325  4.5894291714252823e-17  8.668825665339542e-18
3910.3999999999323   4.064537908229053e-17  8.531589548293793e-18
 3911.099999999932  3.7762248952891596e-17  8.477639725954834e-18
 3911.799999999932   3.540276884283955e-17  8.427206327988753e-18
 3912.499999999932   2.926180653104661e-17  8.353890375546828e-18
3913.1999999999316   4.931624703635476e-17  8.610406668213136e-18
3913.8999999999314   3.541865961618659e-17  8.309347099997807e-18
3914.5999999999312  1.5697090004610903e-17  8.026266718861821e-18
 3915.299999999931  2.0680592159694917e-17  8.159811227350702e-18
 3915.999999999931  2.7623636965488137e-17  8.143580500412106e-18
3916.6999999999307   3.539807995244787e-17  8.198293776427782e-18
3917.3999999999305  3.7024830766508816e-17   8.19255553921034e-18
3918.0999999999303    2.88182649220339e-17  8.013682547000016e-18
  3918.79999999993  2.0543327692313946e-17  8.008506386848625e-18
  3919.49999999993  2.7008845123837356e-17  7.991460802251097e-18
  3920.19999999993   3.005213172418239e-17  7.854745249961437e-18
3920.8999999999296    3.06880028348396e-17  7.757234339898568e-18
3921.5999999999294   4.222439307407404e-17   7.91646584844371e-18
3922.2999999999292  3.7391226157307546e-17  7.945017313456025e-18
 3922.999999999929   2.645955994133676e-17  7.788998058952149e-18
 3923.699999999929   2.668287746181071e-17  7.755384928765762e-18
3924.3999999999287  3.6248004815140824e-17  7.894276380439555e-18
3925.0999999999285   4.053826601862652e-17  7.927980958319461e-18
3925.7999999999283    3.18243853934416e-17  7.729839481115892e-18
 3926.499999999928   3.018344920351646e-17  7.646933448393424e-18
 3927.199999999928  3.4404225611234586e-17  7.613847125559174e-18
 3927.899999999928  4.0086008105672784e-17  7.657562777740194e-18
3928.5999999999276   3.927861796788859e-17  7.598687381889917e-18
3929.2999999999274   4.397511499974136e-17  7.548336205173954e-18
3929.9999999999272    5.55819275728182e-17  7.628915813970306e-18
 3930.699999999927   4.585212359029065e-17  7.443244715297955e-18
 3931.399999999927  4.2745615529330886e-17  7.435208494935609e-18
3932.0999999999267  4.2727535411645924e-17  7.301705529004055e-18
3932.7999999999265  3.5741887567993593e-17   7.18337170101859e-18
3933.4999999999263   3.732515604334516e-17  7.190318793575441e-18
 3934.199999999926   3.762220223539443e-17   7.27389916353073e-18
 3934.899999999926   3.058646362644692e-17  7.146909625545796e-18
 3935.599999999926   2.854395714122313e-17  7.158901778428564e-18
3936.2999999999256  3.1677571528600876e-17  7.250338319736477e-18
3936.9999999999254   3.886059751284252e-17  7.425668678458109e-18
3937.6999999999252   4.307821910593447e-17  7.497604431413884e-18
 3938.399999999925  3.7746035640453226e-17  7.522845992103806e-18
 3939.099999999925  3.8738820564162916e-17  7.631880740796132e-18
3939.7999999999247   3.467832138007775e-17  7.700378239893143e-18
3940.4999999999245  2.6626927120762838e-17  7.636369074232408e-18
3941.1999999999243   4.113614536363234e-17  7.821249135256718e-18
 3941.899999999924    4.75710387763381e-17  7.864025054955036e-18
 3942.599999999924  3.9120461646955915e-17  7.698867721071831e-18
 3943.299999999924  3.3244563478608894e-17  7.558316066643847e-18
3943.9999999999236   1.907904664102297e-17  7.345891241453128e-18
3944.6999999999234  3.5292359114779744e-17  7.636077499569809e-18
3945.3999999999232   3.695041644376448e-17  7.693824366936412e-18
 3946.099999999923  3.8210499141731234e-17  7.806149551706186e-18
 3946.799999999923    4.06881375285179e-17   7.84418385777301e-18
3947.4999999999227   4.718499823807339e-17  7.867051717303212e-18
3948.1999999999225   3.718190111586789e-17  7.702046536197514e-18
3948.8999999999223  3.3676252443505556e-17  7.672076975620401e-18
 3949.599999999922   4.012326959254562e-17  7.803856962782737e-18
 3950.299999999922  4.2713843430759904e-17   7.88055347603567e-18
 3950.999999999922   5.342187230516586e-17  8.088963083163358e-18
3951.6999999999216  4.6903248030320824e-17  7.951896699821733e-18
3952.3999999999214   4.692504030350867e-17   7.87711640805896e-18
3953.0999999999212  4.1259437359607596e-17  7.707870106083572e-18
 3953.799999999921   4.002272303105011e-17  7.746343462577962e-18
 3954.499999999921   3.979523510027179e-17  7.780267952144197e-18
