        wavelength                   f_lam                  e_lam
 4184.799999999861  1.5086739428703334e-17  6.485938125033557e-18
 4185.499999999861   9.668443994883676e-18  6.505536816050305e-18
 4186.199999999861   1.829846222945754e-17  6.497199561418427e-18
4186.8999999998605   1.030731896244374e-17 6.2706405435950566e-18
  4187.59999999986   1.393094694722185e-17 6.2233802453070306e-18
  4188.29999999986   1.750265902617236e-17  6.296306448328876e-18
  4188.99999999986  1.4830128354068173e-17  6.393328943205629e-18
  4189.69999999986  2.1877064964806504e-17  6.473965403539416e-18
  4190.39999999986   8.368270066333444e-18   6.30167594894662e-18
 4191.099999999859  6.3246123823121306e-18  6.239806686629966e-18
 4191.799999999859  1.5908515113359576e-17  6.369325134446026e-18
 4192.499999999859  1.3423346962496185e-17  6.358857125770005e-18
 4193.199999999859  3.0680033764374304e-18  6.283612037749578e-18
 4193.899999999859   4.402807464255706e-18  6.324291291209665e-18
4194.5999999998585  2.3554020233793307e-17   6.42840412753121e-18
 4195.299999999858  1.6967696922710234e-17  6.287692674883535e-18
 4195.999999999858  1.2033693642429367e-17  6.190119999222389e-18
 4196.699999999858  2.0924780909573417e-17  6.314329763352054e-18
 4197.399999999858   1.589374055244067e-17  6.210659850410851e-18
 4198.099999999858  3.1808052200441983e-18  5.895534518020276e-18
 4198.799999999857  2.2299607352600816e-18 5.8272524422074914e-18
 4199.499999999857     7.0234703157005e-18 6.0109066948482854e-18
 4200.199999999857   1.724456041746414e-17  6.268025506021814e-18
 4200.899999999857  1.1435204900483428e-17  6.179242037271911e-18
 4201.599999999857  1.2157130127140361e-17  6.148882305807439e-18
4202.2999999998565  1.1617453245454425e-17  6.132598068789601e-18
 4202.999999999856  1.1970330109804222e-17  6.221117092527663e-18
 4203.699999999856  1.4041516737105167e-17 6.2793842104550964e-18
 4204.399999999856   1.399194692405696e-17  6.344821210651024e-18
 4205.099999999856   2.116410253513774e-17 6.4385492893087805e-18
 4205.799999999856  2.6211065571560797e-17  6.575600907349341e-18
 4206.499999999855  2.1983356560760477e-17  6.484826359529036e-18
 4207.199999999855  1.5590362177923516e-17 6.3554769546283595e-18
 4207.899999999855  2.0831059216839097e-17 6.5020288598403014e-18
 4208.599999999855   2.324676995097056e-17   6.51883473434064e-18
 4209.299999999855  1.8912160436493756e-17   6.45625131822019e-18
4209.9999999998545  1.3447066276139183e-17  6.305680431725916e-18
 4210.699999999854   1.137661818636381e-17  6.343594654625986e-18
 4211.399999999854  1.7002886157271733e-17  6.390937376752228e-18
 4212.099999999854   1.837041550503383e-17  6.413170243141594e-18
 4212.799999999854  1.4142464340328257e-17  6.367009295678547e-18
 4213.499999999854  1.7904315643430328e-17  6.452465793011747e-18
 4214.199999999853  2.2896950652089382e-17   6.46076584947445e-18
 4214.899999999853  1.5118953884064467e-17  6.240150340372831e-18
 4215.599999999853  2.6501740362200182e-17  6.361386912582279e-18
 4216.299999999853  1.7242811483883724e-17   6.32447493827909e-18
 4216.999999999853   1.659044361190326e-17  6.377736012583595e-18
4217.6999999998525  2.1389863389923113e-17  6.378011492363149e-18
 4218.399999999852  2.1528528272458403e-17  6.381255626654129e-18
 4219.099999999852  2.1925591688123102e-17  6.485140660530832e-18
 4219.799999999852  2.3036899055944407e-17   6.46300160321432e-18
 4220.499999999852    2.66630053660591e-17 6.5221188761504234e-18
 4221.199999999852  2.3048119094423228e-17  6.506065177864429e-18
 4221.899999999851  1.6035207117133658e-17  6.419099559346047e-18
 4222.599999999851  2.5439810629200725e-17  6.459702106918059e-18
 4223.299999999851  2.0601423203766305e-17  6.365703270108303e-18
 4223.999999999851   1.316116160190356e-17 6.1970619201533265e-18
 4224.699999999851   1.552993691635841e-17  6.198829821012082e-18
4225.3999999998505   1.758722843006062e-17   6.12289184695505e-18
  4226.09999999985  2.3292381856215094e-17   6.03848540063876e-18
  4226.79999999985  3.2600839621617504e-17  6.051641918755814e-18
  4227.49999999985  2.3930850863151856e-17 6.0781924547166935e-18
  4228.19999999985  1.9629027982470082e-17  6.275383759910112e-18
  4228.89999999985  1.3094255323051605e-17  6.318678228779983e-18
 4229.599999999849  2.1557576082695746e-17  6.421076444363191e-18
 4230.299999999849  1.6245104186369918e-17  6.363829842603269e-18
 4230.999999999849   6.868955303263144e-18   6.21500805234129e-18
 4231.699999999849  1.5404941957667513e-17  6.328143363896045e-18
 4232.399999999849  1.4448165022998728e-17  6.283248237651179e-18
4233.0999999998485   2.780256465496794e-17 6.4709029270888984e-18
 4233.799999999848  2.0185991603195462e-17  6.340807476169487e-18
 4234.499999999848   1.464496132164521e-17  6.294565104874869e-18
 4235.199999999848  1.6377524080460763e-17  6.203187665128977e-18
 4235.899999999848  1.7473776515177872e-17  6.222901061911724e-18
 4236.599999999848   1.967512539140875e-17  6.305898936319373e-18
 4237.299999999847   2.725716011783644e-17  6.353826042297787e-18
 4237.999999999847  2.5226962791637548e-17  6.376922522588903e-18
 4238.699999999847   2.447285326630911e-17  6.325178451802739e-18
 4239.399999999847  2.9828579593762764e-17 6.4132891218494865e-18
 4240.099999999847    1.82215049469573e-17  6.228119881966248e-18
4240.7999999998465  1.8483379873634993e-17 6.3244844077661214e-18
 4241.499999999846  2.1043527731721267e-17  6.423379819209584e-18
 4242.199999999846  2.0999406372758588e-17  6.420255437263564e-18
 4242.899999999846  2.0087148655229223e-17  6.343152644488118e-18
 4243.599999999846   2.854150766298717e-17 6.5266271480864524e-18
 4244.299999999846   3.673042235866965e-17  6.657942538924751e-18
 4244.999999999845   2.912281046327086e-17   6.63518126100598e-18
 4245.699999999845   6.932788246387041e-18  6.382115420408405e-18
 4246.399999999845  1.0413602668021476e-17  6.396609668281171e-18
 4247.099999999845  1.9643264915328663e-17  6.444158740266398e-18
 4247.799999999845  2.3763910505642733e-17  6.449714091084965e-18
4248.4999999998445  1.5318323699864267e-17 6.3324221569079396e-18
 4249.199999999844  1.1433199435843663e-17  6.326583465618956e-18
 4249.899999999844  2.8230025216563076e-17 6.5217760691558375e-18
 4250.599999999844  2.3276220124159735e-17  6.475605003341856e-18
 4251.299999999844  1.7123421473319048e-17  6.487502418973339e-18
 4251.999999999844  1.4514458094848484e-17  6.572162066403445e-18
 4252.699999999843  1.1536050192942108e-17  6.594977443618454e-18
 4253.399999999843  1.2632405141146084e-17  6.574303310426265e-18
 4254.099999999843   3.859223432995188e-18  6.315713948204019e-18
 4254.799999999843   4.877173777996351e-19   6.25910459774283e-18
 4255.499999999843   8.362733459351302e-18  6.385977789451897e-18
4256.1999999998425   8.705586871374545e-18  6.517846361529575e-18
 4256.899999999842  -1.087754556637732e-17  6.281998229508621e-18
 4257.599999999842    7.07889314191422e-18 6.4976373754453336e-18
 4258.299999999842   1.630844653314685e-17  6.557742686548565e-18
 4258.999999999842  1.0032131244623495e-17 6.4728335863552264e-18
 4259.699999999842   7.978944128437567e-18 6.3734913578157416e-18
 4260.399999999841   4.103662483150084e-18 6.2613660313443874e-18
 4261.099999999841   9.170536891411587e-18   6.38149562269956e-18
 4261.799999999841   5.822177428003426e-18  6.519468406833298e-18
 4262.499999999841  1.3886413008835293e-17  6.608547690141582e-18
 4263.199999999841    9.04373761631189e-18   6.52257011705841e-18
4263.8999999998405   5.810913758609595e-18  6.547791850190707e-18
  4264.59999999984  3.7005371180962725e-19  6.438560613556312e-18
  4265.29999999984  1.4958407261510348e-17  6.628984620229652e-18
  4265.99999999984  1.7206001939042217e-17  6.739504533995141e-18
  4266.69999999984   8.749413669661139e-18  6.569215875433855e-18
  4267.39999999984  1.6173203550522594e-17  6.629105899329961e-18
 4268.099999999839  2.5480635073674903e-17  6.737123386623734e-18
 4268.799999999839  2.0689956896397567e-17 6.7280171019934066e-18
 4269.499999999839  1.1792033767627116e-17  6.591441574624331e-18
 4270.199999999839  6.2133418826763555e-18 6.4814806239636395e-18
 4270.899999999839   1.524165683385535e-17 6.4188063158482086e-18
4271.5999999998385  1.9488218554189782e-17  6.459620265125058e-18
 4272.299999999838   2.440393540318718e-17  6.625554946156772e-18
 4272.999999999838  1.8571165830529967e-17  6.589767398445164e-18
 4273.699999999838  1.9873356764751058e-17  6.605005616816252e-18
 4274.399999999838  2.1572578115623682e-17  6.594176709907281e-18
 4275.099999999838   3.058518576634569e-17  6.761061163021888e-18
 4275.799999999837   2.977954349865293e-17  6.830571519009336e-18
 4276.499999999837  1.8953284369474752e-17 6.6760546375041736e-18
 4277.199999999837  1.4975667253772848e-17 6.6638949043472146e-18
 4277.899999999837  1.1421057770845913e-17  6.647112828109522e-18
 4278.599999999837  2.1532919308137743e-17  6.753107469474888e-18
4279.2999999998365  2.5108828875858793e-17 6.7018491421621676e-18
 4279.999999999836   2.057988525175589e-17  6.504974481889976e-18
 4280.699999999836  1.4927004696739666e-17  6.415171321152704e-18
 4281.399999999836    8.06331720703912e-18  6.382680577001021e-18
 4282.099999999836  1.2138091536741226e-17  6.470756588047748e-18
 4282.799999999836  1.6476287832620666e-17  6.503597179757471e-18
 4283.499999999835   3.593088849671198e-18  6.344932922113847e-18
 4284.199999999835  3.0590117749615687e-19  6.290751087027442e-18
 4284.899999999835    2.34395846555458e-17  6.524437447362788e-18
 4285.599999999835   2.324783635210931e-17  6.432216746174873e-18
 4286.299999999835   2.226698467771976e-17  6.388035141383159e-18
4286.9999999998345  1.0584298527608441e-17 6.3603350644983945e-18
 4287.699999999834    9.10702328440163e-18  6.293777897180941e-18
 4288.399999999834  2.2250431294825314e-17  6.494497217801693e-18
 4289.099999999834  1.2951047455255556e-17  6.273849186113797e-18
 4289.799999999834  1.6816014922251873e-17 6.2429334204317404e-18
 4290.499999999834  2.9997615217756966e-17  6.491160435046688e-18
 4291.199999999833  2.3820376760139924e-17 6.4758923418257096e-18
 4291.899999999833  2.4009841296952827e-17  6.537056181271178e-18
 4292.599999999833  2.0504134342654264e-17 6.5648751866972794e-18
 4293.299999999833   1.954122117383238e-17 6.5157675196066056e-18
 4293.999999999833  2.8904516168277984e-17 6.5388862635296996e-18
4294.6999999998325  2.5955891659778183e-17  6.468675940782692e-18
 4295.399999999832   1.756972868278395e-17  6.321184245461296e-18
 4296.099999999832   1.415328540643401e-17  6.268675076778173e-18
 4296.799999999832   1.602799913399546e-17  6.302202766676968e-18
 4297.499999999832    2.07689718963988e-17  6.273642296501193e-18
 4298.199999999832  2.6752069768773862e-17  6.286452194960682e-18
 4298.899999999831  2.2433193387838198e-17  6.095072575835043e-18
 4299.599999999831   2.867619321606931e-17  6.167577117363074e-18
 4300.299999999831   3.021002755132561e-17  6.203742159324221e-18
 4300.999999999831   2.771371813519861e-17  6.281867461527208e-18
 4301.699999999831  2.4562173952207904e-17 6.2479492227976685e-18
4302.3999999998305    2.43414101822801e-17  6.191032647810958e-18
  4303.09999999983   2.267922424323791e-17 6.2037210466337745e-18
  4303.79999999983  1.7132879292714843e-17 6.1220044545947205e-18
  4304.49999999983  2.8688254230103586e-17 6.2289502024441896e-18
  4305.19999999983   2.427475052691674e-17  6.183229758337251e-18
  4305.89999999983  2.2658690100699213e-17  6.228240440171098e-18
 4306.599999999829  2.7651972269727378e-17  6.358159273511523e-18
 4307.299999999829   3.502576722255272e-17   6.43729119977414e-18
 4307.999999999829   2.940317740610104e-17  6.242896612817435e-18
 4308.699999999829   2.553379921238853e-17  6.190358557899248e-18
 4309.399999999829    2.29549940984401e-17 6.1721075556102494e-18
4310.0999999998285  2.6707289880250854e-17 6.2959366736593994e-18
 4310.799999999828   2.584965739064533e-17 6.2953594441805784e-18
 4311.499999999828  3.5589315730524243e-17  6.485390741280565e-18
 4312.199999999828   3.462870054447033e-17  6.562473938329572e-18
 4312.899999999828  3.7785915970311827e-17  6.664666568201343e-18
 4313.599999999828   3.107047438684567e-17  6.615883461183076e-18
 4314.299999999827   2.915734195641019e-17  6.702575841867591e-18
 4314.999999999827  1.9096464296993585e-17  6.658672128673282e-18
 4315.699999999827  2.7321577671330477e-17  6.791288349692992e-18
 4316.399999999827   3.082521922583621e-17 6.8484167497394976e-18
 4317.099999999827   1.767139007573099e-17 6.8197697588098894e-18
4317.7999999998265  2.0197308703659803e-17  6.860521384646224e-18
 4318.499999999826   3.069382480390388e-17 6.8527516011859064e-18
 4319.199999999826  2.9894639823693754e-17 6.8242933677196835e-18
 4319.899999999826   3.696701700539653e-17 6.8877874500601146e-18
 4320.599999999826   2.993888275677282e-17  6.778151288562996e-18
 4321.299999999826  3.2528278571240887e-17 6.7628216269632356e-18
 4321.999999999825   3.188541678203842e-17 6.7601954777508364e-18
 4322.699999999825  3.2993607118150324e-17  6.606580734297163e-18
 4323.399999999825   4.264559649989039e-17 6.5564640144172955e-18
 4324.099999999825   3.913095678507933e-17 6.5172048849683314e-18
 4324.799999999825   3.975167344691126e-17 6.4781397802629666e-18
4325.4999999998245  4.1462201965270534e-17  6.489118703383508e-18
 4326.199999999824  4.7305630452562164e-17 6.6462936240687336e-18
 4326.899999999824   5.217004194061342e-17  6.801794170614591e-18
 4327.599999999824   4.359004250670847e-17 6.7662817474242405e-18
 4328.299999999824   4.649178228452251e-17   6.89972096130103e-18
 4328.999999999824  4.0648841935319606e-17  6.906552768908111e-18
 4329.699999999823   3.298270591493958e-17  6.792821545983197e-18
 4330.399999999823   3.980061401632209e-17  6.780683980291488e-18
 4331.099999999823   3.868042424299074e-17  6.801939749322087e-18
 4331.799999999823   2.450386366720798e-17  6.568469978931467e-18
 4332.499999999823  2.4766394443282763e-17  6.614549561228096e-18
4333.1999999998225   3.381878937307469e-17  6.726608463386852e-18
 4333.899999999822   3.117390776301261e-17  6.698957184011797e-18
 4334.599999999822  4.2233847366607376e-17  6.792782031577331e-18
 4335.299999999822   4.690047349524265e-17  6.895961938740729e-18
 4335.999999999822  4.4784590537028743e-17  6.878879357014114e-18
 4336.699999999822  4.5806148961212776e-17  6.667749328136747e-18
 4337.399999999821   4.677879314449236e-17  6.516769313818037e-18
 4338.099999999821   4.677554098541595e-17  6.510418073548195e-18
 4338.799999999821  4.5543684774871515e-17  6.481180063501357e-18
 4339.499999999821  4.0961582125417266e-17  6.364394211814867e-18
 4340.199999999821  4.1179042539819034e-17 6.3005373059752676e-18
4340.8999999998205   3.189292870781318e-17  6.256679590233892e-18
  4341.59999999982  2.7035491606003863e-17  6.386927713061724e-18
  4342.29999999982   4.496545411885386e-17 6.6729251877325276e-18
  4342.99999999982   6.069822189527856e-17  6.826067768933217e-18
  4343.69999999982   5.579228228977533e-17  6.753594084170223e-18
  4344.39999999982   4.520554100438677e-17  6.634898561244779e-18
 4345.099999999819    4.79615058220645e-17  6.699573862062306e-18
 4345.799999999819  4.9970845503713095e-17 6.7595138890977464e-18
 4346.499999999819   5.066417373941659e-17  6.744992913769475e-18
 4347.199999999819   5.074680502893728e-17  6.751692467174809e-18
 4347.899999999819   5.538688681547507e-17  6.757499756514196e-18
4348.5999999998185   5.857312145280147e-17  6.884977727505025e-18
 4349.299999999818   5.234716601483004e-17  6.828547036492333e-18
 4349.999999999818    3.43241307990495e-17  6.531974338263944e-18
 4350.699999999818   4.950947011056846e-17  6.623849741795269e-18
 4351.399999999818   5.592082923679494e-17  6.626060011959978e-18
 4352.099999999818   4.432319051230049e-17  6.477252158090156e-18
 4352.799999999817   3.753721171477318e-17  6.395474029926067e-18
 4353.499999999817  4.8836345853490567e-17  6.596713546067627e-18
 4354.199999999817    5.63217325305029e-17  6.687731056182532e-18
 4354.899999999817   5.814173860338865e-17  6.682548315116325e-18
 4355.599999999817   6.211628926374634e-17 6.7309988612178206e-18
4356.2999999998165   7.558568754906951e-17  6.943064869448498e-18
 4356.999999999816   6.210771299180583e-17  6.940988840604887e-18
 4357.699999999816   5.854882901247872e-17   6.99299101618906e-18
 4358.399999999816  5.2920921948684495e-17  6.834150047433084e-18
 4359.099999999816   5.687080568135504e-17  6.782021151445387e-18
 4359.799999999816   5.564758605391773e-17  6.711524284433279e-18
 4360.499999999815   4.924557676604879e-17 6.6946695130582516e-18
 4361.199999999815    5.24608893632814e-17  6.825356122908717e-18
 4361.899999999815   5.294719837281701e-17  6.813511787735323e-18
 4362.599999999815  5.3332915380152675e-17  6.690799204122191e-18
 4363.299999999815   4.762319352926841e-17 6.6036249610227865e-18
4363.9999999998145   5.347810460067513e-17  6.757753703114978e-18
 4364.699999999814   5.433053092246401e-17 6.8198252189366344e-18
 4365.399999999814   5.689858743045621e-17  6.823513351804216e-18
 4366.099999999814   6.040123245246216e-17  6.820378989716561e-18
 4366.799999999814  5.3112274598765756e-17  6.649735223318931e-18
 4367.499999999814  4.9345343234473294e-17  6.582437371624142e-18
 4368.199999999813  5.4623737442348775e-17 6.6863497458425285e-18
 4368.899999999813    6.17616470891978e-17  6.725677375266628e-18
 4369.599999999813   5.893275240788135e-17  6.694950303186451e-18
 4370.299999999813    6.16141644918679e-17 6.7029804364101936e-18
 4370.999999999813   5.387376739419377e-17  6.599685834319917e-18
4371.6999999998125  4.9720475834613844e-17 6.5405861420657805e-18
 4372.399999999812   4.202169716145455e-17  6.507708754226956e-18
 4373.099999999812   5.421875952235771e-17  6.531066731068674e-18
 4373.799999999812   6.413463440544126e-17  6.591504608356492e-18
 4374.499999999812   5.992279080789936e-17   6.59201585116039e-18
 4375.199999999812   5.487396347088137e-17  6.534785076755683e-18
 4375.899999999811   5.664457937672235e-17  6.635234743636311e-18
 4376.599999999811   5.836790914086334e-17   6.69387624524459e-18
 4377.299999999811   5.665173710240924e-17   6.63029155575979e-18
 4377.999999999811   5.944856601566388e-17  6.665917448936589e-18
 4378.699999999811   5.722773720854361e-17  6.642212561761028e-18
4379.3999999998105   5.716200194596321e-17 6.6769642128861244e-18
  4380.09999999981   6.772399073303433e-17 6.7706367634723416e-18
  4380.79999999981  5.5207719991649247e-17  6.635735140601918e-18
  4381.49999999981  5.4068200039707875e-17  6.624319379622623e-18
  4382.19999999981   5.228407570382957e-17   6.46973893906653e-18
  4382.89999999981   5.875090802769052e-17  6.290530545856674e-18
 4383.599999999809   6.213722013397351e-17  6.292787741704411e-18
 4384.299999999809   5.805287894534581e-17 6.2891220456600734e-18
 4384.999999999809   5.759626590048384e-17 6.4103924033874484e-18
 4385.699999999809   5.608353169944539e-17  6.486446280558113e-18
 4386.399999999809   6.127131060171112e-17  6.610519028618537e-18
4387.0999999998085   6.085433430510244e-17  6.620143998702214e-18
 4387.799999999808   6.240919838014882e-17  6.623401788325164e-18
 4388.499999999808    6.28787547626588e-17 6.6251859461716454e-18
 4389.199999999808   5.782482794089849e-17 6.5598458536945696e-18
 4389.899999999808   6.155722655239351e-17  6.652538463137255e-18
 4390.599999999808   5.918498111516548e-17  6.570884865292397e-18
 4391.299999999807   6.008486269383622e-17  6.536448690579739e-18
 4391.999999999807   5.776763072103501e-17  6.583158961181949e-18
 4392.699999999807  5.5079993033306846e-17  6.550301408196958e-18
 4393.399999999807   6.038764558169348e-17 6.5780120860264576e-18
 4394.099999999807   5.617394711696457e-17  6.496968550579187e-18
4394.7999999998065  5.1056704410764716e-17  6.396801640753917e-18
 4395.499999999806   5.961958919401297e-17  6.564605507685286e-18
 4396.199999999806   6.311020927837405e-17  6.654785036775516e-18
 4396.899999999806   6.639926371363285e-17  6.773576539010874e-18
 4397.599999999806     5.8944511934295e-17  6.735730003310519e-18
 4398.299999999806   5.647568126146896e-17  6.716945262578156e-18
 4398.999999999805   5.392630442340847e-17   6.59610470230202e-18
 4399.699999999805   5.734219180072975e-17  6.573358820489029e-18
 4400.399999999805   6.094659585502852e-17  6.612445305154034e-18
 4401.099999999805  5.5241473320882894e-17  6.636016022200162e-18
 4401.799999999805  5.4004417132447686e-17  6.673588531738367e-18
4402.4999999998045   5.570690187740376e-17  6.730562819412155e-18
 4403.199999999804   6.080471063357792e-17  6.656209968328099e-18
 4403.899999999804   6.860649034177966e-17 6.6096295822588454e-18
 4404.599999999804   7.254586549899275e-17  6.622804179746119e-18
 4405.299999999804   6.104043354839585e-17 6.5634357990307335e-18
 4405.999999999804   6.302776052770901e-17  6.770950702912161e-18
 4406.699999999803   6.565532254287756e-17  6.824290588428267e-18
 4407.399999999803   6.942744324504946e-17  6.820196762723613e-18
 4408.099999999803   6.858838817538669e-17  6.787896738881518e-18
 4408.799999999803    6.35717170845767e-17  6.716689830997466e-18
 4409.499999999803   6.120104522522553e-17  6.744998447326193e-18
4410.1999999998025   6.450512715079523e-17  6.744437858478732e-18
 4410.899999999802   6.753520786619206e-17  6.830725443073399e-18
 4411.599999999802   6.992822612936146e-17  6.958103834774628e-18
 4412.299999999802   6.903258617092119e-17  6.979982673972068e-18
 4412.999999999802   6.296379800578606e-17  6.863453610418672e-18
 4413.699999999802    6.26106334034876e-17 6.7639952543597854e-18
 4414.399999999801   5.343985879586742e-17 6.4622413647356414e-18
 4415.099999999801   5.077063201652767e-17  6.422968446853366e-18
 4415.799999999801  3.7762497833399553e-17 6.4256824528641755e-18
 4416.499999999801  4.4997208942037157e-17  6.516138534327992e-18
 4417.199999999801    5.06739613706331e-17    6.5674187393255e-18
4417.8999999998005   5.761403277985076e-17  6.611759798887384e-18
   4418.5999999998    6.28233222792605e-17  6.712937128418567e-18
   4419.2999999998   6.417428584902229e-17  6.758526823394123e-18
   4419.9999999998   6.432866667560555e-17  6.792191248524817e-18
   4420.6999999998  5.2954162210155184e-17  6.691171572635052e-18
   4421.3999999998   5.530543219785073e-17 6.5607220522374125e-18
 4422.099999999799   4.089828757448268e-17  6.400210720527515e-18
 4422.799999999799  5.3029627004197323e-17  6.425212697539684e-18
 4423.499999999799    5.83325769523826e-17  6.549857119115946e-18
 4424.199999999799   6.597057754257165e-17  6.806733378452999e-18
 4424.899999999799   6.501821770128426e-17  6.833396042250783e-18
4425.5999999997985   5.848820462439879e-17   6.73692361285868e-18
 4426.299999999798   6.009695610579079e-17  6.797563610108711e-18
 4426.999999999798   5.240604761504201e-17 6.6739685297481104e-18
 4427.699999999798   5.878768102485461e-17 6.7187646253790875e-18
 4428.399999999798   6.557815812115718e-17  6.859128582516444e-18
 4429.099999999798   6.484854727956295e-17 6.7504046790182845e-18
 4429.799999999797   6.383383980105398e-17  6.693260410592284e-18
 4430.499999999797   7.382720229498995e-17 6.8026058377551815e-18
 4431.199999999797   7.318646433876525e-17  6.853012591812105e-18
 4431.899999999797   7.479768706153118e-17  6.957938089736987e-18
 4432.599999999797   7.925852553114994e-17  7.029291796966739e-18
4433.2999999997965   7.982329820986391e-17  6.944806541495368e-18
 4433.999999999796   6.662481502659083e-17  6.666744524919902e-18
 4434.699999999796   6.533310259448021e-17  6.624057424094799e-18
 4435.399999999796    6.77436203008346e-17  6.654084595143396e-18
 4436.099999999796   6.612037712388855e-17  6.735604275952434e-18
 4436.799999999796   6.758609344576108e-17   6.85684303522844e-18
 4437.499999999795   5.327757768010229e-17  6.793832378413723e-18
 4438.199999999795   5.611702260218298e-17  6.868252043188615e-18
 4438.899999999795   7.221628657254687e-17  6.977527151306467e-18
 4439.599999999795   7.066201860772101e-17   6.94919127534104e-18
 4440.299999999795   6.100817281890204e-17  6.805364358619878e-18
 4440.999999999794   5.922424686019487e-17  6.729657454593753e-18
 4441.699999999794   5.928918875113358e-17  6.696041329319848e-18
 4442.399999999794   4.887342412965342e-17  6.524744822696861e-18
 4443.099999999794   4.955849623114785e-17 6.5245596518130014e-18
 4443.799999999794    5.17483522120486e-17  6.587368277988492e-18
4444.4999999997935   4.845489087240012e-17  6.610853201267591e-18
 4445.199999999793   6.353962105248841e-17  6.888389348811548e-18
 4445.899999999793   7.028927763865732e-17  6.990012902311308e-18
 4446.599999999793    6.71856652419433e-17  6.882335586402241e-18
 4447.299999999793   6.379311345937657e-17  6.820413774233043e-18
 4447.999999999793   6.375981068252319e-17  6.803061085867957e-18
 4448.699999999792   6.919774733534867e-17 6.8180645309881954e-18
 4449.399999999792   6.319110056112584e-17  6.742066132084591e-18
 4450.099999999792   5.726350023380574e-17  6.694360191237156e-18
 4450.799999999792   6.613006012716697e-17  6.841573146110593e-18
 4451.499999999792   7.079863647949372e-17  6.854311034584293e-18
4452.1999999997915   6.254911750335255e-17 6.7838735895219774e-18
 4452.899999999791    5.85275589971374e-17  6.755416041626446e-18
 4453.599999999791   6.293150291311483e-17  6.763201077827691e-18
 4454.299999999791   6.852102856006156e-17  6.760679871596476e-18
 4454.999999999791  5.2491941459195194e-17  6.490326511990871e-18
 4455.699999999791   4.205190424789355e-17  6.333375934839996e-18
  4456.39999999979   4.898823490222143e-17  6.510047632598422e-18
  4457.09999999979    4.11424456412723e-17  6.450126272192475e-18
  4457.79999999979   5.225396098335281e-17  6.561435129185538e-18
  4458.49999999979   6.460693001319127e-17  6.663966471434921e-18
  4459.19999999979   5.339329860287072e-17  6.562268024200171e-18
4459.8999999997895   5.757117461737362e-17  6.619430850156565e-18
 4460.599999999789   5.346977462658391e-17  6.564462490023102e-18
 4461.299999999789   6.046937504489654e-17   6.60937271886905e-18
 4461.999999999789    5.81898675495941e-17  6.572816607682019e-18
 4462.699999999789   6.246660706376896e-17 6.7511382696457385e-18
 4463.399999999789   6.300642391187886e-17  6.764395214221758e-18
 4464.099999999788  5.3120005860610664e-17 6.6148154787643904e-18
 4464.799999999788   4.650687471084121e-17 6.4915060381470476e-18
 4465.499999999788    4.89469264745537e-17 6.6220134671204125e-18
 4466.199999999788  5.5071113159952446e-17 6.6937262104757506e-18
 4466.899999999788   5.191662586326645e-17  6.662728613320597e-18
4467.5999999997875  4.8767917437587896e-17   6.60838520589782e-18
 4468.299999999787  4.5959542200111194e-17 6.5459126515316465e-18
 4468.999999999787   5.072321022672215e-17  6.571572456603655e-18
 4469.699999999787   5.157866342653228e-17 6.5614163664857656e-18
 4470.399999999787   4.841865794310202e-17   6.54445537138771e-18
 4471.099999999787   4.632400042943322e-17  6.522293079271408e-18
 4471.799999999786  5.2732740207067016e-17 6.5964122929140745e-18
 4472.499999999786   5.705019941974055e-17 6.7164378974394795e-18
 4473.199999999786  4.7021330856896065e-17  6.623719711520648e-18
 4473.899999999786   5.122451447854769e-17  6.731458581336039e-18
 4474.599999999786  5.2409343444249086e-17  6.803850188151583e-18
4475.2999999997855   6.012342791324908e-17  6.740371710571121e-18
 4475.999999999785   5.567633778380139e-17  6.660310433259144e-18
 4476.699999999785  4.7496283220597935e-17 6.5748147263653236e-18
 4477.399999999785     4.7871916354537e-17   6.66790311839684e-18
 4478.099999999785  4.7818207050549774e-17 6.7103656348811625e-18
 4478.799999999785  4.4690065408443173e-17  6.580744109705822e-18
 4479.499999999784  4.5664214545310415e-17   6.52398869245058e-18
 4480.199999999784  5.2681754805059995e-17 6.5755065116927676e-18
 4480.899999999784  4.7951685198059936e-17 6.4911448920404605e-18
 4481.599999999784   5.794261684080573e-17  6.596152569754875e-18
 4482.299999999784   6.715554233694423e-17  6.702867648213259e-18
4482.9999999997835   5.460359266963048e-17  6.666182526044255e-18
 4483.699999999783   4.220140952748033e-17  6.616872257637198e-18
 4484.399999999783   4.178666842610112e-17   6.62125603135921e-18
 4485.099999999783   5.211941896377129e-17 6.7472319462082016e-18
 4485.799999999783   6.079291560892919e-17  6.865168378477741e-18
 4486.499999999783   6.652285802652013e-17  6.899236678735067e-18
 4487.199999999782   5.139942467435642e-17  6.679024134475088e-18
 4487.899999999782   4.070113037744796e-17  6.469824037857225e-18
 4488.599999999782  3.3665897406546384e-17  6.317884801925886e-18
 4489.299999999782  3.6411538397021227e-17 6.3273413928461806e-18
 4489.999999999782   4.433357566496262e-17 6.4238990436422164e-18
4490.6999999997815    4.69230200487275e-17  6.516582113440826e-18
 4491.399999999781  3.9654617710300526e-17  6.492223624430946e-18
 4492.099999999781   4.399040213016507e-17  6.524022945880095e-18
 4492.799999999781   4.388973381005059e-17  6.503493007388456e-18
 4493.499999999781   4.379621470225727e-17 6.4776391298787284e-18
