@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.701
@SPECTRUM spectrum_05D4cq_946.dat
@SN-NAME 05D4cq
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -0.140
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.960           -0.00293        0.00489
       4273.960           -0.00402        0.00407
       4288.960           -0.00673        0.00335
       4303.960            0.00069        0.00289
       4318.960           -0.00467        0.00266
       4333.960            0.00011        0.00240
       4348.960           -0.00085        0.00222
       4363.960           -0.00305        0.00210
       4378.960            0.00338        0.00194
       4393.960           -0.00081        0.00186
       4408.960           -0.00085        0.00184
       4423.960           -0.00026        0.00179
       4438.960            0.00103        0.00172
       4453.960            0.00199        0.00166
       4468.960           -0.00041        0.00161
       4483.960           -0.00104        0.00159
       4498.960           -0.00137        0.00159
       4513.960            0.00200        0.00156
       4528.960            0.00332        0.00153
       4543.960            0.00134        0.00159
       4558.960            0.00050        0.00149
       4573.960            0.00355        0.00147
       4588.960           -0.00116        0.00144
       4603.960            0.00272        0.00143
       4618.960            0.00166        0.00143
       4633.960            0.00131        0.00140
       4648.960            0.00007        0.00138
       4663.960            0.00001        0.00137
       4678.960            0.00155        0.00140
       4693.960            0.00059        0.00149
       4708.960           -0.00126        0.00133
       4723.960            0.00268        0.00133
       4738.960            0.00176        0.00132
       4753.960           -0.00127        0.00131
       4768.960            0.00206        0.00131
       4783.960            0.00286        0.00130
       4798.960           -0.00095        0.00130
       4813.960            0.00086        0.00130
       4828.960            0.00277        0.00130
       4843.960            0.00126        0.00141
       4858.960            0.00103        0.00124
       4873.960            0.00370        0.00123
       4888.960            0.00218        0.00126
       4903.960            0.00512        0.00125
       4918.960            0.00552        0.00122
       4933.960            0.00378        0.00122
       4948.960            0.00522        0.00134
       4963.960            0.00509        0.00121
       4978.960            0.00397        0.00120
       4993.960            0.00648        0.00120
       5008.960            0.00670        0.00117
       5023.960            0.00536        0.00118
       5038.960            0.00631        0.00117
       5053.960            0.00738        0.00128
       5068.960            0.00205        0.00117
       5083.960            0.00509        0.00116
       5098.960            0.00482        0.00117
       5113.960            0.00349        0.00115
       5128.960            0.00229        0.00125
       5143.960            0.00533        0.00114
       5158.960            0.00606        0.00114
       5173.960            0.00374        0.00111
       5188.960            0.00503        0.00114
       5203.960            0.00675        0.00128
       5218.960            0.00283        0.00114
       5233.960            0.00668        0.00115
       5248.960            0.00345        0.00114
       5263.960            0.00533        0.00112
       5278.960            0.00831        0.00122
       5293.960            0.00693        0.00114
       5308.960            0.00605        0.00114
       5323.960            0.00805        0.00113
       5338.960            0.00811        0.00124
       5353.960            0.00834        0.00113
       5368.960            0.00706        0.00112
       5383.960            0.00604        0.00112
       5398.960            0.00626        0.00120
       5413.960            0.00440        0.00110
       5428.960            0.00463        0.00110
       5443.960            0.00442        0.00111
       5458.960            0.00625        0.00123
       5473.960            0.00583        0.00111
       5488.960            0.00306        0.00111
       5503.960            0.00498        0.00112
       5518.960            0.00516        0.00122
       5533.960            0.00299        0.00112
       5548.960            0.00274        0.00114
       5563.960            0.00238        0.00126
       5578.960            0.00290        0.00219
       5593.960            0.00414        0.00113
       5608.960            0.00266        0.00113
       5623.960            0.00430        0.00124
       5638.960            0.00500        0.00112
       5653.960            0.00580        0.00112
       5668.960            0.00370        0.00123
       5683.960            0.00384        0.00113
       5698.960            0.00656        0.00113
       5713.960            0.00799        0.00123
       5728.960            0.00405        0.00114
       5743.960            0.00384        0.00113
       5758.960            0.00547        0.00112
       5773.960            0.00543        0.00123
       5788.960            0.00504        0.00112
       5803.960            0.00515        0.00114
       5818.960            0.00639        0.00125
       5833.960            0.00842        0.00115
       5848.960            0.00733        0.00114
       5863.960            0.00721        0.00132
       5878.960            0.00840        0.00125
       5893.960            0.00966        0.00157
       5908.960            0.00526        0.00134
       5923.960            0.00790        0.00123
       5938.960            0.00800        0.00121
       5953.960            0.01034        0.00133
       5968.960            0.00959        0.00117
       5983.960            0.00990        0.00116
       5998.960            0.01137        0.00128
       6013.960            0.01145        0.00113
       6028.960            0.00884        0.00113
       6043.960            0.01067        0.00122
       6058.960            0.01086        0.00111
       6073.960            0.01147        0.00121
       6088.960            0.01062        0.00109
       6103.960            0.01228        0.00110
       6118.960            0.01123        0.00120
       6133.960            0.01134        0.00110
       6148.960            0.01216        0.00111
       6163.960            0.01183        0.00121
       6178.960            0.01044        0.00111
       6193.960            0.01293        0.00109
       6208.960            0.00985        0.00120
       6223.960            0.00507        0.00113
       6238.960            0.00775        0.00136
       6253.960            0.00586        0.00117
       6268.960            0.00637        0.00118
       6283.960            0.00936        0.00131
       6298.960            0.00794        0.00173
       6313.960            0.00333        0.00122
       6328.960            0.00480        0.00132
       6343.960            0.00559        0.00113
       6358.960            0.00325        0.00142
       6373.960            0.00370        0.00119
       6388.960            0.00502        0.00110
       6403.960            0.00562        0.00117
       6418.960            0.00472        0.00108
       6433.960            0.00366        0.00116
       6448.960            0.00338        0.00107
       6463.960            0.00172        0.00116
       6478.960            0.00280        0.00121
       6493.960            0.00504        0.00114
       6508.960            0.00536        0.00124
       6523.960            0.00762        0.00111
       6538.960            0.00832        0.00114
       6553.960            0.00715        0.00130
       6568.960            0.01040        0.00113
       6583.960            0.00954        0.00122
       6598.960            0.01148        0.00109
       6613.960            0.01331        0.00107
       6628.960            0.01468        0.00118
       6643.960            0.01274        0.00107
       6658.960            0.01087        0.00117
       6673.960            0.01167        0.00105
       6688.960            0.01577        0.00105
       6703.960            0.01535        0.00117
       6718.960            0.01500        0.00106
       6733.960            0.01279        0.00116
       6748.960            0.01178        0.00106
       6763.960            0.01264        0.00115
       6778.960            0.01184        0.00105
       6793.960            0.01091        0.00104
       6808.960            0.00865        0.00116
       6823.960            0.01230        0.00119
       6838.960            0.01243        0.00139
       6853.960            0.01249        0.00114
       6868.960            0.01671        0.00162
       6883.960            0.01488        0.00129
       6898.960            0.01444        0.00126
       6913.960            0.01604        0.00138
       6928.960            0.01402        0.00122
       6943.960            0.01389        0.00143
       6958.960            0.01258        0.00117
       6973.960            0.01225        0.00129
       6988.960            0.01208        0.00122
       7003.960            0.01334        0.00112
       7018.960            0.01234        0.00119
       7033.960            0.01141        0.00108
       7048.960            0.01127        0.00126
       7063.960            0.00888        0.00110
       7078.960            0.01196        0.00122
       7093.960            0.01018        0.00110
       7108.960            0.01161        0.00119
       7123.960            0.00942        0.00109
       7138.960            0.00983        0.00113
       7153.960            0.01075        0.00124
       7168.960            0.00901        0.00121
       7183.960            0.01016        0.00140
       7198.960            0.01055        0.00127
       7213.960            0.01072        0.00126
       7228.960            0.01055        0.00124
       7243.960            0.00515        0.00214
       7258.960            0.00738        0.00138
       7273.960            0.01022        0.00175
       7288.960            0.00241        0.00169
       7303.960            0.00558        0.00148
       7318.960            0.00598        0.00186
       7333.960            0.00596        0.00158
       7348.960            0.00320        0.00163
       7363.960            0.01079        0.00156
       7378.960            0.00742        0.00149
       7393.960            0.00710        0.00142
       7408.960            0.00855        0.00150
       7423.960            0.00692        0.00126
       7438.960            0.01212        0.00153
       7453.960            0.00630        0.00124
       7468.960            0.00971        0.00141
       7483.960            0.00880        0.00162
       7498.960            0.00571        0.00127
       7513.960            0.00817        0.00145
       7528.960            0.00684        0.00157
       7543.960            0.00941        0.00139
       7558.960            0.00664        0.00133
       7573.960            0.00888        0.00167
       7588.960            0.00850        0.00155
       7603.960           -0.00158        0.00356
       7618.960            0.01121        0.00249
       7633.960            0.00397        0.00251
       7648.960            0.00923        0.00183
       7663.960            0.00795        0.00158
       7678.960            0.00789        0.00152
       7693.960            0.00941        0.00140
       7708.960            0.00860        0.00197
       7723.960            0.00637        0.00183
       7738.960            0.00971        0.00163
       7753.960            0.00972        0.00210
       7768.960            0.00682        0.00176
       7783.960            0.00600        0.00172
       7798.960            0.00795        0.00209
       7813.960            0.00900        0.00183
       7828.960            0.00682        0.00193
       7843.960            0.00990        0.00179
       7858.960            0.01020        0.00244
       7873.960            0.00714        0.00197
       7888.960            0.00511        0.00194
       7903.960            0.01017        0.00188
       7918.960            0.00940        0.00238
       7933.960            0.00793        0.00197
       7948.960            0.00913        0.00170
       7963.960            0.00467        0.00240
       7978.960            0.00801        0.00192
       7993.960            0.00508        0.00252
       8008.960            0.00689        0.00171
       8023.960            0.00436        0.00232
       8038.960            0.00553        0.00168
       8053.960            0.00615        0.00193
       8068.960            0.00697        0.00173
       8083.960            0.00651        0.00178
       8098.960            0.00559        0.00172
       8113.960            0.00605        0.00181
       8128.960            0.00566        0.00170
       8143.960            0.00997        0.00206
       8158.960            0.00721        0.00190
       8173.960            0.00332        0.00191
       8188.960            0.00427        0.00207
       8203.960            0.00341        0.00180
       8218.960            0.00550        0.00204
       8233.960            0.00405        0.00201
       8248.960            0.00094        0.00203
       8263.960            0.00269        0.00186
       8278.960            0.00186        0.00281
       8293.960            0.00444        0.00311
       8308.960            0.00613        0.00272
       8323.960            0.00422        0.00200
       8338.960            0.00086        0.00286
       8353.960            0.00384        0.00302
       8368.960            0.00605        0.00237
       8383.960            0.00248        0.00239
       8398.960           -0.00000        0.00341
       8413.960            0.00580        0.00250
       8428.960            0.00670        0.00346
       8443.960           -0.00093        0.00231
       8458.960           -0.00009        0.00295
       8473.960            0.00224        0.00243
       8488.960            0.00337        0.00240
