   Wavelength                Flux           Variance
3287.17488789   1.37916806297e-16  2.66730940482e-32
3289.54658695   7.37381104512e-17  2.43785151891e-32
  3291.918286   1.89377818886e-16  2.37531115622e-32
3294.28998505   4.98243740624e-17  2.27809100079e-32
3296.66168411   -1.2114026779e-16  2.20937407673e-32
3299.03338316  -1.96635656484e-16  2.12105794894e-32
3301.40508221   1.37444229831e-17  2.21616425656e-32
3303.77678127  -8.07223394379e-17  1.98465594949e-32
3306.14848032  -1.31164180438e-16  1.90420433565e-32
3308.52017937  -3.81166838096e-17  1.87649805661e-32
3310.89187843  -7.27349246796e-17  1.80213179274e-32
3313.26357748   2.65884210469e-16  1.96701054694e-32
3315.63527653   1.24591244466e-16  1.85462831361e-32
3318.00697559  -8.75691860757e-17  1.78821658353e-32
3320.37867464  -7.06700274211e-17  1.74938870894e-32
3322.75037369   -1.5472886785e-16  1.60499997612e-32
3325.12207275  -2.02259129071e-16  1.54872017985e-32
 3327.4937718   8.91196649238e-17  1.75658863058e-32
3329.86547085    1.5303748242e-16  1.72571313679e-32
3332.23716991  -8.41220313586e-17  1.54683123599e-32
3334.60886896   4.78143538448e-17  1.56257059079e-32
3336.98056801   1.82628409097e-17   1.5241366091e-32
3339.35226707   2.24351764676e-17  1.42611937594e-32
3341.72396612  -7.71606605617e-17  1.30525505774e-32
3344.09566517  -2.82106512158e-17  1.30464445114e-32
3346.46736423   -3.5808072078e-17  1.28775739427e-32
3348.83906328  -1.69473040619e-17  1.24800109117e-32
3351.21076233   8.09068361968e-18  1.25496471449e-32
3353.58246139  -1.38810777235e-16  1.19655374878e-32
3355.95416044   1.36544895838e-16   1.3899338209e-32
3358.32585949  -3.31572022195e-17  1.27135949235e-32
3360.69755855   1.07819680917e-16  1.31895940365e-32
 3363.0692576  -1.11824589073e-16  1.15504144266e-32
3365.44095665   1.18262616229e-16  1.21967062402e-32
3367.81265571   1.59603606745e-16  1.19521371215e-32
3370.18435476   9.00314495349e-17  1.14306630056e-32
3372.55605381   3.72194538549e-17  1.09921094171e-32
3374.92775286   -9.5615659972e-18  1.05617639559e-32
3377.29945192  -1.33952125134e-17  1.05072458454e-32
3379.67115097    1.1934560799e-16  1.08771647074e-32
3382.04285002   1.37323198805e-16  1.04240654128e-32
3384.41454908  -3.27693534558e-18  9.88734865382e-33
3386.78624813   -8.5859641608e-17   9.7376739978e-33
3389.15794718  -5.33472435298e-17  9.83139751068e-33
3391.52964624   6.09606638223e-17  9.73076538769e-33
3393.90134529   1.01464036116e-16  9.47158035781e-33
3396.27304434   3.87080940077e-17  9.28886577469e-33
 3398.6447434  -6.81700122043e-17  8.58092834584e-33
3401.01644245   3.98996814328e-17  8.91512520016e-33
 3403.3881415   8.98523564582e-17  8.91781258679e-33
3405.75984056   9.50609460272e-17  9.26934250573e-33
3408.13153961   5.56246650219e-18  8.50966427986e-33
3410.50323866   1.06123860189e-16  8.65468167401e-33
3412.87493772   1.06157046667e-16  8.52964278873e-33
3415.24663677   5.89107798147e-17  8.38132828406e-33
3417.61833582   4.55880025452e-17  7.87154373722e-33
3419.99003488   1.24673806591e-16  8.06172584012e-33
3422.36173393   5.10259339956e-17  7.77244332685e-33
3424.73343298   1.38114596705e-16  8.12335698729e-33
3427.10513204  -9.43219943904e-18  7.59464178082e-33
3429.47683109  -1.79391361837e-17  7.24863160495e-33
3431.84853014   1.02227959634e-16  7.72598449144e-33
 3434.2202292  -1.21384326072e-17  7.07736681652e-33
3436.59192825  -6.70971721065e-17  6.87564841849e-33
 3438.9636273  -6.40145174776e-17  6.99235144439e-33
3441.33532636   3.02146102674e-17  7.26739084505e-33
3443.70702541   6.77924541519e-17  7.17393083239e-33
3446.07872446   1.33866397529e-16   7.2479113117e-33
3448.45042352   8.10244927975e-17  6.77354807663e-33
3450.82212257      3.61723384e-18  6.45825581821e-33
3453.19382162  -8.30982855986e-17  6.13262142559e-33
3455.56552068  -5.40217349108e-17  6.33529969057e-33
3457.93721973  -7.90743111423e-17  6.32035527073e-33
3460.30891878  -7.65449182961e-17  6.21322940708e-33
3462.68061784  -7.11363244951e-18  6.17246142258e-33
3465.05231689   2.75687046848e-17  6.20998489852e-33
3467.42401594   8.93364392567e-17  6.54709535641e-33
  3469.795715   5.47515095534e-17  6.23847930099e-33
3472.16741405  -1.47477815681e-17  6.29362552788e-33
 3474.5391131  -1.31551801368e-16  5.70800368255e-33
3476.91081216  -8.58357398207e-17   5.9327547972e-33
3479.28251121   -1.1292612406e-16  5.59971351684e-33
3481.65421026   -1.3714254651e-17  6.16037384272e-33
