@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.740
@SPECTRUM spectrum_04D2ja_500.dat
@SN-NAME 04D2ja
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 9.760
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.240           -0.02657        0.02279
       4273.240            0.02567        0.01921
       4288.240            0.00000        0.01631
       4303.240           -0.01445        0.01360
       4318.240           -0.00039        0.01295
       4333.240            0.00290        0.01158
       4348.240            0.02131        0.01057
       4363.240            0.00237        0.00997
       4378.240           -0.00237        0.00926
       4393.240           -0.00088        0.00880
       4408.240            0.00770        0.00878
       4423.240            0.00122        0.00832
       4438.240           -0.00238        0.00805
       4453.240           -0.00185        0.00789
       4468.240           -0.00070        0.00764
       4483.240           -0.00157        0.00765
       4498.240            0.00133        0.00752
       4513.240           -0.00207        0.00725
       4528.240            0.00360        0.00721
       4543.240           -0.00804        0.00721
       4558.240           -0.00377        0.00696
       4573.240            0.00793        0.00694
       4588.240            0.00139        0.00675
       4603.240            0.00710        0.00659
       4618.240           -0.00549        0.00650
       4633.240           -0.01062        0.00644
       4648.240            0.00469        0.00629
       4663.240            0.00116        0.00643
       4678.240           -0.00940        0.00629
       4693.240            0.00455        0.00619
       4708.240           -0.00617        0.00668
       4723.240           -0.01000        0.00601
       4738.240            0.00198        0.00596
       4753.240           -0.00203        0.00585
       4768.240            0.00025        0.00580
       4783.240            0.00317        0.00574
       4798.240           -0.00874        0.00572
       4813.240           -0.00116        0.00571
       4828.240           -0.00942        0.00582
       4843.240            0.00984        0.00570
       4858.240            0.01419        0.00598
       4873.240           -0.00507        0.00548
       4888.240           -0.00514        0.00550
       4903.240            0.03252        0.00567
       4918.240            0.00689        0.00532
       4933.240            0.00203        0.00532
       4948.240           -0.00289        0.00538
       4963.240           -0.00271        0.00582
       4978.240            0.01719        0.00535
       4993.240           -0.00056        0.00533
       5008.240           -0.00604        0.00523
       5023.240           -0.00849        0.00512
       5038.240            0.00373        0.00506
       5053.240            0.00469        0.00508
       5068.240           -0.00692        0.00544
       5083.240            0.00083        0.00493
       5098.240           -0.00595        0.00496
       5113.240           -0.00089        0.00492
       5128.240            0.00460        0.00493
       5143.240            0.00454        0.00547
       5158.240           -0.00248        0.00497
       5173.240           -0.00037        0.00471
       5188.240           -0.00339        0.00507
       5203.240           -0.00157        0.00572
       5218.240           -0.00518        0.00533
       5233.240           -0.00039        0.00489
       5248.240           -0.00763        0.00489
       5263.240           -0.00231        0.00475
       5278.240            0.00860        0.00472
       5293.240            0.00053        0.00526
       5308.240            0.00174        0.00480
       5323.240            0.00082        0.00481
       5338.240           -0.00585        0.00479
       5353.240            0.00234        0.00519
       5368.240            0.00204        0.00468
       5383.240           -0.00414        0.00468
       5398.240            0.00510        0.00463
       5413.240           -0.01091        0.00505
       5428.240            0.00559        0.00461
       5443.240            0.00392        0.00462
       5458.240            0.00764        0.00465
       5473.240           -0.00226        0.00504
       5488.240            0.01009        0.00466
       5503.240           -0.00508        0.00471
       5518.240            0.00254        0.00472
       5533.240           -0.03607        0.00519
       5548.240            0.00105        0.00484
       5563.240            0.00072        0.00517
       5578.240            0.02479        0.01994
       5593.240           -0.00587        0.00504
       5608.240            0.00628        0.00476
       5623.240            0.00103        0.00476
       5638.240           -0.00158        0.00508
       5653.240            0.00438        0.00465
       5668.240           -0.00069        0.00466
       5683.240           -0.00492        0.00504
       5698.240            0.00059        0.00469
       5713.240            0.00410        0.00468
       5728.240           -0.00270        0.00516
       5743.240           -0.01223        0.00469
       5758.240           -0.00307        0.00464
       5773.240           -0.00241        0.00509
       5788.240            0.00106        0.00458
       5803.240           -0.00322        0.00460
       5818.240            0.00380        0.00469
       5833.240           -0.00532        0.00512
       5848.240           -0.00326        0.00465
       5863.240            0.00792        0.00505
       5878.240            0.00654        0.00566
       5893.240           -0.00028        0.00750
       5908.240           -0.00037        0.00522
       5923.240            0.00709        0.00566
       5938.240            0.00526        0.00506
       5953.240            0.01305        0.00509
       5968.240            0.00325        0.00535
       5983.240            0.00018        0.00485
       5998.240            0.00488        0.00476
       6013.240            0.00213        0.00505
       6028.240            0.00515        0.00459
       6043.240            0.00240        0.00499
       6058.240            0.00413        0.00445
       6073.240            0.00284        0.00449
       6088.240            0.00242        0.00481
       6103.240           -0.00517        0.00447
       6118.240            0.00550        0.00440
       6133.240            0.00377        0.00489
       6148.240            0.00674        0.00461
       6163.240           -0.00167        0.00449
       6178.240            0.00463        0.00498
       6193.240            0.00126        0.00448
       6208.240           -0.00048        0.00500
       6223.240            0.00028        0.00467
       6238.240            0.00693        0.00528
       6253.240            0.01496        0.00542
       6268.240            0.00674        0.00500
       6283.240           -0.00040        0.00505
       6298.240            0.02145        0.01651
       6313.240           -0.00180        0.00564
       6328.240           -0.00309        0.00552
       6343.240           -0.00169        0.00459
       6358.240            0.01180        0.00704
       6373.240            0.01152        0.00614
       6388.240            0.00595        0.00457
       6403.240           -0.00380        0.00470
       6418.240            0.00483        0.00437
       6433.240           -0.00171        0.00424
       6448.240            0.00096        0.00474
       6463.240           -0.00291        0.00485
       6478.240           -0.00224        0.00452
       6493.240            0.00434        0.00519
       6508.240            0.00159        0.00474
       6523.240            0.00425        0.00503
       6538.240            0.00985        0.00484
       6553.240            0.00883        0.00565
       6568.240           -0.00049        0.00521
       6583.240            0.00371        0.00460
       6598.240            0.00954        0.00489
       6613.240            0.00651        0.00430
       6628.240            0.00068        0.00475
       6643.240            0.00278        0.00418
       6658.240            0.00102        0.00420
       6673.240            0.00870        0.00457
       6688.240            0.00119        0.00416
       6703.240            0.00594        0.00467
       6718.240            0.00041        0.00427
       6733.240            0.01028        0.00424
       6748.240            0.00898        0.00456
       6763.240            0.00248        0.00412
       6778.240            0.00909        0.00450
       6793.240            0.00612        0.00411
       6808.240            0.00503        0.00450
       6823.240            0.00842        0.00472
       6838.240            0.00795        0.00533
       6853.240            0.00342        0.00495
       6868.240            0.01062        0.00618
       6883.240            0.00225        0.00552
       6898.240            0.01401        0.00500
       6913.240            0.00278        0.00561
       6928.240            0.00371        0.00508
       6943.240            0.01504        0.00527
       6958.240            0.00560        0.00515
       6973.240            0.00224        0.00488
       6988.240            0.00384        0.00487
       7003.240            0.00245        0.00444
       7018.240            0.00687        0.00540
       7033.240            0.00472        0.00416
       7048.240            0.00408        0.00497
       7063.240            0.00512        0.00438
       7078.240            0.00442        0.00442
       7093.240            0.00760        0.00475
       7108.240            0.01024        0.00426
       7123.240           -0.00613        0.00468
       7138.240            0.00097        0.00443
       7153.240            0.01438        0.00483
       7168.240            0.00045        0.00454
       7183.240            0.00574        0.00516
       7198.240            0.00811        0.00467
       7213.240            0.00740        0.00449
       7228.240            0.00767        0.00538
       7243.240            0.00392        0.00843
       7258.240           -0.00380        0.00622
       7273.240            0.00709        0.00685
       7288.240            0.00872        0.00713
       7303.240            0.01828        0.00592
       7318.240            0.00499        0.00803
       7333.240            0.00454        0.00662
       7348.240            0.00642        0.00698
       7363.240           -0.00219        0.00642
       7378.240            0.00225        0.00551
       7393.240            0.00504        0.00639
       7408.240            0.01326        0.00553
       7423.240            0.00904        0.00535
       7438.240            0.00498        0.00563
       7453.240            0.00555        0.00528
       7468.240           -0.00250        0.00594
       7483.240           -0.00086        0.00711
       7498.240            0.00657        0.00506
       7513.240            0.00027        0.00551
       7528.240            0.01547        0.00714
       7543.240            0.00124        0.00527
       7558.240            0.00145        0.00607
       7573.240            0.00938        0.00677
       7588.240           -0.00433        0.00718
       7603.240            0.03122        0.01524
       7618.240            0.00714        0.00979
       7633.240            0.02017        0.00896
       7648.240            0.00239        0.00751
       7663.240            0.00546        0.00645
       7678.240           -0.00405        0.00614
       7693.240            0.01056        0.00643
       7708.240           -0.00386        0.00819
       7723.240            0.00249        0.00850
       7738.240            0.01104        0.00696
       7753.240           -0.00556        0.00946
       7768.240           -0.00309        0.00728
       7783.240            0.02686        0.00833
       7798.240            0.00920        0.00811
       7813.240            0.01882        0.00870
       7828.240            0.01901        0.00759
       7843.240            0.02168        0.00851
       7858.240           -0.01001        0.01036
       7873.240            0.00688        0.00988
       7888.240            0.00505        0.00854
       7903.240            0.01062        0.00761
       7918.240           -0.01602        0.01125
       7933.240            0.01793        0.00881
       7948.240            0.00232        0.00737
       7963.240            0.01503        0.01061
       7978.240            0.02680        0.00886
       7993.240           -0.00264        0.01162
       8008.240            0.00428        0.00741
       8023.240            0.00889        0.01036
       8038.240            0.00460        0.00709
       8053.240            0.00371        0.00770
       8068.240            0.01670        0.00810
       8083.240            0.00354        0.00656
       8098.240           -0.00262        0.00803
       8113.240           -0.00743        0.00649
       8128.240            0.00892        0.00714
       8143.240            0.00699        0.00725
       8158.240            0.01179        0.00763
       8173.240            0.00449        0.00707
       8188.240            0.00985        0.00767
       8203.240            0.00487        0.00685
       8218.240            0.00840        0.00751
       8233.240            0.01766        0.00730
       8248.240            0.01945        0.00761
       8263.240            0.01637        0.00714
       8278.240            0.02190        0.01157
       8293.240            0.02275        0.01322
       8308.240            0.01690        0.01116
       8323.240            0.01252        0.00764
       8338.240            0.00691        0.01076
       8353.240            0.03746        0.01350
       8368.240           -0.00461        0.00972
       8383.240            0.00688        0.00963
       8398.240            0.01223        0.01285
       8413.240           -0.00486        0.01137
       8428.240            0.01914        0.01355
