# Wavelength   Intensity
5110.535516826933   3.105815707697343e-16
5111.806167487037   3.141332328571308e-16
5113.076818147141   3.2128171447592425e-16
5114.347468807245   3.2657773503907256e-16
5115.618119467348   3.262931319687951e-16
5116.8887701274525   3.251120504029674e-16
5118.159420787556   3.146531522680673e-16
5119.430071447659   3.277028065512631e-16
5120.700722107764   3.20672856605526e-16
5121.971372767867   3.189707968375777e-16
5123.242023427972   3.2068241219596224e-16
5124.512674088075   3.254522135406288e-16
5125.783324748179   3.227427404308195e-16
5127.053975408283   3.3077997136951955e-16
5128.324626068386   3.2634961847846514e-16
5129.595276728491   3.2817052755682507e-16
5130.865927388594   3.2968494305717696e-16
5132.136578048698   3.2329103544548906e-16
5133.407228708802   3.327930245780082e-16
5134.677879368905   3.273895631794566e-16
5135.948530029009   3.306042120329643e-16
