@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.701
@SPECTRUM spectrum_05D4bj_921.dat
@SN-NAME 05D4bj
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -1.950
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4257.560           -0.00480        0.00911
       4272.560            0.00478        0.00758
       4287.560            0.00467        0.00622
       4302.560           -0.00032        0.00524
       4317.560           -0.00191        0.00482
       4332.560            0.00361        0.00430
       4347.560           -0.00100        0.00396
       4362.560            0.00139        0.00376
       4377.560           -0.00034        0.00348
       4392.560            0.00319        0.00362
       4407.560           -0.00175        0.00328
       4422.560           -0.00043        0.00324
       4437.560           -0.00107        0.00306
       4452.560            0.00041        0.00297
       4467.560            0.00359        0.00285
       4482.560            0.00057        0.00282
       4497.560            0.00291        0.00279
       4512.560           -0.00295        0.00276
       4527.560           -0.00081        0.00272
       4542.560            0.00096        0.00270
       4557.560            0.00173        0.00263
       4572.560           -0.00175        0.00258
       4587.560           -0.00292        0.00257
       4602.560            0.00007        0.00252
       4617.560            0.00232        0.00273
       4632.560           -0.00017        0.00248
       4647.560           -0.00049        0.00243
       4662.560            0.00510        0.00243
       4677.560            0.00398        0.00242
       4692.560            0.00275        0.00237
       4707.560            0.00153        0.00234
       4722.560            0.00476        0.00235
       4737.560           -0.00027        0.00230
       4752.560           -0.00640        0.00251
       4767.560            0.00502        0.00226
       4782.560            0.00358        0.00227
       4797.560            0.00297        0.00226
       4812.560            0.00134        0.00226
       4827.560            0.00292        0.00231
       4842.560            0.00105        0.00247
       4857.560            0.00147        0.00217
       4872.560            0.00395        0.00215
       4887.560            0.00320        0.00217
       4902.560            0.00444        0.00215
       4917.560            0.00257        0.00212
       4932.560            0.00109        0.00232
       4947.560            0.00564        0.00211
       4962.560            0.00562        0.00210
       4977.560            0.00488        0.00208
       4992.560            0.00396        0.00207
       5007.560            0.00630        0.00224
       5022.560            0.00221        0.00202
       5037.560            0.00088        0.00202
       5052.560            0.00162        0.00201
       5067.560            0.00415        0.00200
       5082.560            0.00696        0.00218
       5097.560            0.00234        0.00199
       5112.560            0.00178        0.00197
       5127.560            0.00488        0.00196
       5142.560            0.00099        0.00217
       5157.560            0.00548        0.00197
       5172.560            0.00633        0.00189
       5187.560            0.00333        0.00192
       5202.560            0.00470        0.00222
       5217.560            0.00596        0.00197
       5232.560            0.01101        0.00196
       5247.560            0.00751        0.00196
       5262.560            0.00337        0.00211
       5277.560            0.00503        0.00193
       5292.560            0.00665        0.00194
       5307.560            0.00420        0.00195
       5322.560            0.00505        0.00212
       5337.560            0.00888        0.00195
       5352.560            0.00749        0.00194
       5367.560            0.00473        0.00191
       5382.560            0.00459        0.00207
       5397.560            0.00593        0.00188
       5412.560            0.00621        0.00188
       5427.560            0.00759        0.00206
       5442.560            0.00529        0.00189
       5457.560            0.00546        0.00188
       5472.560            0.00251        0.00188
       5487.560            0.00340        0.00206
       5502.560            0.00455        0.00189
       5517.560            0.00011        0.00190
       5532.560            0.00170        0.00206
       5547.560            0.00311        0.00193
       5562.560            0.00429        0.00193
       5577.560           -0.00745        0.00460
       5592.560            0.00472        0.00195
       5607.560            0.00334        0.00193
       5622.560            0.00804        0.00209
       5637.560            0.00485        0.00189
       5652.560            0.00303        0.00189
       5667.560            0.00581        0.00206
       5682.560            0.00466        0.00191
       5697.560            0.00784        0.00194
       5712.560            0.00556        0.00192
       5727.560            0.00641        0.00212
       5742.560            0.00528        0.00191
       5757.560            0.00717        0.00208
       5772.560            0.00222        0.00191
       5787.560            0.00573        0.00190
       5802.560            0.00273        0.00209
       5817.560            0.00581        0.00192
       5832.560            0.00534        0.00192
       5847.560            0.00527        0.00208
       5862.560            0.00544        0.00200
       5877.560            0.00514        0.00205
       5892.560            0.00584        0.00346
       5907.560            0.00499        0.00213
       5922.560            0.00615        0.00207
       5937.560            0.00490        0.00224
       5952.560            0.00995        0.00205
       5967.560            0.00804        0.00197
       5982.560            0.01092        0.00216
       5997.560            0.01064        0.00194
       6012.560            0.00784        0.00208
       6027.560            0.01192        0.00188
       6042.560            0.01228        0.00188
       6057.560            0.00859        0.00203
       6072.560            0.00824        0.00184
       6087.560            0.01023        0.00183
       6102.560            0.00826        0.00202
       6117.560            0.00748        0.00181
       6132.560            0.00900        0.00201
       6147.560            0.00711        0.00187
       6162.560            0.00754        0.00182
       6177.560            0.00770        0.00204
       6192.560            0.00237        0.00180
       6207.560            0.00363        0.00202
       6222.560            0.00559        0.00185
       6237.560            0.00086        0.00209
       6252.560            0.00416        0.00213
       6267.560            0.00219        0.00200
       6282.560            0.00173        0.00218
       6297.560            0.00905        0.00269
       6312.560            0.00476        0.00208
       6327.560            0.00182        0.00222
       6342.560            0.02474        0.00186
       6357.560            0.00003        0.00233
       6372.560            0.00352        0.00204
       6387.560            0.00432        0.00202
       6402.560            0.00923        0.00193
       6417.560            0.00663        0.00179
       6432.560            0.00927        0.00193
       6447.560            0.00851        0.00176
       6462.560            0.00195        0.00192
       6477.560            0.00758        0.00203
       6492.560            0.00704        0.00184
       6507.560            0.00753        0.00208
       6522.560            0.00695        0.00179
       6537.560            0.00722        0.00193
       6552.560            0.01063        0.00218
       6567.560            0.00824        0.00193
       6582.560            0.00997        0.00205
       6597.560            0.00831        0.00179
       6612.560            0.01041        0.00193
       6627.560            0.01129        0.00174
       6642.560            0.01407        0.00175
       6657.560            0.01205        0.00190
       6672.560            0.01287        0.00173
       6687.560            0.01003        0.00190
       6702.560            0.01586        0.00174
       6717.560            0.01288        0.00190
       6732.560            0.01635        0.00174
       6747.560            0.01044        0.00172
       6762.560            0.01395        0.00187
       6777.560            0.01423        0.00172
       6792.560            0.01376        0.00188
       6807.560            0.01140        0.00172
       6822.560            0.01208        0.00203
       6837.560            0.01345        0.00220
       6852.560            0.00997        0.00183
       6867.560            0.01114        0.00275
       6882.560            0.01242        0.00212
       6897.560            0.01297        0.00230
       6912.560            0.01271        0.00206
       6927.560            0.01040        0.00225
       6942.560            0.00827        0.00204
       6957.560            0.01221        0.00211
       6972.560            0.00842        0.00194
       6987.560            0.01325        0.00185
       7002.560            0.01170        0.00202
       7017.560            0.01322        0.00181
       7032.560            0.01433        0.00190
       7047.560            0.01063        0.00189
       7062.560            0.01041        0.00199
       7077.560            0.01176        0.00183
       7092.560            0.01128        0.00200
       7107.560            0.01101        0.00177
       7122.560            0.00878        0.00178
       7137.560            0.01082        0.00201
       7152.560            0.00853        0.00187
       7167.560            0.00929        0.00216
       7182.560            0.01168        0.00222
       7197.560            0.00836        0.00229
       7212.560            0.01050        0.00191
       7227.560            0.00558        0.00213
       7242.560            0.00909        0.00322
       7257.560            0.01067        0.00259
       7272.560            0.00723        0.00259
       7287.560            0.00880        0.00269
       7302.560            0.00665        0.00269
       7317.560            0.00331        0.00274
       7332.560            0.00691        0.00286
       7347.560            0.01165        0.00253
       7362.560            0.00687        0.00285
       7377.560            0.00723        0.00230
       7392.560            0.00615        0.00251
       7407.560            0.00756        0.00233
       7422.560            0.00818        0.00224
       7437.560            0.00515        0.00231
       7452.560            0.00767        0.00200
       7467.560            0.00874        0.00254
       7482.560            0.00882        0.00247
       7497.560            0.00630        0.00228
       7512.560            0.00497        0.00211
       7527.560            0.00170        0.00302
       7542.560            0.00654        0.00210
       7557.560            0.00593        0.00236
       7572.560            0.00675        0.00245
       7587.560            0.00303        0.00268
       7602.560           -0.00065        0.00490
       7617.560            0.01141        0.00466
       7632.560            0.00470        0.00391
       7647.560            0.00761        0.00306
       7662.560            0.00932        0.00290
       7677.560            0.00844        0.00226
       7692.560            0.00835        0.00253
       7707.560            0.00540        0.00272
       7722.560            0.00290        0.00360
       7737.560            0.00437        0.00238
       7752.560            0.00952        0.00412
       7767.560            0.00512        0.00271
       7782.560            0.00730        0.00301
       7797.560            0.00231        0.00313
       7812.560            0.00509        0.00321
       7827.560            0.00719        0.00308
       7842.560            0.00967        0.00289
       7857.560            0.00801        0.00420
       7872.560           -0.00050        0.00330
       7887.560            0.00233        0.00368
       7902.560            0.00252        0.00273
       7917.560            0.00568        0.00464
       7932.560            0.00643        0.00308
       7947.560            0.00508        0.00307
       7962.560            0.00796        0.00328
       7977.560            0.00514        0.00346
       7992.560            0.01082        0.00356
       8007.560            0.00264        0.00297
       8022.560            0.00817        0.00345
       8037.560            0.00057        0.00299
       8052.560            0.00338        0.00283
       8067.560            0.00519        0.00287
       8082.560            0.00315        0.00287
       8097.560            0.00994        0.00283
       8112.560            0.00681        0.00293
       8127.560            0.00819        0.00274
       8142.560            0.00812        0.00335
       8157.560            0.00501        0.00307
       8172.560            0.00803        0.00342
       8187.560            0.00612        0.00306
       8202.560            0.00733        0.00320
       8217.560            0.00504        0.00298
       8232.560            0.00194        0.00361
       8247.560           -0.00006        0.00299
       8262.560            0.00828        0.00325
