@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.580
@SPECTRUM spectrum_03D4gf_329.dat
@SN-NAME 03D4gf
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 20.430
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.838            0.00000        0.46965
       4152.286            0.00000        0.49312
       4154.734            0.00000        0.53314
       4157.183            0.00000        0.54176
       4159.631            0.00000        0.50595
       4162.081            0.00000        0.63351
       4164.530            0.00000        0.46972
       4166.981            0.00000        0.50315
       4169.432            0.00000        0.49126
       4171.882            0.00000        0.52018
       4174.334            0.19800        0.42223
       4176.786           -0.05230        0.32729
       4179.238           -0.27730        0.30611
       4181.691           -0.00960        0.24251
       4184.145           -0.07930        0.20973
       4186.598           -0.30160        0.20142
       4189.052            0.08220        0.16033
       4191.506            0.00360        0.14133
       4193.961           -0.07900        0.12588
       4196.417           -0.04290        0.11168
       4198.873           -0.01260        0.09890
       4201.329           -0.01590        0.08553
       4203.785            0.09330        0.07673
       4206.242           -0.03880        0.06892
       4208.700            0.12850        0.06295
       4211.157           -0.00030        0.05462
       4213.616           -0.03860        0.04945
       4216.074           -0.03290        0.04435
       4218.533           -0.03260        0.03956
       4220.993            0.01360        0.03508
       4223.453           -0.03050        0.03280
       4225.913           -0.02140        0.03082
       4228.374           -0.04420        0.02902
       4230.835            0.01840        0.02712
       4233.297           -0.00790        0.02548
       4235.759           -0.01390        0.02394
       4238.221            0.01180        0.02227
       4240.684            0.01240        0.02111
       4243.147           -0.01610        0.02027
       4245.611           -0.01000        0.01916
       4248.075            0.02430        0.01858
       4250.540            0.02230        0.01758
       4253.004            0.01230        0.01701
       4255.470            0.01990        0.01628
       4257.935           -0.01430        0.01533
       4260.401            0.01040        0.01498
       4262.868           -0.01010        0.01438
       4265.335            0.00610        0.01383
       4267.802           -0.00250        0.01353
       4270.270            0.00760        0.01287
       4272.738           -0.00410        0.01260
       4275.207           -0.01610        0.01218
       4277.676           -0.02740        0.01192
       4280.145            0.01880        0.01148
       4282.615           -0.01050        0.01116
       4285.085           -0.01070        0.01083
       4287.556           -0.00500        0.01052
       4290.026            0.00200        0.01026
       4292.498            0.00020        0.01008
       4294.970           -0.00830        0.00956
       4297.442            0.00320        0.00936
       4299.915           -0.00180        0.00907
       4302.388           -0.01670        0.00891
       4304.861            0.00510        0.00851
       4307.335           -0.00230        0.00835
       4309.809           -0.00480        0.00833
       4312.284            0.00500        0.00837
       4314.759           -0.01980        0.00835
       4317.234            0.00150        0.00817
       4319.709            0.00730        0.00807
       4322.186           -0.00260        0.00786
       4324.663           -0.00100        0.00770
       4327.140           -0.00250        0.00749
       4329.617            0.00440        0.00739
       4332.095            0.00540        0.00732
       4334.573           -0.00630        0.00715
       4337.052           -0.00870        0.00712
       4339.531            0.00730        0.00695
       4342.010           -0.00690        0.00691
       4344.490            0.00100        0.00676
       4346.970           -0.00340        0.00679
       4349.450           -0.00830        0.00669
       4351.931           -0.00550        0.00672
       4354.413           -0.00910        0.00667
       4356.895           -0.00210        0.00655
       4359.376            0.00040        0.00659
       4361.859           -0.01210        0.00647
       4364.342            0.00250        0.00652
       4366.825           -0.00860        0.00650
       4369.309           -0.00120        0.00636
       4371.793            0.01170        0.00632
       4374.277            0.00390        0.00626
       4376.762            0.00270        0.00606
       4379.248            0.00190        0.00600
       4381.733            0.01260        0.00589
       4384.219           -0.00270        0.00576
       4386.706           -0.00480        0.00575
       4389.192            0.00280        0.00564
       4391.680           -0.00200        0.00563
       4394.167            0.00140        0.00567
       4396.655           -0.00470        0.00564
       4399.144            0.00720        0.00554
       4401.632            0.00460        0.00563
       4404.121           -0.00310        0.00557
       4406.611            0.00650        0.00561
       4409.101            0.01040        0.00564
       4411.591            0.00320        0.00554
       4414.082           -0.00290        0.00555
       4416.573            0.00760        0.00549
       4419.064           -0.00500        0.00544
       4421.556           -0.00460        0.00544
       4424.048            0.00240        0.00539
       4426.541            0.00090        0.00532
       4429.033            0.00060        0.00530
       4431.527           -0.00200        0.00524
       4434.021            0.00180        0.00522
       4436.514           -0.00880        0.00519
       4439.009           -0.00310        0.00522
       4441.503            0.00240        0.00517
       4443.999            0.00080        0.00513
       4446.494            0.00180        0.00512
       4448.990            0.00160        0.00511
       4451.487            0.00650        0.00508
       4453.983            0.00470        0.00505
       4456.480           -0.00250        0.00500
       4458.978           -0.00210        0.00495
       4461.476            0.00160        0.00495
       4463.974           -0.00160        0.00489
       4466.472            0.00480        0.00492
       4468.971           -0.00630        0.00498
       4471.471            0.00620        0.00497
       4473.970            0.00290        0.00500
       4476.470            0.00080        0.00493
       4478.971           -0.00320        0.00489
       4481.472           -0.00700        0.00498
       4483.973            0.00340        0.00490
       4486.474           -0.00070        0.00485
       4488.976           -0.00300        0.00497
       4491.479            0.00880        0.00499
       4493.981           -0.00190        0.00480
       4496.484           -0.00300        0.00478
       4498.987           -0.00010        0.00482
       4501.491            0.00920        0.00482
       4503.995            0.00160        0.00482
       4506.500           -0.00450        0.00481
       4509.004           -0.00120        0.00478
       4511.510            0.00080        0.00475
       4514.015           -0.01040        0.00479
       4516.521            0.00250        0.00474
       4519.027           -0.00490        0.00473
       4521.534            0.00250        0.00474
       4524.041           -0.00300        0.00472
       4526.548           -0.00750        0.00472
       4529.056           -0.00320        0.00470
       4531.564           -0.00110        0.00468
       4534.073            0.00640        0.00471
       4536.582            0.00120        0.00467
       4539.091           -0.00170        0.00472
       4541.601           -0.00230        0.00471
       4544.110           -0.00200        0.00466
       4546.621            0.00280        0.00468
       4549.131            0.00470        0.00461
       4551.642            0.00490        0.00459
       4554.153            0.00140        0.00459
       4556.665            0.00300        0.00456
       4559.177            0.00110        0.00453
       4561.689            0.00070        0.00454
       4564.203            0.00930        0.00456
       4566.716           -0.00040        0.00456
       4569.229            0.00170        0.00445
       4571.743           -0.00200        0.00443
       4574.257           -0.00370        0.00454
       4576.771           -0.00470        0.00447
       4579.287           -0.00380        0.00445
       4581.802            0.00490        0.00445
       4584.317            0.00180        0.00446
       4586.833            0.00200        0.00442
       4589.350           -0.00220        0.00443
       4591.866            0.00200        0.00437
       4594.383            0.00200        0.00436
       4596.901            0.00310        0.00432
       4599.418            0.00440        0.00430
       4601.937           -0.00660        0.00430
       4604.455           -0.00350        0.00430
       4606.974            0.00570        0.00430
       4609.493           -0.00010        0.00429
       4612.012           -0.00170        0.00433
       4614.532            0.00210        0.00434
       4617.052           -0.00050        0.00431
       4619.573           -0.00420        0.00427
       4622.094           -0.00630        0.00434
       4624.615            0.00750        0.00430
       4627.136            0.00440        0.00427
       4629.658            0.00370        0.00428
       4632.181           -0.00170        0.00424
       4634.703            0.00050        0.00422
       4637.226            0.00220        0.00421
       4639.749            0.00270        0.00423
       4642.273           -0.00110        0.00420
       4644.797            0.00250        0.00413
       4647.321           -0.00310        0.00415
       4649.846           -0.00240        0.00416
       4652.371            0.00760        0.00417
       4654.896            0.00680        0.00423
       4657.422            0.00160        0.00423
       4659.948            0.00350        0.00421
       4662.474            0.00030        0.00421
       4665.001            0.00200        0.00421
       4667.528           -0.00320        0.00415
       4670.055            0.00110        0.00410
       4672.583            0.00320        0.00414
       4675.111            0.00080        0.00414
       4677.639           -0.00030        0.00416
       4680.168           -0.00200        0.00413
       4682.697            0.00320        0.00413
       4685.227            0.00660        0.00410
       4687.756           -0.00430        0.00409
       4690.286           -0.00400        0.00411
       4692.817            0.00020        0.00408
       4695.348            0.00040        0.00404
       4697.878            0.00630        0.00402
       4700.410           -0.00560        0.00401
       4702.942           -0.00140        0.00399
       4705.474            0.00300        0.00397
       4708.006            0.00750        0.00410
       4710.539            0.01500        0.00414
       4713.072            0.00090        0.00425
       4715.605            0.00350        0.00404
       4718.139           -0.00100        0.00401
       4720.673           -0.00380        0.00402
       4723.208           -0.00240        0.00399
       4725.742            0.00460        0.00398
       4728.277           -0.00330        0.00392
       4730.812            0.00430        0.00396
       4733.348            0.00320        0.00390
       4735.884           -0.00090        0.00388
       4738.421           -0.00490        0.00388
       4740.958           -0.00410        0.00387
       4743.495            0.01320        0.00393
       4746.032            0.00150        0.00389
       4748.569           -0.00100        0.00392
       4751.107           -0.00410        0.00390
       4753.646           -0.00100        0.00386
       4756.185            0.00160        0.00381
       4758.724            0.00340        0.00382
       4761.263            0.00210        0.00382
       4763.802           -0.00220        0.00381
       4766.342            0.00280        0.00381
       4768.883           -0.00200        0.00384
       4771.423            0.00450        0.00386
       4773.964           -0.00190        0.00388
       4776.505            0.00250        0.00388
       4779.047            0.00190        0.00385
       4781.589            0.00150        0.00381
       4784.131           -0.00000        0.00379
       4786.674            0.00130        0.00378
       4789.216           -0.00100        0.00377
       4791.760           -0.00620        0.00378
       4794.303            0.00590        0.00380
       4796.847            0.00010        0.00378
       4799.391           -0.00090        0.00381
       4801.936           -0.00320        0.00382
       4804.480            0.00190        0.00376
       4807.025            0.00460        0.00380
       4809.571            0.00370        0.00380
       4812.116           -0.00230        0.00376
       4814.662            0.00100        0.00379
       4817.208           -0.00270        0.00384
       4819.755            0.00060        0.00387
       4822.302            0.00470        0.00384
       4824.850           -0.00650        0.00386
       4827.397           -0.00060        0.00383
       4829.945            0.00200        0.00381
       4832.493            0.00110        0.00384
       4835.042            0.00850        0.00383
       4837.591           -0.00310        0.00377
