# OBSERVER = Rich/Hinds/Wise
# RA 45.96008333333332
# OBS_DATE 2025-01-24 05:19:51.47
# MJD 60699.22212350
# DEC -0.20372222222222222
# INSTRUMENT KAST
#wavelength flux flux_err
3465.85149063 0.62335479 0.10136152
3466.86273432 0.64504385 0.10500562
3467.87397800 0.67234325 0.10282104
3468.88522169 0.65303493 0.09617548
3469.89646538 0.49263477 0.08826546
3470.90770906 0.65681672 0.11062618
3471.91895275 0.61984706 0.09789114
3472.93019643 0.94021088 0.11855388
3473.94144012 0.66337919 0.09290586
3474.95268380 0.77696413 0.10139796
3475.96392749 0.70476824 0.09606306
3476.97517118 0.83803922 0.10688321
3477.98641486 0.61331481 0.10829193
3478.99765855 0.69407403 0.10909020
3480.00890223 0.66138923 0.11291686
3481.02014592 0.66999739 0.10826903
3482.03138961 0.75353700 0.11414067
3483.04263329 0.71357900 0.11161405
3484.05387698 0.68459207 0.11070359
3485.06512066 0.90815079 0.11714157
3486.07636435 0.83044046 0.11363618
3487.08760803 0.79893023 0.11242203
3488.09885172 0.59814006 0.09640035
3489.11009541 0.68731469 0.10523674
3490.12133909 0.78617275 0.10901074
3491.13258278 0.85931855 0.10688211
3492.14382646 0.61165172 0.10338312
3493.15507015 0.77460819 0.11011879
3494.16631384 0.67134553 0.10478731
3495.17755752 0.73989439 0.10762245
3496.18880121 0.73315191 0.09620801
3497.20004489 0.66774899 0.09931724
3498.21128858 0.51348323 0.09385530
3499.22253226 0.61455703 0.10227603
3500.23377595 0.58104652 0.10106636
3501.24501964 0.59020531 0.09218600
3502.25626332 0.93450338 0.10649138
3503.26750701 0.87534088 0.10760054
3504.27875069 0.61375237 0.10161997
3505.28999438 0.60320652 0.09204865
3506.30123807 0.78227895 0.10221451
3507.31248175 0.86671638 0.10636827
3508.32372544 0.64473540 0.09191655
3509.33496912 0.49245128 0.09251886
3510.34621281 0.69219047 0.10238098
3511.35745649 0.87283611 0.10231149
3512.36870018 0.84149492 0.10711654
3513.37994387 0.77394307 0.09761340
3514.39118755 0.74975425 0.09418154
3515.40243124 0.57296830 0.09353141
3516.41367492 0.67093468 0.09643334
3517.42491861 0.65417737 0.09386075
3518.43616230 0.58690929 0.08435557
3519.44740598 0.77312660 0.09897380
3520.45864967 0.63633776 0.09375639
3521.46989335 0.57407629 0.09188338
3522.48113704 0.42054740 0.09700881
3523.49238072 0.63578391 0.10062701
3524.50362441 0.54299635 0.08844502
3525.51486810 0.72920835 0.09732127
3526.52611178 0.78077382 0.09857012
3527.53735547 0.74878681 0.09731678
3528.54859915 0.86225331 0.10099941
3529.55984284 0.92452937 0.10562379
3530.57108653 0.72025663 0.10177176
3531.58233021 0.70016092 0.09430961
3532.59357390 0.72743738 0.09968001
3533.60481758 0.77030176 0.10254824
3534.61606127 0.92192376 0.10557085
3535.62730495 0.82645386 0.10377715
3536.63854864 0.85022265 0.09998848
3537.64979233 0.81761974 0.10089187
3538.66103601 0.68670201 0.10012814
3539.67227970 0.74372971 0.10419244
3540.68352338 0.74157977 0.10300028
3541.69476707 0.82927477 0.11218001
3542.70601076 0.87079531 0.11596718
3543.71725444 0.88502848 0.11676751
3544.72849813 0.66039675 0.10660345
3545.73974181 0.82164937 0.11425417
3546.75098550 0.92795306 0.11919139
3547.76222919 0.76630718 0.10428989
3548.77347287 0.68117857 0.10135696
3549.78471656 0.67729920 0.10416768
3550.79596024 0.88685471 0.10847265
3551.80720393 0.68756711 0.10471191
3552.81844761 0.69674462 0.10769438
3553.82969130 1.00017393 0.11865401
3554.84093499 0.71073347 0.11118383
3555.85217867 0.55171037 0.10651955
3556.86342236 0.89371568 0.11541439
3557.87466604 0.97058761 0.12159435
3558.88590973 0.99730867 0.12044144
3559.89715342 1.05622876 0.12092096
3560.90839710 0.73652565 0.10322194
3561.91964079 0.76964700 0.10122643
3562.93088447 0.98018831 0.11187324
3563.94212816 0.92707533 0.11084283
3564.95337184 1.00889885 0.11345434
3565.96461553 0.92863470 0.11187433
3566.97585922 0.51139522 0.10141768
3567.98710290 0.71652120 0.10430080
3568.99834659 0.83465272 0.11084871
3570.00959027 0.88495886 0.10895964
3571.02083396 0.88687187 0.10679135
3572.03207765 0.91702050 0.10938407
3573.04332133 0.82569814 0.11116213
