# TELESCOPE = Liverpool Telescope
# INSTRUMENT = SPRAT
# PROPOSAL = PL22A20b
# OBJECT = 2022ktl
# RA = 20:17:59.167
# DEC = -6:17:59.79
# DATE-OBS = 2022-06-05T02:36:10.947
# MJD-OBS = 59735.10846
# EXPTIME-OBS = 2100.0s
# AIRMASS-OBS = 1.424395
# SEEING-OBS = 1.185993
# wl fl
# [A] [Normalised]
4020.000000 0.65723
4029.200000 0.765879
4038.400000 0.378205
4047.600000 0.597001
4056.800000 0.358486
4066.000000 0.831304
4075.200000 0.485822
4084.400000 0.589626
4093.600000 0.270948
4102.800000 0.521271
4112.000000 0.351374
4121.200000 0.616459
4130.400000 0.328684
4139.600000 0.321749
4148.800000 0.609285
4158.000000 0.533027
4167.200000 0.635631
4176.400000 0.541844
4185.600000 0.71114
4194.800000 0.748436
4204.000000 0.762696
4213.200000 0.7234
4222.400000 0.569881
4231.600000 0.901316
4240.800000 0.662577
4250.000000 0.652093
4259.200000 0.834743
4268.400000 0.875018
4277.600000 0.694063
4286.800000 0.801141
4296.000000 0.726484
4305.200000 0.880317
4314.400000 0.94272
4323.600000 1.02601
4332.800000 0.807157
4342.000000 0.9186
4351.200000 1.02876
4360.400000 0.991005
4369.600000 1.06854
4378.800000 1.09049
4388.000000 1.00515
4397.200000 1.09349
4406.400000 0.969777
4415.600000 1.02268
4424.800000 1.00808
4434.000000 0.953097
4443.200000 1.00272
4452.400000 1.02719
4461.600000 0.941729
4470.800000 0.909061
4480.000000 0.909325
4489.200000 0.969708
4498.400000 0.972009
4507.600000 0.9715685
4516.800000 0.971128
4526.000000 0.998264
4535.200000 0.936166
4544.400000 0.836224
4553.600000 0.826347
4562.800000 0.760525
4572.000000 0.75884
4581.200000 0.787198
4590.400000 0.730377
4599.600000 0.792967
4608.800000 0.70791
4618.000000 0.754079
4627.200000 0.692653
4636.400000 0.640237
4645.600000 0.68184
4654.800000 0.661186
4664.000000 0.72573
4673.200000 0.911293
4682.400000 0.802822
4691.600000 0.734241
4700.800000 0.807425
4710.000000 0.910733
4719.200000 0.90326
4728.400000 0.866874
4737.600000 0.859891
4746.800000 0.87881
4756.000000 0.916254
4765.200000 0.872945
4774.400000 0.944225
4783.600000 0.877191
4792.800000 0.950127
4802.000000 0.938765
4811.200000 1.02473
4820.400000 1.01443
4829.600000 1.00083
4838.800000 1.04273
4848.000000 1.03964
4857.200000 1.01224
4866.400000 1.07846
4875.600000 1.05353
4884.800000 1.07736
4894.000000 1.01577
4903.200000 1.01627
4912.400000 1.02187
4921.600000 1.25964
4930.800000 1.01245
4940.000000 1.10744
4949.200000 1.12604
4958.400000 1.06277
4967.600000 1.04472
4976.800000 1.11829
4986.000000 1.193
4995.200000 1.07922
5004.400000 1.112
5013.600000 1.16004
5022.800000 1.06584
5032.000000 0.988967
5041.200000 1.00985
5050.400000 0.952583
5059.600000 1.01581
5068.800000 0.94484
5078.000000 0.975623
5087.200000 0.901488
5096.400000 0.969907
5105.600000 1.02915
5114.800000 0.989203
5124.000000 1.01913
5133.200000 1.00981
5142.400000 0.918009
5151.600000 1.03061
5160.800000 1.03523
5170.000000 0.988835
5179.200000 0.983087
5188.400000 1.0297
5197.600000 1.00861
5206.800000 1.0398
5216.000000 0.973392
5225.200000 0.994266
5234.400000 0.946135
5243.600000 0.945669
5252.800000 0.936124
5262.000000 0.91181
5271.200000 0.959041
