@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.263
@SPECTRUM spectrum_05D1hk_1072.dat
@SN-NAME 05D1hk
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -4.960
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.110            0.26449        0.03745
       4274.110            0.22312        0.02867
       4289.110            0.24842        0.02355
       4304.110            0.29102        0.01995
       4319.110            0.28710        0.01925
       4334.110            0.34774        0.01838
       4349.110            0.38304        0.01763
       4364.110            0.46238        0.01806
       4379.110            0.47550        0.01852
       4394.110            0.48326        0.01692
       4409.110            0.50132        0.01702
       4424.110            0.46467        0.01616
       4439.110            0.48372        0.01608
       4454.110            0.49719        0.01613
       4469.110            0.51436        0.01683
       4484.110            0.50967        0.01696
       4499.110            0.50500        0.01626
       4514.110            0.53925        0.01626
       4529.110            0.56186        0.01725
       4544.110            0.56987        0.01914
       4559.110            0.59941        0.01806
       4574.110            0.54792        0.01518
       4589.110            0.52178        0.01418
       4604.110            0.48299        0.01378
       4619.110            0.41632        0.01282
       4634.110            0.38824        0.01219
       4649.110            0.35422        0.01164
       4664.110            0.34790        0.01171
       4679.110            0.34462        0.01269
       4694.110            0.32101        0.01489
       4709.110            0.45025        0.01406
       4724.110            0.34842        0.01167
       4739.110            0.32208        0.01110
       4754.110            0.34651        0.01121
       4769.110            0.35366        0.01104
       4784.110            0.35495        0.01085
       4799.110            0.34579        0.01063
       4814.110            0.35992        0.01055
       4829.110            0.35935        0.01031
       4844.110            0.39908        0.01133
       4859.110            0.41068        0.01008
       4874.110            0.42284        0.01028
       4889.110            0.44411        0.01053
       4904.110            0.41054        0.01048
       4919.110            0.41869        0.01024
       4934.110            0.43566        0.01063
       4949.110            0.44818        0.01174
       4964.110            0.47541        0.01068
       4979.110            0.44932        0.01050
       4994.110            0.47466        0.01086
       5009.110            0.47042        0.01068
       5024.110            0.48233        0.01061
       5039.110            0.46891        0.01049
       5054.110            0.45597        0.01142
       5069.110            0.47625        0.01041
       5084.110            0.48553        0.01015
       5099.110            0.48640        0.00991
       5114.110            0.48019        0.00944
       5129.110            0.47654        0.00982
       5144.110            0.47729        0.00876
       5159.110            0.45909        0.00845
       5174.110            0.42231        0.00782
       5189.110            0.42467        0.00783
       5204.110            0.40751        0.00852
       5219.110            0.38852        0.00765
       5234.110            0.38406        0.00746
       5249.110            0.37076        0.00738
       5264.110            0.36637        0.00704
       5279.110            0.34461        0.00756
       5294.110            0.31425        0.00687
       5309.110            0.28512        0.00680
       5324.110            0.26739        0.00658
       5339.110            0.25719        0.00719
       5354.110            0.23750        0.00658
       5369.110            0.22635        0.00642
       5384.110            0.20885        0.00647
       5399.110            0.20587        0.00730
       5414.110            0.23414        0.00780
       5429.110            0.24601        0.00719
       5444.110            0.26637        0.00639
       5459.110            0.25709        0.00680
       5474.110            0.27657        0.00612
       5489.110            0.30553        0.00620
       5504.110            0.32833        0.00611
       5519.110            0.32457        0.00667
       5534.110            0.29662        0.00607
       5549.110            0.29907        0.00612
       5564.110            0.28089        0.00666
       5579.110            0.26216        0.00813
       5594.110            0.27412        0.00595
       5609.110            0.29011        0.00601
       5624.110            0.30856        0.00655
       5639.110            0.30594        0.00596
       5654.110            0.31069        0.00594
       5669.110            0.30397        0.00654
       5684.110            0.30505        0.00600
       5699.110            0.29452        0.00602
       5714.110            0.27083        0.00657
       5729.110            0.29075        0.00615
       5744.110            0.28360        0.00616
       5759.110            0.29117        0.00619
       5774.110            0.27705        0.00678
       5789.110            0.27970        0.00619
       5804.110            0.28127        0.00632
       5819.110            0.25590        0.00687
       5834.110            0.25766        0.00635
       5849.110            0.24186        0.00649
       5864.110            0.24091        0.00802
       5879.110            0.23766        0.00768
       5894.110            0.21123        0.00731
       5909.110            0.20664        0.00713
       5924.110            0.20316        0.00651
       5939.110            0.20767        0.00653
       5954.110            0.20034        0.00736
       5969.110            0.19101        0.00668
       5984.110            0.19036        0.00641
       5999.110            0.19153        0.00679
       6014.110            0.19568        0.00619
       6029.110            0.19233        0.00624
       6044.110            0.20081        0.00698
       6059.110            0.19252        0.00629
       6074.110            0.18875        0.00684
       6089.110            0.16443        0.00602
       6104.110            0.15598        0.00597
       6119.110            0.15229        0.00645
       6134.110            0.16131        0.00591
       6149.110            0.17595        0.00600
       6164.110            0.13966        0.00629
       6179.110            0.13588        0.00587
       6194.110            0.11780        0.00579
       6209.110            0.12741        0.00650
       6224.110            0.13535        0.00604
       6239.110            0.13104        0.00692
       6254.110            0.11770        0.00610
       6269.110            0.18445        0.00667
       6284.110            0.12747        0.00684
       6299.110            0.13806        0.00677
       6314.110            0.16410        0.00708
       6329.110            0.31032        0.01042
       6344.110            0.16814        0.00664
       6359.110            0.16561        0.00736
       6374.110            0.16888        0.00668
       6389.110            0.18481        0.00693
       6404.110            0.19053        0.00773
       6419.110            0.18611        0.00716
       6434.110            0.18434        0.00788
       6449.110            0.18355        0.00734
       6464.110            0.18345        0.00763
       6479.110            0.17317        0.00809
       6494.110            0.18778        0.00770
       6509.110            0.19239        0.00864
       6524.110            0.19137        0.00789
       6539.110            0.17994        0.00780
       6554.110            0.17984        0.00871
       6569.110            0.17472        0.00780
       6584.110            0.15579        0.00824
       6599.110            0.15714        0.00756
       6614.110            0.13178        0.00715
       6629.110            0.13568        0.00799
       6644.110            0.12654        0.00707
       6659.110            0.12309        0.00757
       6674.110            0.13580        0.00721
       6689.110            0.12484        0.00720
       6704.110            0.12027        0.00780
       6719.110            0.11316        0.00689
       6734.110            0.11606        0.00757
       6749.110            0.12214        0.00698
       6764.110            0.12278        0.00772
       6779.110            0.11721        0.00698
       6794.110            0.11518        0.00703
       6809.110            0.11127        0.00768
       6824.110            0.11544        0.00737
       6839.110            0.11019        0.00807
       6854.110            0.10659        0.00709
       6869.110            0.10322        0.00894
       6884.110            0.09659        0.00730
       6899.110            0.09712        0.00726
       6914.110            0.09013        0.00783
       6929.110            0.10268        0.00733
       6944.110            0.11660        0.00863
       6959.110            0.11603        0.00787
       6974.110            0.11886        0.00882
       6989.110            0.10135        0.00804
       7004.110            0.10629        0.00745
       7019.110            0.10780        0.00817
       7034.110            0.10950        0.00754
       7049.110            0.11203        0.00850
       7064.110            0.10363        0.00752
       7079.110            0.11029        0.00846
       7094.110            0.10354        0.00766
       7109.110            0.10148        0.00839
       7124.110            0.11079        0.00797
       7139.110            0.10573        0.00794
       7154.110            0.10857        0.00886
       7169.110            0.11592        0.00868
       7184.110            0.11912        0.01024
       7199.110            0.11024        0.00875
       7214.110            0.10557        0.00883
       7229.110            0.11310        0.00877
       7244.110            0.10234        0.01102
       7259.110            0.09690        0.00870
       7274.110            0.09528        0.01029
       7289.110            0.10024        0.00914
       7304.110            0.10914        0.00922
       7319.110            0.09007        0.01003
       7334.110            0.09952        0.00917
       7349.110            0.08930        0.00953
       7364.110            0.09244        0.00890
       7379.110            0.09017        0.00912
       7394.110            0.10143        0.00877
       7409.110            0.10043        0.00947
       7424.110            0.10280        0.00850
       7439.110            0.10331        0.00967
       7454.110            0.09416        0.00825
       7469.110            0.09149        0.00870
       7484.110            0.10193        0.01017
       7499.110            0.09582        0.00863
       7514.110            0.08586        0.00935
       7529.110            0.08699        0.00925
       7544.110            0.09435        0.00969
       7559.110            0.08740        0.00896
       7574.110            0.08688        0.01028
       7589.110            0.09096        0.01060
       7604.110            0.03264        0.01543
       7619.110            0.08291        0.01134
       7634.110            0.07527        0.01195
       7649.110            0.06026        0.00888
       7664.110            0.05359        0.00823
       7679.110            0.05003        0.00850
       7694.110            0.05099        0.00785
       7709.110            0.05296        0.01004
       7724.110            0.04280        0.00892
       7739.110            0.04259        0.00847
       7754.110            0.03853        0.00919
       7769.110            0.05060        0.00900
       7784.110            0.03867        0.00824
       7799.110            0.05216        0.00999
       7814.110            0.06525        0.00953
       7829.110            0.07073        0.01067
       7844.110            0.06221        0.00945
       7859.110            0.05662        0.01159
       7874.110            0.05978        0.00980
       7889.110            0.07039        0.00991
       7904.110            0.05677        0.00996
       7919.110            0.07591        0.01147
       7934.110            0.05404        0.01010
       7949.110            0.06195        0.00922
       7964.110            0.07646        0.01230
       7979.110            0.06057        0.00985
       7994.110            0.06505        0.01217
       8009.110            0.05852        0.00935
       8024.110            0.04325        0.01086
       8039.110            0.07282        0.00978
       8054.110            0.04970        0.00998
       8069.110            0.04634        0.00894
       8084.110            0.06075        0.01007
       8099.110            0.05756        0.00959
       8114.110            0.05810        0.01046
       8129.110            0.05485        0.00953
       8144.110            0.04625        0.01036
       8159.110            0.03963        0.00913
       8174.110            0.04494        0.00928
       8189.110            0.04692        0.01012
       8204.110            0.05209        0.00914
       8219.110            0.04478        0.01004
       8234.110            0.04241        0.00917
       8249.110            0.03439        0.00940
       8264.110            0.04739        0.00904
       8279.110            0.06845        0.01275
       8294.110            0.14433        0.01590
       8309.110            0.04063        0.01089
       8324.110            0.04237        0.00895
       8339.110            0.03210        0.01153
       8354.110            0.03577        0.01199
       8369.110            0.01627        0.00961
       8384.110            0.02502        0.00952
       8399.110            0.03800        0.01292
       8414.110            0.02072        0.00953
       8429.110            0.00042        0.01218
       8444.110            0.02346        0.00909
       8459.110            0.02775        0.01139
       8474.110            0.01571        0.00940
       8489.110            0.04513        0.01024
       8504.110            0.03595        0.01018
