@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.534
@SPECTRUM spectrum_05D2eb_805.dat
@SN-NAME 05D2eb
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -4.730
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.390            0.01481        0.00994
       4273.390           -0.00377        0.00831
       4288.390            0.00206        0.00695
       4303.390            0.00822        0.00589
       4318.390            0.01203        0.00541
       4333.390            0.00751        0.00488
       4348.390            0.01111        0.00499
       4363.390            0.00172        0.00434
       4378.390            0.00969        0.00407
       4393.390            0.01225        0.00382
       4408.390            0.01375        0.00381
       4423.390            0.00661        0.00375
       4438.390            0.00531        0.00355
       4453.390            0.01377        0.00341
       4468.390            0.00822        0.00328
       4483.390            0.00968        0.00327
       4498.390            0.01267        0.00322
       4513.390            0.01522        0.00320
       4528.390            0.01138        0.00317
       4543.390            0.00455        0.00315
       4558.390            0.00847        0.00304
       4573.390            0.01027        0.00301
       4588.390            0.01723        0.00296
       4603.390            0.01278        0.00319
       4618.390            0.01667        0.00291
       4633.390            0.01642        0.00286
       4648.390            0.01571        0.00280
       4663.390            0.01974        0.00282
       4678.390            0.01809        0.00279
       4693.390            0.02217        0.00273
       4708.390            0.02132        0.00270
       4723.390            0.01515        0.00295
       4738.390            0.01778        0.00265
       4753.390            0.02055        0.00262
       4768.390            0.01658        0.00262
       4783.390            0.01982        0.00262
       4798.390            0.01631        0.00261
       4813.390            0.01042        0.00264
       4828.390            0.01262        0.00290
       4843.390            0.01298        0.00259
       4858.390            0.00834        0.00248
       4873.390            0.00969        0.00246
       4888.390            0.01004        0.00250
       4903.390            0.00927        0.00272
       4918.390            0.00984        0.00245
       4933.390            0.00930        0.00241
       4948.390            0.01275        0.00249
       4963.390            0.01145        0.00253
       4978.390            0.01099        0.00262
       4993.390            0.01337        0.00236
       5008.390            0.00855        0.00233
       5023.390            0.01186        0.00231
       5038.390            0.01504        0.00229
       5053.390            0.01438        0.00249
       5068.390            0.01486        0.00229
       5083.390            0.01473        0.00226
       5098.390            0.02028        0.00226
       5113.390            0.02092        0.00247
       5128.390            0.01952        0.00225
       5143.390            0.02030        0.00226
       5158.390            0.01994        0.00224
       5173.390            0.01773        0.00236
       5188.390            0.01623        0.00226
       5203.390            0.02337        0.00243
       5218.390            0.02231        0.00225
       5233.390            0.02073        0.00246
       5248.390            0.02501        0.00225
       5263.390            0.02469        0.00221
       5278.390            0.02646        0.00221
       5293.390            0.02727        0.00243
       5308.390            0.02546        0.00225
       5323.390            0.02630        0.00227
       5338.390            0.02481        0.00226
       5353.390            0.03140        0.00244
       5368.390            0.02817        0.00220
       5383.390            0.02173        0.00220
       5398.390            0.02868        0.00237
       5413.390            0.02453        0.00216
       5428.390            0.02594        0.00218
       5443.390            0.02688        0.00219
       5458.390            0.02638        0.00241
       5473.390            0.01975        0.00219
       5488.390            0.02139        0.00220
       5503.390            0.02174        0.00242
       5518.390            0.01718        0.00221
       5533.390            0.01306        0.00223
       5548.390            0.00697        0.00250
       5563.390            0.01075        0.00242
       5578.390            0.01241        0.00600
       5593.390            0.00569        0.00264
       5608.390            0.00368        0.00228
       5623.390            0.00308        0.00228
       5638.390            0.00627        0.00247
       5653.390            0.00871        0.00226
       5668.390            0.00484        0.00227
       5683.390            0.00964        0.00251
       5698.390            0.00993        0.00232
       5713.390            0.01034        0.00231
       5728.390            0.01218        0.00254
       5743.390            0.01752        0.00230
       5758.390            0.01643        0.00228
       5773.390            0.01630        0.00251
       5788.390            0.01276        0.00228
       5803.390            0.01543        0.00231
       5818.390            0.01989        0.00255
       5833.390            0.02223        0.00232
       5848.390            0.01802        0.00233
       5863.390            0.01937        0.00275
       5878.390            0.02690        0.00269
       5893.390            0.02404        0.00354
       5908.390            0.02065        0.00290
       5923.390            0.03088        0.00260
       5938.390            0.02468        0.00282
       5953.390            0.02217        0.00255
       5968.390            0.03182        0.00248
       5983.390            0.03149        0.00268
       5998.390            0.03148        0.00239
       6013.390            0.02920        0.00231
       6028.390            0.03040        0.00251
       6043.390            0.02971        0.00226
       6058.390            0.03367        0.00244
       6073.390            0.02721        0.00221
       6088.390            0.02668        0.00220
       6103.390            0.02438        0.00242
       6118.390            0.03367        0.00218
       6133.390            0.02534        0.00240
       6148.390            0.02694        0.00229
       6163.390            0.03060        0.00232
       6178.390            0.03264        0.00245
       6193.390            0.03238        0.00218
       6208.390            0.02673        0.00222
       6223.390            0.03237        0.00249
       6238.390            0.02430        0.00276
       6253.390            0.02823        0.00267
       6268.390            0.02734        0.00245
       6283.390            0.02385        0.00246
       6298.390            0.02165        0.00615
       6313.390            0.02404        0.00283
       6328.390            0.02496        0.00267
       6343.390            0.02535        0.00227
       6358.390            0.01751        0.00329
       6373.390            0.02558        0.00280
       6388.390            0.02233        0.00220
       6403.390            0.01730        0.00227
       6418.390            0.02012        0.00209
       6433.390            0.01463        0.00225
       6448.390            0.01811        0.00208
       6463.390            0.01469        0.00234
       6478.390            0.01591        0.00242
       6493.390            0.01516        0.00224
       6508.390            0.01337        0.00251
       6523.390            0.01155        0.00217
       6538.390            0.01052        0.00230
       6553.390            0.01305        0.00261
       6568.390            0.01459        0.00227
       6583.390            0.01573        0.00240
       6598.390            0.01634        0.00210
       6613.390            0.01290        0.00224
       6628.390            0.01610        0.00203
       6643.390            0.01678        0.00201
       6658.390            0.01484        0.00219
       6673.390            0.01824        0.00200
       6688.390            0.01643        0.00216
       6703.390            0.01779        0.00200
       6718.390            0.01444        0.00217
       6733.390            0.01540        0.00198
       6748.390            0.01485        0.00198
       6763.390            0.01274        0.00216
       6778.390            0.01779        0.00196
       6793.390            0.01837        0.00215
       6808.390            0.01801        0.00196
       6823.390            0.01942        0.00253
       6838.390            0.01433        0.00264
       6853.390            0.01672        0.00240
       6868.390            0.01457        0.00302
       6883.390            0.01596        0.00247
       6898.390            0.01730        0.00273
       6913.390            0.02045        0.00253
       6928.390            0.01531        0.00271
       6943.390            0.01609        0.00245
       6958.390            0.01812        0.00253
       6973.390            0.01767        0.00231
       6988.390            0.01712        0.00239
       7003.390            0.02046        0.00220
       7018.390            0.01751        0.00208
       7033.390            0.02181        0.00220
       7048.390            0.01630        0.00216
       7063.390            0.02156        0.00229
       7078.390            0.01588        0.00210
       7093.390            0.00982        0.00228
       7108.390            0.01376        0.00202
       7123.390            0.01440        0.00224
       7138.390            0.01439        0.00210
       7153.390            0.00972        0.00215
       7168.390            0.01598        0.00248
       7183.390            0.01571        0.00240
       7198.390            0.01409        0.00256
       7213.390            0.01233        0.00216
       7228.390            0.01336        0.00259
       7243.390            0.01833        0.00410
       7258.390            0.00849        0.00309
       7273.390            0.01524        0.00343
       7288.390            0.01712        0.00385
       7303.390            0.01267        0.00296
       7318.390            0.01320        0.00360
       7333.390            0.01164        0.00359
       7348.390            0.01584        0.00325
       7363.390            0.01161        0.00355
       7378.390            0.01356        0.00282
       7393.390            0.00749        0.00309
       7408.390            0.01132        0.00276
       7423.390            0.01236        0.00264
       7438.390            0.00788        0.00270
       7453.390            0.01416        0.00260
       7468.390            0.00566        0.00282
       7483.390            0.01484        0.00307
       7498.390            0.01188        0.00271
       7513.390            0.00533        0.00262
       7528.390            0.00186        0.00381
       7543.390            0.01056        0.00252
       7558.390            0.00851        0.00288
       7573.390            0.01326        0.00319
       7588.390            0.00851        0.00332
       7603.390            0.00663        0.00663
       7618.390            0.00159        0.00511
       7633.390            0.01376        0.00459
       7648.390            0.00515        0.00375
       7663.390            0.01549        0.00316
       7678.390            0.00764        0.00265
       7693.390            0.01230        0.00299
       7708.390            0.00358        0.00364
       7723.390            0.00385        0.00442
       7738.390            0.00697        0.00312
       7753.390            0.01639        0.00504
       7768.390            0.01195        0.00413
       7783.390            0.02067        0.00452
       7798.390            0.01021        0.00405
       7813.390            0.01869        0.00415
       7828.390            0.01126        0.00385
       7843.390            0.01594        0.00401
       7858.390            0.01455        0.00492
       7873.390            0.00782        0.00478
       7888.390            0.01560        0.00404
       7903.390            0.01819        0.00374
       7918.390            0.00860        0.00606
       7933.390            0.00811        0.00385
       7948.390            0.00326        0.00383
       7963.390            0.01152        0.00456
       7978.390            0.00322        0.00451
       7993.390            0.00814        0.00489
       8008.390            0.00857        0.00394
       8023.390            0.01164        0.00438
       8038.390            0.01438        0.00373
       8053.390            0.00752        0.00351
       8068.390            0.00997        0.00393
       8083.390           -0.00027        0.00308
       8098.390            0.00864        0.00368
       8113.390            0.00626        0.00320
       8128.390            0.00663        0.00319
