@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.735
@SPECTRUM spectrum_04D1pp_683.dat
@SN-NAME 04D1pp
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.208
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.070           -0.00566        0.00794
       4273.070            0.00454        0.00666
       4288.070           -0.00077        0.00553
       4303.070           -0.01058        0.00472
       4318.070           -0.00539        0.00436
       4333.070           -0.00250        0.00390
       4348.070           -0.00436        0.00360
       4363.070           -0.00175        0.00340
       4378.070           -0.00581        0.00322
       4393.070           -0.00368        0.00303
       4408.070           -0.00112        0.00310
       4423.070            0.00047        0.00304
       4438.070            0.00123        0.00286
       4453.070           -0.00625        0.00268
       4468.070            0.00147        0.00259
       4483.070           -0.00205        0.00255
       4498.070           -0.00054        0.00252
       4513.070            0.00046        0.00250
       4528.070           -0.00058        0.00250
       4543.070            0.00196        0.00252
       4558.070            0.00104        0.00243
       4573.070            0.00192        0.00238
       4588.070           -0.00295        0.00237
       4603.070            0.00013        0.00228
       4618.070           -0.00108        0.00225
       4633.070           -0.00179        0.00222
       4648.070           -0.00405        0.00218
       4663.070            0.00217        0.00222
       4678.070            0.00436        0.00221
       4693.070           -0.00145        0.00238
       4708.070           -0.00176        0.00211
       4723.070            0.00037        0.00212
       4738.070           -0.00002        0.00207
       4753.070            0.00251        0.00204
       4768.070            0.00151        0.00205
       4783.070            0.00010        0.00205
       4798.070            0.00092        0.00205
       4813.070            0.00133        0.00207
       4828.070            0.00276        0.00216
       4843.070            0.00361        0.00228
       4858.070           -0.00235        0.00197
       4873.070           -0.00208        0.00195
       4888.070            0.00416        0.00199
       4903.070           -0.00023        0.00197
       4918.070           -0.00084        0.00193
       4933.070            0.00189        0.00191
       4948.070            0.00189        0.00190
       4963.070            0.00312        0.00208
       4978.070            0.00132        0.00190
       4993.070           -0.00023        0.00188
       5008.070           -0.00061        0.00186
       5023.070           -0.00061        0.00184
       5038.070            0.00536        0.00181
       5053.070            0.00313        0.00198
       5068.070           -0.00078        0.00179
       5083.070            0.00260        0.00177
       5098.070            0.00236        0.00177
       5113.070            0.00698        0.00177
       5128.070            0.00399        0.00193
       5143.070            0.00272        0.00180
       5158.070            0.00002        0.00179
       5173.070            0.00054        0.00172
       5188.070            0.00528        0.00176
       5203.070            0.00262        0.00197
       5218.070            0.00353        0.00177
       5233.070            0.00057        0.00178
       5248.070            0.00319        0.00177
       5263.070            0.00213        0.00172
       5278.070            0.00396        0.00190
       5293.070            0.00200        0.00174
       5308.070            0.00181        0.00177
       5323.070            0.00041        0.00179
       5338.070           -0.00087        0.00195
       5353.070            0.00176        0.00174
       5368.070            0.00001        0.00172
       5383.070            0.00063        0.00171
       5398.070            0.00210        0.00185
       5413.070           -0.00078        0.00169
       5428.070            0.00405        0.00169
       5443.070           -0.00031        0.00169
       5458.070            0.00195        0.00186
       5473.070            0.00432        0.00169
       5488.070            0.00417        0.00170
       5503.070            0.00261        0.00173
       5518.070            0.00286        0.00189
       5533.070            0.00102        0.00172
       5548.070            0.00100        0.00178
       5563.070            0.00260        0.00189
       5578.070            0.01250        0.00709
       5593.070            0.00473        0.00186
       5608.070            0.00086        0.00176
       5623.070            0.00397        0.00192
       5638.070            0.00150        0.00172
       5653.070            0.00053        0.00172
       5668.070           -0.00096        0.00189
       5683.070            0.00333        0.00175
       5698.070           -0.00000        0.00178
       5713.070            0.00353        0.00175
       5728.070           -0.00115        0.00193
       5743.070            0.00311        0.00175
       5758.070            0.00180        0.00173
       5773.070           -0.00351        0.00190
       5788.070            0.00404        0.00172
       5803.070            0.00689        0.00174
       5818.070            0.00275        0.00191
       5833.070            0.00568        0.00175
       5848.070            0.00482        0.00174
       5863.070            0.00355        0.00206
       5878.070            0.00756        0.00198
       5893.070            0.00230        0.00302
       5908.070            0.00788        0.00218
       5923.070            0.00540        0.00194
       5938.070            0.00098        0.00194
       5953.070            0.00643        0.00212
       5968.070            0.00390        0.00184
       5983.070            0.01041        0.00182
       5998.070            0.00460        0.00196
       6013.070            0.00832        0.00173
       6028.070            0.00522        0.00173
       6043.070            0.00356        0.00187
       6058.070            0.00545        0.00169
       6073.070            0.00752        0.00168
       6088.070            0.00449        0.00181
       6103.070            0.00832        0.00168
       6118.070            0.00798        0.00182
       6133.070            0.00810        0.00167
       6148.070            0.00821        0.00174
       6163.070            0.00990        0.00190
       6178.070            0.01093        0.00171
       6193.070            0.00988        0.00166
       6208.070            0.00834        0.00184
       6223.070            0.01080        0.00173
       6238.070            0.01089        0.00201
       6253.070            0.01046        0.00204
       6268.070            0.00963        0.00189
       6283.070            0.00621        0.00204
       6298.070            0.00743        0.00234
       6313.070            0.00310        0.00193
       6328.070            0.00766        0.00209
       6343.070            0.00563        0.00173
       6358.070            0.00488        0.00214
       6373.070            0.00210        0.00176
       6388.070            0.00103        0.00171
       6403.070            0.00101        0.00175
       6418.070           -0.00015        0.00163
       6433.070            0.00148        0.00174
       6448.070            0.00018        0.00161
       6463.070            0.00082        0.00183
       6478.070            0.00001        0.00188
       6493.070            0.00184        0.00171
       6508.070            0.00062        0.00197
       6523.070           -0.00018        0.00168
       6538.070           -0.00240        0.00179
       6553.070            0.00152        0.00207
       6568.070            0.00119        0.00179
       6583.070            0.00084        0.00189
       6598.070            0.00091        0.00166
       6613.070            0.00277        0.00160
       6628.070            0.00806        0.00175
       6643.070            0.00392        0.00157
       6658.070            0.00329        0.00171
       6673.070            0.00673        0.00157
       6688.070            0.00313        0.00155
       6703.070            0.00601        0.00173
       6718.070            0.00640        0.00154
       6733.070            0.01209        0.00171
       6748.070            0.01085        0.00155
       6763.070            0.00693        0.00169
       6778.070            0.00787        0.00155
       6793.070            0.00813        0.00153
       6808.070            0.00763        0.00168
       6823.070            0.01074        0.00179
       6838.070            0.01300        0.00235
       6853.070            0.00981        0.00170
       6868.070            0.01099        0.00269
       6883.070            0.01299        0.00197
       6898.070            0.00625        0.00194
       6913.070            0.01000        0.00218
       6928.070            0.00276        0.00194
       6943.070            0.00561        0.00220
       6958.070            0.00428        0.00181
       6973.070            0.00564        0.00204
       6988.070            0.00369        0.00191
       7003.070            0.00608        0.00171
       7018.070            0.00732        0.00183
       7033.070            0.00619        0.00157
       7048.070            0.00528        0.00195
       7063.070            0.00627        0.00169
       7078.070            0.00822        0.00184
       7093.070            0.00646        0.00167
       7108.070            0.01058        0.00174
       7123.070            0.00679        0.00161
       7138.070            0.01064        0.00168
       7153.070            0.00657        0.00186
       7168.070            0.00371        0.00181
       7183.070            0.00286        0.00201
       7198.070            0.00343        0.00177
       7213.070            0.00887        0.00184
       7228.070            0.00556        0.00183
       7243.070            0.01104        0.00378
       7258.070            0.00716        0.00224
       7273.070            0.00592        0.00271
       7288.070            0.00306        0.00290
       7303.070            0.00361        0.00234
       7318.070           -0.00138        0.00327
       7333.070            0.00965        0.00261
       7348.070            0.00288        0.00277
       7363.070            0.00554        0.00259
       7378.070            0.00273        0.00238
       7393.070            0.00321        0.00225
       7408.070           -0.00067        0.00246
       7423.070            0.00811        0.00189
       7438.070            0.00487        0.00222
       7453.070           -0.00262        0.00198
       7468.070            0.00015        0.00221
       7483.070           -0.00075        0.00266
       7498.070            0.00264        0.00194
       7513.070           -0.00278        0.00212
       7528.070            0.00210        0.00262
       7543.070            0.00373        0.00210
       7558.070           -0.00053        0.00201
       7573.070            0.00287        0.00273
       7588.070            0.00046        0.00233
       7603.070           -0.00186        0.00536
       7618.070           -0.00067        0.00379
       7633.070            0.00491        0.00354
       7648.070            0.00126        0.00302
       7663.070            0.00112        0.00245
       7678.070           -0.00067        0.00226
       7693.070            0.00306        0.00215
       7708.070            0.00746        0.00306
       7723.070            0.00794        0.00330
       7738.070            0.00073        0.00251
       7753.070            0.00204        0.00374
       7768.070           -0.00560        0.00326
       7783.070           -0.00190        0.00309
       7798.070           -0.00085        0.00365
       7813.070           -0.00239        0.00307
       7828.070            0.00754        0.00332
       7843.070            0.00179        0.00293
       7858.070           -0.01435        0.00441
       7873.070            0.00148        0.00342
       7888.070           -0.00137        0.00341
       7903.070            0.00263        0.00298
       7918.070           -0.00223        0.00424
       7933.070            0.00466        0.00338
       7948.070            0.00381        0.00272
       7963.070            0.00629        0.00387
       7978.070           -0.00168        0.00325
       7993.070            0.00348        0.00431
       8008.070           -0.00040        0.00279
       8023.070            0.00257        0.00387
       8038.070           -0.00463        0.00263
       8053.070           -0.00379        0.00306
       8068.070            0.00116        0.00275
       8083.070           -0.00270        0.00264
       8098.070            0.00008        0.00269
       8113.070           -0.00508        0.00272
       8128.070           -0.00116        0.00247
       8143.070            0.00390        0.00302
       8158.070            0.00047        0.00277
       8173.070           -0.00453        0.00299
       8188.080           -0.00178        0.00273
       8203.080           -0.01109        0.00264
       8218.080           -0.00244        0.00299
       8233.080           -0.00375        0.00286
       8248.080           -0.00515        0.00298
       8263.080           -0.00135        0.00268
       8278.080            0.00168        0.00448
       8293.080           -0.00716        0.00549
       8308.080           -0.00212        0.00457
       8323.080           -0.00491        0.00307
       8338.080            0.00179        0.00433
       8353.080           -0.00003        0.00534
       8368.080            0.00497        0.00384
       8383.080           -0.00033        0.00381
       8398.080           -0.00311        0.00565
       8413.080           -0.00418        0.00424
       8428.080            0.00590        0.00586
       8443.080           -0.00677        0.00402
