@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.479
@SPECTRUM spectrum_05D2ac_738.dat
@SN-NAME 05D2ac
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.040
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.750            0.01818        0.00676
       4273.750            0.01030        0.00574
       4288.750            0.01156        0.00468
       4303.750            0.01474        0.00400
       4318.750            0.01041        0.00367
       4333.750            0.01447        0.00336
       4348.750            0.01371        0.00312
       4363.750            0.01348        0.00294
       4378.750            0.01326        0.00274
       4393.750            0.01328        0.00259
       4408.750            0.00993        0.00261
       4423.750            0.01108        0.00255
       4438.750            0.00836        0.00242
       4453.750            0.01173        0.00229
       4468.750            0.00680        0.00224
       4483.750            0.00784        0.00221
       4498.750            0.00692        0.00220
       4513.750            0.00584        0.00215
       4528.750            0.01186        0.00214
       4543.750            0.00738        0.00213
       4558.750            0.01046        0.00206
       4573.750            0.01394        0.00203
       4588.750            0.01062        0.00202
       4603.750            0.01208        0.00195
       4618.750            0.01264        0.00195
       4633.750            0.01527        0.00191
       4648.750            0.00810        0.00188
       4663.750            0.01254        0.00189
       4678.750            0.01035        0.00188
       4693.750            0.01312        0.00203
       4708.750            0.01448        0.00182
       4723.750            0.00970        0.00182
       4738.750            0.00997        0.00178
       4753.750            0.01002        0.00175
       4768.750            0.00672        0.00175
       4783.750            0.01003        0.00174
       4798.750            0.00976        0.00174
       4813.750            0.00984        0.00176
       4828.750            0.01258        0.00178
       4843.750            0.00896        0.00175
       4858.750            0.01018        0.00184
       4873.750            0.00959        0.00168
       4888.750            0.00818        0.00168
       4903.750            0.00934        0.00168
       4918.750            0.00876        0.00163
       4933.750            0.01582        0.00163
       4948.750            0.01342        0.00162
       4963.750            0.01272        0.00176
       4978.750            0.01112        0.00160
       4993.750            0.01242        0.00159
       5008.750            0.01349        0.00158
       5023.750            0.01578        0.00155
       5038.750            0.01316        0.00159
       5053.750            0.01579        0.00168
       5068.750            0.01613        0.00153
       5083.750            0.01694        0.00150
       5098.750            0.01960        0.00150
       5113.750            0.01900        0.00149
       5128.750            0.02136        0.00149
       5143.750            0.02174        0.00167
       5158.750            0.02328        0.00150
       5173.750            0.02313        0.00144
       5188.750            0.02347        0.00149
       5203.750            0.02532        0.00168
       5218.750            0.02805        0.00149
       5233.750            0.02882        0.00149
       5248.750            0.02984        0.00149
       5263.750            0.03094        0.00145
       5278.750            0.03185        0.00158
       5293.750            0.03033        0.00148
       5308.750            0.03492        0.00148
       5323.750            0.03469        0.00147
       5338.750            0.03240        0.00160
       5353.750            0.03253        0.00146
       5368.750            0.02903        0.00143
       5383.750            0.02732        0.00143
       5398.750            0.02567        0.00154
       5413.750            0.02208        0.00140
       5428.750            0.02153        0.00141
       5443.750            0.01902        0.00141
       5458.750            0.02043        0.00155
       5473.750            0.01784        0.00141
       5488.750            0.01368        0.00141
       5503.750            0.01742        0.00142
       5518.750            0.01488        0.00154
       5533.750            0.02131        0.00141
       5548.750            0.02047        0.00145
       5563.750            0.02043        0.00157
       5578.750            0.01942        0.00498
       5593.750            0.02022        0.00148
       5608.750            0.01853        0.00144
       5623.750            0.01999        0.00156
       5638.750            0.01727        0.00142
       5653.750            0.02043        0.00139
       5668.750            0.02183        0.00140
       5683.750            0.02227        0.00155
       5698.750            0.02298        0.00143
       5713.750            0.02803        0.00141
       5728.750            0.03300        0.00156
       5743.750            0.02845        0.00140
       5758.750            0.03247        0.00139
       5773.750            0.03233        0.00153
       5788.750            0.02941        0.00140
       5803.750            0.03249        0.00140
       5818.750            0.03207        0.00153
       5833.750            0.03441        0.00143
       5848.750            0.03278        0.00141
       5863.750            0.02770        0.00168
       5878.750            0.02973        0.00158
       5893.750            0.02977        0.00208
       5908.750            0.03083        0.00171
       5923.750            0.02927        0.00157
       5938.750            0.03630        0.00154
       5953.750            0.03349        0.00169
       5968.750            0.03164        0.00147
       5983.750            0.03256        0.00146
       5998.750            0.03645        0.00158
       6013.750            0.03390        0.00140
       6028.750            0.03965        0.00143
       6043.750            0.03273        0.00151
       6058.750            0.03450        0.00141
       6073.750            0.03061        0.00138
       6088.750            0.02721        0.00149
       6103.750            0.03115        0.00137
       6118.750            0.02949        0.00135
       6133.750            0.02825        0.00152
       6148.750            0.03024        0.00141
       6163.750            0.03272        0.00151
       6178.750            0.03019        0.00140
       6193.750            0.02947        0.00137
       6208.750            0.02995        0.00150
       6223.750            0.02752        0.00143
       6238.750            0.02501        0.00164
       6253.750            0.02190        0.00169
       6268.750            0.02118        0.00153
       6283.750            0.02111        0.00168
       6298.750            0.02447        0.00209
       6313.750            0.01870        0.00158
       6328.750            0.01754        0.00173
       6343.750            0.01933        0.00142
       6358.750            0.01689        0.00165
       6373.750            0.01637        0.00160
       6388.750            0.01766        0.00141
       6403.750            0.01901        0.00145
       6418.750            0.02160        0.00135
       6433.750            0.01890        0.00131
       6448.750            0.02560        0.00147
       6463.750            0.02108        0.00153
       6478.750            0.02761        0.00156
       6493.750            0.02581        0.00144
       6508.750            0.02374        0.00146
       6523.750            0.02931        0.00155
       6538.750            0.02858        0.00150
       6553.750            0.02737        0.00177
       6568.750            0.02532        0.00159
       6583.750            0.02814        0.00141
       6598.750            0.02877        0.00154
       6613.750            0.02947        0.00133
       6628.750            0.03108        0.00149
       6643.750            0.02715        0.00132
       6658.750            0.03060        0.00144
       6673.750            0.02909        0.00131
       6688.750            0.02802        0.00130
       6703.750            0.02982        0.00145
       6718.750            0.02739        0.00130
       6733.750            0.02356        0.00143
       6748.750            0.02678        0.00131
       6763.750            0.02893        0.00129
       6778.750            0.02859        0.00142
       6793.750            0.03164        0.00130
       6808.750            0.02917        0.00142
       6823.750            0.02629        0.00152
       6838.750            0.02364        0.00193
       6853.750            0.02660        0.00145
       6868.750            0.02134        0.00197
       6883.750            0.02363        0.00184
       6898.750            0.02055        0.00164
       6913.750            0.02027        0.00184
       6928.750            0.02281        0.00161
       6943.750            0.02033        0.00180
       6958.750            0.02093        0.00151
       6973.750            0.01995        0.00157
       6988.750            0.01881        0.00174
       7003.750            0.01756        0.00143
       7018.750            0.01634        0.00150
       7033.750            0.01754        0.00131
       7048.750            0.01825        0.00163
       7063.750            0.01825        0.00140
       7078.750            0.02009        0.00154
       7093.750            0.01797        0.00140
       7108.750            0.01565        0.00134
       7123.750            0.01560        0.00149
       7138.750            0.01540        0.00142
       7153.750            0.01354        0.00157
       7168.750            0.01463        0.00149
       7183.750            0.01670        0.00176
       7198.750            0.01410        0.00153
       7213.750            0.01672        0.00154
       7228.750            0.01962        0.00156
       7243.750            0.01637        0.00284
       7258.750            0.01850        0.00196
       7273.750            0.01681        0.00234
       7288.750            0.01265        0.00240
       7303.750            0.01533        0.00199
       7318.750            0.01573        0.00273
       7333.750            0.01343        0.00220
       7348.750            0.00809        0.00231
       7363.750            0.01069        0.00217
       7378.750            0.01434        0.00199
       7393.750            0.01186        0.00192
       7408.750            0.01496        0.00180
       7423.750            0.01611        0.00177
       7438.750            0.02027        0.00188
       7453.750            0.01913        0.00171
       7468.750            0.01509        0.00188
       7483.750            0.02592        0.00225
       7498.750            0.02069        0.00163
       7513.750            0.02090        0.00185
       7528.750            0.02399        0.00220
       7543.750            0.01889        0.00176
       7558.750            0.02004        0.00170
       7573.750            0.02405        0.00229
       7588.750            0.02456        0.00202
       7603.750            0.01251        0.00419
       7618.750            0.02294        0.00375
       7633.750            0.01591        0.00301
       7648.750            0.02196        0.00264
       7663.750            0.01970        0.00209
       7678.750            0.01729        0.00192
       7693.750            0.01681        0.00183
       7708.750            0.01393        0.00265
       7723.750            0.02080        0.00273
       7738.750            0.01734        0.00213
       7753.750            0.01494        0.00311
       7768.750            0.01254        0.00246
       7783.750            0.01526        0.00241
       7798.750            0.01755        0.00303
       7813.750            0.01753        0.00260
       7828.750            0.01508        0.00247
       7843.750            0.01508        0.00282
       7858.750            0.01344        0.00331
       7873.750            0.01504        0.00310
       7888.750            0.01548        0.00285
       7903.750            0.01203        0.00251
       7918.750            0.01391        0.00352
       7933.750            0.01909        0.00281
       7948.750            0.01878        0.00231
       7963.750            0.01317        0.00332
       7978.750            0.01680        0.00273
       7993.750            0.01385        0.00364
       8008.750            0.01436        0.00234
       8023.750            0.01219        0.00330
       8038.750            0.01340        0.00223
       8053.750            0.01633        0.00262
       8068.750            0.00875        0.00233
       8083.750            0.01134        0.00226
       8098.750            0.01225        0.00226
       8113.750            0.01178        0.00209
       8128.750            0.01796        0.00237
       8143.750            0.01486        0.00239
       8158.750            0.01668        0.00262
       8173.750            0.01602        0.00242
       8188.750            0.01160        0.00261
       8203.750            0.02004        0.00229
       8218.750            0.01991        0.00259
       8233.750            0.01716        0.00253
       8248.750            0.01746        0.00259
       8263.750            0.01623        0.00234
       8278.750            0.01986        0.00398
       8293.750            0.00858        0.00467
       8308.750            0.01791        0.00387
       8323.750            0.01351        0.00262
       8338.750            0.01512        0.00386
       8353.750            0.02350        0.00448
       8368.750            0.01863        0.00330
       8383.750            0.01530        0.00330
       8398.750            0.01676        0.00493
       8413.750            0.01585        0.00360
       8428.750            0.01646        0.00507
       8443.750            0.00926        0.00328
       8458.750            0.01294        0.00396
       8473.750            0.01740        0.00368
       8488.750            0.01194        0.00301
       8503.750            0.01422        0.00426
       8518.750            0.01800        0.00282
