# SNID ztf24aaaeisk
# OBSERVER='Rich/Hinds/Wise/Bochenek'
# RA 26.72333333333333
# OBS_DATE 2024-02-12 04:10:22.59
# DEC 34.87108333333333
# INSTRUMENT KAST
#wavelength flux flux_err
3590.72370998 0.10524070 0.04920168
3591.74916597 0.08274323 0.04869203
3592.77462197 0.05755728 0.04591758
3593.80007796 0.01287905 0.04443409
3594.82553396 0.11722569 0.04902034
3595.85098995 0.11214012 0.05092914
3596.87644594 0.05165274 0.04693941
3597.90190194 0.07683828 0.04903712
3598.92735793 0.15641935 0.05246312
3599.95281392 0.08773893 0.04677291
3600.97826992 0.11210708 0.04696012
3602.00372591 0.08032923 0.04967749
3603.02918191 0.07012746 0.04806392
3604.05463790 0.13314016 0.05140220
3605.08009389 0.14074159 0.05092267
3606.10554989 0.03854977 0.04559920
3607.13100588 0.06683781 0.04698988
3608.15646187 0.09300298 0.04811254
3609.18191787 0.10157198 0.04716494
3610.20737386 0.09582940 0.04855252
3611.23282986 0.06103748 0.04932156
3612.25828585 0.19378823 0.05630847
3613.28374184 0.09783839 0.05600719
3614.30919784 0.03595367 0.05359634
3615.33465383 0.09875852 0.05765663
3616.36010983 0.14135173 0.06012223
3617.38556582 0.13301651 0.06113696
3618.41102181 0.11959745 0.05862500
3619.43647781 0.03992785 0.05340133
3620.46193380 0.06902210 0.05568941
3621.48738979 0.11308671 0.05476726
3622.51284579 0.00325137 0.05330874
3623.53830178 0.01727874 0.05331823
3624.56375778 0.04634757 0.05390374
3625.58921377 0.15500547 0.05672733
3626.61466976 0.06836414 0.05217902
3627.64012576 0.06804723 0.05521769
3628.66558175 0.07860287 0.05753130
3629.69103775 0.08903547 0.05872909
3630.71649374 0.03064323 0.06062507
3631.74194973 0.04618446 0.06044411
3632.76740573 0.02930316 0.05783336
3633.79286172 0.03582494 0.05655612
3634.81831771 0.06063843 0.06044393
3635.84377371 0.06538037 0.06079596
3636.86922970 0.05611651 0.05943134
3637.89468570 0.00382377 0.05803479
3638.92014169 0.14747040 0.06184396
3639.94559768 0.15218714 0.06182814
3640.97105368 0.01639275 0.06029242
3641.99650967 0.05702621 0.06066789
3643.02196566 0.03079217 0.06018154
3644.04742166 0.10856259 0.06429080
3645.07287765 0.07955471 0.06300337
3646.09833365 0.10159992 0.06411933
3647.12378964 0.08309501 0.06485628
3648.14924563 0.05894321 0.07764675
3649.17470163 0.09639195 0.09470448
3650.20015762 0.09514239 0.10141395
3651.22561362 0.02199082 0.09341693
3652.25106961 0.10464498 0.08386060
3653.27652560 0.12453794 0.08081864
3654.30198160 0.07643346 0.07982712
3655.32743759 0.14279953 0.07939101
3656.35289358 0.11712678 0.07234075
3657.37834958 0.11229710 0.06581035
3658.40380557 0.17929535 0.06540734
3659.42926157 0.19544651 0.06612086
3660.45471756 0.13073929 0.06455365
3661.48017355 0.07967519 0.07011717
3662.50562955 0.24258399 0.08039141
3663.53108554 0.08311628 0.07534181
3664.55654153 0.06809711 0.06875680
3665.58199753 0.15037224 0.06387511
3666.60745352 0.18330958 0.05964079
3667.63290952 0.02239523 0.05430749
3668.65836551 0.10412752 0.05444676
3669.68382150 0.14505787 0.05532537
3670.70927750 0.20699754 0.05854255
3671.73473349 0.13277332 0.05578548
3672.76018949 0.12759693 0.05613737
3673.78564548 0.10027593 0.05441357
3674.81110147 0.20328990 0.05734527
3675.83655747 0.10002241 0.05211452
3676.86201346 -0.00197746 0.04942744
3677.88746945 0.12531890 0.05227199
3678.91292545 0.12096145 0.05117344
3679.93838144 0.16508396 0.05434958
3680.96383744 0.15268746 0.05310699
3681.98929343 0.11645244 0.05153636
3683.01474942 0.11545811 0.05040897
3684.04020542 0.09031558 0.05027387
3685.06566141 0.10971456 0.05011746
3686.09111741 0.20229866 0.05268436
3687.11657340 0.21039300 0.05303914
3688.14202939 0.15909590 0.05064094
3689.16748539 0.14135496 0.04994227
3690.19294138 0.06435753 0.04933476
3691.21839737 0.11006405 0.05082285
3692.24385337 0.09218002 0.05056481
3693.26930936 0.10249005 0.05184382
3694.29476536 0.07424101 0.04950109
3695.32022135 0.15145350 0.05227433
3696.34567734 0.08037249 0.04929167
3697.37113334 0.04944095 0.05192074
3698.39658933 0.09183383 0.05638489
3699.42204532 0.14559799 0.05926483
3700.44750132 0.19082785 0.05989760
3701.47295731 0.12038670 0.05707473
3702.49841331 0.15530472 0.05907052
3703.52386930 0.07099564 0.05448369
3704.54932529 0.20237882 0.05721097
3705.57478129 0.11751229 0.05399054
3706.60023728 0.13362084 0.05388561
3707.62569328 0.10013878 0.05307849
3708.65114927 0.06624209 0.05139586
3709.67660526 0.09276271 0.05157939
3710.70206126 0.06009100 0.05037510
3711.72751725 0.07300779 0.05182377
3712.75297324 0.14939573 0.05367088
3713.77842924 0.11844593 0.05371811
3714.80388523 0.15235713 0.05402828
3715.82934123 0.16081050 0.05370841
3716.85479722 0.04812885 0.04795007
3717.88025321 0.16372758 0.04867613
3718.90570921 0.11926520 0.04881382
3719.93116520 0.11449459 0.04810452
3720.95662119 0.09575710 0.04835840
3721.98207719 0.08386722 0.04786072
3723.00753318 0.14186452 0.04960393
3724.03298918 0.11336704 0.05004119
3725.05844517 0.07057897 0.05101635
3726.08390116 0.10912704 0.05509338
3727.10935716 0.12379704 0.05532656
3728.13481315 0.12004346 0.05494497
3729.16026915 0.12210247 0.05407091
3730.18572514 0.12256080 0.05308114
3731.21118113 0.12986332 0.05232728
3732.23663713 0.18238288 0.05672642
3733.26209312 0.07736266 0.05362627
3734.28754911 0.09440693 0.05267245
3735.31300511 0.11121233 0.05283187
3736.33846110 0.05605642 0.05108657
3737.36391710 0.10648458 0.05374385
3738.38937309 0.15842555 0.05808698
3739.41482908 0.13236609 0.05854853
3740.44028508 0.07832703 0.05570052
3741.46574107 0.10820608 0.05562198
3742.49119707 0.11836920 0.05588966
3743.51665306 0.07284620 0.05192649
3744.54210905 0.05378034 0.05036822
3745.56756505 0.09663770 0.05223044
3746.59302104 0.12308937 0.05157207
3747.61847703 0.07902022 0.04744463
3748.64393303 0.06154373 0.04788639
3749.66938902 0.07178383 0.04924766
3750.69484502 0.05933374 0.04857547
3751.72030101 0.16729484 0.05122294
3752.74575700 0.12534809 0.05020634
3753.77121300 0.11457093 0.05166903
3754.79666899 0.10795849 0.05287721
3755.82212498 0.17003644 0.05269642
3756.84758098 0.20923631 0.05245324
3757.87303697 0.16709289 0.05009419
3758.89849297 0.14434753 0.04905076
3759.92394896 0.09584042 0.04654614
3760.94940495 0.13450783 0.04767389
3761.97486095 0.20483540 0.05007589
3763.00031694 0.12293131 0.04554422
3764.02577294 0.17905691 0.04879399
3765.05122893 0.12184570 0.04683724
3766.07668492 0.07589031 0.04473003
3767.10214092 0.11977617 0.04601113
3768.12759691 0.16450825 0.04729807
3769.15305290 0.12224906 0.04514107
3770.17850890 0.09678864 0.04534915
3771.20396489 0.15031748 0.04938506
3772.22942089 0.10742737 0.04755877
3773.25487688 0.06408598 0.04582872
3774.28033287 0.11375149 0.04713300
3775.30578887 0.09756858 0.04574917
3776.33124486 0.11245178 0.04625144
3777.35670086 0.05030769 0.04282542
3778.38215685 0.05002487 0.04307419
3779.40761284 0.10950986 0.04409466
3780.43306884 0.12529826 0.04478726
3781.45852483 0.09047870 0.04414634
3782.48398082 0.04526415 0.04096857
3783.50943682 0.10273141 0.04548030
3784.53489281 0.07086083 0.04484716
3785.56034881 0.14217193 0.04676381
3786.58580480 0.10824804 0.04327397
3787.61126079 0.06121803 0.04025913
3788.63671679 0.12415513 0.04572335
3789.66217278 0.14771999 0.04714624
3790.68762877 0.10068361 0.04646254
3791.71308477 0.11438718 0.04726767
3792.73854076 0.11558617 0.04524418
3793.76399676 0.16292089 0.04614200
3794.78945275 0.13432530 0.04471539
3795.81490874 0.10262457 0.04206460
3796.84036474 0.12028775 0.04216397
3797.86582073 0.11663751 0.04003504
3798.89127673 0.12374177 0.04230139
3799.91673272 0.10492913 0.04267302
3800.94218871 0.09363896 0.04343985
3801.96764471 0.05932600 0.04236534
3802.99310070 0.10327898 0.04368672
3804.01855669 0.07397356 0.04190326
3805.04401269 0.13999183 0.04348383
3806.06946868 0.14637421 0.04311304
3807.09492468 0.12764801 0.04229965
3808.12038067 0.06577888 0.04073854
3809.14583666 0.08394911 0.03965423
3810.17129266 0.14872779 0.04180583
3811.19674865 0.15960260 0.04419751
3812.22220464 0.11085735 0.04261241
3813.24766064 0.08200503 0.04305131
3814.27311663 0.09138796 0.04283809
3815.29857263 0.09300930 0.04089316
3816.32402862 0.09854863 0.04136197
3817.34948461 0.13720378 0.04257552
3818.37494061 0.13551685 0.04277001
3819.40039660 0.07542481 0.03951233
3820.42585260 0.11688869 0.04134265
3821.45130859 0.13042119 0.04131475
3822.47676458 0.13663942 0.04163692
3823.50222058 0.12671806 0.04139951
3824.52767657 0.07145218 0.03730054
3825.55313256 0.09010582 0.03823484
3826.57858856 0.10515501 0.04132166
3827.60404455 0.12909321 0.04413703
3828.62950055 0.08851484 0.04409683
3829.65495654 0.07531752 0.04411453
3830.68041253 0.07951028 0.04418316
3831.70586853 0.04358461 0.04159938
3832.73132452 0.04316932 0.04069705
3833.75678052 0.05641195 0.03992314
3834.78223651 0.04933866 0.04001182
3835.80769250 0.11362305 0.04244737
3836.83314850 0.10685414 0.04148109
3837.85860449 0.06616117 0.03897122
3838.88406048 0.05114781 0.03842846
3839.90951648 0.05872970 0.03801636
3840.93497247 0.07140119 0.03963077
3841.96042847 0.12915009 0.04158295
3842.98588446 0.04624217 0.03899171
3844.01134045 -0.01869109 0.03832390
3845.03679645 0.08715650 0.03992774
3846.06225244 0.10794437 0.04063547
3847.08770843 0.09819036 0.03912951
3848.11316443 0.08873805 0.03829210
3849.13862042 0.05843909 0.03723617
