@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 1.031
@SPECTRUM spectrum_04D4dw_566.dat
@SN-NAME 04D4dw
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.100
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.320            0.00270        0.01426
       4273.320            0.00428        0.01196
       4288.320            0.00929        0.00992
       4303.320           -0.00584        0.00835
       4318.320           -0.01062        0.00762
       4333.320           -0.00995        0.00690
       4348.320           -0.00068        0.00634
       4363.320            0.00117        0.00595
       4378.320           -0.00416        0.00554
       4393.320            0.00620        0.00533
       4408.320           -0.00595        0.00527
       4423.320            0.00337        0.00511
       4438.320            0.00912        0.00488
       4453.320            0.00519        0.00463
       4468.320           -0.00764        0.00450
       4483.320            0.00643        0.00442
       4498.320           -0.00119        0.00435
       4513.320            0.00701        0.00433
       4528.320            0.00523        0.00426
       4543.320            0.00107        0.00426
       4558.320           -0.01177        0.00415
       4573.320            0.00379        0.00406
       4588.320           -0.00555        0.00404
       4603.320           -0.00089        0.00396
       4618.320            0.00777        0.00392
       4633.320            0.00361        0.00385
       4648.320            0.00093        0.00380
       4663.320           -0.00027        0.00383
       4678.320            0.00633        0.00381
       4693.320           -0.00552        0.00413
       4708.320           -0.00220        0.00369
       4723.320           -0.00333        0.00368
       4738.320           -0.00284        0.00364
       4753.320           -0.00362        0.00361
       4768.320            0.00292        0.00357
       4783.320           -0.00504        0.00358
       4798.320            0.00507        0.00355
       4813.320            0.00497        0.00356
       4828.320           -0.00307        0.00362
       4843.320            0.00174        0.00390
       4858.320            0.00139        0.00344
       4873.320            0.00205        0.00341
       4888.320           -0.00039        0.00345
       4903.320           -0.00079        0.00344
       4918.320            0.00003        0.00337
       4933.320           -0.00790        0.00335
       4948.320           -0.00783        0.00335
       4963.320            0.00311        0.00363
       4978.320            0.00550        0.00331
       4993.320            0.00766        0.00328
       5008.320            0.00460        0.00323
       5023.320            0.00211        0.00322
       5038.320           -0.00081        0.00319
       5053.320            0.00255        0.00350
       5068.320            0.00303        0.00316
       5083.320           -0.00374        0.00313
       5098.320            0.00175        0.00312
       5113.320           -0.00756        0.00312
       5128.320            0.00101        0.00339
       5143.320           -0.00321        0.00313
       5158.320           -0.00419        0.00311
       5173.320            0.00065        0.00303
       5188.320           -0.00043        0.00310
       5203.320            0.00586        0.00351
       5218.320           -0.00097        0.00311
       5233.320            0.00343        0.00311
       5248.320           -0.00295        0.00310
       5263.320            0.00457        0.00304
       5278.320            0.00103        0.00336
       5293.320           -0.00071        0.00306
       5308.320            0.00147        0.00308
       5323.320            0.00193        0.00308
       5338.320            0.00208        0.00334
       5353.320            0.00306        0.00306
       5368.320            0.00032        0.00301
       5383.320            0.00533        0.00301
       5398.320            0.00286        0.00325
       5413.320            0.00024        0.00295
       5428.320            0.00630        0.00297
       5443.320            0.00455        0.00297
       5458.320           -0.00009        0.00328
       5473.320            0.00521        0.00299
       5488.320            0.00242        0.00298
       5503.320            0.00365        0.00302
       5518.320            0.00176        0.00331
       5533.320            0.00556        0.00303
       5548.320            0.00345        0.00308
       5563.320            0.00016        0.00329
       5578.320            0.01105        0.00930
       5593.320           -0.00138        0.00314
       5608.320            0.00078        0.00307
       5623.320            0.00394        0.00336
       5638.320           -0.00027        0.00303
       5653.320            0.00722        0.00301
       5668.320            0.00859        0.00331
       5683.320           -0.00143        0.00306
       5698.320            0.00334        0.00307
       5713.320            0.00391        0.00305
       5728.320            0.00443        0.00337
       5743.320            0.00737        0.00303
       5758.320            0.00761        0.00302
       5773.320            0.00474        0.00336
       5788.320            0.00136        0.00302
       5803.320            0.00578        0.00304
       5818.320            0.00806        0.00334
       5833.320            0.00588        0.00306
       5848.320            0.00967        0.00303
       5863.320            0.01567        0.00358
       5878.320            0.00967        0.00340
       5893.320            0.01642        0.00455
       5908.320           -0.00047        0.00371
       5923.320            0.00644        0.00335
       5938.320            0.00696        0.00330
       5953.320            0.00858        0.00366
       5968.320            0.00807        0.00319
       5983.320            0.00864        0.00315
       5998.320            0.00345        0.00340
       6013.320            0.00262        0.00300
       6028.320            0.00050        0.00302
       6043.320            0.00578        0.00325
       6058.320            0.01341        0.00294
       6073.320            0.00625        0.00292
       6088.320            0.00722        0.00318
       6103.320            0.00331        0.00291
       6118.320            0.00832        0.00317
       6133.320            0.01250        0.00292
       6148.320            0.00757        0.00295
       6163.320            0.00796        0.00316
       6178.320            0.00893        0.00296
       6193.320            0.00674        0.00290
       6208.320            0.00975        0.00319
       6223.320            0.00404        0.00299
       6238.320            0.00897        0.00338
       6253.320            0.00785        0.00350
       6268.320            0.00531        0.00320
       6283.320            0.00383        0.00351
       6298.320            0.00888        0.00442
       6313.320            0.00882        0.00330
       6328.320            0.00282        0.00358
       6343.320            0.00844        0.00299
       6358.320            0.00198        0.00378
       6373.320            0.00474        0.00314
       6388.320            0.00321        0.00294
       6403.320            0.00334        0.00304
       6418.320            0.00912        0.00283
       6433.320            0.00834        0.00303
       6448.320            0.01246        0.00278
       6463.320            0.00650        0.00314
       6478.320            0.00351        0.00323
       6493.320            0.00032        0.00297
       6508.320            0.01314        0.00333
       6523.320            0.00496        0.00292
       6538.320            0.00576        0.00305
       6553.320            0.00737        0.00353
       6568.320            0.00594        0.00307
       6583.320            0.00971        0.00321
       6598.320            0.01022        0.00287
       6613.320            0.00702        0.00278
       6628.320            0.00792        0.00306
       6643.320           -0.00088        0.00273
       6658.320            0.00240        0.00297
       6673.320            0.01026        0.00272
       6688.320            0.00592        0.00268
       6703.320            0.00385        0.00300
       6718.320            0.00532        0.00271
       6733.320            0.00431        0.00296
       6748.320            0.00996        0.00270
       6763.320            0.00214        0.00293
       6778.320            0.00712        0.00268
       6793.320            0.01119        0.00268
       6808.320            0.01127        0.00292
       6823.320            0.00469        0.00313
       6838.320            0.01070        0.00384
       6853.320            0.00747        0.00297
       6868.320            0.00654        0.00435
       6883.320            0.00397        0.00336
       6898.320            0.00414        0.00330
       6913.320            0.00888        0.00372
       6928.320            0.00666        0.00327
       6943.320            0.00736        0.00369
       6958.320            0.01282        0.00310
       6973.320            0.00712        0.00348
       6988.320            0.00584        0.00324
       7003.320            0.01575        0.00293
       7018.320            0.01477        0.00309
       7033.320            0.00420        0.00273
       7048.320            0.01154        0.00330
       7063.320            0.00428        0.00283
       7078.320            0.00996        0.00313
       7093.320            0.00880        0.00283
       7108.320            0.01259        0.00301
       7123.320            0.01196        0.00278
       7138.320            0.01158        0.00287
       7153.320            0.00889        0.00316
       7168.320            0.01035        0.00305
       7183.320            0.01317        0.00359
       7198.320            0.01960        0.00324
       7213.320            0.01382        0.00323
       7228.320            0.01232        0.00320
       7243.320            0.00861        0.00628
       7258.320            0.01031        0.00374
       7273.320            0.01230        0.00466
       7288.320            0.00757        0.00469
       7303.320            0.01486        0.00403
       7318.320            0.01431        0.00521
       7333.320            0.01501        0.00436
       7348.320            0.00934        0.00451
       7363.320            0.00738        0.00431
       7378.320            0.01963        0.00396
       7393.320            0.00767        0.00385
       7408.320            0.00521        0.00404
       7423.320            0.01009        0.00327
       7438.320            0.01335        0.00374
       7453.320            0.01095        0.00345
       7468.320            0.01725        0.00381
       7483.320            0.01133        0.00441
       7498.320            0.01000        0.00332
       7513.320            0.01206        0.00371
       7528.320            0.00658        0.00424
       7543.320            0.00497        0.00358
       7558.320            0.00731        0.00343
       7573.320            0.01366        0.00447
       7588.320            0.00393        0.00397
       7603.320           -0.00658        0.00927
       7618.320            0.01945        0.00670
       7633.320            0.01052        0.00595
       7648.320            0.00099        0.00514
       7663.320            0.00720        0.00418
       7678.320            0.00954        0.00391
       7693.320            0.00400        0.00372
       7708.320           -0.00176        0.00530
       7723.320            0.00253        0.00523
       7738.320            0.00705        0.00427
       7753.320            0.00056        0.00584
       7768.320            0.00791        0.00466
       7783.320            0.00955        0.00464
       7798.320            0.01106        0.00572
       7813.320            0.00572        0.00502
       7828.320            0.00955        0.00522
       7843.320            0.01315        0.00490
       7858.320            0.02759        0.00707
       7873.320            0.01124        0.00555
       7888.320            0.01456        0.00547
       7903.320            0.01259        0.00489
       7918.320            0.01843        0.00666
       7933.320            0.00720        0.00547
       7948.320            0.01031        0.00460
       7963.320            0.02462        0.00645
       7978.320            0.01349        0.00533
       7993.320            0.01928        0.00703
       8008.320            0.01360        0.00462
       8023.320            0.00779        0.00647
       8038.320            0.00831        0.00439
       8053.320            0.00381        0.00523
       8068.320            0.01181        0.00467
       8083.320            0.01004        0.00452
       8098.320            0.00283        0.00454
       8113.320            0.01773        0.00462
       8128.320            0.00360        0.00431
       8143.320            0.00283        0.00528
       8158.320            0.01084        0.00486
       8173.320            0.00742        0.00533
       8188.320            0.01059        0.00486
       8203.320            0.01379        0.00456
       8218.320            0.01829        0.00518
       8233.320            0.00788        0.00506
       8248.320            0.01418        0.00511
       8263.320            0.00986        0.00469
       8278.320            0.03215        0.00804
       8293.320            0.01590        0.00898
       8308.320            0.01643        0.00748
       8323.320            0.00736        0.00521
       8338.320           -0.00121        0.00758
       8353.320            0.02051        0.00845
       8368.320            0.00514        0.00631
       8383.320            0.01797        0.00644
       8398.320            0.01232        0.00930
       8413.320            0.02044        0.00695
       8428.320            0.01783        0.00966
       8443.320            0.01362        0.00626
       8458.320            0.00442        0.00824
       8473.320            0.01162        0.00658
