# SNID ztf24ablkgwk
# OBSERVERS = Rich/Wise/Hinds/Huddleston/Cummings
# RA 39.74170833333333
# OBS_DATE 2024-10-30 10:25:29.16
# MJD 60613.43436528
# DEC 36.566583333333334
# INSTRUMENT KAST
#wavelength flux flux_err
3485.54786305 -0.13973361 0.12454439
3486.56152641 -0.09025946 0.11968856
3487.57518977 0.17905830 0.12526050
3488.58885313 0.28933057 0.12655416
3489.60251650 0.04475698 0.11906668
3490.61617986 0.25474697 0.12484480
3491.62984322 0.28029898 0.12809464
3492.64350658 0.28160667 0.12462119
3493.65716995 0.16169509 0.11913867
3494.67083331 0.05726276 0.11963799
3495.68449667 0.17160833 0.11475017
3496.69816004 0.11503547 0.10837235
3497.71182340 0.20387653 0.10968658
3498.72548676 0.08986445 0.11290441
3499.73915012 0.13403215 0.11320342
3500.75281349 0.05284340 0.11200336
3501.76647685 0.18615660 0.11358760
3502.78014021 0.05360966 0.11522814
3503.79380357 -0.12044019 0.11615930
3504.80746694 0.02226616 0.11641184
3505.82113030 0.17918298 0.11509085
3506.83479366 0.03473714 0.11328741
3507.84845703 0.10468790 0.11466581
3508.86212039 -0.04480784 0.12503026
3509.87578375 0.08886179 0.12267178
3510.88944711 0.04528794 0.12741169
3511.90311048 -0.20089772 0.12731391
3512.91677384 0.22140722 0.12586677
3513.93043720 0.41039184 0.12073731
3514.94410056 0.01346147 0.12299802
3515.95776393 0.03564485 0.12380709
3516.97142729 0.04950288 0.11993661
3517.98509065 0.06260073 0.12610519
3518.99875401 0.28173357 0.12556888
3520.01241738 0.03709435 0.11826901
3521.02608074 0.04729821 0.12036179
3522.03974410 0.25045675 0.12260707
3523.05340747 0.32347080 0.11609066
3524.06707083 0.17348112 0.11810973
3525.08073419 0.39684179 0.11162535
3526.09439755 0.15234232 0.11183429
3527.10806092 0.18679276 0.11325880
3528.12172428 0.29474729 0.12158954
3529.13538764 0.24760099 0.11991883
3530.14905100 -0.14782032 0.12078585
3531.16271437 0.10852847 0.11939939
3532.17637773 0.41939205 0.12046622
3533.19004109 0.49263093 0.12467453
3534.20370446 0.35682079 0.12454335
3535.21736782 -0.00204467 0.12041465
3536.23103118 0.17165779 0.12152031
3537.24469454 0.09142376 0.11912233
3538.25835791 0.26868197 0.12144037
3539.27202127 0.06820944 0.12867603
3540.28568463 -0.04761615 0.14309064
3541.29934799 0.11648433 0.14617546
3542.31301136 -0.03267216 0.15660077
3543.32667472 0.03002990 0.16089568
3544.34033808 0.07507207 0.16329037
3545.35400145 0.16349892 0.16713822
3546.36766481 0.14587653 0.15502723
3547.38132817 0.00758909 0.15566924
