@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.899
@SPECTRUM spectrum_03D4di_249.dat
@SN-NAME 03D4di
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -6.540
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       6339.668           -0.00040        0.00731
       6341.991            0.00240        0.00913
       6344.314           -0.00610        0.00907
       6346.638            0.01180        0.00913
       6348.962            0.02260        0.00918
       6351.287           -0.00120        0.00913
       6353.613            0.00950        0.00923
       6355.939            0.00480        0.00924
       6358.266           -0.00100        0.00948
       6360.593            0.01320        0.01083
       6362.921            0.01420        0.01122
       6365.250           -0.00040        0.01119
       6367.579           -0.00950        0.01114
       6369.909           -0.00210        0.01096
       6372.239            0.01210        0.00978
       6374.570            0.00060        0.00900
       6376.902            0.00700        0.00892
       6379.234           -0.01050        0.00894
       6381.567            0.02280        0.00895
       6383.901            0.01590        0.00896
       6386.235            0.01290        0.00893
       6388.569            0.02540        0.00895
       6390.905           -0.00760        0.00884
       6393.241            0.02190        0.00882
       6395.577           -0.00030        0.00873
       6397.915            0.01020        0.00874
       6400.252           -0.00720        0.00868
       6402.590            0.00890        0.00869
       6404.929            0.00720        0.00867
       6407.269            0.01010        0.00864
       6409.609            0.00210        0.00865
       6411.949            0.00700        0.00869
       6414.291            0.00910        0.00869
       6416.632           -0.01160        0.00860
       6418.975            0.00340        0.00867
       6421.318            0.01940        0.00867
       6423.661            0.01250        0.00866
       6426.005            0.00340        0.00866
       6428.350            0.01130        0.00864
       6430.695            0.00120        0.00863
       6433.042            0.00150        0.00861
       6435.388            0.01630        0.00860
       6437.735           -0.00490        0.00855
       6440.083            0.00930        0.00859
       6442.431            0.00370        0.00858
       6444.779           -0.00530        0.00851
       6447.129           -0.00190        0.00858
       6449.479            0.01620        0.00852
       6451.829            0.01190        0.00853
       6454.180           -0.00260        0.00850
       6456.532            0.00850        0.00848
       6458.884            0.00260        0.00851
       6461.237            0.01320        0.00860
       6463.590            0.02530        0.00863
       6465.944            0.02490        0.00865
       6468.298           -0.01490        0.00865
       6470.653           -0.01150        0.00861
       6473.009            0.02350        0.00861
       6475.365            0.00780        0.00853
       6477.722            0.00150        0.00846
       6480.079            0.00450        0.00840
       6482.437            0.01360        0.00841
       6484.795            0.02070        0.00840
       6487.154           -0.00170        0.00840
       6489.513            0.00840        0.00829
       6491.874            0.00740        0.00832
       6494.234            0.01120        0.00842
       6496.595            0.00890        0.00848
       6498.957            0.00940        0.00847
       6501.319            0.01410        0.00854
       6503.682            0.00430        0.00856
       6506.045            0.01240        0.00843
       6508.409            0.00430        0.00835
       6510.773           -0.00060        0.00828
       6513.138            0.02770        0.00822
       6515.503            0.00710        0.00820
       6517.869            0.01060        0.00821
       6520.236            0.00570        0.00822
       6522.603           -0.00600        0.00820
       6524.971            0.01490        0.00824
       6527.339            0.01000        0.00829
       6529.707           -0.00250        0.00828
       6532.077            0.00650        0.00836
       6534.446            0.01850        0.00832
       6536.816            0.01350        0.00830
       6539.188            0.01120        0.00827
       6541.559           -0.00220        0.00819
       6543.931            0.01640        0.00818
       6546.303            0.00280        0.00820
       6548.676            0.00430        0.00825
       6551.049            0.01490        0.00817
       6553.423            0.01990        0.00806
       6555.797            0.00280        0.00793
       6558.172            0.01960        0.00772
       6560.548            0.00990        0.00751
       6562.924            0.00580        0.00747
       6565.301            0.01110        0.00753
       6567.678            0.01470        0.00766
       6570.055           -0.00270        0.00786
       6572.434            0.00620        0.00804
       6574.812            0.00200        0.00807
       6577.191            0.01800        0.00806
       6579.571            0.00150        0.00808
       6581.951            0.00810        0.00806
       6584.332            0.01570        0.00796
       6586.713            0.00410        0.00788
       6589.094            0.00680        0.00786
       6591.477            0.01070        0.00790
       6593.859            0.01390        0.00788
       6596.242            0.00530        0.00791
       6598.626            0.02340        0.00798
       6601.010            0.01200        0.00803
       6603.395            0.02420        0.00792
       6605.780            0.01120        0.00796
       6608.166            0.00450        0.00793
       6610.552            0.01940        0.00790
       6612.939           -0.00040        0.00784
       6615.326           -0.00390        0.00785
       6617.713           -0.00320        0.00783
       6620.102            0.00240        0.00782
       6622.491            0.02520        0.00786
       6624.879            0.01650        0.00787
       6627.270            0.00650        0.00781
       6629.659           -0.00170        0.00778
       6632.050           -0.00400        0.00779
       6634.441            0.01450        0.00782
       6636.833            0.00210        0.00777
       6639.225            0.00300        0.00778
       6641.618            0.01660        0.00776
       6644.011            0.00570        0.00770
       6646.404            0.00380        0.00774
       6648.798            0.00560        0.00775
       6651.192            0.01780        0.00775
       6653.588            0.00270        0.00778
       6655.983            0.02600        0.00772
       6658.379            0.02200        0.00769
       6660.775            0.00550        0.00770
       6663.172            0.00710        0.00770
       6665.570           -0.00030        0.00768
       6667.968            0.00280        0.00768
       6670.366            0.01270        0.00765
       6672.765            0.01250        0.00766
       6675.164            0.02790        0.00758
       6677.564            0.01150        0.00758
       6679.964            0.00870        0.00763
       6682.365            0.00670        0.00761
       6684.766           -0.00560        0.00761
       6687.167            0.01210        0.00764
       6689.570            0.01050        0.00760
       6691.972            0.01530        0.00763
       6694.375            0.00460        0.00759
       6696.779            0.01190        0.00753
       6699.183            0.01090        0.00757
       6701.587            0.01060        0.00761
       6703.992            0.00860        0.00754
       6706.397            0.00560        0.00753
       6708.803            0.00750        0.00749
       6711.209           -0.00560        0.00753
       6713.616            0.01820        0.00757
       6716.023            0.01720        0.00757
       6718.431            0.01740        0.00758
       6720.838           -0.00840        0.00744
       6723.247            0.01830        0.00743
       6725.656            0.00810        0.00744
       6728.065            0.02160        0.00747
       6730.476            0.01480        0.00747
       6732.886            0.00530        0.00743
       6735.296            0.01910        0.00748
       6737.708            0.00530        0.00744
       6740.119            0.01480        0.00742
       6742.531            0.01400        0.00743
       6744.944            0.01110        0.00741
       6747.357            0.00930        0.00737
       6749.771            0.00420        0.00740
       6752.184            0.01590        0.00735
       6754.598            0.00830        0.00738
       6757.013            0.00990        0.00742
       6759.428            0.00700        0.00737
       6761.844            0.01750        0.00741
       6764.260            0.01630        0.00736
       6766.676            0.00790        0.00734
       6769.093            0.01130        0.00731
       6771.511            0.01550        0.00738
       6773.928            0.01680        0.00738
       6776.347            0.00040        0.00734
       6778.766            0.01360        0.00730
       6781.184            0.00150        0.00730
       6783.604            0.00650        0.00728
       6786.024            0.01520        0.00729
       6788.444            0.00980        0.00726
       6790.865            0.00480        0.00731
       6793.286            0.00880        0.00727
       6795.708            0.00510        0.00726
       6798.130            0.00450        0.00726
       6800.552            0.02320        0.00729
       6802.975            0.01620        0.00727
       6805.398            0.00370        0.00730
       6807.822            0.00810        0.00721
       6810.247            0.01190        0.00722
       6812.671            0.01160        0.00724
       6815.096            0.02170        0.00722
       6817.521            0.00890        0.00718
       6819.947            0.00270        0.00728
       6822.374            0.01350        0.00749
       6824.800            0.00360        0.00754
       6827.227            0.02580        0.00774
       6829.654            0.00740        0.00787
       6832.083           -0.00450        0.00774
       6834.511            0.02620        0.00761
       6836.939            0.00710        0.00745
       6839.369            0.00720        0.00733
       6841.798            0.01210        0.00717
       6844.228            0.01780        0.00716
       6846.658            0.02320        0.00713
       6849.089            0.01530        0.00706
       6851.520            0.02070        0.00721
       6853.952            0.00900        0.00713
       6856.384            0.01740        0.00745
       6858.816            0.01100        0.00758
       6861.249            0.01860        0.00753
       6863.682            0.01040        0.00752
       6866.115           -0.00060        0.00759
       6868.549            0.01050        0.00800
       6870.983            0.00990        0.00810
       6873.418            0.00580        0.00832
       6875.854            0.01440        0.00824
       6878.289           -0.00280        0.00789
       6880.725            0.02450        0.00765
       6883.161            0.00700        0.00745
       6885.598            0.00300        0.00741
       6888.035            0.00110        0.00745
       6890.472            0.00890        0.00757
       6892.910            0.01880        0.00772
       6895.349            0.01360        0.00761
       6897.787            0.01220        0.00754
       6900.226            0.01230        0.00745
       6902.666            0.00140        0.00737
       6905.105           -0.00020        0.00752
       6907.545            0.00900        0.00738
       6909.986            0.00090        0.00742
       6912.427            0.00300        0.00725
       6914.868            0.01680        0.00726
       6917.310            0.01020        0.00740
       6919.752            0.00400        0.00733
       6922.194            0.00150        0.00733
       6924.637            0.02280        0.00729
       6927.081            0.02160        0.00725
       6929.524            0.00540        0.00703
       6931.968            0.01260        0.00700
       6934.412           -0.00320        0.00697
       6936.857            0.00760        0.00705
       6939.302            0.00290        0.00699
       6941.748            0.00800        0.00718
       6944.193            0.01010        0.00724
       6946.640            0.01010        0.00713
       6949.086            0.00490        0.00721
       6951.533            0.00620        0.00726
       6953.980            0.00790        0.00702
       6956.428            0.01530        0.00689
       6958.876            0.01060        0.00684
       6961.324            0.00600        0.00685
       6963.773            0.00180        0.00695
       6966.222            0.01890        0.00697
       6968.672            0.01380        0.00691
       6971.122           -0.00040        0.00696
       6973.572            0.00920        0.00699
       6976.022            0.00420        0.00695
       6978.473            0.00870        0.00690
       6980.924            0.01430        0.00695
       6983.376            0.02150        0.00687
       6985.828           -0.00830        0.00677
       6988.280            0.01350        0.00684
       6990.733            0.00120        0.00678
       6993.186           -0.00190        0.00671
       6995.640            0.00370        0.00671
       6998.093            0.01160        0.00672
       7000.547            0.00100        0.00669
       7003.002            0.00480        0.00666
       7005.457            0.00890        0.00677
       7007.912            0.00290        0.00673
       7010.367            0.01230        0.00667
       7012.823            0.01250        0.00668
