@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.860
@SPECTRUM spectrum_05D1iz_1069.dat
@SN-NAME 05D1iz
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 7.800
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.888            0.00000        0.53094
       4153.337            0.00000        0.41258
       4155.788            0.00000        0.60080
       4158.238            0.00000        0.41561
       4160.689            0.00000        0.45559
       4163.141            0.00000        0.56676
       4165.592            0.00000        0.51595
       4168.044            0.00000        0.42505
       4170.498            0.00000        0.47660
       4172.951            0.00000        0.45536
       4175.404            0.00000        0.48279
       4177.858            0.00000        0.41796
       4180.312            0.00000        0.48533
       4182.767            0.00000        0.66448
       4185.222            0.00000        0.44166
       4187.678            0.00000        0.43286
       4190.134            0.00000        0.44293
       4192.591            0.61640        2.32023
       4195.047            0.14390        0.54152
       4197.505            0.25150        0.72751
       4199.962            0.14050        0.38412
       4202.421           -0.29460        0.64216
       4204.879            0.15630        0.31432
       4207.338            0.17170        0.30229
       4209.797           -0.00930        0.09821
       4212.257            0.06850        0.12057
       4214.717           -0.06190        0.10143
       4217.178           -0.04990        0.08010
       4219.639           -0.04890        0.06995
       4222.101            0.01690        0.05419
       4224.562           -0.02130        0.04694
       4227.025            0.03140        0.04700
       4229.487           -0.02100        0.03785
       4231.951            0.03850        0.04003
       4234.414           -0.02010        0.03198
       4236.878           -0.02410        0.02983
       4239.343            0.01150        0.02529
       4241.807            0.01630        0.02526
       4244.272           -0.00810        0.02280
       4246.738           -0.00150        0.02079
       4249.204           -0.00860        0.01924
       4251.670           -0.02670        0.02038
       4254.137            0.00840        0.01733
       4256.604            0.03660        0.01827
       4259.072            0.00940        0.01624
       4261.541           -0.00940        0.01504
       4264.009           -0.00970        0.01444
       4266.478           -0.00230        0.01363
       4268.946           -0.01560        0.01314
       4271.416            0.00340        0.01215
       4273.886           -0.00790        0.01232
       4276.356           -0.00000        0.01117
       4278.828           -0.01710        0.01123
       4281.299           -0.00330        0.01063
       4283.771           -0.02330        0.01022
       4286.242           -0.00460        0.00980
       4288.715            0.04050        0.01052
       4291.188            0.00100        0.00929
       4293.661            0.00040        0.00896
       4296.135           -0.00430        0.00883
       4298.609            0.00800        0.00849
       4301.083            0.00820        0.00817
       4303.558            0.00110        0.00793
       4306.033            0.00690        0.00756
       4308.509           -0.00280        0.00771
       4310.985           -0.00760        0.00724
       4313.462           -0.01060        0.00759
       4315.938           -0.00390        0.00782
       4318.416           -0.00310        0.00747
       4320.893           -0.00250        0.00753
       4323.372           -0.00130        0.00728
       4325.850            0.00910        0.00696
       4328.329            0.00780        0.00693
       4330.808            0.00960        0.00655
       4333.288            0.00250        0.00664
       4335.767            0.00040        0.00647
       4338.249            0.00270        0.00633
       4340.729            0.00430        0.00637
       4343.210           -0.00050        0.00623
       4345.691           -0.00030        0.00601
       4348.173            0.00740        0.00608
       4350.656            0.00750        0.00603
       4353.138            0.00550        0.00599
       4355.622           -0.00160        0.00609
       4358.105           -0.00510        0.00584
       4360.589            0.00420        0.00587
       4363.073           -0.00870        0.00576
       4365.558           -0.01110        0.00584
       4368.043           -0.00150        0.00584
       4370.529           -0.00080        0.00562
       4373.015            0.00790        0.00574
       4375.501            0.00260        0.00553
       4377.988           -0.00120        0.00547
       4380.475            0.00020        0.00530
       4382.961            0.00170        0.00537
       4385.450            0.00550        0.00525
       4387.938            0.00060        0.00500
       4390.426            0.01220        0.00522
       4392.915            0.00840        0.00523
       4395.405           -0.00050        0.00508
       4397.894            0.00330        0.00509
       4400.385            0.00290        0.00510
       4402.875           -0.00060        0.00512
       4405.366            0.00120        0.00515
       4407.857           -0.00110        0.00510
       4410.349            0.00030        0.00499
       4412.840           -0.00550        0.00530
       4415.333            0.00080        0.00517
       4417.826            0.00690        0.00515
       4420.319            0.00000        0.00515
       4422.812            0.00810        0.00518
       4425.306            0.00730        0.00499
       4427.800            0.00590        0.00495
       4430.295           -0.00080        0.00487
       4432.791            0.00340        0.00492
       4435.286            0.00440        0.00492
       4437.781            0.00790        0.00496
       4440.277           -0.00440        0.00471
       4442.774           -0.00070        0.00478
       4445.271            0.00020        0.00473
       4447.768            0.00030        0.00471
       4450.266           -0.00420        0.00467
       4452.764           -0.00180        0.00459
       4455.262           -0.00080        0.00457
       4457.761            0.00250        0.00456
       4460.260            0.00650        0.00449
       4462.759           -0.00010        0.00463
       4465.259           -0.01110        0.00461
       4467.759            0.00860        0.00458
       4470.260           -0.00130        0.00456
       4472.761            0.00840        0.00460
       4475.262            0.00450        0.00461
       4477.764           -0.00060        0.00458
       4480.266           -0.00590        0.00456
       4482.769            0.00170        0.00450
       4485.271           -0.00000        0.00441
       4487.774            0.00010        0.00449
       4490.278           -0.00210        0.00455
       4492.782            0.00450        0.00450
       4495.286            0.00360        0.00445
       4497.791            0.00500        0.00461
       4500.296           -0.00010        0.00461
       4502.801            0.00160        0.00444
       4505.307           -0.00060        0.00446
       4507.813            0.00760        0.00447
       4510.320            0.00460        0.00450
       4512.826            0.00230        0.00435
       4515.333            0.00410        0.00437
       4517.841            0.00090        0.00439
       4520.349            0.00820        0.00448
       4522.857            0.01040        0.00442
       4525.366            0.00270        0.00434
       4527.875            0.00460        0.00443
       4530.384           -0.00230        0.00441
       4532.894           -0.00460        0.00440
       4535.404            0.00090        0.00444
       4537.914           -0.00150        0.00446
       4540.425           -0.00110        0.00440
       4542.937           -0.00040        0.00446
       4545.448            0.00420        0.00445
       4547.959            0.00170        0.00444
       4550.472            0.00620        0.00444
       4552.984           -0.00620        0.00437
       4555.498            0.01180        0.00432
       4558.011            0.00370        0.00439
       4560.524            0.00320        0.00426
       4563.038            0.00370        0.00430
       4565.553           -0.00600        0.00421
       4568.067           -0.00190        0.00410
       4570.583           -0.01010        0.00420
       4573.098            0.00040        0.00423
       4575.614            0.00510        0.00416
       4578.130           -0.00400        0.00420
       4580.646            0.00430        0.00417
       4583.163            0.00730        0.00411
       4585.680            0.00870        0.00409
       4588.198            0.00490        0.00403
       4590.715            0.00370        0.00408
       4593.233            0.00390        0.00404
       4595.752            0.00590        0.00411
       4598.271            0.00220        0.00398
       4600.791            0.00440        0.00396
       4603.310           -0.00120        0.00393
       4605.830            0.00280        0.00401
       4608.350            0.00820        0.00407
       4610.871            0.00320        0.00398
       4613.392           -0.00100        0.00394
       4615.913           -0.00320        0.00395
       4618.435            0.00460        0.00392
       4620.957            0.00910        0.00387
       4623.479           -0.00510        0.00395
       4626.002           -0.00500        0.00394
       4628.525            0.00590        0.00397
       4631.048            0.00290        0.00385
       4633.572            0.00310        0.00389
       4636.096            0.00290        0.00383
       4638.621            0.00620        0.00378
       4641.145            0.00650        0.00377
       4643.670            0.00410        0.00375
       4646.196            0.00170        0.00365
       4648.722            0.00380        0.00373
       4651.248            0.00490        0.00374
       4653.774            0.00180        0.00380
       4656.301            0.00370        0.00388
       4658.828           -0.00380        0.00383
       4661.355            0.00160        0.00378
       4663.884            0.00690        0.00385
       4666.412            0.00030        0.00379
       4668.940            0.00380        0.00379
       4671.469            0.00010        0.00378
       4673.998            0.00290        0.00383
       4676.527            0.00600        0.00381
       4679.058            0.00430        0.00390
       4681.588            0.00590        0.00394
       4684.118           -0.00240        0.00392
       4686.649            0.00570        0.00395
       4689.180           -0.00060        0.00392
       4691.711            0.00130        0.00398
       4694.244           -0.00320        0.00402
       4696.776            0.00320        0.00389
       4699.308            0.00620        0.00380
       4701.841            0.00440        0.00385
       4704.374           -0.00140        0.00401
       4706.907            0.00440        0.00373
       4709.441           -0.00130        0.00381
       4711.976            0.00190        0.00375
       4714.510           -0.00390        0.00379
       4717.045           -0.00130        0.00380
       4719.580            0.00380        0.00369
       4722.115            0.00320        0.00369
       4724.651           -0.00120        0.00364
       4727.188            0.00120        0.00366
       4729.724            0.00820        0.00373
       4732.261            0.00330        0.00358
       4734.798            0.00340        0.00367
       4737.335            0.00250        0.00358
       4739.873           -0.00060        0.00365
       4742.411            0.00460        0.00354
       4744.950           -0.00200        0.00365
       4747.488            0.00490        0.00366
       4750.027            0.00530        0.00363
       4752.566           -0.00070        0.00366
       4755.106            0.00140        0.00381
       4757.646            0.00080        0.00380
       4760.187           -0.00260        0.00364
       4762.727            0.00480        0.00356
       4765.269           -0.00040        0.00357
       4767.810            0.00270        0.00355
       4770.351            0.00480        0.00360
       4772.894            0.00290        0.00367
       4775.436           -0.00490        0.00361
       4777.979            0.00540        0.00353
       4780.521            0.00170        0.00359
       4783.064            0.00100        0.00357
       4785.608           -0.00300        0.00348
       4788.151            0.00080        0.00354
       4790.696            0.00120        0.00351
       4793.241           -0.00280        0.00351
       4795.785            0.00230        0.00354
       4798.331           -0.00210        0.00354
       4800.875           -0.00140        0.00358
       4803.421            0.00330        0.00345
       4805.968            0.00350        0.00351
       4808.514           -0.00140        0.00349
       4811.061            0.00250        0.00355
       4813.607           -0.00200        0.00347
       4816.155           -0.00290        0.00351
       4818.703            0.00000        0.00356
       4821.251            0.00380        0.00356
       4823.799            0.00040        0.00363
       4826.348            0.00100        0.00362
       4828.896            0.00020        0.00357
       4831.446            0.00050        0.00355
       4833.995            0.00220        0.00361
       4836.545           -0.00110        0.00351
       4839.096            0.00090        0.00349
       4841.646            0.00790        0.00352
       4844.196           -0.00070        0.00353
