@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.690
@SPECTRUM spectrum_05D1ke_1094.dat
@SN-NAME 05D1ke
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.160
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.120            0.02012        0.01043
       4274.120            0.00773        0.00812
       4289.120           -0.00896        0.00651
       4304.120           -0.00537        0.00545
       4319.120            0.00932        0.00496
       4334.120            0.00398        0.00439
       4349.120            0.00510        0.00405
       4364.120            0.00109        0.00383
       4379.120           -0.00904        0.00362
       4394.120           -0.00239        0.00342
       4409.120           -0.00013        0.00342
       4424.120           -0.00106        0.00328
       4439.120           -0.00029        0.00316
       4454.120           -0.00284        0.00304
       4469.120           -0.00273        0.00298
       4484.120            0.00013        0.00296
       4499.120            0.00565        0.00291
       4514.120            0.00235        0.00283
       4529.120            0.00233        0.00287
       4544.120            0.00530        0.00290
       4559.120            0.00130        0.00279
       4574.120           -0.00010        0.00268
       4589.120            0.00273        0.00261
       4604.120           -0.00015        0.00255
       4619.120            0.00217        0.00253
       4634.120            0.00085        0.00247
       4649.120            0.00169        0.00241
       4664.120            0.00047        0.00248
       4679.120            0.00385        0.00253
       4694.120            0.00275        0.00279
       4709.120            0.00153        0.00246
       4724.120            0.00703        0.00238
       4739.120            0.00201        0.00234
       4754.120            0.00240        0.00231
       4769.120            0.00551        0.00230
       4784.120           -0.00051        0.00229
       4799.120            0.00114        0.00228
       4814.120            0.00442        0.00230
       4829.120            0.00062        0.00229
       4844.120            0.00583        0.00246
       4859.120            0.00855        0.00219
       4874.120            0.00722        0.00215
       4889.120            0.00628        0.00218
       4904.120            0.00598        0.00216
       4919.120            0.00895        0.00212
       4934.120            0.00956        0.00213
       4949.120            0.00821        0.00233
       4964.120            0.01207        0.00209
       4979.120            0.00902        0.00209
       4994.120            0.00771        0.00206
       5009.120            0.00645        0.00206
       5024.120            0.00677        0.00203
       5039.120            0.00644        0.00222
       5054.120            0.00710        0.00201
       5069.120            0.01037        0.00199
       5084.120            0.00583        0.00195
       5099.120            0.00855        0.00194
       5114.120            0.00932        0.00195
       5129.120            0.01100        0.00215
       5144.120            0.00724        0.00196
       5159.120            0.00761        0.00194
       5174.120            0.01202        0.00188
       5189.120            0.00905        0.00194
       5204.120            0.00934        0.00219
       5219.120            0.01167        0.00193
       5234.120            0.01040        0.00192
       5249.120            0.01179        0.00193
       5264.120            0.01122        0.00186
       5279.120            0.01144        0.00207
       5294.120            0.01068        0.00190
       5309.120            0.01433        0.00191
       5324.120            0.00988        0.00190
       5339.120            0.00959        0.00208
       5354.120            0.01241        0.00189
       5369.120            0.00944        0.00184
       5384.120            0.01079        0.00185
       5399.120            0.01007        0.00204
       5414.120            0.00727        0.00191
       5429.120            0.00855        0.00190
       5444.120            0.00441        0.00185
       5459.120            0.00750        0.00201
       5474.120            0.00384        0.00180
       5489.120            0.00753        0.00183
       5504.120            0.00776        0.00183
       5519.120            0.00982        0.00199
       5534.120            0.00891        0.00182
       5549.120            0.01245        0.00184
       5564.120            0.00641        0.00208
       5579.120            0.00428        0.00468
       5594.120            0.00597        0.00184
       5609.120            0.00942        0.00183
       5624.120            0.00820        0.00200
       5639.120            0.00913        0.00180
       5654.120            0.01079        0.00179
       5669.120            0.00635        0.00197
       5684.120            0.00826        0.00183
       5699.120            0.00895        0.00181
       5714.120            0.00850        0.00196
       5729.120            0.00921        0.00186
       5744.120            0.00801        0.00181
       5759.120            0.00985        0.00180
       5774.120            0.01101        0.00197
       5789.120            0.00940        0.00179
       5804.120            0.00725        0.00180
       5819.120            0.01233        0.00196
       5834.120            0.01155        0.00179
       5849.120            0.01319        0.00180
       5864.120            0.01524        0.00214
       5879.120            0.01724        0.00204
       5894.120            0.01709        0.00251
       5909.120            0.01566        0.00213
       5924.120            0.01639        0.00193
       5939.120            0.01764        0.00190
       5954.120            0.01571        0.00210
       5969.120            0.01802        0.00184
       5984.120            0.01650        0.00181
       5999.120            0.02225        0.00200
       6014.120            0.02299        0.00177
       6029.120            0.01718        0.00176
       6044.120            0.01748        0.00193
       6059.120            0.01699        0.00175
       6074.120            0.01665        0.00190
       6089.120            0.01971        0.00172
       6104.120            0.01950        0.00173
       6119.120            0.02025        0.00187
       6134.120            0.01991        0.00173
       6149.120            0.01599        0.00175
       6164.120            0.01956        0.00197
       6179.120            0.01548        0.00175
       6194.120            0.01051        0.00171
       6209.120            0.01251        0.00188
       6224.120            0.01428        0.00177
       6239.120            0.01217        0.00218
       6254.120            0.00957        0.00187
       6269.120            0.00898        0.00184
       6284.120            0.01380        0.00206
       6299.120            0.00664        0.00239
       6314.120            0.00754        0.00185
       6329.120            0.00575        0.00205
       6344.120            0.01143        0.00175
       6359.120            0.00774        0.00210
       6374.120            0.00718        0.00177
       6389.120            0.00799        0.00172
       6404.120            0.00805        0.00183
       6419.120            0.00549        0.00167
       6434.120            0.00952        0.00179
       6449.120            0.00894        0.00164
       6464.120            0.01117        0.00181
       6479.120            0.01132        0.00186
       6494.120            0.01358        0.00177
       6509.120            0.01475        0.00194
       6524.120            0.01640        0.00176
       6539.120            0.01824        0.00181
       6554.120            0.01885        0.00216
       6569.120            0.01969        0.00194
       6584.120            0.02009        0.00194
       6599.120            0.01987        0.00173
       6614.120            0.02004        0.00168
       6629.120            0.02085        0.00187
       6644.120            0.02081        0.00168
       6659.120            0.02054        0.00183
       6674.120            0.02436        0.00172
       6689.120            0.01848        0.00185
       6704.120            0.01941        0.00171
       6719.120            0.01919        0.00167
       6734.120            0.01293        0.00178
       6749.120            0.01878        0.00165
       6764.120            0.01915        0.00180
       6779.120            0.01984        0.00164
       6794.120            0.01847        0.00164
       6809.120            0.02114        0.00182
       6824.120            0.02206        0.00193
       6839.120            0.02105        0.00222
       6854.120            0.02084        0.00183
       6869.120            0.02508        0.00262
       6884.120            0.01989        0.00198
       6899.120            0.02081        0.00197
       6914.120            0.02133        0.00217
       6929.120            0.01933        0.00191
       6944.120            0.02371        0.00220
       6959.120            0.02086        0.00184
       6974.120            0.01770        0.00206
       6989.120            0.01937        0.00192
       7004.120            0.01573        0.00191
       7019.120            0.01990        0.00173
       7034.120            0.01744        0.00167
       7049.120            0.01503        0.00196
       7064.120            0.01850        0.00177
       7079.120            0.01414        0.00191
       7094.120            0.01514        0.00172
       7109.120            0.01431        0.00183
       7124.120            0.01460        0.00168
       7139.120            0.01312        0.00174
       7154.120            0.00971        0.00190
       7169.120            0.01259        0.00182
       7184.120            0.01151        0.00201
       7199.120            0.01296        0.00179
       7214.120            0.01268        0.00187
       7229.120            0.01234        0.00190
       7244.120            0.01526        0.00335
       7259.120            0.00648        0.00206
       7274.120            0.01141        0.00288
       7289.120            0.01299        0.00238
       7304.120            0.00795        0.00220
       7319.120            0.01693        0.00291
       7334.120            0.00923        0.00243
       7349.120            0.00901        0.00248
       7364.120            0.01360        0.00242
       7379.120            0.01316        0.00223
       7394.120            0.00990        0.00214
       7409.120            0.01389        0.00226
       7424.120            0.01257        0.00189
       7439.120            0.01423        0.00233
       7454.120            0.00894        0.00183
       7469.120            0.01208        0.00214
       7484.120            0.00970        0.00244
       7499.120            0.00876        0.00188
       7514.120            0.01332        0.00219
       7529.120            0.01428        0.00246
       7544.120            0.01443        0.00217
       7559.120            0.01844        0.00216
       7574.120            0.01420        0.00269
       7589.120            0.01227        0.00248
       7604.120            0.00260        0.00496
       7619.120            0.00919        0.00326
       7634.120            0.01207        0.00357
       7649.120            0.01415        0.00260
       7664.120            0.01005        0.00227
       7679.120            0.01479        0.00231
       7694.120            0.01331        0.00217
       7709.120            0.01643        0.00321
       7724.120            0.01434        0.00293
       7739.120            0.01305        0.00253
       7754.120            0.01471        0.00336
       7769.120            0.00983        0.00283
       7784.120            0.01551        0.00281
       7799.120            0.01323        0.00331
       7814.120            0.01592        0.00298
       7829.120            0.00996        0.00301
       7844.120            0.00745        0.00281
       7859.120            0.01315        0.00389
       7874.120            0.01060        0.00308
       7889.120            0.01139        0.00339
       7904.120            0.01062        0.00271
       7919.120            0.00983        0.00377
       7934.120            0.01261        0.00304
       7949.120            0.01466        0.00268
       7964.120            0.01060        0.00380
       7979.120            0.00870        0.00296
       7994.120            0.01617        0.00405
       8009.120            0.00760        0.00263
       8024.120            0.00443        0.00360
       8039.120            0.00877        0.00253
       8054.120            0.01324        0.00301
       8069.120            0.00439        0.00261
       8084.120            0.01166        0.00279
       8099.120            0.01112        0.00271
       8114.120            0.00938        0.00283
       8129.120            0.01079        0.00264
       8144.120            0.00555        0.00295
       8159.120            0.00561        0.00264
       8174.120            0.00741        0.00287
       8189.120            0.00848        0.00264
       8204.120            0.00589        0.00259
       8219.120            0.00483        0.00298
       8234.120            0.00814        0.00282
       8249.120            0.01006        0.00296
       8264.120            0.00500        0.00263
       8279.120            0.00788        0.00409
       8294.120            0.00316        0.00434
       8309.120            0.00474        0.00377
       8324.120            0.00607        0.00278
       8339.120            0.00601        0.00406
       8354.120            0.01075        0.00447
       8369.120            0.02006        0.00376
       8384.120            0.00882        0.00345
       8399.120            0.00177        0.00500
       8414.120            0.01307        0.00359
       8429.120            0.01243        0.00511
       8444.120            0.00586        0.00339
       8459.120            0.00812        0.00430
       8474.120            0.00095        0.00345
       8489.120            0.00949        0.00350
       8504.120            0.01313        0.00379
