# wavelength flux fluxerr
# GROUPS UCSC,YSE
# SNID ztf24abcnhxx
# OBS_GROUP UCSC
# RA 321.33487499999995
# OBS_DATE 2024-09-02 08:30:06.86
# DEC 15.587611111111112
# INSTRUMENT KAST
# OBSERVER MIKE RICH K-RYAN HINDS JACOB WISE
# REDUCER K-RYAN HINDS
4.431600380287436565e+03 2.535298356369802830e-01 2.429680991566736392e-02
4.434130907603982450e+03 2.153044217590327492e-01 2.423474436620795536e-02
4.436661434920528336e+03 2.310675511479041710e-01 2.438115683833600236e-02
4.439191962237074222e+03 2.452548569109343490e-01 2.458230303750371867e-02
4.441722489553620107e+03 2.484542582784039499e-01 2.479308082021361090e-02
4.444253016870165993e+03 2.852869576351385605e-01 2.492374416707474061e-02
4.446783544186711879e+03 2.158964096044142800e-01 2.476015072720801763e-02
4.449314071503257765e+03 2.401254095596494220e-01 2.497176232894855741e-02
4.451844598819803650e+03 2.802223633541945924e-01 2.518545276376373335e-02
4.454375126136349536e+03 2.460755928800558157e-01 2.506800705279834535e-02
4.456905653452895422e+03 2.085429993845152874e-01 2.489957551856598547e-02
4.459436180769441307e+03 2.521839790104917767e-01 2.502645553081355237e-02
4.461966708085987193e+03 2.273966815001264019e-01 2.516970965808386709e-02
4.464497235402533079e+03 2.442016394140710533e-01 2.535797312606298190e-02
4.467027762719078964e+03 2.682154601349994172e-01 2.564638765815839550e-02
4.469558290035624850e+03 2.099799917673333682e-01 2.536093440060683060e-02
4.472088817352170736e+03 2.252483289103477948e-01 2.548870700849623777e-02
4.474619344668716622e+03 2.809184758032878815e-01 2.584084344722233084e-02
4.477149871985262507e+03 2.199365985303610993e-01 2.546782551079307746e-02
4.479680399301808393e+03 2.634477966434342622e-01 2.577064094898044722e-02
4.482210926618354279e+03 2.030762672697518367e-01 2.550237271355086655e-02
4.484741453934900164e+03 1.703587558651776801e-01 2.558350894903893905e-02
4.487271981251446050e+03 2.112847662150410810e-01 2.588572765310126825e-02
4.489802508567991936e+03 2.397650755717700144e-01 2.571535162135083624e-02
4.492333035884537821e+03 2.392582218072609179e-01 2.579974358943074031e-02
4.494863563201083707e+03 2.114111621014625186e-01 2.555291634489259209e-02
4.497394090517629593e+03 2.768584357798856144e-01 2.585360218120603959e-02
4.499924617834175478e+03 2.355839409884525337e-01 2.562320885395499501e-02
4.502455145150721364e+03 1.796831483349656533e-01 2.547495840182962407e-02
4.504985672467267250e+03 1.984661975180272986e-01 2.527063674416348688e-02
4.507516199783813136e+03 1.859908396996967084e-01 2.535042639710028550e-02
4.510046727100359021e+03 2.318611231346115464e-01 2.527441111958598358e-02
4.512577254416904907e+03 1.714630141320893641e-01 2.505935423517496180e-02
4.515107781733450793e+03 2.354780858669779930e-01 2.523763218066433361e-02
4.517638309049996678e+03 2.318774440004817972e-01 2.499503817434396702e-02
4.520168836366542564e+03 2.311946708803419848e-01 2.512454041865625279e-02
4.522699363683088450e+03 1.689783552214969842e-01 2.464328364500473559e-02
4.525229890999634335e+03 2.071944621803257502e-01 2.447666902475217898e-02
4.527760418316180221e+03 1.953353204771872131e-01 2.435413771497668342e-02
4.530290945632726107e+03 1.922293853507075490e-01 2.436887353115562566e-02
4.532821472949271993e+03 1.771695447713911020e-01 2.413051196065717566e-02
4.535352000265817878e+03 1.576356310594693166e-01 2.391321940402812291e-02
4.537882527582363764e+03 2.199925933116996801e-01 2.396989470064833649e-02
4.540413054898909650e+03 2.014559703314424688e-01 2.378221180107487065e-02
4.542943582215455535e+03 2.319654075834197138e-01 2.380723194915381966e-02
4.545474109532001421e+03 1.616716611172739904e-01 2.337412434290343788e-02
4.548004636848547307e+03 1.630051450080448050e-01 2.334009022176656775e-02
4.550535164165093192e+03 2.223623542627300165e-01 2.330953629289240700e-02
4.553065691481639078e+03 2.348766346265291627e-01 2.301399097706959343e-02
4.555596218798184964e+03 1.602816210808934716e-01 2.245851936316807171e-02
4.558126746114730850e+03 1.863087748060291426e-01 2.242460652268499222e-02
4.560657273431276735e+03 1.827107906059057263e-01 2.224611720638152573e-02
4.563187800747822621e+03 2.350566580028128350e-01 2.229500332274400240e-02
4.565718328064368507e+03 2.120857740590348373e-01 2.217906656350603772e-02
4.568248855380914392e+03 2.122215891868102500e-01 2.178079902617761215e-02
4.570779382697460278e+03 1.991252444954128842e-01 2.158489020550704782e-02
4.573309910014006164e+03 1.437208824912132032e-01 2.096106583409747953e-02
4.575840437330552049e+03 1.196859686457583255e-01 2.087675118306933988e-02
4.578370964647097935e+03 1.974298528234240124e-01 2.108588471702514330e-02
4.580901491963643821e+03 1.823471747760656014e-01 2.088719921000290608e-02
4.583432019280189706e+03 1.852872073714563472e-01 2.077528742433386311e-02
4.585962546596735592e+03 2.385600287757442539e-01 2.071273202187305651e-02
4.588493073913281478e+03 2.041329962543711185e-01 2.055802113147530905e-02
4.591023601229827364e+03 1.933842047768969119e-01 2.026359193662140984e-02
4.593554128546373249e+03 2.073899237003880569e-01 2.016868708672087118e-02
4.596084655862919135e+03 1.602243757165297822e-01 1.965595840931867039e-02
4.598615183179465021e+03 2.054154971411719377e-01 1.983554954723915770e-02
4.601145710496010906e+03 1.597117249511477155e-01 1.946989653064743267e-02
4.603676237812556792e+03 1.944520141704418337e-01 1.947582896714337639e-02
4.606206765129102678e+03 1.956660632420984258e-01 1.938599897611415282e-02
4.608737292445648563e+03 2.130102462661660756e-01 1.933935772360772729e-02
4.611267819762194449e+03 2.200887111971186194e-01 1.923640488250976180e-02
4.613798347078740335e+03 1.586174450855316609e-01 1.994385341953650026e-02
4.616328874395286221e+03 1.787556156440032740e-01 1.873160647634448603e-02
4.618859401711832106e+03 2.171414851710904703e-01 1.862039752042783311e-02
4.621389929028377992e+03 2.145080404006715069e-01 1.872888147862387595e-02
4.623920456344923878e+03 2.086814984900436099e-01 1.846324957396841548e-02
4.626450983661469763e+03 2.044107456041187043e-01 1.837123482585417689e-02
4.628981510978015649e+03 1.801747284496539869e-01 1.823851913335921768e-02
4.631512038294561535e+03 2.196917628100496234e-01 1.831593724654227359e-02
4.634042565611107420e+03 2.163606718013452723e-01 1.819429344470033239e-02
4.636573092927653306e+03 2.218872346842763743e-01 1.781768247986469794e-02
4.639103620244199192e+03 1.931434071374774908e-01 1.754896259133364306e-02
4.641634147560745077e+03 2.410265864672793690e-01 1.787608000812349052e-02
4.644164674877290963e+03 2.624020130600006606e-01 1.764684710167850265e-02
4.646695202193836849e+03 1.846693708356954289e-01 1.718012399615302319e-02
4.649225729510382735e+03 2.069056831633403482e-01 1.703331610885714525e-02
4.651756256826928620e+03 2.284295441324016851e-01 1.715981291236912815e-02
4.654286784143474506e+03 2.245059715022250380e-01 1.717018979377248067e-02
4.656817311460020392e+03 2.290680694143764906e-01 1.715459645561740604e-02
4.659347838776566277e+03 2.292986186756208189e-01 1.702951625326217314e-02
4.661878366093112163e+03 1.869117136074827101e-01 1.672229574032312385e-02
4.664408893409658049e+03 2.355078772950128518e-01 1.699586959504207490e-02
4.666939420726203934e+03 1.713945526614190085e-01 1.670460766803099836e-02
4.669469948042749820e+03 2.506212479097603141e-01 1.683679769008514585e-02
4.672000475359295706e+03 2.232893145105679655e-01 1.677481441924356248e-02
4.674531002675841592e+03 2.447003420911691429e-01 1.677993034857100038e-02
4.677061529992387477e+03 2.416078823969697587e-01 1.655301164658348756e-02
4.679592057308933363e+03 2.344304754431558724e-01 1.641531687959228020e-02
4.682122584625479249e+03 2.536854834520201329e-01 1.642716941287156868e-02
4.684653111942025134e+03 2.280281602336088065e-01 1.606299001387489350e-02
4.687183639258571020e+03 2.279868088192242015e-01 1.600545814373835474e-02
4.689714166575116906e+03 2.513969477169010758e-01 1.591040644049156183e-02
4.692244693891662791e+03 2.491163582069093330e-01 1.599769605558617677e-02
4.694775221208208677e+03 2.834668749148285816e-01 1.603232256349178611e-02
4.697305748524754563e+03 2.334361288895846764e-01 1.559388526305794179e-02
4.699836275841300449e+03 2.371767993324799262e-01 1.550929875835867222e-02
4.702366803157846334e+03 2.519126173162576920e-01 1.560098899290226181e-02
4.704897330474392220e+03 2.484215814898911023e-01 1.544144604861526736e-02
4.707427857790938106e+03 2.424239190402208699e-01 1.533958253716856054e-02
4.709958385107483991e+03 2.338421231921463117e-01 1.521747773087154913e-02
4.712488912424029877e+03 2.636137191643509459e-01 1.539713025022348449e-02
4.715019439740575763e+03 2.452373801617092064e-01 1.507880582680064772e-02
4.717549967057121648e+03 2.704122432328980308e-01 1.513661121640908977e-02
4.720080494373667534e+03 2.520062871084460809e-01 1.483410280658174242e-02
4.722611021690213420e+03 2.832486266506332728e-01 1.516684057471819058e-02
4.725141549006759305e+03 2.536451791585183080e-01 1.479560387567575332e-02
4.727672076323305191e+03 2.215386996669564679e-01 1.469980986359324844e-02
4.730202603639851077e+03 2.632986689032024707e-01 1.478353489613205320e-02
4.732733130956396963e+03 2.533483393812345219e-01 1.481298131932927767e-02
4.735263658272942848e+03 2.435445890594913343e-01 1.459513701736469583e-02
4.737794185589488734e+03 2.525730094110282820e-01 1.467335192092085808e-02
4.740324712906034620e+03 2.697035945077106978e-01 1.490814780434645756e-02
4.742855240222580505e+03 2.455204160235775201e-01 1.465905252026466696e-02
4.745385767539126391e+03 2.218820734278175444e-01 1.437922565041303141e-02
4.747916294855672277e+03 2.534958114912298499e-01 1.434877609026831424e-02
4.750446822172218162e+03 2.834718657826768018e-01 1.443444714729498306e-02
4.752977349488764048e+03 2.567304190265566333e-01 1.425619736504048739e-02
4.755507876805309934e+03 2.683519827402732205e-01 1.409715310765979022e-02
4.758038404121855820e+03 2.937435965863631204e-01 1.423170683743614148e-02
4.760568931438401705e+03 2.504208393765328111e-01 1.374698328179259355e-02
4.763099458754947591e+03 2.421693809899372885e-01 1.385304122764923103e-02
4.765629986071493477e+03 2.628689730030532301e-01 1.374801278689090703e-02
4.768160513388039362e+03 2.715349505462110180e-01 1.377399380544885171e-02
4.770691040704585248e+03 2.653482259256679243e-01 1.368053066551197863e-02
4.773221568021131134e+03 2.892804467821593062e-01 1.375273798785301912e-02
4.775752095337677019e+03 2.833324389244236685e-01 1.364998666730952125e-02
4.778282622654222905e+03 2.819675937781535024e-01 1.382185418015635832e-02
4.780813149970768791e+03 2.988086217358106311e-01 1.381126484157186966e-02
4.783343677287314677e+03 2.766260296771765881e-01 1.376981566772310199e-02
4.785874204603860562e+03 2.603931968748164905e-01 1.352344431278997873e-02
4.788404731920406448e+03 2.874841244336049928e-01 1.372486702095322003e-02
4.790935259236952334e+03 2.886313071316033430e-01 1.362556657218986188e-02
4.793465786553498219e+03 2.764449763629966417e-01 1.348835568832727240e-02
4.795996313870044105e+03 2.549317536228372094e-01 1.342042613216078498e-02
4.798526841186589991e+03 2.828420342512316665e-01 1.350866933795239269e-02
4.801057368503135876e+03 2.820576125884753926e-01 1.364262060806493461e-02
4.803587895819681762e+03 2.709860871119545433e-01 1.344463533944694963e-02
4.806118423136227648e+03 3.039879882518362608e-01 1.369028097231845577e-02
4.808648950452773533e+03 3.001432487360267687e-01 1.358182727056207739e-02
4.811179477769319419e+03 2.820738021032617726e-01 1.343302260653818359e-02
4.813710005085865305e+03 3.163331936347931750e-01 1.373050786116293727e-02
4.816240532402411191e+03 2.668562318715138049e-01 1.338013096974388118e-02
4.818771059718957076e+03 2.552644975049283560e-01 1.339756712119448585e-02
4.821301587035502962e+03 2.731751507114307809e-01 1.355158896394394186e-02
4.823832114352048848e+03 2.613013404764403802e-01 1.357044877123493934e-02
4.826362641668594733e+03 2.452343419266874158e-01 1.340869953917207640e-02
4.828893168985140619e+03 2.514883090957052425e-01 1.340805385867105924e-02
4.831423696301686505e+03 2.576055402982914133e-01 1.342144211203930362e-02
4.833954223618232390e+03 2.562506639396622821e-01 1.344393209139155276e-02
4.836484750934778276e+03 2.626700980177888445e-01 1.342117069543204318e-02
4.839015278251324162e+03 2.555767320010272625e-01 1.345634300083900677e-02
4.841545805567870048e+03 2.472770980891854653e-01 1.325679518067922336e-02
4.844076332884415933e+03 2.423223265563815565e-01 1.321475696868872236e-02
4.846606860200961819e+03 2.532556679543421785e-01 1.328273790208889769e-02
4.849137387517507705e+03 2.639367507784280975e-01 1.324729337978980057e-02
4.851667914834053590e+03 3.042743859768196057e-01 1.341972188453333104e-02
4.854198442150599476e+03 2.657122451309743560e-01 1.326890649497960810e-02
4.856728969467145362e+03 2.881321929352678723e-01 1.329296068040910876e-02
4.859259496783691247e+03 2.844447164964961083e-01 1.314406990120266759e-02
4.861790024100237133e+03 2.782183424074133882e-01 1.312148903523425829e-02
4.864320551416783019e+03 2.976771478582095898e-01 1.339026459201464632e-02
4.866851078733328904e+03 2.892615843598004832e-01 1.325242047649947442e-02
4.869381606049874790e+03 2.788345118354275121e-01 1.318842498839891027e-02
4.871912133366420676e+03 2.627308673441099418e-01 1.299122754864057150e-02
4.874442660682966562e+03 2.696839107686408443e-01 1.307588046020371174e-02
4.876973187999512447e+03 2.595263726427731177e-01 1.309535387799045519e-02
4.879503715316058333e+03 2.516807018334291657e-01 1.301828858086992793e-02
4.882034242632604219e+03 2.604475506430091181e-01 1.314227878820564861e-02
4.884564769949150104e+03 2.841002559561706109e-01 1.325191028605552344e-02
4.887095297265695990e+03 2.837416262457643779e-01 1.322819672028172598e-02
4.889625824582241876e+03 2.767324745697629096e-01 1.311061283888463602e-02
4.892156351898787761e+03 2.624405756675693979e-01 1.302769131164064828e-02
4.894686879215333647e+03 2.738074598958475936e-01 1.325736863394605392e-02
4.897217406531879533e+03 2.751360061485473851e-01 1.350772836306310398e-02
4.899747933848425419e+03 2.607102445636041987e-01 1.302062963417241481e-02
4.902278461164971304e+03 3.152352847035420624e-01 1.327580835848444531e-02
4.904808988481517190e+03 2.620047401480623539e-01 1.311297105698813401e-02
4.907339515798063076e+03 2.762906279006874799e-01 1.318118944631277954e-02
4.909870043114608961e+03 2.933269648282184061e-01 1.318565174611755972e-02
4.912400570431154847e+03 3.034704509495010916e-01 1.328131150104528216e-02
4.914931097747700733e+03 2.764137216504732875e-01 1.324884498754428167e-02
4.917461625064246618e+03 3.134484998866634564e-01 1.331822678590153380e-02
4.919992152380792504e+03 2.682110002064994614e-01 1.298741626120751731e-02
4.922522679697338390e+03 2.823662140630300299e-01 1.315291337590105900e-02
4.925053207013884276e+03 2.711224021638559689e-01 1.309904099359362160e-02
4.927583734330430161e+03 2.775606016582571889e-01 1.315290704879441309e-02
4.930114261646976047e+03 2.742081646551166041e-01 1.312124756082357069e-02
4.932644788963521933e+03 2.503920532064681792e-01 1.293059114820901273e-02
4.935175316280067818e+03 2.780195564887877335e-01 1.315850451009416278e-02
4.937705843596613704e+03 2.673446011565499547e-01 1.302427142131885353e-02
4.940236370913159590e+03 2.793159156116314379e-01 1.324813241217033533e-02
4.942766898229705475e+03 2.652645753672808748e-01 1.311828161077205693e-02
4.945297425546251361e+03 2.607468764372835035e-01 1.317089068651873876e-02
4.947827952862797247e+03 2.439630248593702144e-01 1.296994131853603134e-02
4.950358480179343132e+03 2.689229975480685875e-01 1.331450809410973136e-02
4.952889007495889018e+03 2.725624136562045940e-01 1.327471214557254982e-02
4.955419534812434904e+03 2.518858181291150911e-01 1.323239461825361646e-02
4.957950062128980790e+03 2.692751345467960800e-01 1.327628345809995190e-02
4.960480589445526675e+03 2.751324206441394526e-01 1.332587518892212365e-02
4.963011116762072561e+03 2.764098772789718717e-01 1.335606378180770500e-02
4.965541644078618447e+03 2.540562646733539598e-01 1.334516460655246414e-02
4.968072171395164332e+03 2.527847320138238985e-01 1.340857685600816210e-02
4.970602698711710218e+03 2.589499133655590035e-01 1.358689841609541163e-02
4.973133226028256104e+03 2.811652631037994676e-01 1.377761438584815604e-02
4.975663753344801989e+03 2.487664016378115794e-01 1.375951854877285885e-02
4.978194280661347875e+03 3.007434082541595166e-01 1.423607759655557033e-02
4.980724807977893761e+03 2.576043602562386736e-01 1.407756348004081219e-02
4.983255335294439647e+03 2.505337059244038822e-01 1.413480951084407009e-02
4.985785862610985532e+03 2.638732884583875893e-01 1.415181651594714894e-02
4.988316389927531418e+03 2.575264304317885222e-01 1.411227708772383113e-02
4.990846917244077304e+03 2.450425190180555712e-01 1.399866806670775100e-02
4.993377444560623189e+03 2.777559220950877039e-01 1.395835405033317086e-02
4.995907971877169075e+03 2.555983134173189231e-01 1.372132914230697089e-02
4.998438499193714961e+03 2.413829626402193840e-01 1.355337322704233162e-02
5.000969026510260846e+03 2.452161007125192860e-01 1.350072210184193218e-02
5.003499553826806732e+03 2.615954223472184426e-01 1.382863838545907338e-02
5.006030081143352618e+03 2.467453363920464882e-01 1.364883750616515193e-02
5.008560608459898503e+03 2.346750142834388153e-01 1.350173145219847604e-02
5.011091135776444389e+03 2.498119690643828272e-01 1.370829991885492635e-02
5.013621663092990275e+03 2.532861650054396008e-01 1.374155879143817462e-02
5.016152190409536161e+03 2.446329514398948024e-01 1.361153922172890149e-02
5.018682717726082046e+03 2.263561237489876699e-01 1.365472915761519433e-02
5.021213245042627932e+03 2.468218249516948293e-01 1.381142822560160743e-02
5.023743772359173818e+03 2.337718150016268870e-01 1.376601696096262963e-02
5.026274299675719703e+03 2.293992820660413212e-01 1.365568667386101755e-02
5.028804826992265589e+03 2.279268280321301854e-01 1.378453085428019663e-02
5.031335354308811475e+03 2.289001907041735284e-01 1.376199182446726649e-02
5.033865881625357360e+03 2.359450841652257769e-01 1.382205280201543110e-02
5.036396408941903246e+03 2.371039673628128064e-01 1.374539870267421984e-02
5.038926936258449132e+03 2.406613586682796180e-01 1.368224989948188704e-02
5.041457463574995018e+03 2.286371932052605749e-01 1.384985895818496501e-02
5.043987990891540903e+03 2.224819017923433950e-01 1.380330923375227593e-02
5.046518518208086789e+03 2.642828287721624703e-01 1.400608202569621902e-02
5.049049045524632675e+03 2.623364003312702031e-01 1.406378164388256795e-02
5.051579572841178560e+03 2.309164413391500414e-01 1.400246635172705187e-02
5.054110100157724446e+03 2.504694351045610445e-01 1.407047432396307980e-02
5.056640627474270332e+03 2.513195681220687927e-01 1.419705037298045654e-02
5.059171154790816217e+03 2.276914850913058508e-01 1.412684447989115757e-02
5.061701682107362103e+03 2.333703072736083295e-01 1.420835611664844796e-02
5.064232209423907989e+03 2.488298617854822758e-01 1.417372218360457049e-02
5.066762736740453875e+03 2.475135867357733388e-01 1.433365827036090639e-02
5.069293264056999760e+03 2.421541377289002928e-01 1.441768658258523773e-02
5.071823791373545646e+03 2.655403132268343014e-01 1.443409913746113334e-02
5.074354318690091532e+03 2.579958186958734023e-01 1.451403426409835287e-02
5.076884846006637417e+03 2.726279537459481150e-01 1.453610896814624270e-02
5.079415373323183303e+03 2.603086262659454198e-01 1.468101923469172440e-02
5.081945900639729189e+03 2.845259513975744170e-01 1.493849199222382906e-02
5.084476427956275074e+03 2.671776386457310193e-01 1.504459493529166324e-02
5.087006955272820960e+03 2.431215062480504563e-01 1.500080254331414599e-02
5.089537482589366846e+03 2.482562167301323175e-01 1.483554717438087533e-02
5.092068009905912731e+03 2.259159709396388604e-01 1.448457611095346764e-02
5.094598537222458617e+03 2.755618121354295735e-01 1.469087663312603972e-02
5.097129064539004503e+03 2.546230893816557317e-01 1.467483248905892754e-02
5.099659591855550389e+03 2.511704644741854509e-01 1.465117624660835886e-02
5.102190119172096274e+03 2.305949778001377126e-01 1.450356408771404093e-02
5.104720646488642160e+03 2.445355175981117901e-01 1.846344661421831235e-01
5.107251173805188046e+03 2.689913801535873117e-01 1.719925316711166385e-01
5.109781701121733931e+03 2.540354424673000322e-01 1.797473506060574544e-01
5.112312228438279817e+03 2.481952218422867618e-01 1.757479489714031395e-01
5.114842755754825703e+03 2.615559731511531982e-01 1.678648970835372733e-01
5.117373283071371588e+03 2.082811449814711280e-01 1.572338856449522482e-01
5.119903810387917474e+03 2.278447402725490012e-01 1.460599879031480586e-01
5.122434337704463360e+03 2.627816425235105502e-01 1.451283755382367924e-01
5.124964865021009246e+03 2.508719305449623183e-01 1.406028000019104440e-01
5.127495392337555131e+03 2.368843811128203969e-01 1.350907310171842179e-01
5.130025919654101017e+03 2.468139451711656163e-01 1.342662378819847180e-01
5.132556446970646903e+03 2.447206035151162640e-01 1.286930194237071168e-01
5.135086974287192788e+03 2.213476470251004302e-01 1.255214901881021305e-01
5.137617501603738674e+03 2.369444726397192669e-01 1.177451749828572897e-01
5.140148028920284560e+03 2.437458950047811934e-01 1.136341062688818182e-01
5.142678556236830445e+03 2.143712572308346942e-01 1.147736856494409596e-01
5.145209083553376331e+03 2.552188662498264260e-01 1.086916803427125794e-01
5.147739610869922217e+03 2.615236247441207751e-01 1.080954975938622359e-01
5.150270138186468103e+03 2.555116117497574502e-01 1.070918340315173134e-01
5.152800665503013988e+03 2.397781064779400673e-01 1.061538480424038117e-01
5.155331192819559874e+03 2.328972214654159156e-01 9.975074405477318829e-02
5.157861720136105760e+03 2.146778483377947411e-01 9.252011877682041197e-02
5.160392247452651645e+03 2.331750115337355433e-01 8.939978502916041958e-02
5.162922774769197531e+03 2.287386966034098412e-01 8.919014900434800441e-02
5.165453302085743417e+03 2.300691021873285114e-01 8.572487312652207758e-02
5.167983829402289302e+03 2.250753288558654808e-01 8.535676840051450998e-02
5.170514356718835188e+03 2.477421365626318039e-01 8.567689436613318277e-02
5.173044884035381074e+03 2.349843225292987947e-01 8.190078783525310546e-02
5.175575411351926959e+03 2.394051481698780404e-01 8.190544027328142129e-02
5.178105938668472845e+03 2.370558985968076737e-01 8.342793921767426013e-02
5.180636465985018731e+03 2.030787099627894832e-01 8.105048998999757337e-02
5.183166993301564617e+03 2.337615056231816257e-01 7.923703336271097075e-02
5.185697520618110502e+03 2.220843741263732463e-01 7.702448012290084856e-02
5.188228047934656388e+03 2.259561699635130316e-01 7.402446844183825647e-02
5.190758575251202274e+03 2.342934059113103984e-01 7.569843071714917049e-02
5.193289102567748159e+03 2.188064119630697413e-01 7.902539070397508747e-02
5.195819629884294045e+03 2.413594544269558606e-01 7.518748799471199062e-02
5.198350157200839931e+03 2.294001944458078091e-01 7.281616441233849935e-02
5.200880684517385816e+03 2.498966094875834654e-01 7.213678249233178297e-02
5.203411211833931702e+03 2.647276376630640637e-01 6.964722986923853332e-02
5.205941739150477588e+03 2.305182673154942685e-01 6.889842445830261786e-02
5.208472266467023474e+03 2.495751553264222711e-01 6.803306194876082569e-02
5.211002793783569359e+03 2.454757193922935954e-01 6.690799445248696298e-02
5.213533321100115245e+03 2.547236287412855682e-01 6.634522253787225599e-02
5.216063848416661131e+03 2.564507937923015124e-01 6.535385248083305787e-02
5.218594375733207016e+03 2.578382976045728858e-01 6.480109163509023551e-02
5.221124903049752902e+03 2.653545009311341629e-01 6.325770036493365278e-02
5.223655430366298788e+03 2.526091645084442838e-01 6.282025988199892164e-02
5.226185957682844673e+03 2.553698266812264861e-01 6.180662768009453911e-02
5.228716484999390559e+03 2.311123731999947528e-01 6.036164712395810511e-02
5.231247012315936445e+03 2.397349247501022462e-01 5.952162594000308393e-02
5.233777539632482330e+03 2.375800156697687737e-01 5.986092628783544478e-02
5.236308066949028216e+03 2.394189660390179664e-01 5.940327760235700194e-02
5.238838594265574102e+03 2.498040497182076880e-01 5.808846105148213201e-02
5.241369121582119988e+03 2.951239712367649815e-01 5.748963376936867820e-02
5.243899648898665873e+03 2.801874827912591570e-01 5.650344673863047507e-02
5.246430176215211759e+03 2.556974458592324306e-01 5.590795192305915429e-02
5.248960703531757645e+03 2.480734793680348937e-01 5.317126124447378588e-02
5.251491230848303530e+03 3.027935946061846573e-01 5.325252344396760873e-02
5.254021758164849416e+03 3.250422882421954429e-01 5.284544676746995295e-02
5.256552285481395302e+03 2.938391605525293437e-01 5.139136858208594866e-02
5.259082812797941187e+03 2.607912170269858221e-01 4.989717022027342908e-02
5.261613340114487073e+03 2.610227406823030782e-01 4.916419103272065549e-02
5.264143867431032959e+03 2.511719502305861385e-01 4.819418011703235916e-02
5.266674394747578845e+03 2.453244035450959648e-01 4.816430293995350304e-02
5.269204922064124730e+03 2.368325271165266643e-01 4.750089488678024829e-02
5.271735449380670616e+03 2.352271489401704108e-01 4.688298554342126140e-02
5.274265976697216502e+03 2.060087917722278061e-01 4.649863753866922272e-02
5.276796504013762387e+03 2.043384873894876497e-01 4.567513133201987069e-02
5.279327031330308273e+03 2.633149447093895978e-01 4.525010397148358787e-02
5.281857558646854159e+03 2.664919348062115834e-01 4.508812377108680630e-02
5.284388085963400044e+03 2.029879751651655351e-01 4.396543187405799191e-02
5.286918613279945930e+03 1.696842894608578678e-01 4.358409260958534537e-02
5.289449140596491816e+03 2.042605595877095281e-01 4.343788268256720819e-02
5.291979667913037702e+03 2.335498835769549419e-01 4.332442132511669236e-02
5.294510195229583587e+03 2.282293668294372302e-01 4.314833494770307226e-02
5.297040722546129473e+03 2.021012882394206400e-01 4.182393593071213889e-02
5.299571249862675359e+03 2.414159862039177151e-01 4.230068315594817663e-02
5.302101777179221244e+03 1.970454949327275218e-01 4.150744305999030936e-02
5.304632304495767130e+03 1.642400530115921131e-01 4.077202243933707865e-02
5.307162831812313016e+03 1.880145681764814336e-01 4.046865942626227952e-02
5.309693359128858901e+03 2.095665971143334250e-01 4.017822343473338026e-02
5.312223886445404787e+03 2.297005845278251857e-01 4.036030169321059430e-02
5.314754413761950673e+03 2.187578177614126484e-01 3.974705830531437972e-02
5.317284941078496558e+03 2.235696211402148081e-01 3.958232972233616948e-02
5.319815468395042444e+03 2.549350023849908387e-01 3.930208472900898614e-02
5.322345995711588330e+03 2.526111889879045225e-01 3.920717609189840192e-02
5.324876523028134216e+03 2.461976731764068393e-01 3.928344125071640131e-02
5.327407050344680101e+03 2.585885628395644953e-01 3.901731495641196784e-02
5.329937577661225987e+03 2.540290928785636781e-01 3.826018168450435325e-02
5.332468104977771873e+03 2.390125652908614562e-01 3.775335606953436618e-02
5.334998632294317758e+03 2.202489409376427454e-01 3.740028153879013106e-02
5.337529159610863644e+03 2.310791933823228839e-01 3.713225318329183705e-02
5.340059686927409530e+03 2.519478809738567304e-01 3.698993342204029422e-02
5.342590214243955415e+03 2.390801778414235745e-01 3.665947945618347470e-02
5.345120741560501301e+03 2.323774316364817794e-01 3.652879497172407258e-02
5.347651268877047187e+03 2.251936612580617836e-01 3.610965246184551225e-02
5.350181796193593073e+03 2.613156207432426603e-01 3.614212466753918135e-02
5.352712323510138958e+03 2.848260907905916239e-01 3.623308943344188265e-02
5.355242850826684844e+03 2.846930332229908323e-01 3.559088928417723091e-02
5.357773378143230730e+03 2.666927494315597391e-01 3.518037949908039280e-02
5.360303905459776615e+03 2.330483332903449945e-01 3.415969713434224841e-02
5.362834432776322501e+03 2.394032497547873284e-01 3.365471081529239350e-02
5.365364960092868387e+03 2.274075715999928915e-01 3.313375311525069283e-02
5.367895487409414272e+03 2.527538294973386002e-01 3.322049805135220829e-02
5.370426014725960158e+03 2.756380985952467944e-01 3.333743080215622462e-02
5.372956542042506044e+03 2.764773296820111081e-01 3.306794538402892808e-02
5.375487069359051929e+03 2.896874459361085119e-01 3.301494048004391391e-02
5.378017596675597815e+03 2.739115873089878472e-01 3.260355340363121218e-02
5.380548123992143701e+03 2.583543155222142729e-01 3.205609310848285542e-02
5.383078651308689587e+03 2.796078210005464859e-01 3.224782169289435590e-02
5.385609178625235472e+03 2.687079816501255491e-01 3.218845818804223768e-02
5.388139705941781358e+03 2.352187011195640276e-01 3.160526123574685514e-02
5.390670233258327244e+03 2.218356964247596708e-01 3.135334926743695710e-02
5.393200760574873129e+03 2.330065295566789707e-01 3.141420765930707376e-02
5.395731287891419015e+03 2.637651522544955385e-01 3.143851063490032266e-02
5.398261815207964901e+03 2.885668927445897425e-01 3.137813301425729923e-02
5.400792342524510786e+03 2.833947111828647447e-01 3.114754323826361346e-02
