@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.369
@SPECTRUM spectrum_04D2cf_447.dat
@SN-NAME 04D2cf
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 8.480
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.180            0.00251        0.00531
       4274.180            0.00060        0.00452
       4289.180            0.00472        0.00376
       4304.180            0.00311        0.00323
       4319.180            0.00439        0.00297
       4334.180            0.00902        0.00266
       4349.180            0.00716        0.00244
       4364.180            0.00636        0.00259
       4379.180            0.00030        0.00222
       4394.180            0.00291        0.00209
       4409.180            0.00502        0.00203
       4424.180            0.00445        0.00198
       4439.180            0.00519        0.00190
       4454.180            0.00729        0.00185
       4469.180            0.00519        0.00182
       4484.180            0.00409        0.00180
       4499.180            0.00625        0.00179
       4514.180            0.00745        0.00176
       4529.180            0.00479        0.00173
       4544.180            0.00718        0.00172
       4559.180            0.00476        0.00168
       4574.180            0.00469        0.00165
       4589.180            0.00728        0.00164
       4604.180            0.00416        0.00175
       4619.180            0.00258        0.00159
       4634.180            0.00333        0.00156
       4649.180            0.00643        0.00155
       4664.180            0.00460        0.00155
       4679.180            0.00892        0.00153
       4694.180            0.00821        0.00150
       4709.180            0.01036        0.00148
       4724.180            0.00597        0.00161
       4739.180            0.00694        0.00145
       4754.180            0.00750        0.00143
       4769.180            0.00846        0.00142
       4784.180            0.00903        0.00142
       4799.180            0.00981        0.00141
       4814.180            0.01263        0.00142
       4829.180            0.00944        0.00155
       4844.180            0.01160        0.00140
       4859.180            0.01430        0.00135
       4874.180            0.01290        0.00134
       4889.180            0.01250        0.00136
       4904.180            0.01472        0.00134
       4919.180            0.01644        0.00147
       4934.180            0.01521        0.00132
       4949.180            0.01083        0.00132
       4964.180            0.01589        0.00134
       4979.180            0.01651        0.00133
       4994.180            0.01822        0.00144
       5009.180            0.02219        0.00131
       5024.180            0.02395        0.00129
       5039.180            0.02357        0.00128
       5054.180            0.02296        0.00140
       5069.180            0.02002        0.00127
       5084.180            0.02047        0.00126
       5099.180            0.01916        0.00126
       5114.180            0.01727        0.00125
       5129.180            0.01882        0.00136
       5144.180            0.01541        0.00127
       5159.180            0.01224        0.00124
       5174.180            0.01411        0.00121
       5189.180            0.01377        0.00138
       5204.180            0.01170        0.00131
       5219.180            0.01347        0.00124
       5234.180            0.01297        0.00125
       5249.180            0.01465        0.00137
       5264.180            0.01769        0.00122
       5279.180            0.02017        0.00122
       5294.180            0.02121        0.00134
       5309.180            0.02455        0.00124
       5324.180            0.02624        0.00125
       5339.180            0.02832        0.00124
       5354.180            0.03132        0.00135
       5369.180            0.03098        0.00121
       5384.180            0.03284        0.00121
       5399.180            0.03394        0.00120
       5414.180            0.03369        0.00130
       5429.180            0.03245        0.00120
       5444.180            0.03018        0.00121
       5459.180            0.02608        0.00132
       5474.180            0.02213        0.00121
       5489.180            0.02213        0.00121
       5504.180            0.02443        0.00134
       5519.180            0.02612        0.00122
       5534.180            0.02469        0.00123
       5549.180            0.02020        0.00138
       5564.180            0.02204        0.00135
       5579.180            0.02238        0.00316
       5594.180            0.02352        0.00131
       5609.180            0.02331        0.00141
       5624.180            0.02261        0.00126
       5639.180            0.02303        0.00125
       5654.180            0.02354        0.00136
       5669.180            0.02340        0.00125
       5684.180            0.02766        0.00126
       5699.180            0.02755        0.00139
       5714.180            0.02613        0.00127
       5729.180            0.02775        0.00127
       5744.180            0.02696        0.00140
       5759.180            0.02391        0.00127
       5774.180            0.02408        0.00138
       5789.180            0.02770        0.00127
       5804.180            0.02413        0.00127
       5819.180            0.02588        0.00141
       5834.180            0.02572        0.00129
       5849.180            0.02516        0.00129
       5864.180            0.02397        0.00154
       5879.180            0.02473        0.00152
       5894.180            0.02674        0.00201
       5909.180            0.02308        0.00162
       5924.180            0.02217        0.00146
       5939.180            0.01913        0.00142
       5954.180            0.01605        0.00155
       5969.180            0.01814        0.00137
       5984.180            0.01703        0.00148
       5999.180            0.01128        0.00132
       6014.180            0.01604        0.00128
       6029.180            0.01575        0.00138
       6044.180            0.01614        0.00125
       6059.180            0.01734        0.00123
       6074.180            0.01637        0.00133
       6089.180            0.01732        0.00120
       6104.180            0.02088        0.00134
       6119.180            0.02083        0.00121
       6134.180            0.02378        0.00123
       6149.180            0.02346        0.00139
       6164.180            0.02791        0.00127
       6179.180            0.02685        0.00138
       6194.180            0.02955        0.00124
       6209.180            0.03127        0.00127
       6224.180            0.03279        0.00146
       6239.180            0.03043        0.00149
       6254.180            0.03624        0.00157
       6269.180            0.03385        0.00159
       6284.180            0.03474        0.00145
       6299.180            0.03563        0.00282
       6314.180            0.03648        0.00159
       6329.180            0.03312        0.00158
       6344.180            0.03155        0.00134
       6359.180            0.02652        0.00163
       6374.180            0.02422        0.00157
       6389.180            0.02452        0.00127
       6404.180            0.02337        0.00131
       6419.180            0.02405        0.00123
       6434.180            0.02108        0.00119
       6449.180            0.02213        0.00133
       6464.180            0.01842        0.00137
       6479.180            0.01771        0.00140
       6494.180            0.01640        0.00131
       6509.180            0.01447        0.00147
       6524.180            0.01645        0.00128
       6539.180            0.01718        0.00136
       6554.180            0.01732        0.00156
       6569.180            0.01797        0.00135
       6584.180            0.01582        0.00141
       6599.180            0.01468        0.00123
       6614.180            0.01660        0.00120
       6629.180            0.01458        0.00133
       6644.180            0.01544        0.00118
       6659.180            0.01708        0.00128
       6674.180            0.01535        0.00117
       6689.180            0.01969        0.00130
       6704.180            0.02110        0.00122
       6719.180            0.02079        0.00122
       6734.180            0.02035        0.00133
       6749.180            0.02246        0.00122
       6764.180            0.02070        0.00129
       6779.180            0.01627        0.00116
       6794.180            0.01471        0.00125
       6809.180            0.01464        0.00115
       6824.180            0.01706        0.00152
       6839.180            0.01544        0.00157
       6854.180            0.01424        0.00135
       6869.180            0.01269        0.00202
       6884.180            0.01593        0.00144
       6899.180            0.01318        0.00157
       6914.180            0.01719        0.00150
       6929.180            0.01711        0.00161
       6944.180            0.01702        0.00148
       6959.180            0.01670        0.00152
       6974.180            0.01723        0.00140
       6989.180            0.01759        0.00130
       7004.180            0.01945        0.00146
       7019.180            0.01595        0.00125
       7034.180            0.01852        0.00134
       7049.180            0.01802        0.00132
       7064.180            0.02207        0.00145
       7079.180            0.02350        0.00133
       7094.180            0.02112        0.00142
       7109.180            0.02326        0.00129
       7124.180            0.02548        0.00134
       7139.180            0.02384        0.00149
       7154.180            0.02580        0.00139
       7169.180            0.02707        0.00161
       7184.180            0.02459        0.00149
       7199.180            0.02770        0.00164
       7214.180            0.02223        0.00136
       7229.180            0.02342        0.00167
       7244.180            0.02195        0.00247
       7259.180            0.01914        0.00188
       7274.180            0.02269        0.00212
       7289.180            0.02086        0.00197
       7304.180            0.02311        0.00202
       7319.180            0.02048        0.00217
       7334.180            0.01412        0.00216
       7349.180            0.02039        0.00198
       7364.180            0.01678        0.00215
       7379.180            0.02099        0.00174
       7394.180            0.02055        0.00193
       7409.180            0.02188        0.00171
       7424.180            0.01954        0.00163
       7439.180            0.02178        0.00171
       7454.180            0.01803        0.00148
       7469.180            0.01899        0.00197
       7484.180            0.01775        0.00186
       7499.180            0.01734        0.00165
       7514.180            0.01388        0.00158
       7529.180            0.01451        0.00231
       7544.180            0.01689        0.00157
       7559.180            0.01596        0.00180
       7574.180            0.01802        0.00198
       7589.180            0.01998        0.00220
       7604.180            0.01577        0.00442
       7619.180            0.01540        0.00282
       7634.180            0.02278        0.00271
       7649.180            0.01481        0.00197
       7664.180            0.01745        0.00207
       7679.180            0.01664        0.00163
       7694.180            0.01879        0.00189
       7709.180            0.01926        0.00239
       7724.180            0.01736        0.00275
       7739.180            0.01516        0.00195
       7754.180            0.01727        0.00314
       7769.180            0.01464        0.00234
       7784.180            0.01603        0.00261
       7799.180            0.01353        0.00249
       7814.180            0.01188        0.00260
       7829.180            0.01549        0.00239
       7844.180            0.01059        0.00249
       7859.180            0.01319        0.00310
       7874.180            0.01482        0.00271
       7889.180            0.01484        0.00278
       7904.180            0.01127        0.00232
       7919.180            0.01080        0.00372
       7934.180            0.01910        0.00245
       7949.180            0.01363        0.00240
       7964.180            0.01639        0.00288
       7979.180            0.01757        0.00290
       7994.180            0.01886        0.00307
       8009.180            0.01790        0.00250
       8024.180            0.01805        0.00282
       8039.180            0.02213        0.00245
       8054.180            0.01339        0.00221
       8069.180            0.01500        0.00247
       8084.180            0.01725        0.00195
       8099.180            0.01675        0.00215
       8114.180            0.01890        0.00222
       8129.180            0.01037        0.00191
       8144.180            0.01808        0.00237
       8159.180            0.01739        0.00207
