@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.620
@SPECTRUM spectrum_04D2an_386.dat
@SN-NAME 04D2an
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -3.390
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.730           -0.00700        0.00518
       4273.730            0.00792        0.00445
       4288.730           -0.00245        0.00372
       4303.730            0.00584        0.00312
       4318.730            0.00326        0.00286
       4333.730            0.00052        0.00254
       4348.730            0.00201        0.00238
       4363.730           -0.00421        0.00227
       4378.730           -0.00114        0.00211
       4393.730            0.00259        0.00197
       4408.730            0.00489        0.00194
       4423.730           -0.00187        0.00186
       4438.730            0.00626        0.00180
       4453.730            0.00561        0.00175
       4468.730            0.00509        0.00172
       4483.730            0.00628        0.00169
       4498.730            0.00292        0.00166
       4513.730            0.00391        0.00164
       4528.730            0.00376        0.00161
       4543.730            0.00624        0.00160
       4558.730            0.00710        0.00157
       4573.730            0.00867        0.00154
       4588.730            0.00555        0.00152
       4603.730            0.00394        0.00148
       4618.730            0.00687        0.00148
       4633.730            0.00718        0.00146
       4648.730            0.00742        0.00143
       4663.730            0.01039        0.00143
       4678.730            0.00999        0.00142
       4693.730            0.01015        0.00139
       4708.730            0.00750        0.00150
       4723.730            0.00795        0.00137
       4738.730            0.01049        0.00134
       4753.730            0.00719        0.00132
       4768.730            0.00766        0.00131
       4783.730            0.00663        0.00129
       4798.730            0.00509        0.00129
       4813.730            0.00750        0.00129
       4828.730            0.00551        0.00129
       4843.730            0.00784        0.00127
       4858.730            0.00949        0.00134
       4873.730            0.00681        0.00122
       4888.730            0.00994        0.00124
       4903.730            0.00685        0.00123
       4918.730            0.00909        0.00120
       4933.730            0.00994        0.00121
       4948.730            0.00880        0.00121
       4963.730            0.00891        0.00121
       4978.730            0.01034        0.00132
       4993.730            0.01088        0.00120
       5008.730            0.01254        0.00118
       5023.730            0.01252        0.00116
       5038.730            0.01283        0.00115
       5053.730            0.01229        0.00115
       5068.730            0.01452        0.00125
       5083.730            0.01427        0.00113
       5098.730            0.01421        0.00113
       5113.730            0.01177        0.00113
       5128.730            0.01033        0.00111
       5143.730            0.00850        0.00124
       5158.730            0.00831        0.00112
       5173.730            0.00618        0.00107
       5188.730            0.00634        0.00111
       5203.730            0.00607        0.00113
       5218.730            0.00710        0.00121
       5233.730            0.00721        0.00112
       5248.730            0.00868        0.00111
       5263.730            0.00607        0.00107
       5278.730            0.00846        0.00109
       5293.730            0.00762        0.00120
       5308.730            0.00708        0.00110
       5323.730            0.00812        0.00109
       5338.730            0.00839        0.00107
       5353.730            0.01018        0.00118
       5368.730            0.00847        0.00106
       5383.730            0.00760        0.00106
       5398.730            0.00717        0.00104
       5413.730            0.00848        0.00114
       5428.730            0.01062        0.00104
       5443.730            0.01025        0.00105
       5458.730            0.00814        0.00105
       5473.730            0.01027        0.00115
       5488.730            0.00962        0.00104
       5503.730            0.01019        0.00104
       5518.730            0.01173        0.00105
       5533.730            0.01145        0.00116
       5548.730            0.01094        0.00108
       5563.730            0.01372        0.00116
       5578.730            0.01425        0.00286
       5593.730            0.01294        0.00109
       5608.730            0.01438        0.00107
       5623.730            0.01669        0.00108
       5638.730            0.01554        0.00116
       5653.730            0.01490        0.00105
       5668.730            0.01681        0.00105
       5683.730            0.01470        0.00116
       5698.730            0.01662        0.00106
       5713.730            0.01764        0.00105
       5728.730            0.01600        0.00115
       5743.730            0.01719        0.00104
       5758.730            0.01572        0.00104
       5773.730            0.01580        0.00104
       5788.730            0.01455        0.00113
       5803.730            0.01324        0.00105
       5818.730            0.01713        0.00105
       5833.730            0.01266        0.00116
       5848.730            0.01542        0.00106
       5863.730            0.01248        0.00116
       5878.730            0.01184        0.00128
       5893.730            0.01218        0.00151
       5908.730            0.00786        0.00118
       5923.730            0.00758        0.00129
       5938.730            0.00631        0.00115
       5953.730            0.00753        0.00115
       5968.730            0.00794        0.00120
       5983.730            0.00562        0.00108
       5998.730            0.00587        0.00107
       6013.730            0.00602        0.00114
       6028.730            0.00514        0.00103
       6043.730            0.00534        0.00102
       6058.730            0.00500        0.00111
       6073.730            0.00546        0.00101
       6088.730            0.00455        0.00109
       6103.730            0.00819        0.00100
       6118.730            0.00919        0.00099
       6133.730            0.00910        0.00111
       6148.730            0.01050        0.00103
       6163.730            0.01139        0.00103
       6178.730            0.01302        0.00114
       6193.730            0.01337        0.00102
       6208.730            0.01430        0.00105
       6223.730            0.01661        0.00118
       6238.730            0.01789        0.00122
       6253.730            0.01907        0.00127
       6268.730            0.01850        0.00116
       6283.730            0.01806        0.00117
       6298.730            0.01981        0.00149
       6313.730            0.02114        0.00116
       6328.730            0.02137        0.00129
       6343.730            0.02020        0.00106
       6358.730            0.01855        0.00114
       6373.730            0.02049        0.00115
       6388.730            0.01857        0.00105
       6403.730            0.01806        0.00100
       6418.730            0.01799        0.00112
       6433.730            0.01814        0.00100
       6448.730            0.01680        0.00110
       6463.730            0.01938        0.00116
       6478.730            0.01820        0.00108
       6493.730            0.01890        0.00126
       6508.730            0.02061        0.00115
       6523.730            0.02002        0.00122
       6538.730            0.02074        0.00118
       6553.730            0.02050        0.00125
       6568.730            0.01999        0.00128
       6583.730            0.01959        0.00110
       6598.730            0.01996        0.00119
       6613.730            0.01937        0.00104
       6628.730            0.01613        0.00112
       6643.730            0.01908        0.00102
       6658.730            0.01856        0.00102
       6673.730            0.01953        0.00112
       6688.730            0.01763        0.00100
       6703.730            0.01899        0.00113
       6718.730            0.01760        0.00102
       6733.730            0.01630        0.00103
       6748.730            0.01392        0.00108
       6763.730            0.01434        0.00098
       6778.730            0.01460        0.00107
       6793.730            0.01285        0.00097
       6808.730            0.01294        0.00106
       6823.730            0.01252        0.00113
       6838.730            0.01167        0.00126
       6853.730            0.01379        0.00119
       6868.730            0.01093        0.00149
       6883.730            0.01076        0.00131
       6898.730            0.00931        0.00119
       6913.730            0.01038        0.00134
       6928.730            0.00850        0.00119
       6943.730            0.01268        0.00124
       6958.730            0.01081        0.00119
       6973.730            0.01210        0.00116
       6988.730            0.00666        0.00111
       7003.730            0.01056        0.00105
       7018.730            0.01238        0.00126
       7033.730            0.01332        0.00100
       7048.730            0.01300        0.00108
       7063.730            0.01314        0.00114
       7078.730            0.01031        0.00102
       7093.730            0.01229        0.00113
       7108.730            0.00960        0.00099
       7123.730            0.00921        0.00109
       7138.730            0.01352        0.00106
       7153.730            0.01155        0.00114
       7168.730            0.01108        0.00107
       7183.730            0.01292        0.00112
       7198.730            0.01270        0.00120
       7213.730            0.01365        0.00107
       7228.730            0.01514        0.00131
       7243.730            0.01319        0.00202
       7258.730            0.01400        0.00144
       7273.730            0.01319        0.00170
       7288.730            0.01087        0.00171
       7303.730            0.01426        0.00145
       7318.730            0.01336        0.00203
       7333.730            0.00965        0.00160
       7348.730            0.01135        0.00151
       7363.730            0.01182        0.00175
       7378.730            0.01405        0.00133
       7393.730            0.01404        0.00159
       7408.730            0.01251        0.00133
       7423.730            0.01459        0.00132
       7438.730            0.01080        0.00135
       7453.730            0.00957        0.00125
       7468.730            0.01147        0.00143
       7483.730            0.00970        0.00171
       7498.730            0.01093        0.00123
       7513.730            0.01042        0.00130
       7528.730            0.00752        0.00189
       7543.730            0.00994        0.00125
       7558.730            0.00809        0.00146
       7573.730            0.00928        0.00166
       7588.730            0.01254        0.00178
       7603.730            0.00776        0.00348
       7618.730            0.00830        0.00232
       7633.730            0.00794        0.00204
       7648.730            0.00661        0.00174
       7663.730            0.00930        0.00153
       7678.730            0.00837        0.00140
       7693.730            0.00981        0.00135
       7708.730            0.01014        0.00194
       7723.730            0.00640        0.00198
       7738.730            0.00836        0.00152
       7753.730            0.00146        0.00256
       7768.730            0.00670        0.00166
       7783.730            0.00764        0.00196
       7798.730            0.00629        0.00199
       7813.730            0.00429        0.00213
       7828.730            0.00872        0.00181
       7843.730            0.00562        0.00206
       7858.730            0.00995        0.00254
       7873.730            0.00682        0.00242
       7888.730            0.00582        0.00204
       7903.730            0.01122        0.00189
       7918.730            0.01425        0.00284
       7933.730            0.00718        0.00210
       7948.730            0.01028        0.00181
       7963.730            0.00868        0.00269
       7978.730            0.00738        0.00212
       7993.730            0.00501        0.00256
       8008.730            0.01096        0.00192
       8023.730            0.00466        0.00232
       8038.730            0.00821        0.00175
       8053.730            0.01352        0.00192
       8068.730            0.00757        0.00190
       8083.730            0.00682        0.00157
       8098.730            0.00692        0.00190
       8113.730            0.00675        0.00156
       8128.730            0.00962        0.00176
       8143.730            0.00859        0.00172
       8158.730            0.01063        0.00182
       8173.730            0.00984        0.00164
       8188.730            0.00936        0.00187
       8203.730            0.00966        0.00167
       8218.730            0.00900        0.00183
       8233.730            0.00780        0.00172
       8248.730            0.00683        0.00186
       8263.730            0.00756        0.00170
       8278.730            0.01044        0.00279
       8293.730            0.00676        0.00329
       8308.730            0.00909        0.00275
       8323.730            0.00568        0.00185
       8338.730            0.00632        0.00264
       8353.730            0.01241        0.00359
       8368.730            0.00991        0.00220
       8383.730            0.00160        0.00267
       8398.730            0.00809        0.00336
       8413.730            0.00836        0.00284
       8428.730            0.00346        0.00345
       8443.730            0.00376        0.00249
       8458.730            0.00667        0.00294
       8473.730            0.00179        0.00261
       8488.730            0.00466        0.00213
       8503.730            0.00686        0.00305
