# TELESCOPE = Liverpool Telescope
# INSTRUMENT = SPRAT
# PROPOSAL = PL22B16
# OBJECT = 2022wsu
# RA = 2:16:11.652
# DEC = 17:58:15.44
# DATE-OBS = 2022-10-07T00:23:58.850
# MJD-OBS = 59859.016653
# EXPTIME-OBS = 1800.0s
# AIRMASS-OBS = 1.15394
# SEEING-OBS = 1.914908
# wl fl
# [A] [Normalised]
4020.000000 1.18661
4029.200000 1.2415
4038.400000 1.29498
4047.600000 1.20692
4056.800000 1.16994
4066.000000 1.23327
4075.200000 0.808806
4084.400000 1.04294
4093.600000 1.14959
4102.800000 0.9801
4112.000000 1.01094
4121.200000 1.02177
4130.400000 1.03452
4139.600000 1.08847
4148.800000 1.0456
4158.000000 1.20507
4167.200000 1.24261
4176.400000 1.24895
4185.600000 1.306
4194.800000 1.31595
4204.000000 1.40844
4213.200000 1.40916
4222.400000 1.39513
4231.600000 1.43822
4240.800000 1.14459
4250.000000 1.25249
4259.200000 1.28096
4268.400000 1.17795
4277.600000 1.24078
4286.800000 1.25465
4296.000000 1.20373
4305.200000 1.20963
4314.400000 1.07942
4323.600000 1.18751
4332.800000 1.16749
4342.000000 1.07945
4351.200000 1.00051
4360.400000 0.956036
4369.600000 0.959737
4378.800000 0.90459
4388.000000 0.801161
4397.200000 0.82229
4406.400000 0.688493
4415.600000 0.680216
4424.800000 0.758283
4434.000000 0.70851
4443.200000 0.785663
4452.400000 0.785735
4461.600000 0.70505
4470.800000 0.885053
4480.000000 0.852142
4489.200000 0.878025
4498.400000 1.01081
4507.600000 1.25437
4516.800000 1.03933
4526.000000 1.00938
4535.200000 0.944903
4544.400000 0.940399
4553.600000 1.06351
4562.800000 1.06447
4572.000000 1.14817
4581.200000 1.29297
4590.400000 1.23118
4599.600000 1.37661
4608.800000 1.39059
4618.000000 1.41098
4627.200000 1.37892
4636.400000 1.44637
4645.600000 1.34036
4654.800000 1.3758
4664.000000 1.39072
4673.200000 1.38632
4682.400000 1.33658
4691.600000 1.33773
4700.800000 1.36576
4710.000000 1.34225
4719.200000 1.33629
4728.400000 1.29753
4737.600000 1.24364
4746.800000 1.32382
4756.000000 1.19959
4765.200000 1.11974
4774.400000 1.05705
4783.600000 1.02341
4792.800000 0.962568
4802.000000 1.00088
4811.200000 0.964343
4820.400000 1.0043
4829.600000 0.884525
4838.800000 0.891702
4848.000000 0.916392
4857.200000 0.870696
4866.400000 0.880965
4875.600000 0.865217
4884.800000 0.822321
4894.000000 0.879463
4903.200000 0.861348
4912.400000 0.862916
4921.600000 0.848846
4930.800000 0.798977
4940.000000 0.80951
4949.200000 0.805346
4958.400000 0.793947
4967.600000 0.797702
4976.800000 0.768537
4986.000000 0.759849
4995.200000 0.759978
5004.400000 0.766063
5013.600000 0.750716
5022.800000 0.766628
5032.000000 0.774773
5041.200000 0.805193
5050.400000 0.742309
5059.600000 0.76887
5068.800000 0.796662
5078.000000 0.835646
5087.200000 0.832596
5096.400000 0.816166
5105.600000 0.816027
5114.800000 0.79925
5124.000000 0.847544
5133.200000 0.84526
5142.400000 0.858103
5151.600000 0.837565
5160.800000 0.9051
5170.000000 0.819931
5179.200000 0.939069
5188.400000 0.973819
5197.600000 1.02357
5206.800000 0.9932
5216.000000 1.03822
5225.200000 1.0371
5234.400000 1.09956
5243.600000 1.10959
5252.800000 1.09953
5262.000000 1.15506
5271.200000 1.10225
5280.400000 1.09112
5289.600000 1.14814
5298.800000 1.10819
5308.000000 1.10329
5317.200000 1.11269
5326.400000 1.18493
5335.600000 1.20755
5344.800000 1.20295
