@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 1.000
@SPECTRUM spectrum_06D4cl_1297.dat
@SN-NAME 06D4cl
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -2.500
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.692            0.00000        0.28414
       4152.141            0.00000        0.37562
       4154.590            0.00000        0.45046
       4157.040            0.00000        0.58374
       4159.489            0.34480        0.20540
       4161.939            0.07260        0.16114
       4164.390           -0.19760        0.13503
       4166.841            0.14000        0.12129
       4169.292            0.09110        0.10445
       4171.744            0.08310        0.09562
       4174.197           -0.05790        0.08686
       4176.650            0.04370        0.08424
       4179.103            0.10620        0.07031
       4181.556           -0.05280        0.07436
       4184.011            0.05760        0.06127
       4186.465           -0.07270        0.06195
       4188.920           -0.07690        0.05959
       4191.375            0.01260        0.05174
       4193.831           -0.01420        0.04826
       4196.287            0.03980        0.04072
       4198.744            0.03070        0.04119
       4201.201           -0.02150        0.03131
       4203.658            0.04170        0.03050
       4206.116           -0.02600        0.02867
       4208.574            0.03570        0.02432
       4211.033            0.01530        0.02147
       4213.492           -0.00070        0.01970
       4215.952           -0.02120        0.01782
       4218.411            0.02370        0.01601
       4220.872            0.00220        0.01548
       4223.333            0.01460        0.01437
       4225.794            0.01320        0.01326
       4228.255            0.00260        0.01288
       4230.717           -0.00240        0.01094
       4233.180           -0.01660        0.01118
       4235.643           -0.00100        0.00991
       4238.105           -0.00870        0.00997
       4240.569            0.02270        0.01004
       4243.033           -0.02110        0.00913
       4245.498           -0.00680        0.00930
       4247.962            0.01110        0.00936
       4250.428           -0.02160        0.00865
       4252.893           -0.00160        0.00848
       4255.360           -0.00120        0.00752
       4257.826           -0.01610        0.00721
       4260.293            0.00810        0.00730
       4262.760           -0.00140        0.00707
       4265.229            0.00410        0.00673
       4267.696            0.00280        0.00643
       4270.165           -0.00950        0.00630
       4272.634            0.00340        0.00607
       4275.104           -0.01020        0.00602
       4277.573            0.00160        0.00579
       4280.043           -0.00000        0.00532
       4282.514            0.00720        0.00575
       4284.985            0.00450        0.00530
       4287.456           -0.00420        0.00519
       4289.928            0.00630        0.00526
       4292.400           -0.00410        0.00508
       4294.873           -0.00000        0.00479
       4297.346           -0.00180        0.00447
       4299.819            0.00220        0.00474
       4302.292           -0.00270        0.00462
       4304.767           -0.00180        0.00463
       4307.242           -0.00140        0.00403
       4309.716           -0.00190        0.00418
       4312.192           -0.00360        0.00420
       4314.668            0.00120        0.00415
       4317.144            0.00740        0.00414
       4319.621            0.00140        0.00414
       4322.097            0.00330        0.00392
       4324.575            0.00090        0.00406
       4327.053           -0.00090        0.00383
       4329.531           -0.00610        0.00365
       4332.009            0.00790        0.00386
       4334.489            0.00130        0.00372
       4336.968           -0.00490        0.00363
       4339.447           -0.00190        0.00363
       4341.927            0.00160        0.00344
       4344.408            0.00280        0.00359
       4346.889            0.00190        0.00335
       4349.370           -0.00470        0.00338
       4351.852           -0.00190        0.00343
       4354.334            0.00220        0.00335
       4356.816           -0.00430        0.00323
       4359.299           -0.00450        0.00338
       4361.783            0.00530        0.00324
       4364.266            0.00130        0.00326
       4366.750            0.00070        0.00321
       4369.235           -0.00230        0.00327
       4371.719           -0.00110        0.00310
       4374.205           -0.00260        0.00321
       4376.690            0.00330        0.00308
       4379.176           -0.00020        0.00312
       4381.663           -0.00110        0.00300
       4384.149            0.00310        0.00289
       4386.637            0.00200        0.00292
       4389.124            0.00140        0.00285
       4391.612            0.00290        0.00284
       4394.100           -0.00130        0.00275
       4396.589           -0.00030        0.00293
       4399.078            0.00060        0.00280
       4401.567           -0.00300        0.00286
       4404.057            0.00050        0.00291
       4406.548            0.00340        0.00291
       4409.038           -0.00260        0.00297
       4411.529           -0.00280        0.00286
       4414.021           -0.00110        0.00284
       4416.513            0.00330        0.00284
       4419.004            0.00040        0.00293
       4421.497            0.00090        0.00281
       4423.990           -0.00450        0.00282
       4426.483           -0.00330        0.00285
       4428.977           -0.00000        0.00278
       4431.470           -0.00150        0.00287
       4433.965           -0.00110        0.00272
       4436.460            0.00410        0.00274
       4438.955           -0.00200        0.00278
       4441.450           -0.00130        0.00276
       4443.946           -0.00140        0.00269
       4446.442           -0.00560        0.00265
       4448.939           -0.00500        0.00267
       4451.436            0.00240        0.00261
       4453.934            0.00120        0.00260
       4456.431           -0.00400        0.00270
       4458.929            0.00040        0.00251
       4461.428            0.00360        0.00260
       4463.927            0.00170        0.00258
       4466.426           -0.00020        0.00244
       4468.926            0.00340        0.00253
       4471.426           -0.00000        0.00257
       4473.926            0.00770        0.00263
       4476.426            0.00160        0.00250
       4478.928           -0.00500        0.00252
       4481.429            0.00040        0.00256
       4483.931            0.00090        0.00249
       4486.433           -0.00260        0.00247
       4488.936            0.00210        0.00246
       4491.439           -0.00290        0.00256
       4493.942           -0.00200        0.00250
       4496.446            0.00050        0.00240
       4498.950           -0.00110        0.00243
       4501.454            0.00110        0.00251
       4503.959            0.00040        0.00239
       4506.464            0.00170        0.00248
       4508.970           -0.00170        0.00249
       4511.476           -0.00170        0.00244
       4513.981           -0.00350        0.00247
       4516.488            0.00270        0.00240
       4518.996            0.00070        0.00247
       4521.503            0.00340        0.00243
       4524.010           -0.00120        0.00243
       4526.518           -0.00410        0.00246
       4529.027           -0.00140        0.00243
       4531.536           -0.00070        0.00241
       4534.044            0.00470        0.00245
       4536.554            0.00130        0.00246
       4539.064            0.00550        0.00242
       4541.574            0.00190        0.00238
       4544.084            0.00260        0.00249
       4546.596            0.00020        0.00241
       4549.106            0.00080        0.00237
       4551.619            0.00370        0.00236
       4554.130            0.00080        0.00234
       4556.643            0.00340        0.00243
       4559.155           -0.00310        0.00242
       4561.669           -0.00050        0.00232
       4564.182            0.00130        0.00235
       4566.695            0.00010        0.00228
       4569.209            0.00180        0.00244
       4571.724            0.00260        0.00232
       4574.239           -0.00070        0.00236
       4576.754           -0.00280        0.00232
       4579.270            0.00080        0.00231
       4581.786            0.00290        0.00237
       4584.302            0.00150        0.00233
       4586.818            0.00090        0.00238
       4589.335            0.00040        0.00229
       4591.853            0.00060        0.00230
       4594.370            0.00020        0.00220
       4596.888            0.00130        0.00226
       4599.406           -0.00170        0.00228
       4601.926           -0.00690        0.00231
       4604.444           -0.00050        0.00226
       4606.964           -0.00280        0.00230
       4609.483            0.00050        0.00231
       4612.004            0.00230        0.00225
       4614.524           -0.00270        0.00228
       4617.045           -0.00370        0.00225
       4619.566           -0.00160        0.00226
       4622.087           -0.00120        0.00227
       4624.609            0.00000        0.00219
       4627.131            0.00280        0.00224
       4629.654           -0.00090        0.00227
       4632.177           -0.00140        0.00218
       4634.700            0.00070        0.00225
       4637.223           -0.00480        0.00228
       4639.747           -0.00110        0.00216
       4642.271            0.00170        0.00221
       4644.796           -0.00080        0.00221
       4647.321            0.00150        0.00216
       4649.846            0.00080        0.00214
       4652.372            0.00310        0.00216
       4654.897           -0.00520        0.00220
       4657.424           -0.00080        0.00226
       4659.950            0.00300        0.00231
       4662.477            0.00110        0.00214
       4665.005            0.00540        0.00214
       4667.532            0.00480        0.00222
       4670.060           -0.00220        0.00213
       4672.588           -0.00380        0.00222
       4675.117            0.00090        0.00212
       4677.646           -0.00280        0.00215
       4680.175           -0.00450        0.00214
       4682.705            0.00160        0.00213
       4685.235            0.00190        0.00214
       4687.766           -0.00220        0.00210
       4690.296            0.00170        0.00215
       4692.827            0.00430        0.00216
       4695.358            0.00160        0.00209
       4697.890            0.00250        0.00211
       4700.422            0.00010        0.00207
       4702.954            0.00070        0.00213
       4705.487           -0.00170        0.00212
       4708.020           -0.00140        0.00205
       4710.553            0.00140        0.00209
       4713.086            0.00200        0.00210
       4715.621           -0.00280        0.00207
       4718.155            0.00400        0.00212
       4720.689            0.00170        0.00215
       4723.224            0.00140        0.00214
       4725.760            0.00560        0.00208
       4728.295           -0.00190        0.00214
       4730.832            0.00150        0.00210
       4733.368           -0.00320        0.00209
       4735.904            0.00290        0.00205
       4738.441           -0.00610        0.00203
       4740.979           -0.00370        0.00207
       4743.516           -0.00040        0.00210
       4746.054            0.00150        0.00205
       4748.592           -0.00100        0.00202
       4751.130            0.00030        0.00213
       4753.669           -0.00070        0.00210
       4756.208            0.00010        0.00206
       4758.749           -0.00060        0.00201
       4761.288           -0.00130        0.00198
       4763.828            0.00050        0.00207
       4766.368           -0.00200        0.00207
       4768.910           -0.00280        0.00201
       4771.451            0.00000        0.00205
       4773.992            0.00040        0.00202
       4776.534            0.00120        0.00201
       4779.076           -0.00090        0.00206
       4781.618           -0.00250        0.00205
       4784.161           -0.00290        0.00209
       4786.704           -0.00010        0.00205
       4789.248            0.00020        0.00202
       4791.791            0.00260        0.00203
       4794.335            0.00190        0.00205
       4796.879           -0.00170        0.00201
       4799.424           -0.00050        0.00203
       4801.969            0.00110        0.00208
       4804.514           -0.00300        0.00207
       4807.060           -0.00140        0.00208
       4809.606           -0.00140        0.00203
       4812.152           -0.00130        0.00204
       4814.699           -0.00190        0.00205
       4817.246            0.00160        0.00207
       4819.793           -0.00020        0.00209
       4822.340            0.00090        0.00209
       4824.888           -0.00230        0.00207
       4827.436            0.00130        0.00209
       4829.985            0.00000        0.00208
       4832.533            0.00250        0.00214
       4835.082           -0.00090        0.00212
       4837.631           -0.00050        0.00197
