   Wavelength               Flux           Variance
3287.17488789  8.09903776311e-16  2.26093241087e-32
3289.54658695  9.44817037127e-16  2.19582590207e-32
  3291.918286  8.37328833169e-16  2.11474721238e-32
3294.28998505  7.25625030903e-16  2.12371106842e-32
3296.66168411  8.25558844598e-16  2.15063462322e-32
3299.03338316  7.25224249894e-16  2.08189004725e-32
3301.40508221  7.75014855564e-16  2.02419430571e-32
3303.77678127  8.32182722644e-16  1.97834655334e-32
3306.14848032  7.69220591462e-16  1.83731833628e-32
3308.52017937  8.90917757878e-16  1.81166415298e-32
3310.89187843   9.0195090158e-16  1.75858374179e-32
3313.26357748  7.66191592531e-16  1.70423408414e-32
3315.63527653  6.60946003359e-16  1.66146160791e-32
3318.00697559  8.60178799695e-16  1.71072577537e-32
3320.37867464  8.97289786372e-16  1.74024204746e-32
3322.75037369  1.06930868839e-15  1.77080495891e-32
3325.12207275  1.02831239554e-15  1.73920453578e-32
 3327.4937718  1.01945291434e-15  1.71806568877e-32
3329.86547085  1.06785298623e-15  1.66841970876e-32
3332.23716991  1.01525847947e-15  1.61502090642e-32
3334.60886896  1.17850640271e-15  1.61832982766e-32
3336.98056801  1.13079171107e-15  1.52653015906e-32
3339.35226707  1.02368211235e-15  1.45071575033e-32
3341.72396612  1.23878570592e-15  1.47802937409e-32
3344.09566517  1.28875768447e-15  1.46384743661e-32
3346.46736423  1.17374659481e-15  1.43912183198e-32
3348.83906328  1.06300691694e-15  1.35471009018e-32
3351.21076233  1.15049076222e-15  1.40126321104e-32
3353.58246139  1.07245889051e-15    1.417875893e-32
3355.95416044  1.02189826625e-15  1.47569851273e-32
3358.32585949  1.01561873104e-15  1.51296885929e-32
3360.69755855  9.35958487149e-16  1.44896350577e-32
 3363.0692576  1.05122553289e-15  1.44791599888e-32
3365.44095665   1.0743127843e-15  1.38492389165e-32
3367.81265571  1.16547776801e-15  1.33258108116e-32
3370.18435476  9.66916925671e-16  1.23701197366e-32
3372.55605381   1.0086350377e-15  1.20566681561e-32
3374.92775286  1.11541137932e-15  1.20727474106e-32
3377.29945192  1.00002001891e-15  1.16829662859e-32
3379.67115097  1.08983196512e-15  1.18699842485e-32
3382.04285002  9.27819190204e-16  1.11944708658e-32
3384.41454908  1.13052849283e-15  1.14464998857e-32
3386.78624813  1.07838044949e-15  1.10026745652e-32
3389.15794718    1.168010513e-15  1.11083082715e-32
3391.52964624  1.14516103715e-15  1.09124916388e-32
3393.90134529  1.08074228074e-15  1.05189900391e-32
3396.27304434  1.05336885997e-15  1.02318487426e-32
 3398.6447434   1.1327184678e-15  1.04199830545e-32
3401.01644245   1.1353086574e-15  1.02656620422e-32
 3403.3881415  9.54599928499e-16  9.66476718051e-33
3405.75984056  1.07111358834e-15  9.90189731348e-33
3408.13153961   1.1673121191e-15  1.02170171266e-32
3410.50323866  1.13832383873e-15  1.02042697995e-32
3412.87493772  9.67604879487e-16  9.55887626619e-33
3415.24663677  9.25473979657e-16  9.32207705196e-33
3417.61833582  1.13405731551e-15  9.68724811088e-33
3419.99003488  1.37725497983e-15  9.87014670786e-33
3422.36173393  1.23463611189e-15  9.48919406036e-33
3424.73343298   1.2501976438e-15  9.57386394308e-33
3427.10513204  1.28467501547e-15  9.58166856777e-33
3429.47683109  1.21801477777e-15  9.21836579019e-33
3431.84853014  1.22146946111e-15  8.98543136764e-33
 3434.2202292   1.3172193577e-15  9.23273947321e-33
3436.59192825  1.29612129012e-15   9.2257013835e-33
 3438.9636273   1.4131828535e-15  9.40499223988e-33
3441.33532636  1.22115490047e-15  9.03225347314e-33
3443.70702541  1.20955685939e-15  9.03835618416e-33
3446.07872446  1.39939835004e-15  9.14389357579e-33
3448.45042352  1.42115180853e-15  9.03179474684e-33
3450.82212257  1.44591889489e-15  9.01029942464e-33
3453.19382162   1.4311413706e-15  8.82821056204e-33
3455.56552068  1.48348105675e-15   9.0051927757e-33
3457.93721973  1.47906055652e-15  8.87346909713e-33
3460.30891878  1.41771822776e-15  8.73834668566e-33
3462.68061784  1.34875691108e-15  8.37109688337e-33
3465.05231689  1.34483310147e-15  8.37643417211e-33
3467.42401594  1.51026838788e-15  8.97514485247e-33
  3469.795715  1.55828244162e-15  9.25531650514e-33
3472.16741405  1.33180675591e-15  8.53235057872e-33
 3474.5391131  1.48265421787e-15  8.62437859368e-33
3476.91081216  1.31213383489e-15  8.23792549616e-33
3479.28251121  1.29670267619e-15  8.10775183976e-33
3481.65421026  1.35340828474e-15  8.02204854283e-33
3484.02590932  1.43451217724e-15  8.04334433218e-33
3486.39760837  1.35474689826e-15  7.86403843967e-33
3488.76930742  1.29256738313e-15  7.72336455171e-33
3491.14100648  1.41451664638e-15  8.03953948258e-33
3493.51270553  1.51823966861e-15  8.02344638527e-33
3495.88440458  1.50691581729e-15   7.9131557454e-33
3498.25610364  1.42870966708e-15  7.71696135669e-33
3500.62780269  1.50573313118e-15  7.80720951608e-33
3502.99950174  1.48945893462e-15  7.71056482563e-33
 3505.3712008  1.43117877496e-15  7.49005258452e-33
3507.74289985  1.44135372479e-15  7.14402646869e-33
 3510.1145989  1.57417596467e-15  7.31626887231e-33
3512.48629796  1.45366464078e-15   7.0652829443e-33
3514.85799701  1.52271034968e-15  7.01185445687e-33
3517.22969606  1.44005211951e-15   6.8682796329e-33
3519.60139512  1.53550636448e-15  6.97596173323e-33
3521.97309417  1.51650373561e-15  6.96006445053e-33
3524.34479322  1.55224681642e-15  7.03887662957e-33
3526.71649228  1.50983886049e-15  7.12124751197e-33
3529.08819133  1.42433119538e-15  7.26434189479e-33
3531.45989038  1.57515077299e-15  7.64978896898e-33
3533.83158944  1.57142400493e-15  7.61064049062e-33
3536.20328849  1.67676977955e-15  7.75214447433e-33
3538.57498754  1.57549070509e-15  7.67104312032e-33
 3540.9466866   1.5824017273e-15  7.82567848525e-33
3543.31838565  1.64419851965e-15  7.86573459093e-33
 3545.6900847  1.51128536317e-15  7.60197769086e-33
3548.06178376  1.58399263383e-15  7.55871016686e-33
3550.43348281  1.51185060381e-15  7.07192029266e-33
3552.80518186  1.60594091914e-15  7.25612860977e-33
3555.17688092  1.70045127505e-15  7.34111052943e-33
3557.54857997  1.77835089957e-15  7.30991314821e-33
3559.92027902  1.78803485998e-15  7.25714872943e-33
3562.29197808  1.70901015278e-15   6.9497509638e-33
3564.66367713  1.81950446077e-15  7.06801847607e-33
3567.03537618    1.738373429e-15  6.80046068235e-33
3569.40707524  1.53760760471e-15  6.41708077655e-33
3571.77877429  1.59707792036e-15  6.45249005964e-33
3574.15047334  1.86363100448e-15  6.83900652154e-33
 3576.5221724  1.84475868314e-15  6.75067199931e-33
3578.89387145  1.92119428718e-15  6.83920439667e-33
 3581.2655705  1.79549767253e-15  6.58341582558e-33
3583.63726956  1.74669265338e-15  6.50111856434e-33
3586.00896861   1.8798586104e-15  6.60516083899e-33
3588.38066766  1.79438132519e-15  6.41344031617e-33
3590.75236672   1.8365869519e-15  6.31006098368e-33
3593.12406577  1.99116363675e-15  6.44431531349e-33
3595.49576482  1.89499386244e-15  6.34140296704e-33
3597.86746388  1.76015790728e-15  6.19556653789e-33
3600.23916293  1.64754674008e-15  5.97968686805e-33
3602.61086198  1.76350449684e-15   6.1706206241e-33
3604.98256104  1.79201970745e-15  6.25822192696e-33
3607.35426009  1.85823569614e-15  6.30338499127e-33
3609.72595914   1.7434275552e-15  6.15569400653e-33
 3612.0976582  1.88352096322e-15  6.34538743883e-33
3614.46935725  1.78277778169e-15  6.21838683373e-33
 3616.8410563  1.97733150034e-15  6.48581125799e-33
3619.21275536  2.01435647532e-15  6.53480911024e-33
3621.58445441  1.97087119615e-15  6.51404841625e-33
3623.95615346  1.85977940746e-15  6.36000303234e-33
3626.32785252  1.94310727551e-15  6.36864166285e-33
3628.69955157  1.82735008242e-15  6.06187101761e-33
3631.07125062  1.86349483264e-15  6.10489934953e-33
3633.44294968  1.84575263679e-15  5.99651455951e-33
3635.81464873  1.79576894864e-15  5.88461084827e-33
3638.18634778    1.734151656e-15  5.75602281014e-33
3640.55804684  1.87314461218e-15  5.91975963047e-33
3642.92974589  1.81878351752e-15  5.78747288025e-33
3645.30144494    1.735919332e-15  5.57498084313e-33
  3647.673144  1.63996965826e-15  5.47999262157e-33
3650.04484305  1.74918159941e-15  5.49787954298e-33
 3652.4165421  1.86509981949e-15  5.54903627211e-33
3654.78824116  1.77633349921e-15  5.42136533539e-33
3657.15994021  1.70293603326e-15  5.18484439667e-33
3659.53163926  1.75640314803e-15  5.18503195926e-33
3661.90333832  1.67152299087e-15   5.0513818485e-33
3664.27503737  1.60521456227e-15  4.85674350085e-33
3666.64673642  1.59141592763e-15  4.91126619648e-33
3669.01843548  1.76760329072e-15   5.0793540466e-33
3671.39013453  1.71209796625e-15  4.91710881114e-33
3673.76183358  1.65353938932e-15   4.8099275434e-33
3676.13353264  1.67609309591e-15  4.85794770706e-33
3678.50523169  1.68510602868e-15  4.89082968739e-33
3680.87693074  1.64181244641e-15  4.76667642535e-33
 3683.2486298  1.57932122288e-15  4.77490624133e-33
3685.62032885  1.65972129736e-15  4.91049865617e-33
 3687.9920279  1.56242660287e-15  4.79403143241e-33
3690.36372696   1.5817643155e-15  4.77626371984e-33
3692.73542601  1.62305916721e-15   4.8352035304e-33
3695.10712506  1.59587845211e-15  4.76134166737e-33
3697.47882412  1.58847647199e-15  4.66239411472e-33
3699.85052317  1.45119042834e-15   4.4493808086e-33
3702.22222222  1.39591460113e-15  4.42386756328e-33
3704.59392128  1.41105457752e-15  4.37836751176e-33
3706.96562033  1.42530208018e-15  4.32591769237e-33
3709.33731938  1.33110509065e-15  4.24868614413e-33
3711.70901844  1.33286732816e-15  4.27056603289e-33
3714.08071749   1.3060385432e-15  4.28414862587e-33
3716.45241654  1.35785576364e-15  4.33541930155e-33
 3718.8241156  1.33675372931e-15  4.32056645533e-33
3721.19581465  1.30516170777e-15  4.27987346921e-33
 3723.5675137   1.2645304057e-15  4.27338019027e-33
3725.93921276  1.36234653575e-15  4.52112075024e-33
3728.31091181  1.35835248824e-15  4.42675364687e-33
3730.68261086  1.26533080903e-15  4.22656903884e-33
3733.05430992  1.36623565759e-15  4.24258007507e-33
3735.42600897  1.33851431565e-15  4.10034839132e-33
3737.79770802  1.37788002229e-15  4.16833468989e-33
3740.16940708  1.44719295028e-15  4.20772696783e-33
3742.54110613  1.46920013339e-15  4.16470958663e-33
3744.91280518  1.45018302383e-15  4.10531473268e-33
3747.28450424  1.51945531006e-15  4.18029438195e-33
3749.65620329  1.51175241099e-15  4.14467221782e-33
3752.02790234  1.52893530287e-15  4.11599628788e-33
 3754.3996014  1.58963028141e-15   4.1483807863e-33
3756.77130045  1.54206207764e-15  4.05974730246e-33
 3759.1429995  1.58950488322e-15  4.11503202423e-33
3761.51469856  1.63809247499e-15  4.12366211262e-33
3763.88639761  1.58697472813e-15  4.10141820261e-33
3766.25809666  1.62559120543e-15  4.09580282664e-33
3768.62979571  1.50347495298e-15  3.89239950841e-33
3771.00149477   1.3863308704e-15  3.74683715262e-33
3773.37319382  1.37228130134e-15  3.69788830102e-33
3775.74489287  1.37754415894e-15  3.64494957545e-33
3778.11659193  1.39207183825e-15  3.68939483266e-33
3780.48829098  1.36274466728e-15  3.63135949227e-33
3782.85999003  1.39967073764e-15  3.62862245637e-33
3785.23168909  1.31352392524e-15  3.49865780786e-33
3787.60338814  1.29593295869e-15  3.39764620092e-33
3789.97508719  1.27861559702e-15  3.35321250042e-33
3792.34678625  1.30291948638e-15  3.37458955984e-33
 3794.7184853  1.33737383702e-15  3.35917590086e-33
3797.09018435  1.42127769762e-15  3.44845998905e-33
3799.46188341  1.29189787937e-15  3.34458982504e-33
3801.83358246   1.2776176011e-15  3.32455770278e-33
3804.20528151  1.29062158803e-15  3.30269070409e-33
3806.57698057  1.29862006807e-15  3.26566683795e-33
3808.94867962  1.32068064643e-15  3.24878037873e-33
3811.32037867  1.21840476871e-15  3.15579975152e-33
3813.69207773  1.33890772547e-15  3.23928778776e-33
3816.06377678  1.39262298988e-15  3.35690802125e-33
3818.43547583  1.35215569038e-15   3.3171763489e-33
3820.80717489  1.34144259197e-15  3.29713926757e-33
3823.17887394  1.38950940875e-15  3.31013806405e-33
3825.55057299  1.36730880671e-15  3.19986322947e-33
3827.92227205  1.47307336187e-15  3.32701318379e-33
 3830.2939711  1.52727097981e-15  3.41073968402e-33
3832.66567015  1.45261138205e-15  3.36224848134e-33
3835.03736921   1.5347301408e-15  3.43660552053e-33
3837.40906826  1.69837607273e-15  3.56154725623e-33
3839.78076731  1.77333668655e-15  3.59414409749e-33
3842.15246637  1.88031237857e-15  3.70136921001e-33
3844.52416542  1.84371689742e-15  3.65968375331e-33
3846.89586447   1.8905496853e-15  3.70642430452e-33
3849.26756353  2.05126827504e-15  3.84590816123e-33
3851.63926258  2.04016962841e-15  3.89674205824e-33
3854.01096163  2.06952799645e-15  3.91463282009e-33
3856.38266069  2.07703073578e-15  3.86241080569e-33
3858.75435974  2.17038180046e-15  4.02835561818e-33
3861.12605879  2.28614141287e-15  4.18206984982e-33
3863.49775785  2.22775331641e-15  4.08559345207e-33
 3865.8694569  2.26439079797e-15  4.09765955996e-33
3868.24115595    2.332441565e-15  4.14931194903e-33
3870.61285501  2.39749686902e-15  4.22957179411e-33
3872.98455406  2.31690354462e-15  4.15694774335e-33
3875.35625311  2.36537009865e-15  4.18149975575e-33
3877.72795217      2.4521169e-15  4.30341384246e-33
3880.09965122    2.513902805e-15  4.28902726766e-33
3882.47135027  2.57450413073e-15  4.31902334324e-33
3884.84304933  2.50032744927e-15  4.24680312448e-33
3887.21474838  2.50455459347e-15   4.2394883206e-33
3889.58644743  2.66215041508e-15  4.34657406456e-33
3891.95814649  2.66679323945e-15  4.35330104143e-33
3894.32984554   2.6027314184e-15  4.31882042873e-33
3896.70154459  2.66388811912e-15  4.35185681649e-33
3899.07324365   2.7000253111e-15    4.326192356e-33
 3901.4449427  2.61901502795e-15  4.18181266199e-33
3903.81664175  2.68409275778e-15   4.2208219031e-33
3906.18834081  2.76437048256e-15  4.27792266515e-33
3908.56003986  2.67738678273e-15  4.21498969464e-33
3910.93173891  2.78168086002e-15  4.25753167211e-33
3913.30343797  2.89482863822e-15  4.29744940995e-33
3915.67513702  2.81555164269e-15   4.2404083168e-33
3918.04683607  2.81093561353e-15  4.21173793071e-33
3920.41853513  2.92786175271e-15  4.29516933756e-33
3922.79023418  2.98711790236e-15  4.34535154234e-33
3925.16193323  3.09480633752e-15  4.45686731602e-33
3927.53363229  3.16339711676e-15  4.54726477706e-33
3929.90533134  3.10735653426e-15  4.51625342839e-33
3932.27703039  2.99032519165e-15   4.4229761106e-33
3934.64872945  2.78514501383e-15  4.19287610332e-33
 3937.0204285  2.84500902952e-15  4.28515640178e-33
3939.39212755  3.06550261012e-15  4.48480492596e-33
3941.76382661  3.20432432836e-15  4.59076335949e-33
3944.13552566  3.18160610781e-15  4.54886038319e-33
3946.50722471  3.16935447409e-15  4.48936632262e-33
3948.87892377   3.2657911362e-15  4.58445076865e-33
3951.25062282  3.28204048849e-15  4.59983758539e-33
3953.62232187  3.27367457996e-15  4.56683363248e-33
3955.99402093  3.17398469718e-15  4.44579086357e-33
3958.36571998  3.10830971443e-15  4.40144762331e-33
3960.73741903  3.11268385277e-15  4.43524967238e-33
3963.10911809   3.1473408861e-15  4.54855350271e-33
3965.48081714  3.03941018032e-15  4.45678598465e-33
3967.85251619  2.86678745595e-15  4.34244003047e-33
3970.22421525  2.79968302806e-15  4.33503896602e-33
 3972.5959143  2.79456406592e-15  4.41658660455e-33
3974.96761335  2.86515762513e-15   4.5410207822e-33
3977.33931241  2.95072675588e-15  4.65458597151e-33
3979.71101146  2.93856079418e-15  4.68472012517e-33
3982.08271051  2.96534462201e-15  4.69490533023e-33
3984.45440957  2.91134330317e-15  4.65697767942e-33
3986.82610862  2.85978521393e-15   4.6329284731e-33
3989.19780767   2.8392381522e-15  4.53679426729e-33
3991.56950673  2.85202202159e-15  4.45821988714e-33
3993.94120578   2.9175918925e-15  4.42047049291e-33
3996.31290483  2.85525018392e-15  4.29202554286e-33
3998.68460389  2.83993515306e-15  4.19440703533e-33
4001.05630294  2.85675977488e-15  4.09185919859e-33
4003.42800199  2.88613523468e-15  3.98295212343e-33
4005.79970105  2.97837324971e-15  4.04171081112e-33
 4008.1714001  2.87951570679e-15  3.93753885765e-33
4010.54309915   2.9834410458e-15  3.98020039945e-33
4012.91479821  2.94207501756e-15  3.85722021898e-33
4015.28649726  3.08562118258e-15  3.95691878983e-33
4017.65819631  3.00893800915e-15  3.87585806122e-33
4020.02989537  2.99244025617e-15  3.80871391815e-33
4022.40159442  3.01723327854e-15  3.81536175045e-33
4024.77329347  3.06290758715e-15  3.82414640104e-33
4027.14499253  3.05094017275e-15  3.82363712033e-33
4029.51669158  3.11897007702e-15  3.88805676629e-33
4031.88839063  3.16226733471e-15  3.87281593208e-33
4034.26008969  3.16051401435e-15  3.84919837969e-33
4036.63178874  3.20174802409e-15  3.86647861721e-33
4039.00348779  3.24519842433e-15  3.90889727103e-33
4041.37518685  3.28700429376e-15   3.9197331382e-33
 4043.7468859  3.29125147255e-15  3.93491904112e-33
4046.11858495  3.26582690238e-15   3.9067488852e-33
4048.49028401  3.25318934249e-15   3.9369690943e-33
4050.86198306  3.32340170474e-15  3.99598840504e-33
4053.23368211  3.36622810913e-15  3.99914850494e-33
4055.60538117  3.33767661957e-15  3.97971531974e-33
4057.97708022  3.39855875543e-15  4.03524401508e-33
4060.34877927  3.35128671022e-15  4.08204248096e-33
4062.72047833  3.31133779717e-15  4.03551372124e-33
4065.09217738  3.46753287021e-15  4.18422870058e-33
4067.46387643  3.50376129207e-15  4.26798908213e-33
4069.83557549  3.46607524567e-15  4.23897620886e-33
4072.20727454   3.4137995157e-15   4.1989017616e-33
4074.57897359  3.36968140126e-15  4.20269622005e-33
4076.95067265  3.40874241623e-15  4.26626564142e-33
 4079.3223717  3.40328855104e-15   4.2706228333e-33
4081.69407075   3.3696745383e-15  4.29647817709e-33
4084.06576981   3.3813992762e-15  4.30117618553e-33
4086.43746886  3.37610076272e-15  4.30483938105e-33
4088.80916791   3.3986511405e-15  4.28225069455e-33
4091.18086697  3.39770021518e-15  4.24367713462e-33
4093.55256602  3.55590048186e-15  4.35427117902e-33
