@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.984
@SPECTRUM spectrum_05D4fe_1000.dat
@SN-NAME 05D4fe
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -1.950
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.340            0.00309        0.00386
       4273.340            0.00378        0.00322
       4288.340            0.00206        0.00266
       4303.340           -0.00196        0.00225
       4318.340            0.00053        0.00209
       4333.340            0.00144        0.00188
       4348.340           -0.00019        0.00176
       4363.340            0.00155        0.00166
       4378.340            0.00136        0.00155
       4393.340           -0.00109        0.00147
       4408.340            0.00088        0.00149
       4423.340           -0.00109        0.00145
       4438.340            0.00145        0.00136
       4453.340           -0.00017        0.00130
       4468.340           -0.00032        0.00127
       4483.340            0.00076        0.00125
       4498.340           -0.00188        0.00123
       4513.340            0.00017        0.00123
       4528.340           -0.00112        0.00121
       4543.340            0.00213        0.00121
       4558.340            0.00244        0.00117
       4573.340            0.00107        0.00118
       4588.340            0.00033        0.00117
       4603.340            0.00136        0.00112
       4618.340            0.00102        0.00112
       4633.340           -0.00052        0.00111
       4648.340            0.00181        0.00108
       4663.340            0.00184        0.00109
       4678.340           -0.00033        0.00108
       4693.340            0.00364        0.00116
       4708.340           -0.00029        0.00105
       4723.340           -0.00146        0.00105
       4738.340           -0.00084        0.00103
       4753.340            0.00125        0.00103
       4768.340            0.00209        0.00102
       4783.340            0.00039        0.00102
       4798.340            0.00147        0.00101
       4813.340            0.00198        0.00103
       4828.340            0.00050        0.00103
       4843.340           -0.00046        0.00111
       4858.340            0.00019        0.00098
       4873.340            0.00014        0.00097
       4888.340            0.00133        0.00098
       4903.340            0.00049        0.00098
       4918.340            0.00088        0.00095
       4933.340           -0.00078        0.00096
       4948.340           -0.00023        0.00105
       4963.340            0.00001        0.00095
       4978.340            0.00187        0.00094
       4993.340           -0.00109        0.00094
       5008.340            0.00050        0.00092
       5023.340            0.00148        0.00092
       5038.340            0.00202        0.00099
       5053.340            0.00029        0.00091
       5068.340            0.00273        0.00090
       5083.340            0.00144        0.00089
       5098.340            0.00060        0.00090
       5113.340            0.00057        0.00090
       5128.340           -0.00106        0.00097
       5143.340           -0.00016        0.00090
       5158.340           -0.00032        0.00090
       5173.340            0.00027        0.00086
       5188.340           -0.00004        0.00090
       5203.340           -0.00021        0.00106
       5218.340            0.00013        0.00090
       5233.340            0.00192        0.00089
       5248.340           -0.00133        0.00090
       5263.340            0.00169        0.00086
       5278.340            0.00085        0.00097
       5293.340            0.00080        0.00089
       5308.340            0.00339        0.00089
       5323.340           -0.00092        0.00089
       5338.340            0.00004        0.00097
       5353.340            0.00230        0.00088
       5368.340            0.00040        0.00087
       5383.340            0.00257        0.00088
       5398.340           -0.00163        0.00094
       5413.340            0.00036        0.00086
       5428.340            0.00156        0.00087
       5443.340            0.00266        0.00087
       5458.340            0.00288        0.00099
       5473.340           -0.00042        0.00087
       5488.340            0.00004        0.00088
       5503.340           -0.00054        0.00088
       5518.340            0.00016        0.00097
       5533.340           -0.00045        0.00088
       5548.340            0.00040        0.00091
       5563.340            0.00152        0.00101
       5578.340            0.00269        0.00250
       5593.340            0.00083        0.00091
       5608.340            0.00170        0.00091
       5623.340            0.00138        0.00099
       5638.340            0.00361        0.00089
       5653.340            0.00112        0.00090
       5668.340            0.00074        0.00098
       5683.340            0.00026        0.00090
       5698.340            0.00169        0.00091
       5713.340            0.00248        0.00099
       5728.340            0.00152        0.00091
       5743.340            0.00166        0.00090
       5758.340            0.00222        0.00090
       5773.340            0.00232        0.00099
       5788.340            0.00219        0.00090
       5803.340            0.00171        0.00090
       5818.340            0.00222        0.00102
       5833.340            0.00069        0.00091
       5848.340            0.00228        0.00090
       5863.340            0.00456        0.00108
       5878.340           -0.00007        0.00103
       5893.340            0.00056        0.00141
       5908.340            0.00241        0.00112
       5923.340            0.00208        0.00101
       5938.340           -0.00004        0.00100
       5953.340            0.00319        0.00111
       5968.340            0.00173        0.00096
       5983.340           -0.00029        0.00095
       5998.340            0.00244        0.00103
       6013.340            0.00020        0.00090
       6028.340            0.00205        0.00090
       6043.340            0.00387        0.00097
       6058.340            0.00228        0.00088
       6073.340            0.00144        0.00096
       6088.340           -0.00048        0.00087
       6103.340            0.00215        0.00088
       6118.340            0.00231        0.00095
       6133.340            0.00045        0.00088
       6148.340            0.00238        0.00090
       6163.340            0.00184        0.00097
       6178.340           -0.00014        0.00089
       6193.340            0.00031        0.00088
       6208.340            0.00283        0.00097
       6223.340            0.00090        0.00091
       6238.340            0.00233        0.00115
       6253.340            0.00191        0.00097
       6268.340            0.00306        0.00097
       6283.340            0.00191        0.00107
       6298.340            0.00073        0.00182
       6313.340            0.00032        0.00117
       6328.340            0.00225        0.00099
       6343.340            0.00251        0.00091
       6358.340            0.00186        0.00134
       6373.340            0.00158        0.00106
       6388.340            0.00130        0.00089
       6403.340            0.00268        0.00093
       6418.340            0.00183        0.00085
       6433.340            0.00188        0.00091
       6448.340            0.00122        0.00085
       6463.340            0.00011        0.00097
       6478.340            0.00142        0.00100
       6493.340            0.00043        0.00092
       6508.340            0.00266        0.00101
       6523.340            0.00242        0.00089
       6538.340            0.00003        0.00094
       6553.340            0.00199        0.00109
       6568.340            0.00179        0.00093
       6583.340            0.00212        0.00099
       6598.340            0.00218        0.00088
       6613.340            0.00198        0.00085
       6628.340            0.00272        0.00093
       6643.340            0.00115        0.00084
       6658.340            0.00043        0.00091
       6673.340           -0.00093        0.00083
       6688.340            0.00144        0.00090
       6703.340            0.00225        0.00084
       6718.340            0.00136        0.00083
       6733.340            0.00344        0.00091
       6748.340            0.00082        0.00083
       6763.340            0.00144        0.00090
       6778.340            0.00181        0.00082
       6793.340            0.00235        0.00090
       6808.340            0.00224        0.00083
       6823.340            0.00158        0.00097
       6838.340           -0.00013        0.00119
       6853.340            0.00283        0.00093
       6868.340            0.00034        0.00137
       6883.340            0.00088        0.00104
       6898.340            0.00304        0.00113
       6913.340            0.00398        0.00106
       6928.340            0.00099        0.00103
       6943.340            0.00250        0.00116
       6958.340            0.00375        0.00096
       6973.340            0.00352        0.00108
       6988.340            0.00140        0.00097
       7003.340            0.00171        0.00100
       7018.340            0.00238        0.00088
       7033.340            0.00207        0.00085
       7048.340            0.00256        0.00102
       7063.340            0.00107        0.00088
       7078.340            0.00349        0.00097
       7093.340            0.00159        0.00087
       7108.340            0.00107        0.00093
       7123.340            0.00083        0.00086
       7138.340            0.00185        0.00098
       7153.340            0.00261        0.00091
       7168.340            0.00133        0.00096
       7183.340            0.00163        0.00110
       7198.340            0.00074        0.00098
       7213.340            0.00205        0.00100
       7228.340            0.00314        0.00102
       7243.340            0.00279        0.00203
       7258.340            0.00194        0.00117
       7273.340           -0.00004        0.00161
       7288.340            0.00216        0.00141
       7303.340           -0.00003        0.00127
       7318.340           -0.00000        0.00169
       7333.340            0.00044        0.00139
       7348.340            0.00172        0.00143
       7363.340            0.00041        0.00138
       7378.340           -0.00023        0.00125
       7393.340            0.00396        0.00123
       7408.340            0.00182        0.00126
       7423.340            0.00142        0.00102
       7438.340           -0.00046        0.00129
       7453.340            0.00078        0.00099
       7468.340            0.00157        0.00130
       7483.340           -0.00047        0.00131
       7498.340           -0.00033        0.00103
       7513.340            0.00035        0.00117
       7528.340            0.00090        0.00141
       7543.340           -0.00133        0.00113
       7558.340            0.00014        0.00111
       7573.340            0.00012        0.00150
       7588.340            0.00136        0.00128
       7603.340            0.00572        0.00318
       7618.340           -0.00031        0.00203
       7633.340            0.00101        0.00212
       7648.340            0.00230        0.00150
       7663.340            0.00034        0.00150
       7678.340            0.00429        0.00114
       7693.340            0.00256        0.00117
       7708.340            0.00469        0.00172
       7723.340            0.00067        0.00166
       7738.340            0.00417        0.00137
       7753.340            0.00077        0.00193
       7768.340            0.00098        0.00162
       7783.340            0.00324        0.00156
       7798.340            0.00049        0.00187
       7813.340            0.00523        0.00164
       7828.340            0.00197        0.00167
       7843.340            0.00307        0.00158
       7858.340            0.00135        0.00231
       7873.340            0.00378        0.00183
       7888.340            0.00051        0.00195
       7903.340            0.00133        0.00148
       7918.340            0.00201        0.00255
       7933.340            0.00496        0.00164
       7948.340            0.00183        0.00149
       7963.340            0.00229        0.00226
       7978.340            0.00236        0.00173
       7993.340            0.00008        0.00238
       8008.340            0.00409        0.00149
       8023.340            0.00341        0.00215
       8038.340            0.00275        0.00139
       8053.340            0.00096        0.00169
       8068.340            0.00317        0.00148
       8083.340            0.00278        0.00144
       8098.340            0.00265        0.00144
       8113.340            0.00181        0.00147
       8128.340            0.00077        0.00136
       8143.340            0.00059        0.00168
       8158.340            0.00100        0.00153
       8173.340            0.00044        0.00166
       8188.340            0.00176        0.00153
       8203.340            0.00166        0.00159
       8218.340            0.00131        0.00149
       8233.340           -0.00081        0.00161
       8248.340           -0.00053        0.00162
       8263.340            0.00209        0.00148
       8278.340            0.00589        0.00255
       8293.340            0.00508        0.00296
       8308.340            0.00137        0.00243
       8323.340            0.00247        0.00165
       8338.340            0.00011        0.00251
       8353.340            0.00280        0.00281
       8368.340            0.00144        0.00204
       8383.340           -0.00038        0.00208
       8398.340            0.00226        0.00320
       8413.340           -0.00065        0.00230
       8428.340           -0.00376        0.00326
       8443.340            0.00148        0.00208
       8458.340           -0.00191        0.00272
