@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.721
@SPECTRUM spectrum_04D1aj_384.dat
@SN-NAME 04D1aj
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 13.380
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.080           -0.01253        0.00566
       4274.080            0.00121        0.00487
       4289.080           -0.00480        0.00405
       4304.080            0.00293        0.00343
       4319.080           -0.00515        0.00317
       4334.080           -0.00152        0.00285
       4349.080           -0.00243        0.00266
       4364.080           -0.00263        0.00279
       4379.080            0.00195        0.00239
       4394.080            0.00166        0.00223
       4409.080           -0.00171        0.00217
       4424.080           -0.00184        0.00211
       4439.080           -0.00082        0.00202
       4454.080            0.00167        0.00199
       4469.080           -0.00099        0.00197
       4484.080            0.00206        0.00194
       4499.080           -0.00235        0.00191
       4514.080            0.00054        0.00189
       4529.080            0.00110        0.00185
       4544.080           -0.00348        0.00183
       4559.080           -0.00095        0.00179
       4574.080            0.00199        0.00177
       4589.080            0.00112        0.00173
       4604.080            0.00061        0.00186
       4619.080            0.00114        0.00170
       4634.080           -0.00219        0.00168
       4649.080           -0.00332        0.00166
       4664.080            0.00194        0.00164
       4679.080            0.00055        0.00163
       4694.080            0.00018        0.00159
       4709.080           -0.00079        0.00157
       4724.080           -0.00072        0.00173
       4739.080            0.00042        0.00155
       4754.080            0.00123        0.00153
       4769.080            0.00018        0.00152
       4784.080            0.00149        0.00151
       4799.080            0.00032        0.00150
       4814.080            0.00105        0.00150
       4829.080            0.00215        0.00165
       4844.080           -0.00006        0.00148
       4859.080            0.00140        0.00144
       4874.080            0.00011        0.00142
       4889.080           -0.00060        0.00143
       4904.080            0.00182        0.00142
       4919.080           -0.00122        0.00153
       4934.080           -0.00085        0.00140
       4949.080            0.00022        0.00140
       4964.080            0.00099        0.00141
       4979.080            0.00272        0.00140
       4994.080            0.00181        0.00152
       5009.080            0.00083        0.00137
       5024.080            0.00279        0.00136
       5039.080           -0.00013        0.00133
       5054.080           -0.00200        0.00146
       5069.080            0.00101        0.00133
       5084.080            0.00152        0.00131
       5099.080            0.00149        0.00131
       5114.080            0.00082        0.00131
       5129.080            0.00068        0.00143
       5144.080           -0.00062        0.00131
       5159.080            0.00131        0.00130
       5174.080           -0.00106        0.00125
       5189.080           -0.00098        0.00145
       5204.080            0.00151        0.00136
       5219.080           -0.00090        0.00131
       5234.080           -0.00001        0.00132
       5249.080           -0.00177        0.00145
       5264.080            0.00026        0.00128
       5279.080           -0.00022        0.00128
       5294.080            0.00068        0.00129
       5309.080            0.00174        0.00142
       5324.080            0.00338        0.00129
       5339.080           -0.00015        0.00128
       5354.080            0.00053        0.00139
       5369.080           -0.00020        0.00124
       5384.080           -0.00085        0.00124
       5399.080            0.00050        0.00123
       5414.080            0.00058        0.00135
       5429.080           -0.00022        0.00124
       5444.080            0.00103        0.00124
       5459.080            0.00121        0.00136
       5474.080            0.00151        0.00123
       5489.080            0.00215        0.00123
       5504.080            0.00192        0.00135
       5519.080           -0.00061        0.00124
       5534.080            0.00210        0.00125
       5549.080            0.00026        0.00129
       5564.080            0.00024        0.00152
       5579.080           -0.00099        0.00236
       5594.080            0.00010        0.00130
       5609.080            0.00186        0.00142
       5624.080           -0.00004        0.00128
       5639.080           -0.00034        0.00126
       5654.080            0.00021        0.00136
       5669.080           -0.00006        0.00125
       5684.080            0.00085        0.00125
       5699.080            0.00016        0.00137
       5714.080           -0.00061        0.00124
       5729.080            0.00007        0.00125
       5744.080            0.00242        0.00136
       5759.080            0.00075        0.00123
       5774.080            0.00059        0.00123
       5789.080            0.00061        0.00135
       5804.080            0.00177        0.00124
       5819.080            0.00117        0.00138
       5834.080            0.00049        0.00126
       5849.080            0.00035        0.00125
       5864.080            0.00038        0.00156
       5879.080            0.00064        0.00149
       5894.080            0.00091        0.00187
       5909.080            0.00189        0.00159
       5924.080            0.00054        0.00146
       5939.080            0.00109        0.00141
       5954.080           -0.00056        0.00155
       5969.080            0.00098        0.00134
       5984.080            0.00062        0.00143
       5999.080            0.00134        0.00128
       6014.080            0.00086        0.00124
       6029.080            0.00155        0.00136
       6044.080            0.00343        0.00122
       6059.080            0.00174        0.00120
       6074.080            0.00232        0.00132
       6089.080            0.00396        0.00119
       6104.080            0.00035        0.00130
       6119.080            0.00403        0.00118
       6134.080            0.00082        0.00123
       6149.080            0.00136        0.00138
       6164.080            0.00193        0.00124
       6179.080            0.00149        0.00137
       6194.080            0.00126        0.00122
       6209.080            0.00078        0.00125
       6224.080            0.00249        0.00144
       6239.080           -0.00031        0.00154
       6254.080            0.00203        0.00147
       6269.080            0.00352        0.00176
       6284.080            0.00588        0.00144
       6299.080            0.00402        0.00214
       6314.080            0.00590        0.00147
       6329.080            0.00081        0.00143
       6344.080            0.00267        0.00139
       6359.080            0.00287        0.00145
       6374.080            0.00198        0.00140
       6389.080            0.00289        0.00125
       6404.080            0.00420        0.00126
       6419.080            0.00555        0.00119
       6434.080            0.00363        0.00115
       6449.080            0.00141        0.00128
       6464.080            0.00080        0.00143
       6479.080            0.00135        0.00142
       6494.080            0.00104        0.00136
       6509.080            0.00374        0.00137
       6524.080            0.00281        0.00146
       6539.080            0.00046        0.00141
       6554.080            0.00311        0.00169
       6569.080            0.00342        0.00149
       6584.080            0.00326        0.00143
       6599.080            0.00198        0.00126
       6614.080            0.00217        0.00118
       6629.080            0.00436        0.00131
       6644.080            0.00367        0.00115
       6659.080            0.00484        0.00126
       6674.080            0.00447        0.00114
       6689.080            0.00053        0.00124
       6704.080            0.00353        0.00116
       6719.080            0.00397        0.00115
       6734.080            0.00277        0.00126
       6749.080            0.00611        0.00114
       6764.080            0.00535        0.00123
       6779.080            0.00490        0.00113
       6794.080            0.00444        0.00124
       6809.080            0.00602        0.00113
       6824.080            0.00477        0.00151
       6839.080            0.00660        0.00179
       6854.080            0.00247        0.00140
       6869.080            0.00412        0.00215
       6884.080            0.00526        0.00148
       6899.080            0.00322        0.00163
       6914.080            0.00353        0.00159
       6929.080            0.00417        0.00167
       6944.080            0.00858        0.00158
       6959.080            0.00451        0.00138
       6974.080            0.00375        0.00161
       6989.080            0.00171        0.00126
       7004.080            0.00285        0.00142
       7019.080            0.00337        0.00122
       7034.080            0.00173        0.00127
       7049.080            0.00541        0.00133
       7064.080            0.00473        0.00134
       7079.080            0.00189        0.00123
       7094.080            0.00147        0.00119
       7109.080            0.00382        0.00126
       7124.080            0.00424        0.00119
       7139.080            0.00191        0.00135
       7154.080            0.00428        0.00125
       7169.080            0.00300        0.00141
       7184.080            0.00441        0.00131
       7199.080            0.00354        0.00139
       7214.080            0.00447        0.00122
       7229.080            0.00642        0.00158
       7244.080            0.00515        0.00274
       7259.080            0.00091        0.00166
       7274.080            0.00354        0.00282
       7289.080            0.00163        0.00205
       7304.080            0.00557        0.00209
       7319.080            0.00248        0.00233
       7334.080            0.00573        0.00238
       7349.080            0.00638        0.00206
       7364.080            0.00130        0.00232
       7379.080            0.00154        0.00171
       7394.080            0.00363        0.00200
       7409.080            0.00509        0.00167
       7424.080            0.00262        0.00147
       7439.080            0.00297        0.00188
       7454.080            0.00249        0.00141
       7469.080            0.00206        0.00203
       7484.080            0.00027        0.00193
       7499.080            0.00214        0.00156
       7514.080            0.00178        0.00159
       7529.080            0.00437        0.00243
       7544.080            0.00117        0.00153
       7559.080           -0.00165        0.00181
       7574.080            0.00253        0.00206
       7589.080            0.00067        0.00213
       7604.080            0.00027        0.00434
       7619.080            0.00192        0.00267
       7634.080           -0.00119        0.00277
       7649.080            0.00057        0.00198
       7664.080            0.00233        0.00205
       7679.080            0.00308        0.00156
       7694.080            0.00098        0.00181
       7709.080            0.00416        0.00251
       7724.080            0.00088        0.00291
       7739.080            0.00596        0.00203
       7754.080            0.00362        0.00347
       7769.080            0.00060        0.00235
       7784.080            0.00044        0.00270
       7799.080           -0.00088        0.00269
       7814.080            0.00594        0.00265
       7829.080            0.00857        0.00274
       7844.080            0.00674        0.00262
       7859.080            0.00410        0.00384
       7874.080            0.00743        0.00298
       7889.080            0.00308        0.00302
       7904.080            0.00560        0.00251
       7919.080            0.00336        0.00417
       7934.080            0.00798        0.00255
       7949.080            0.00604        0.00255
       7964.080            0.00858        0.00319
       7979.080            0.00315        0.00311
       7994.080            0.00044        0.00338
       8009.080            0.00002        0.00257
       8024.080            0.00499        0.00307
       8039.080            0.00196        0.00214
       8054.080            0.00561        0.00268
       8069.080            0.00063        0.00222
       8084.080            0.00224        0.00212
       8099.080            0.00148        0.00220
       8114.080            0.00017        0.00212
       8129.080            0.00228        0.00193
       8144.080            0.00288        0.00233
       8159.080           -0.00108        0.00198
