@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.408
@SPECTRUM spectrum_03D1ar_270.dat
@SN-NAME 03D1ar
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 5.305
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4257.670            0.00090        0.00766
       4272.670           -0.00084        0.00650
       4287.670            0.00191        0.00544
       4302.670           -0.00695        0.00467
       4317.670            0.00950        0.00425
       4332.670           -0.00176        0.00380
       4347.670            0.00006        0.00353
       4362.670           -0.00038        0.00368
       4377.670            0.00191        0.00318
       4392.670            0.00448        0.00302
       4407.670           -0.00114        0.00298
       4422.670            0.00539        0.00290
       4437.670            0.00088        0.00276
       4452.670           -0.00263        0.00266
       4467.670            0.00205        0.00260
       4482.670            0.00331        0.00258
       4497.670            0.00430        0.00254
       4512.670            0.00154        0.00249
       4527.670            0.00288        0.00251
       4542.670           -0.00109        0.00253
       4557.670            0.00140        0.00242
       4572.670           -0.00428        0.00238
       4587.670            0.00239        0.00236
       4602.670           -0.00089        0.00251
       4617.670            0.00557        0.00228
       4632.670            0.00429        0.00224
       4647.670            0.00277        0.00219
       4662.670            0.00097        0.00223
       4677.670            0.00166        0.00221
       4692.670            0.00174        0.00217
       4707.670            0.00323        0.00213
       4722.670            0.00340        0.00231
       4737.670            0.00116        0.00209
       4752.670            0.00442        0.00204
       4767.670            0.00517        0.00202
       4782.670            0.00311        0.00200
       4797.670            0.00352        0.00201
       4812.670            0.00333        0.00203
       4827.670            0.00513        0.00228
       4842.670            0.00344        0.00205
       4857.670            0.00199        0.00196
       4872.670            0.00614        0.00194
       4887.670            0.00655        0.00197
       4902.670            0.00249        0.00193
       4917.670            0.00259        0.00205
       4932.670            0.00241        0.00188
       4947.670            0.00253        0.00188
       4962.670            0.00679        0.00188
       4977.670            0.00622        0.00190
       4992.670            0.00722        0.00206
       5007.670            0.00492        0.00186
       5022.670            0.00346        0.00183
       5037.670            0.00793        0.00181
       5052.670            0.00890        0.00198
       5067.670            0.00250        0.00178
       5082.670            0.00480        0.00177
       5097.670            0.00561        0.00176
       5112.670            0.00444        0.00176
       5127.670            0.00372        0.00193
       5142.670            0.00309        0.00181
       5157.670            0.00225        0.00178
       5172.670            0.00195        0.00173
       5187.670            0.00073        0.00192
       5202.670            0.00157        0.00182
       5217.670            0.00586        0.00176
       5232.670            0.00430        0.00175
       5247.670            0.01688        0.00193
       5262.670            0.00642        0.00172
       5277.670            0.00482        0.00172
       5292.670            0.00046        0.00172
       5307.670            0.00279        0.00190
       5322.670           -0.00115        0.00175
       5337.670           -0.00144        0.00173
       5352.670            0.00224        0.00189
       5367.670            0.00422        0.00171
       5382.670            0.00250        0.00171
       5397.670            0.00692        0.00168
       5412.670            0.00666        0.00182
       5427.670            0.00514        0.00168
       5442.670            0.00603        0.00167
       5457.670            0.00921        0.00184
       5472.670            0.00371        0.00168
       5487.670            0.00733        0.00168
       5502.670            0.01053        0.00186
       5517.670            0.01125        0.00169
       5532.670            0.00952        0.00170
       5547.670            0.01355        0.00174
       5562.670            0.00539        0.00203
       5577.670            0.00928        0.00577
       5592.670            0.00682        0.00189
       5607.670            0.00776        0.00191
       5622.670            0.00431        0.00172
       5637.670            0.00166        0.00170
       5652.670            0.00763        0.00185
       5667.670            0.00507        0.00171
       5682.670            0.00855        0.00171
       5697.670            0.01013        0.00190
       5712.670            0.00362        0.00173
       5727.670            0.00833        0.00173
       5742.670            0.00235        0.00187
       5757.670            0.00425        0.00170
       5772.670            0.00896        0.00170
       5787.670            0.00996        0.00185
       5802.670            0.00997        0.00171
       5817.670            0.00500        0.00189
       5832.670            0.00731        0.00172
       5847.670            0.00629        0.00172
       5862.670            0.00695        0.00201
       5877.670            0.00616        0.00197
       5892.670            0.00517        0.00289
       5907.670            0.00640        0.00220
       5922.670            0.00757        0.00190
       5937.670            0.00862        0.00188
       5952.670            0.01247        0.00205
       5967.670            0.00425        0.00181
       5982.670            0.00766        0.00197
       5997.670            0.00950        0.00174
       6012.670            0.00346        0.00170
       6027.670            0.00487        0.00183
       6042.670            0.00351        0.00166
       6057.670            0.00332        0.00164
       6072.670            0.00823        0.00180
       6087.670            0.00500        0.00161
       6102.670            0.00519        0.00178
       6117.670            0.00355        0.00161
       6132.670            0.00498        0.00162
       6147.670            0.00186        0.00181
       6162.670            0.00411        0.00161
       6177.670            0.00594        0.00181
       6192.670            0.00319        0.00161
       6207.670            0.00327        0.00164
       6222.670            0.00327        0.00183
       6237.670            0.00635        0.00191
       6252.670            0.00635        0.00181
       6267.670            0.00331        0.00225
       6282.670            0.00526        0.00180
       6297.670            0.00591        0.00276
       6312.670            0.00517        0.00198
       6327.670            0.00712        0.00196
       6342.670            0.01184        0.00169
       6357.670            0.00439        0.00190
       6372.670            0.00800        0.00195
       6387.670            0.00756        0.00165
       6402.670            0.00709        0.00172
       6417.670            0.00885        0.00158
       6432.670            0.00568        0.00156
       6447.670            0.00530        0.00171
       6462.670            0.00891        0.00174
       6477.670            0.00963        0.00185
       6492.670            0.00843        0.00167
       6507.670            0.00650        0.00176
       6522.670            0.00905        0.00182
       6537.670            0.00503        0.00174
       6552.670            0.00725        0.00203
       6567.670            0.00491        0.00184
       6582.670            0.00498        0.00187
       6597.670            0.00736        0.00161
       6612.670            0.00587        0.00157
       6627.670            0.00206        0.00170
       6642.670            0.00591        0.00154
       6657.670            0.00391        0.00166
       6672.670            0.00059        0.00152
       6687.670            0.00511        0.00167
       6702.670            0.00424        0.00155
       6717.670            0.00559        0.00154
       6732.670            0.00670        0.00168
       6747.670            0.00317        0.00152
       6762.670            0.00212        0.00164
       6777.670            0.00475        0.00150
       6792.670            0.00523        0.00164
       6807.670            0.00405        0.00149
       6822.670            0.00345        0.00175
       6837.670            0.00429        0.00221
       6852.670            0.00093        0.00170
       6867.670            0.00647        0.00256
       6882.670           -0.00018        0.00183
       6897.670            0.00310        0.00199
       6912.670            0.00541        0.00186
       6927.670            0.00561        0.00205
       6942.670            0.00440        0.00185
       6957.670            0.00179        0.00175
       6972.670            0.00546        0.00195
       6987.670            0.00174        0.00166
       7002.670            0.00398        0.00179
       7017.670            0.00540        0.00160
       7032.670            0.00301        0.00166
       7047.670            0.00650        0.00167
       7062.670            0.00011        0.00177
       7077.670            0.00160        0.00162
       7092.670            0.00100        0.00159
       7107.670            0.00203        0.00169
       7122.670            0.00190        0.00161
       7137.670            0.00346        0.00178
       7152.670            0.00288        0.00164
       7167.670            0.00675        0.00186
       7182.670            0.00695        0.00176
       7197.670            0.00616        0.00185
       7212.670            0.00265        0.00162
       7227.670            0.00786        0.00197
       7242.670            0.00824        0.00300
       7257.670            0.00438        0.00212
       7272.670            0.00412        0.00293
       7287.670            0.00473        0.00249
       7302.670            0.01045        0.00240
       7317.670            0.00609        0.00263
       7332.670            0.00550        0.00265
       7347.670            0.01018        0.00247
       7362.670            0.00402        0.00261
       7377.670            0.00745        0.00215
       7392.670            0.00369        0.00229
       7407.670            0.00514        0.00212
       7422.670            0.00316        0.00180
       7437.670            0.00342        0.00227
       7452.670            0.00420        0.00180
       7467.670            0.00268        0.00229
       7482.670            0.00654        0.00227
       7497.670            0.00584        0.00204
       7512.670            0.00394        0.00196
       7527.670            0.00677        0.00280
       7542.670            0.00024        0.00192
       7557.670            0.00847        0.00218
       7572.670            0.01030        0.00236
       7587.670            0.00134        0.00248
       7602.670            0.01055        0.00471
       7617.670           -0.00056        0.00324
       7632.670            0.00860        0.00361
       7647.670            0.00450        0.00250
       7662.670            0.00151        0.00251
       7677.670            0.00106        0.00199
       7692.670            0.00461        0.00228
       7707.670            0.00118        0.00271
       7722.670           -0.00190        0.00356
       7737.670            0.00474        0.00237
       7752.670            0.00574        0.00380
       7767.670            0.00236        0.00259
       7782.670            0.00006        0.00288
       7797.670            0.00436        0.00311
       7812.670            0.00925        0.00315
       7827.670            0.00475        0.00304
       7842.670            0.01285        0.00289
       7857.670            0.00687        0.00414
       7872.670            0.00749        0.00329
       7887.670            0.00430        0.00348
       7902.670            0.00338        0.00285
       7917.670            0.00806        0.00447
       7932.670            0.00360        0.00302
       7947.670            0.00019        0.00290
       7962.670            0.00451        0.00330
       7977.670            0.00325        0.00346
       7992.670           -0.00105        0.00358
       8007.670            0.00799        0.00308
       8022.670            0.00571        0.00330
       8037.670            0.00370        0.00293
       8052.670            0.00839        0.00266
       8067.670            0.00578        0.00271
       8082.670            0.00355        0.00257
       8097.670            0.00284        0.00259
       8112.670            0.00416        0.00268
       8127.670            0.00172        0.00238
       8142.670            0.00230        0.00286
       8157.670            0.00453        0.00255
