@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.699
@SPECTRUM spectrum_04D4ib_629.dat
@SN-NAME 04D4ib
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 0.660
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.720           -0.00831        0.01319
       4273.720           -0.01577        0.01152
       4288.720            0.00143        0.00974
       4303.720           -0.01422        0.00820
       4318.720            0.00124        0.00812
       4333.720           -0.00275        0.00747
       4348.720           -0.01251        0.00771
       4363.720            0.00230        0.00688
       4378.720            0.00159        0.00637
       4393.720           -0.00226        0.00605
       4408.720            0.00392        0.00600
       4423.720           -0.00930        0.00597
       4438.720           -0.00841        0.00576
       4453.720           -0.00855        0.00556
       4468.720            0.00002        0.00545
       4483.720           -0.00066        0.00541
       4498.720            0.00474        0.00537
       4513.720           -0.00246        0.00532
       4528.720           -0.00155        0.00511
       4543.720           -0.00029        0.00510
       4558.720           -0.00694        0.00503
       4573.720           -0.00203        0.00498
       4588.720           -0.00110        0.00487
       4603.720           -0.01109        0.00526
       4618.720           -0.00304        0.00479
       4633.720           -0.00557        0.00472
       4648.720           -0.00205        0.00460
       4663.720           -0.00751        0.00460
       4678.720           -0.00554        0.00452
       4693.720            0.01155        0.00449
       4708.720            0.00501        0.00438
       4723.720            0.01012        0.00482
       4738.720           -0.00129        0.00434
       4753.720            0.00118        0.00430
       4768.720           -0.00610        0.00426
       4783.720            0.00011        0.00426
       4798.720            0.00192        0.00423
       4813.720            0.01059        0.00462
       4828.720            0.00608        0.00420
       4843.720            0.00324        0.00411
       4858.720            0.00222        0.00388
       4873.720            0.00738        0.00388
       4888.720            0.01103        0.00394
       4903.720            0.00641        0.00434
       4918.720            0.01015        0.00385
       4933.720            0.00769        0.00385
       4948.720            0.01224        0.00385
       4963.720            0.01305        0.00383
       4978.720            0.00261        0.00411
       4993.720            0.01333        0.00373
       5008.720            0.01836        0.00364
       5023.720            0.00899        0.00362
       5038.720            0.01515        0.00359
       5053.720            0.01305        0.00398
       5068.720            0.01328        0.00358
       5083.720            0.01157        0.00353
       5098.720            0.01158        0.00353
       5113.720            0.00919        0.00385
       5128.720            0.01350        0.00348
       5143.720            0.02076        0.00345
       5158.720            0.01089        0.00340
       5173.720            0.01487        0.00356
       5188.720            0.01860        0.00341
       5203.720            0.01050        0.00366
       5218.720            0.00844        0.00340
       5233.720            0.01702        0.00372
       5248.720            0.01321        0.00342
       5263.720            0.00329        0.00332
       5278.720            0.01213        0.00331
       5293.720            0.01005        0.00369
       5308.720            0.01223        0.00336
       5323.720            0.00857        0.00336
       5338.720            0.01293        0.00330
       5353.720            0.00571        0.00362
       5368.720            0.01183        0.00325
       5383.720            0.00873        0.00324
       5398.720            0.01703        0.00349
       5413.720            0.01358        0.00318
       5428.720            0.01237        0.00320
       5443.720            0.01049        0.00320
       5458.720            0.02595        0.00350
       5473.720            0.00605        0.00317
       5488.720            0.00960        0.00317
       5503.720            0.00736        0.00348
       5518.720            0.01343        0.00318
       5533.720            0.01155        0.00318
       5548.720            0.01714        0.00354
       5563.720            0.01709        0.00341
       5578.720            0.01765        0.00678
       5593.720            0.01218        0.00358
       5608.720            0.01959        0.00320
       5623.720            0.01643        0.00318
       5638.720            0.01581        0.00346
       5653.720            0.02125        0.00313
       5668.720            0.01022        0.00314
       5683.720            0.01358        0.00345
       5698.720            0.01719        0.00315
       5713.720            0.00759        0.00315
       5728.720            0.01171        0.00348
       5743.720            0.01364        0.00313
       5758.720            0.01587        0.00312
       5773.720            0.02045        0.00341
       5788.720            0.01357        0.00309
       5803.720            0.01181        0.00313
       5818.720            0.02104        0.00343
       5833.720            0.01709        0.00314
       5848.720            0.02550        0.00312
       5863.720            0.01724        0.00364
       5878.720            0.02418        0.00355
       5893.720            0.02588        0.00438
       5908.720            0.02398        0.00376
       5923.720            0.02215        0.00340
       5938.720            0.02279        0.00367
       5953.720            0.02164        0.00333
       5968.720            0.02183        0.00323
       5983.720            0.02382        0.00348
       5998.720            0.01961        0.00312
       6013.720            0.02199        0.00304
       6028.720            0.02949        0.00332
       6043.720            0.02772        0.00300
       6058.720            0.02512        0.00325
       6073.720            0.02208        0.00295
       6088.720            0.02289        0.00292
       6103.720            0.02082        0.00320
       6118.720            0.02923        0.00289
       6133.720            0.03649        0.00320
       6148.720            0.02655        0.00298
       6163.720            0.02583        0.00296
       6178.720            0.03340        0.00323
       6193.720            0.02453        0.00289
       6208.720            0.02404        0.00293
       6223.720            0.02743        0.00327
       6238.720            0.02396        0.00364
       6253.720            0.01762        0.00345
       6268.720            0.02029        0.00317
       6283.720            0.01906        0.00323
       6298.720            0.02551        0.00950
       6313.720            0.01598        0.00365
       6328.720            0.02283        0.00346
       6343.720            0.00774        0.00295
       6358.720            0.01277        0.00461
       6373.720            0.01065        0.00372
       6388.720            0.01258        0.00288
       6403.720            0.01321        0.00297
       6418.720            0.01334        0.00274
       6433.720            0.02261        0.00296
       6448.720            0.01332        0.00271
       6463.720            0.00000        0.00303
       6478.720            0.01714        0.00314
       6493.720            0.01825        0.00292
       6508.720            0.00488        0.00324
       6523.720            0.00607        0.00284
       6538.720            0.01489        0.00325
       6553.720            0.02392        0.00304
       6568.720            0.01846        0.00292
       6583.720            0.01416        0.00309
       6598.720            0.01785        0.00274
       6613.720            0.01693        0.00292
       6628.720            0.01912        0.00265
       6643.720            0.02973        0.00261
       6658.720            0.02603        0.00284
       6673.720            0.02575        0.00259
       6688.720            0.01363        0.00281
       6703.720            0.00524        0.00259
       6718.720            0.02832        0.00282
       6733.720            0.03031        0.00256
       6748.720            0.01413        0.00280
       6763.720            0.00484        0.00256
       6778.720            0.03881        0.00254
       6793.720            0.03538        0.00278
       6808.720            0.03331        0.00255
       6823.720            0.01964        0.00330
       6838.720            0.03125        0.00335
       6853.720            0.02544        0.00312
       6868.720            0.02377        0.00400
       6883.720            0.03275        0.00331
       6898.720            0.02594        0.00349
       6913.720            0.02202        0.00326
       6928.720            0.02819        0.00344
       6943.720            0.02519        0.00316
       6958.720            0.03241        0.00322
       6973.720            0.01748        0.00295
       6988.720            0.01160        0.00301
       7003.720            0.02750        0.00273
       7018.720            0.02577        0.00264
       7033.720            0.01979        0.00279
       7048.720            0.02709        0.00272
       7063.720            0.02662        0.00286
       7078.720            0.02409        0.00262
       7093.720            0.02343        0.00284
       7108.720            0.01960        0.00254
       7123.720            0.01895        0.00280
       7138.720            0.01907        0.00262
       7153.720            0.01643        0.00267
       7168.720            0.02025        0.00335
       7183.720            0.02367        0.00382
       7198.720            0.01629        0.00393
       7213.720            0.01796        0.00284
       7228.720            0.01833        0.00341
       7243.720            0.02051        0.00544
       7258.720            0.01576        0.00405
       7273.720            0.01190        0.00455
       7288.720            0.01079        0.00489
       7303.720            0.01055        0.00390
       7318.720            0.00809        0.00453
       7333.720            0.00307        0.00459
       7348.720            0.01582        0.00409
       7363.720            0.02646        0.00461
       7378.720            0.00804        0.00361
       7393.720            0.01051        0.00406
       7408.720            0.02182        0.00357
       7423.720            0.02024        0.00348
       7438.720            0.01770        0.00355
       7453.720            0.01346        0.00340
       7468.720            0.01074        0.00370
       7483.720            0.01906        0.00442
       7498.720            0.02103        0.00327
       7513.720            0.01964        0.00345
       7528.720            0.01828        0.00475
       7543.720            0.02536        0.00308
       7558.720            0.01595        0.00354
       7573.720            0.01122        0.00393
       7588.720            0.02790        0.00457
       7603.720            0.00461        0.00961
       7618.720            0.03272        0.00886
       7633.720            0.02266        0.00670
       7648.720            0.02041        0.00565
       7663.720            0.02106        0.00412
       7678.720            0.02113        0.00364
       7693.720            0.02081        0.00340
       7708.720            0.01627        0.00464
       7723.720            0.01966        0.00536
       7738.720            0.02303        0.00385
       7753.720            0.02253        0.00617
       7768.720            0.02606        0.00453
       7783.720            0.02105        0.00508
       7798.720            0.01686        0.00485
       7813.720            0.01725        0.00510
       7828.720            0.01602        0.00461
       7843.720            0.01309        0.00496
       7858.720            0.01378        0.00616
       7873.720            0.01865        0.00592
       7888.720            0.00904        0.00495
       7903.720            0.00451        0.00476
       7918.720            0.01357        0.00667
       7933.720            0.00619        0.00463
       7948.720            0.01488        0.00471
       7963.720            0.01743        0.00570
       7978.720            0.00619        0.00554
       7993.720            0.01988        0.00608
       8008.720            0.01205        0.00475
       8023.720            0.01494        0.00547
       8038.720            0.01151        0.00441
       8053.720            0.01395        0.00436
       8068.720            0.01407        0.00474
       8083.720            0.01153        0.00365
       8098.720            0.01773        0.00450
       8113.720            0.00454        0.00378
       8128.720            0.02177        0.00425
