# SNID ztf25aabmhdd
# OBSERVER = Rich/Hinds/Wise
# RA 187.31999999999996
# OBS_DATE 2025-01-25 11:48:59.28
# MJD 60700.49235278
# DEC 5.067972222222222
# INSTRUMENT KAST
#wavelength flux flux_err
3467.49385074 0.08219143 0.04804420
3468.50527852 -0.01606586 0.04650077
3469.51670630 0.13450946 0.05374370
3470.52813407 0.19674551 0.05518901
3471.53956185 0.21598111 0.05665666
3472.55098962 0.13865346 0.05743380
3473.56241740 -0.03251291 0.04951913
3474.57384517 -0.06018579 0.05296071
3475.58527295 0.08090014 0.05867787
3476.59670072 0.01266078 0.06276355
3477.60812850 0.17990525 0.06579814
3478.61955627 0.08030860 0.05966610
3479.63098405 0.05539203 0.06404489
3480.64241182 -0.07818005 0.06669845
3481.65383960 -0.05853641 0.07002140
3482.66526737 0.10605165 0.06758303
3483.67669515 0.12611556 0.06855267
3484.68812292 0.09628971 0.06377340
3485.69955070 0.03350547 0.06451073
3486.71097847 -0.01826415 0.06437302
3487.72240625 0.17583625 0.06721342
3488.73383402 0.15418804 0.06254087
3489.74526180 -0.04433305 0.06060334
3490.75668957 0.01703511 0.05809896
3491.76811735 -0.06161701 0.06256543
3492.77954512 0.11524682 0.06336284
3493.79097290 0.10950213 0.05642759
3494.80240068 -0.04163200 0.06087236
3495.81382845 0.23537640 0.07012270
3496.82525623 0.03219802 0.06302056
3497.83668400 -0.00362088 0.06087951
3498.84811178 0.08626248 0.06028793
3499.85953955 0.20098776 0.05548052
3500.87096733 0.19977479 0.05731229
3501.88239510 -0.02872084 0.05741647
3502.89382288 0.04214258 0.05428372
3503.90525065 0.20570993 0.05975496
3504.91667843 0.38415045 0.05994177
3505.92810620 0.09670462 0.05339293
3506.93953398 0.02146011 0.05990093
3507.95096175 0.18494244 0.06649758
3508.96238953 0.14059262 0.06208082
3509.97381730 0.05863212 0.06288108
3510.98524508 0.01799614 0.06081906
3511.99667285 -0.05351956 0.05897222
3513.00810063 0.24575019 0.05937961
3514.01952840 0.27376607 0.06366476
3515.03095618 -0.05814552 0.06206085
3516.04238395 0.05695117 0.05710815
3517.05381173 0.07275775 0.05979333
3518.06523950 0.15503868 0.06496084
3519.07666728 0.01738546 0.05779168
3520.08809505 -0.02286101 0.05151410
3521.09952283 -0.05694761 0.05503708
3522.11095061 -0.15881042 0.06137455
3523.12237838 0.01424143 0.06068337
3524.13380616 0.02790819 0.05375659
3525.14523393 0.13591233 0.05364731
3526.15666171 0.05168717 0.05798922
3527.16808948 0.09089299 0.05995332
3528.17951726 -0.02118365 0.05840581
3529.19094503 -0.01293283 0.05607812
3530.20237281 -0.10266373 0.05874559
3531.21380058 -0.10381361 0.06356765
3532.22522836 -0.02690690 0.05479892
3533.23665613 0.06436373 0.05485535
3534.24808391 0.01061990 0.05203360
3535.25951168 0.11926700 0.05493391
3536.27093946 0.19589090 0.04959221
3537.28236723 0.14903338 0.05358281
3538.29379501 0.19875525 0.05500652
3539.30522278 0.14952338 0.05853993
3540.31665056 0.00315176 0.06739002
3541.32807833 0.16100769 0.06308720
3542.33950611 0.00379176 0.07234312
3543.35093388 -0.14254871 0.07058748
3544.36236166 -0.02417634 0.07249742
3545.37378943 0.00633554 0.06935871
3546.38521721 -0.14901981 0.07370446
3547.39664499 0.12845165 0.07091781
3548.40807276 0.11170573 0.07778775
3549.41950054 -0.14266378 0.06871281
3550.43092831 -0.07183354 0.07031851
3551.44235609 0.05490945 0.06784201
3552.45378386 0.27831563 0.07264111
3553.46521164 0.34330362 0.08861367
3554.47663941 0.28585660 0.07743555
3555.48806719 0.03995042 0.06473394
3556.49949496 -0.08017152 0.07556036
3557.51092274 0.04917844 0.06856422
3558.52235051 0.06795748 0.06177930
3559.53377829 0.12309524 0.06388050
3560.54520606 0.19842660 0.07387245
3561.55663384 0.07402353 0.06773034
3562.56806161 0.08823173 0.06324195
3563.57948939 -0.04242702 0.06199655
3564.59091716 0.06522024 0.07172240
3565.60234494 0.06058521 0.06665474
3566.61377271 -0.12193266 0.06186777
3567.62520049 -0.03345373 0.06727029
3568.63662826 0.11310460 0.06445006
3569.64805604 0.17222366 0.05453371
3570.65948381 -0.04286639 0.05732382
