# SIMPLE  =                    T / conforms to FITS standard                      
# BITPIX  =                    8 / array data type                                
# NAXIS   =                    0 / number of array dimensions                     
# EXTEND  =                    T                                                  
# VERSPYT = '3.11.7  '           / Python version                                 
# VERSNPY = '1.26.4  '           / Numpy version                                  
# VERSSCI = '1.12.0  '           / Scipy version                                  
# VERSAST = '6.0.0   '           / Astropy version                                
# VERSSKL = '1.4.1.post1'        / Scikit-learn version                           
# VERSPYP = '1.17.0  '           / PypeIt version                                 
# DATE    = '2025-02-05'         / UTC date created                               
# RA      =    161.2577083333333                                                  
# DEC     =    76.68670555555556                                                  
# TARGET  = 'GOTO25zz'                                                            
# DISPNAME= 'blue    '                                                            
# DECKER  = 'slit    '                                                            
# BINNING = '1,1     '                                                            
# MJD     =         60711.044854                                                  
# DATETIME= '2025-02-05T01:04:35.386' / Date and time of the observation in ISOT f
# AIRMASS =             1.541515                                                  
# EXPTIME =               1200.0                                                  
# FILENAME= 'v_e_20250204_68_1_0_9.fits.gz'                                       
# INSTRUME= 'SPRAT   '                                                            
# DETECTOR= 'E2V CCD30-11 10333-02-26'                                            
# DATE-OBS= '2025-02-05T01:04:35.347'                                             
# CONFNAME= 'user_def_config'                                                     
# FOVTYPE = 'slit    '                                                            
# CCDXBIN =                    1                                                  
# CCDYBIN =                    1                                                  
# PYPELINE= 'MultiSlit'                                                           
# PYP_SPEC= 'lt_sprat'                                                            
# TELESCOP= 'LT      '                                                            
# LON-OBS =  -17.879999999999995                                                  
# LAT-OBS =   28.758333333333336                                                  
# ALT-OBS =    2326.999999998442                                                  
# CLBS_DIR= '/home/mpursiai/onedrive-work/work/GOTO_classifications/GOTO-FAST/py&'
# CONTINUE  'peit/20250204/reduced/Calibrations'                                  
# CLBS_ARC= 'Arc_A_0_DET01.fits'                                                  
# HIERARCH CLBS_WAVECALIB = 'WaveCalib_A_0_DET01.fits'                            
# HIERARCH CLBS_BIAS = 'Bias_A_0_DET01.fits'                                      
# HIERARCH CLBS_FLAT = 'Flat_A_0_DET01.fits'                                      
# HIERARCH CLBS_EDGES = 'Edges_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_SLITS = 'Slits_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_TILTIMG = 'Tiltimg_A_0_DET01.fits'                                
# HIERARCH CLBS_TILTS = 'Tilts_A_0_DET01.fits'                                    
# DMODCLS = 'SpecObjs'           / Datamodel class                                
# DMODVER = '1.0.0   '           / Datamodel version                              
# EXT0000 = 'SPAT0126-SLIT0113-DET01'                                             
# NSPEC   =                    1                                                  
# 
#      Lam       Flux        STD
  4003.790  5.860e-16  1.980e-16
  4007.959  9.240e-16  1.908e-16
  4012.131  1.053e-15  1.845e-16
  4016.304  2.158e-15  2.080e-16
  4020.466  1.155e-15  1.828e-16
  4024.644  6.982e-16  1.682e-16
  4028.826  8.783e-16  1.701e-16
  4033.012  5.279e-16  1.724e-16
  4037.213  1.343e-15  2.301e-16
  4041.400  2.439e-15  2.522e-16
  4045.587  3.640e-16  2.151e-16
  4049.763  1.833e-15  2.092e-16
  4053.950  1.557e-15  2.081e-16
  4058.145  1.361e-15  2.023e-16
  4062.342  1.339e-15  1.963e-16
  4066.541  1.457e-15  1.869e-16
  4070.743  1.353e-15  1.816e-16
  4074.946  9.082e-16  1.660e-16
  4079.152  1.347e-15  1.671e-16
  4083.360  1.307e-15  1.622e-16
  4087.570  1.245e-15  1.522e-16
  4091.782  1.006e-15  1.462e-16
  4095.996  1.302e-15  1.413e-16
  4100.212  1.213e-15  1.392e-16
  4104.431  1.004e-15  1.340e-16
  4108.651  8.041e-16  1.266e-16
  4112.873  6.656e-16  1.219e-16
  4117.098  7.429e-16  1.247e-16
  4121.325  1.144e-15  1.300e-16
  4125.553  1.333e-15  1.316e-16
  4129.784  8.297e-16  1.218e-16
  4134.017  1.060e-15  1.217e-16
  4138.252  1.191e-15  1.229e-16
  4142.489  1.009e-15  1.157e-16
  4146.728  1.183e-15  1.153e-16
  4150.969  1.115e-15  1.140e-16
  4155.212  1.241e-15  1.146e-16
  4159.457  1.051e-15  1.075e-16
  4163.704  1.028e-15  1.081e-16
  4167.954  1.171e-15  1.093e-16
  4172.205  1.149e-15  1.051e-16
  4176.458  9.129e-16  9.977e-17
  4180.713  1.147e-15  1.026e-16
  4184.969  9.718e-16  9.565e-17
  4189.230  1.282e-15  1.022e-16
  4193.491  1.272e-15  9.977e-17
  4197.755  1.442e-15  1.013e-16
  4202.020  1.233e-15  9.702e-17
  4206.287  1.073e-15  9.237e-17
  4210.557  1.361e-15  9.628e-17
  4214.828  1.459e-15  9.875e-17
  4219.101  1.126e-15  9.062e-17
  4223.377  1.432e-15  9.530e-17
  4227.654  1.486e-15  9.476e-17
  4231.933  1.327e-15  9.063e-17
  4236.214  1.053e-15  8.605e-17
  4240.497  1.510e-15  9.231e-17
  4244.782  1.317e-15  8.826e-17
  4249.069  1.104e-15  8.544e-17
  4253.359  1.245e-15  8.731e-17
  4257.650  1.391e-15  8.864e-17
  4261.942  1.216e-15  8.506e-17
  4266.237  1.140e-15  8.458e-17
  4270.534  1.270e-15  8.397e-17
  4274.833  1.264e-15  8.414e-17
  4279.134  1.295e-15  8.356e-17
  4283.436  1.081e-15  7.998e-17
  4287.741  1.059e-15  7.876e-17
  4292.047  1.151e-15  7.932e-17
  4296.355  1.173e-15  8.001e-17
  4300.666  1.072e-15  7.710e-17
  4304.978  1.130e-15  7.771e-17
  4309.292  1.422e-15  8.356e-17
  4313.608  1.274e-15  7.897e-17
  4317.926  9.747e-16  7.440e-17
  4322.245  9.541e-16  7.374e-17
  4326.567  1.067e-15  7.466e-17
  4330.891  1.053e-15  7.421e-17
  4335.216  9.669e-16  7.256e-17
  4339.543  1.091e-15  7.448e-17
  4343.872  1.023e-15  7.171e-17
  4348.203  8.907e-16  7.048e-17
  4352.536  8.743e-16  7.051e-17
  4356.871  9.049e-16  7.002e-17
  4361.208  7.487e-16  6.692e-17
  4365.546  9.893e-16  7.055e-17
  4369.887  9.306e-16  6.902e-17
  4374.229  1.005e-15  7.071e-17
  4378.573  9.333e-16  6.920e-17
  4382.919  8.727e-16  6.742e-17
  4387.266  7.417e-16  6.466e-17
  4391.616  8.998e-16  6.708e-17
  4395.967  8.149e-16  6.593e-17
  4400.320  9.635e-16  6.841e-17
  4404.675  7.633e-16  6.414e-17
  4409.032  7.764e-16  6.480e-17
  4413.390  8.130e-16  6.507e-17
  4417.751  7.683e-16  6.428e-17
  4422.113  7.099e-16  6.232e-17
  4426.477  8.389e-16  6.459e-17
  4430.843  8.374e-16  6.429e-17
  4435.211  8.174e-16  6.370e-17
  4439.580  6.284e-16  5.928e-17
  4443.951  6.172e-16  5.938e-17
  4448.324  7.374e-16  6.039e-17
  4452.699  8.787e-16  6.262e-17
  4457.075  7.490e-16  6.022e-17
  4461.454  9.332e-16  6.240e-17
  4465.834  8.293e-16  6.053e-17
  4470.215  8.943e-16  6.171e-17
  4474.599  8.735e-16  6.049e-17
  4478.984  9.433e-16  6.182e-17
  4483.371  7.798e-16  5.863e-17
  4487.760  1.004e-15  6.170e-17
  4492.151  9.415e-16  6.012e-17
  4496.543  9.997e-16  6.049e-17
  4500.937  1.033e-15  6.033e-17
  4505.333  1.219e-15  6.302e-17
  4509.727  1.120e-15  6.097e-17
  4514.126  9.754e-16  5.847e-17
  4518.530  1.006e-15  5.937e-17
  4522.933  1.102e-15  6.017e-17
  4527.337  9.166e-16  5.731e-17
  4531.744  1.015e-15  5.850e-17
  4536.151  8.723e-16  5.625e-17
  4540.561  9.746e-16  5.740e-17
  4544.972  8.783e-16  5.586e-17
  4549.385  9.703e-16  5.695e-17
  4553.800  1.012e-15  5.660e-17
  4558.216  8.365e-16  5.380e-17
  4562.634  9.312e-16  5.493e-17
  4567.053  8.829e-16  5.382e-17
  4571.475  8.934e-16  5.375e-17
  4575.898  8.265e-16  5.255e-17
  4580.322  9.448e-16  5.365e-17
  4584.749  9.609e-16  5.342e-17
  4589.177  1.029e-15  5.371e-17
  4593.606  1.041e-15  5.362e-17
  4598.038  1.018e-15  5.282e-17
  4602.471  1.000e-15  5.261e-17
  4606.905  9.785e-16  5.188e-17
  4611.342  9.988e-16  5.174e-17
  4615.780  1.091e-15  5.260e-17
  4620.219  1.158e-15  5.357e-17
  4624.660  1.098e-15  5.214e-17
  4629.103  1.025e-15  5.104e-17
  4633.548  1.110e-15  5.120e-17
  4637.993  9.363e-16  4.887e-17
  4642.441  1.111e-15  5.049e-17
  4646.890  1.067e-15  4.937e-17
  4651.341  1.311e-15  5.246e-17
