@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.560
@SPECTRUM spectrum_03D1gt_385.dat
@SN-NAME 03D1gt
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 6.997
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.830           -0.00098        0.00707
       4273.830           -0.00201        0.00606
       4288.830           -0.00829        0.00512
       4303.830            0.00419        0.00430
       4318.830            0.00091        0.00394
       4333.830            0.00594        0.00358
       4348.830           -0.00866        0.00332
       4363.830            0.00202        0.00347
       4378.830            0.00819        0.00300
       4393.830            0.00073        0.00280
       4408.830           -0.00144        0.00275
       4423.830           -0.00559        0.00267
       4438.830            0.00211        0.00256
       4453.830           -0.00044        0.00248
       4468.830            0.00006        0.00244
       4483.830            0.00191        0.00242
       4498.830            0.00185        0.00237
       4513.830            0.00343        0.00235
       4528.830           -0.00007        0.00232
       4543.830            0.00217        0.00231
       4558.830            0.00214        0.00225
       4573.830            0.00178        0.00223
       4588.830           -0.00266        0.00218
       4603.830           -0.00162        0.00233
       4618.830            0.00240        0.00211
       4633.830           -0.00110        0.00208
       4648.830           -0.00310        0.00205
       4663.830            0.00060        0.00207
       4678.830           -0.00151        0.00204
       4693.830           -0.00135        0.00200
       4708.830            0.00167        0.00197
       4723.830           -0.00014        0.00215
       4738.830            0.00351        0.00192
       4753.830           -0.00124        0.00190
       4768.830            0.00200        0.00189
       4783.830           -0.00093        0.00187
       4798.830            0.00080        0.00187
       4813.830           -0.00047        0.00187
       4828.830           -0.00443        0.00207
       4843.830           -0.00059        0.00186
       4858.830            0.00018        0.00179
       4873.830            0.00204        0.00177
       4888.830            0.00017        0.00178
       4903.830            0.00065        0.00176
       4918.830           -0.00166        0.00188
       4933.830           -0.00423        0.00171
       4948.830           -0.00070        0.00172
       4963.830           -0.00065        0.00175
       4978.830            0.00393        0.00173
       4993.830           -0.00010        0.00187
       5008.830            0.00266        0.00169
       5023.830            0.00092        0.00167
       5038.830           -0.00142        0.00164
       5053.830            0.00322        0.00179
       5068.830            0.00014        0.00164
       5083.830            0.00320        0.00161
       5098.830            0.00040        0.00161
       5113.830            0.00298        0.00160
       5128.830            0.00179        0.00177
       5143.830            0.00071        0.00163
       5158.830            0.00536        0.00160
       5173.830           -0.00016        0.00155
       5188.830           -0.00058        0.00174
       5203.830            0.00351        0.00164
       5218.830           -0.00070        0.00158
       5233.830            0.00018        0.00158
       5248.830            0.00222        0.00173
       5263.830            0.00244        0.00153
       5278.830            0.00431        0.00154
       5293.830            0.00147        0.00155
       5308.830            0.00258        0.00171
       5323.830            0.00316        0.00158
       5338.830            0.00258        0.00157
       5353.830            0.00059        0.00168
       5368.830           -0.00240        0.00151
       5383.830            0.00328        0.00150
       5398.830            0.00577        0.00148
       5413.830            0.00059        0.00162
       5428.830            0.00409        0.00149
       5443.830            0.00391        0.00149
       5458.830            0.00099        0.00162
       5473.830            0.00096        0.00147
       5488.830            0.00046        0.00147
       5503.830            0.00177        0.00162
       5518.830            0.00299        0.00148
       5533.830            0.00298        0.00148
       5548.830            0.00125        0.00149
       5563.830            0.00190        0.00179
       5578.830            0.00417        0.00418
       5593.830            0.00214        0.00154
       5608.830            0.00490        0.00163
       5623.830            0.00137        0.00147
       5638.830            0.00352        0.00145
       5653.830            0.00182        0.00157
       5668.830            0.00245        0.00144
       5683.830            0.00188        0.00144
       5698.830            0.00254        0.00158
       5713.830            0.00222        0.00143
       5728.830            0.00231        0.00144
       5743.830           -0.00114        0.00157
       5758.830            0.00249        0.00143
       5773.830            0.00387        0.00142
       5788.830            0.00231        0.00155
       5803.830           -0.00008        0.00143
       5818.830            0.00057        0.00157
       5833.830            0.00259        0.00144
       5848.830            0.00212        0.00143
       5863.830            0.00437        0.00165
       5878.830            0.00283        0.00156
       5893.830            0.00466        0.00179
       5908.830            0.00306        0.00167
       5923.830            0.00147        0.00153
       5938.830            0.00126        0.00149
       5953.830            0.00488        0.00165
       5968.830            0.00379        0.00146
       5983.830            0.00307        0.00157
       5998.830            0.00384        0.00141
       6013.830            0.00327        0.00138
       6028.830            0.00446        0.00152
       6043.830            0.00578        0.00138
       6058.830            0.00550        0.00137
       6073.830            0.00748        0.00150
       6088.830            0.00961        0.00136
       6103.830            0.00739        0.00148
       6118.830            0.00648        0.00136
       6133.830            0.00562        0.00137
       6148.830            0.00691        0.00157
       6163.830            0.00829        0.00145
       6178.830            0.00662        0.00151
       6193.830            0.00541        0.00136
       6208.830            0.00497        0.00138
       6223.830            0.00534        0.00154
       6238.830            0.00496        0.00154
       6253.830            0.00512        0.00149
       6268.830            0.00278        0.00181
       6283.830            0.00702        0.00149
       6298.830            0.00873        0.00237
       6313.830            0.00500        0.00158
       6328.830            0.00338        0.00161
       6343.830            0.00684        0.00140
       6358.830            0.00804        0.00158
       6373.830            0.00773        0.00160
       6388.830            0.00601        0.00137
       6403.830            0.00546        0.00144
       6418.830            0.00778        0.00134
       6433.830            0.00550        0.00132
       6448.830            0.00557        0.00148
       6463.830            0.00849        0.00149
       6478.830            0.00636        0.00154
       6493.830            0.00667        0.00143
       6508.830            0.00418        0.00145
       6523.830            0.00868        0.00155
       6538.830            0.00826        0.00148
       6553.830            0.00850        0.00173
       6568.830            0.00653        0.00159
       6583.830            0.00851        0.00155
       6598.830            0.00429        0.00136
       6613.830            0.00359        0.00133
       6628.830            0.00576        0.00146
       6643.830            0.00592        0.00131
       6658.830            0.00779        0.00145
       6673.830            0.00469        0.00130
       6688.830            0.00432        0.00142
       6703.830            0.00481        0.00132
       6718.830            0.00527        0.00132
       6733.830            0.00699        0.00144
       6748.830            0.00549        0.00131
       6763.830            0.00176        0.00141
       6778.830            0.00326        0.00129
       6793.830            0.00287        0.00140
       6808.830            0.00289        0.00128
       6823.830            0.00433        0.00149
       6838.830            0.00412        0.00172
       6853.830            0.00328        0.00144
       6868.830            0.00462        0.00203
       6883.830            0.00206        0.00151
       6898.830            0.00287        0.00165
       6913.830            0.00547        0.00155
       6928.830            0.00365        0.00165
       6943.830            0.00535        0.00152
       6958.830            0.00610        0.00145
       6973.830            0.00615        0.00162
       6988.830            0.00876        0.00142
       7003.830            0.00937        0.00158
       7018.830            0.00989        0.00137
       7033.830            0.00594        0.00145
       7048.830            0.00783        0.00143
       7063.830            0.00749        0.00153
       7078.830            0.00860        0.00140
       7093.830            0.00999        0.00139
       7108.830            0.00849        0.00148
       7123.830            0.00923        0.00137
       7138.830            0.00942        0.00154
       7153.830            0.00904        0.00142
       7168.830            0.00613        0.00158
       7183.830            0.00918        0.00151
       7198.830            0.00661        0.00159
       7213.830            0.00754        0.00141
       7228.830            0.00904        0.00171
       7243.830            0.00985        0.00232
       7258.830            0.00256        0.00168
       7273.830            0.00742        0.00241
       7288.830            0.00462        0.00192
       7303.830            0.00718        0.00195
       7318.830            0.00328        0.00205
       7333.830            0.00800        0.00214
       7348.830            0.00743        0.00191
       7363.830            0.00706        0.00210
       7378.830            0.00564        0.00172
       7393.830            0.00377        0.00188
       7408.830            0.00528        0.00168
       7423.830            0.00455        0.00153
       7438.830            0.00589        0.00182
       7453.830            0.00600        0.00152
       7468.830            0.00494        0.00188
       7483.830            0.00605        0.00181
       7498.830            0.00636        0.00170
       7513.830            0.00323        0.00163
       7528.830            0.00737        0.00222
       7543.830            0.00548        0.00160
       7558.830            0.00428        0.00181
       7573.830            0.00667        0.00192
       7588.830            0.00358        0.00208
       7603.830            0.00492        0.00383
       7618.830            0.00511        0.00260
       7633.830            0.00319        0.00284
       7648.830            0.00231        0.00203
       7663.830            0.00451        0.00203
       7678.830            0.00574        0.00170
       7693.830            0.00460        0.00187
       7708.830            0.00437        0.00222
       7723.830            0.00329        0.00262
       7738.830            0.00380        0.00195
       7753.830            0.00473        0.00295
       7768.830            0.01201        0.00266
       7783.830            0.00500        0.00279
       7798.830            0.00587        0.00242
       7813.830            0.00838        0.00237
       7828.830            0.00484        0.00249
       7843.830            0.00668        0.00230
       7858.830            0.00518        0.00306
       7873.830            0.00841        0.00252
       7888.830            0.00359        0.00266
       7903.830            0.00881        0.00232
       7918.830           -0.00233        0.00336
       7933.830            0.00897        0.00234
       7948.830            0.00878        0.00237
       7963.830            0.00832        0.00266
       7978.830            0.00586        0.00267
       7993.830            0.00837        0.00284
       8008.830            0.00769        0.00243
       8023.830            0.00736        0.00257
       8038.830            0.00838        0.00237
       8053.830            0.00917        0.00220
       8068.830            0.00634        0.00215
       8083.830            0.01147        0.00227
       8098.830            0.00878        0.00216
       8113.830            0.01004        0.00230
       8128.830            0.01130        0.00214
       8143.830            0.01209        0.00248
       8158.830            0.00873        0.00217
