# B-channel spectrum:  tLSQ12gdj_20121112_Gr11_Free_slit1.5_1_f.asci
# R-channel spectrum:  tLSQ12gdj_20121112_Gr16_OG530_slit1.5_1_f.asci
# Errors estimated from scatter of spectrum
8498.64100 2.385410e-16 1.259112e-17
8502.85465 2.475580e-16 1.241840e-17
8507.06830 2.441580e-16 1.232550e-17
8511.28195 2.273500e-16 1.228389e-17
8515.49560 2.192830e-16 1.226091e-17
8519.70925 2.107720e-16 1.222558e-17
8523.92289 2.077920e-16 1.215308e-17
8528.13654 2.190480e-16 1.202746e-17
8532.35019 2.359060e-16 1.184289e-17
8536.56384 2.401290e-16 1.160366e-17
8540.77749 2.385840e-16 1.132361e-17
8544.99114 2.286250e-16 1.102494e-17
8549.20479 2.384940e-16 1.073678e-17
8553.41844 2.193900e-16 1.049304e-17
8557.63208 2.230710e-16 1.032937e-17
8561.84573 2.109440e-16 1.027900e-17
8566.05938 2.071140e-16 1.036759e-17
8570.27303 2.130290e-16 1.060876e-17
8574.48668 2.133630e-16 1.100175e-17
8578.70033 2.197070e-16 1.153236e-17
8582.91398 2.263000e-16 1.217660e-17
8587.12763 2.241260e-16 1.290515e-17
8591.34128 2.268280e-16 1.368731e-17
8595.55492 2.301840e-16 1.449350e-17
8599.76857 1.930060e-16 1.529629e-17
8603.98222 1.982930e-16 1.607054e-17
8608.19587 2.009040e-16 1.679289e-17
8612.40952 1.950960e-16 1.744141e-17
8616.62317 2.097900e-16 1.799548e-17
8620.83682 2.219730e-16 1.843633e-17
8625.05047 2.422090e-16 1.874814e-17
8629.26411 2.456630e-16 1.891948e-17
8633.47776 2.372570e-16 1.894489e-17
8637.69141 2.237070e-16 1.882613e-17
8641.90506 1.984260e-16 1.857283e-17
8646.11871 1.816850e-16 1.820228e-17
8650.33236 1.926050e-16 1.773840e-17
8654.54601 1.942600e-16 1.720976e-17
8658.75966 2.014810e-16 1.664711e-17
8662.97330 2.109940e-16 1.608065e-17
8667.18695 2.174170e-16 1.553750e-17
8671.40060 2.308380e-16 1.503983e-17
8675.61425 2.227480e-16 1.460391e-17
8679.82790 2.107910e-16 1.424019e-17
8684.04155 2.069690e-16 1.395397e-17
8688.25520 1.854030e-16 1.374649e-17
8692.46885 1.904600e-16 1.361592e-17
8696.68250 1.953950e-16 1.355812e-17
8700.89614 1.888280e-16 1.356745e-17
8705.10979 2.057130e-16 1.363759e-17
8709.32344 2.095940e-16 1.376287e-17
8713.53709 2.130830e-16 1.393965e-17
8717.75074 2.299630e-16 1.416748e-17
8721.96439 2.163450e-16 1.444952e-17
8726.17804 1.887130e-16 1.479190e-17
8730.39169 1.920420e-16 1.520215e-17
8734.60533 1.852540e-16 1.568717e-17
8738.81898 1.970440e-16 1.625206e-17
8743.03263 1.997520e-16 1.690043e-17
8747.24628 2.014800e-16 1.763699e-17
8751.45993 2.283280e-16 1.847217e-17
8755.67358 2.194700e-16 1.942766e-17
8759.88723 2.157470e-16 2.054111e-17
8764.10088 2.023210e-16 2.186782e-17
8768.31452 1.681110e-16 2.347692e-17
8772.52817 1.652140e-16 2.544102e-17
8776.74182 1.661830e-16 2.782057e-17
8780.95547 1.734660e-16 3.064683e-17
8785.16912 1.988060e-16 3.390850e-17
8789.38277 2.032040e-16 3.754522e-17
8793.59642 2.062920e-16 4.144839e-17
8797.81007 2.225450e-16 4.546787e-17
8802.02372 2.134760e-16 4.942282e-17
8806.23736 1.948770e-16 5.311523e-17
8810.45101 1.836990e-16 5.634522e-17
8814.66466 1.567110e-16 5.892700e-17
8818.87831 1.521930e-16 6.070435e-17
8823.09196 2.590260e-18 6.156410e-17
8827.30561 3.961080e-17 6.144640e-17
8831.51926 1.883020e-16 6.035057e-17
8835.73291 2.085750e-16 5.833619e-17
8839.94655 2.050720e-16 5.551934e-17
8844.16020 1.956250e-16 5.206487e-17
8848.37385 2.127440e-16 4.817566e-17
8852.58750 1.996960e-16 4.408005e-17
8856.80115 1.835540e-16 4.001815e-17
8861.01480 1.736670e-16 3.622632e-17
8865.22845 1.715110e-16 3.291790e-17
8869.44210 1.788200e-16 3.025800e-17
8873.65574 2.059640e-16 2.833470e-17
8877.86939 1.921250e-16 2.713871e-17
8882.08304 1.575690e-16 2.656831e-17
8886.29669 1.807450e-16 2.646364e-17
8890.51034 2.387030e-16 2.665266e-17
8894.72399 2.042700e-16 2.698608e-17
8898.93764 2.060920e-16 2.735228e-17
8903.15129 1.681740e-16 2.767660e-17
8907.36493 1.640430e-16 2.791333e-17
8911.57858 1.422830e-16 2.803612e-17
8915.79223 1.446510e-16 2.802994e-17
8920.00588 1.312300e-16 2.788546e-17
8924.21953 1.639690e-16 2.759612e-17
8928.43318 1.694550e-16 2.715736e-17
8932.64683 1.949140e-16 2.656747e-17
8936.86048 2.080070e-16 2.582945e-17
8941.07413 2.401120e-16 2.495310e-17
8945.28777 2.136530e-16 2.395695e-17
8949.50142 1.930890e-16 2.286948e-17
8953.71507 1.838960e-16 2.172941e-17
8957.92872 1.930760e-16 2.058475e-17
8962.14237 1.869660e-16 1.949059e-17
8966.35602 1.757920e-16 1.850530e-17
8970.56967 1.633780e-16 1.768499e-17
8974.78332 1.729910e-16 1.707662e-17
8978.99696 1.898050e-16 1.671088e-17
8983.21061 1.936740e-16 1.659713e-17
8987.42426 1.949190e-16 1.672275e-17
8991.63791 1.918830e-16 1.705748e-17
8995.85156 2.073000e-16 1.756065e-17
9000.06521 2.221910e-16 1.818830e-17
9004.27886 2.194750e-16 1.889794e-17
9008.49251 2.170760e-16 1.965040e-17
9012.70615 2.023000e-16 2.040956e-17
9016.91980 1.821290e-16 2.114127e-17
9021.13345 1.750240e-16 2.181252e-17
9025.34710 1.684620e-16 2.239167e-17
9029.56075 1.587510e-16 2.284998e-17
9033.77440 1.621590e-16 2.316420e-17
9037.98805 1.744700e-16 2.331970e-17
9042.20170 2.198340e-16 2.331343e-17
9046.41535 2.258160e-16 2.315584e-17
9050.62899 2.201960e-16 2.287125e-17
9054.84264 2.049300e-16 2.249592e-17
9059.05629 1.901510e-16 2.207380e-17
9063.26994 1.875570e-16 2.165004e-17
9067.48359 1.776380e-16 2.126326e-17
9071.69724 1.625930e-16 2.093824e-17
9075.91089 1.555410e-16 2.068114e-17
9080.12454 1.652850e-16 2.047873e-17
9084.33818 1.488570e-16 2.030220e-17
9088.55183 1.774920e-16 2.011396e-17
9092.76548 1.796630e-16 1.987553e-17
9096.97913 1.919970e-16 1.955459e-17
9101.19278 2.271160e-16 1.912981e-17
9105.40643 1.982050e-16 1.859340e-17
9109.62008 1.877100e-16 1.795127e-17
9113.83373 1.808980e-16 1.722152e-17
9118.04737 1.724490e-16 1.643141e-17
9122.26102 1.737330e-16 1.561365e-17
9126.47467 1.626000e-16 1.480232e-17
9130.68832 1.558660e-16 1.402910e-17
9134.90197 1.636570e-16 1.332033e-17
9139.11562 1.612520e-16 1.269509e-17
9143.32927 1.723930e-16 1.216462e-17
9147.54292 1.843120e-16 1.173263e-17
9151.75657 1.851300e-16 1.139632e-17
9155.97021 1.881910e-16 1.114756e-17
9160.18386 1.797520e-16 1.097407e-17
9164.39751 1.846260e-16 1.086065e-17
9168.61116 1.940950e-16 1.079059e-17
9172.82481 1.740850e-16 1.074733e-17
9177.03846 1.656940e-16 1.071634e-17
9181.25211 1.709020e-16 1.068693e-17
9185.46576 1.671150e-16 1.065373e-17
9189.67940 1.487430e-16 1.061737e-17
9193.89305 1.712810e-16 1.058409e-17
9198.10670 1.746920e-16 1.056407e-17
9202.32035 1.773430e-16 1.056847e-17
9206.53400 1.741290e-16 1.060584e-17
9210.74765 1.898200e-16 1.067869e-17
9214.96130 1.790880e-16 1.078140e-17
9219.17495 1.794500e-16 1.090029e-17
9223.38859 1.800600e-16 1.101577e-17
9227.60224 1.822100e-16 1.110608e-17
9231.81589 1.665930e-16 1.115131e-17
9236.02954 1.450610e-16 1.113700e-17
9240.24319 1.578870e-16 1.105674e-17
9244.45684 1.702280e-16 1.091343e-17
9248.67049 1.699180e-16 1.071963e-17
9252.88414 1.759990e-16 1.049673e-17
9257.09778 1.755890e-16 1.027347e-17
9261.31143 1.868560e-16 1.008344e-17
9265.52508 1.852400e-16 9.961735e-18
9269.73873 1.758720e-16 9.940423e-18
9273.95238 1.838850e-16 1.004359e-17
9278.16603 1.757950e-16 1.028309e-17
9282.37968 1.663230e-16 1.065658e-17
9286.59333 1.702790e-16 1.114873e-17
9290.80698 1.620720e-16 1.173490e-17
9295.02062 1.489680e-16 1.238573e-17
9299.23427 1.611630e-16 1.307119e-17
9303.44792 1.650900e-16 1.376328e-17
9307.66157 1.833890e-16 1.443733e-17
9311.87522 1.791120e-16 1.507203e-17
9316.08887 1.426640e-16 1.564890e-17
9320.30252 1.436870e-16 1.615146e-17
9324.51617 1.641210e-16 1.656483e-17
9328.72981 1.502040e-16 1.687596e-17
9332.94346 1.282330e-16 1.707462e-17
9337.15711 1.099940e-16 1.715516e-17
9341.37076 1.326280e-16 1.711837e-17
9345.58441 1.221520e-16 1.697331e-17
9349.79806 1.260530e-16 1.673820e-17
9354.01171 1.556900e-16 1.644015e-17
9358.22536 1.677430e-16 1.611334e-17
9362.43900 1.493710e-16 1.579544e-17
9366.65265 1.429600e-16 1.552259e-17
9370.86630 1.482140e-16 1.532370e-17
9375.07995 1.610490e-16 1.521552e-17
9379.29360 1.780240e-16 1.519991e-17
9383.50725 1.462760e-16 1.526445e-17
9387.72090 1.469510e-16 1.538619e-17
9391.93455 1.434060e-16 1.553728e-17
9396.14820 1.324000e-16 1.569083e-17
9400.36184 1.417600e-16 1.582573e-17
9404.57549 1.768240e-16 1.592964e-17
9408.78914 1.799550e-16 1.599999e-17
9413.00279 1.584480e-16 1.604308e-17
9417.21644 1.657920e-16 1.607152e-17
9421.43009 1.660820e-16 1.610056e-17
9425.64374 1.518190e-16 1.614409e-17
9429.85739 1.427610e-16 1.621119e-17
9434.07103 1.370200e-16 1.630413e-17
9438.28468 1.227860e-16 1.641822e-17
9442.49833 1.228530e-16 1.654334e-17
9446.71198 1.365990e-16 1.666636e-17
9450.92563 1.231380e-16 1.677391e-17
9455.13928 1.422560e-16 1.685453e-17
9459.35293 1.613180e-16 1.690018e-17
9463.56658 1.657990e-16 1.690698e-17
9467.78022 1.675320e-16 1.687532e-17
9471.99387 1.719580e-16 1.680937e-17
9476.20752 1.784170e-16 1.671617e-17
9480.42117 1.518000e-16 1.660418e-17
9484.63482 1.427610e-16 1.648150e-17
9488.84847 1.359220e-16 1.635400e-17
9493.06212 1.531850e-16 1.622384e-17
9497.27577 1.238100e-16 1.608863e-17
9501.48942 1.367110e-16 1.594178e-17
9505.70306 1.218330e-16 1.577370e-17
9509.91671 1.386590e-16 1.557374e-17
9514.13036 1.645530e-16 1.533215e-17
9518.34401 1.528100e-16 1.504179e-17
9522.55766 1.721110e-16 1.469911e-17
9526.77131 1.622220e-16 1.430446e-17
9530.98496 1.433570e-16 1.386185e-17
9535.19861 1.516580e-16 1.337837e-17
9539.41225 1.453840e-16 1.286369e-17
9543.62590 1.237100e-16 1.232960e-17
9547.83955 1.283470e-16 1.178995e-17
9552.05320 1.514350e-16 1.126061e-17
9556.26685 1.513620e-16 1.075948e-17
9560.48050 1.432250e-16 1.030622e-17
9564.69415 1.390570e-16 9.921637e-18
9568.90780 1.362810e-16 9.626433e-18
9573.12144 1.456920e-16 9.439543e-18
9577.33509 1.603610e-16 9.376004e-18
9581.54874 1.493370e-16 9.444750e-18
9585.76239 1.490720e-16 9.646761e-18
9589.97604 1.318370e-16 9.974060e-18
9594.18969 1.402070e-16 1.040985e-17
9598.40334 1.420170e-16 1.092985e-17
9602.61699 1.512430e-16 1.150451e-17
9606.83064 1.511270e-16 1.210192e-17
9611.04428 1.645400e-16 1.269088e-17
9615.25793 1.502620e-16 1.324403e-17
9619.47158 1.299340e-16 1.374039e-17
9623.68523 1.684400e-16 1.416716e-17
9627.89888 1.642320e-16 1.452038e-17
9632.11253 1.212390e-16 1.480419e-17
9636.32618 1.398400e-16 1.502879e-17
9640.53983 1.549050e-16 1.520764e-17
9644.75347 1.445420e-16 1.535451e-17
9648.96712 1.614680e-16 1.548141e-17
9653.18077 1.472510e-16 1.559837e-17
9657.39442 1.240160e-16 1.571499e-17
9661.60807 1.372180e-16 1.584336e-17
9665.82172 1.508410e-16 1.600093e-17
9670.03537 1.850720e-16 1.621145e-17
9674.24902 1.698630e-16 1.650274e-17
9678.46266 1.436660e-16 1.690081e-17
9682.67631 1.548200e-16 1.742178e-17
9686.88996 1.591910e-16 1.806463e-17
9691.10361 1.641470e-16 1.880787e-17
9695.31726 1.485130e-16 1.961165e-17
9699.53091 1.424100e-16 2.042446e-17
9703.74456 1.760940e-16 2.119182e-17
9707.95821 1.748580e-16 2.186452e-17
9712.17185 1.914840e-16 2.240472e-17
9716.38550 1.091870e-16 2.278915e-17
9720.59915 1.688100e-16 2.300942e-17
9724.81280 1.305660e-16 2.306989e-17
9729.02645 1.354930e-16 2.298390e-17
9733.24010 1.416320e-16 2.276950e-17
9737.45375 1.592510e-16 2.244569e-17
9741.66740 1.024620e-16 2.203016e-17
9745.88105 1.225620e-16 2.153890e-17
9750.09469 1.096030e-16 2.098734e-17
9754.30834 1.334280e-16 2.039234e-17
9758.52199 1.658800e-16 1.977371e-17
9762.73564 1.636860e-16 1.915448e-17
9766.94929 1.475130e-16 1.855933e-17
9771.16294 1.469260e-16 1.801146e-17
9775.37659 1.608970e-16 1.752884e-17
9779.59024 1.406010e-16 1.712140e-17
9783.80388 1.421530e-16 1.679041e-17
9788.01753 1.703540e-16 1.653053e-17
9792.23118 1.315810e-16 1.633400e-17
9796.44483 1.096810e-16 1.619531e-17
9800.65848 1.460880e-16 1.611451e-17
9804.87213 1.500020e-16 1.609800e-17
9809.08578 1.294100e-16 1.615634e-17
9813.29943 1.246410e-16 1.629965e-17
9817.51307 1.297780e-16 1.653230e-17
9821.72672 1.601910e-16 1.684857e-17
9825.94037 1.269550e-16 1.723112e-17
9830.15402 1.439590e-16 1.765248e-17
9834.36767 1.260680e-16 1.807919e-17
9838.58132 1.002720e-16 1.847701e-17
9842.79497 1.276930e-16 1.881618e-17
9847.00862 1.235060e-16 1.907557e-17
9851.22227 1.652720e-16 1.924525e-17
9855.43591 1.668930e-16 1.932729e-17
9859.64956 1.398150e-16 1.933448e-17
9863.86321 1.350380e-16 1.928717e-17
9868.07686 1.056800e-16 1.920858e-17
9872.29051 1.222190e-16 1.911943e-17
9876.50416 1.460310e-16 1.903319e-17
9880.71781 1.307870e-16 1.895338e-17
9884.93146 1.234040e-16 1.887384e-17
9889.14510 1.111890e-16 1.878179e-17
9893.35875 1.559970e-16 1.866286e-17
9897.57240 1.718060e-16 1.850625e-17
9901.78605 1.445910e-16 1.830872e-17
9905.99970 1.347790e-16 1.807627e-17
9910.21335 1.360640e-16 1.782332e-17
9914.42700 1.401700e-16 1.756967e-17
9918.64065 1.166340e-16 1.733616e-17
9922.85429 1.089850e-16 1.714020e-17
9927.06794 9.487980e-17 1.699236e-17
9931.28159 1.090910e-16 1.689498e-17
9935.49524 1.078920e-16 1.684300e-17
9939.70889 1.031180e-16 1.682634e-17
9943.92254 1.417530e-16 1.683292e-17
9948.13619 1.035840e-16 1.685141e-17
9952.34984 1.267590e-16 1.687289e-17
9956.56349 1.361200e-16 1.689158e-17
9960.77713 1.607220e-16 1.690442e-17
9964.99078 1.206150e-16 1.691022e-17
9969.20443 1.265560e-16 1.690847e-17
9973.41808 1.197400e-16 1.689833e-17
9977.63173 1.122720e-16 1.687786e-17
9981.84538 1.448100e-16 1.684389e-17
9986.05903 1.634830e-16 1.679272e-17
9990.27268 1.545360e-16 1.672292e-17
9994.48632 1.566790e-16 1.664275e-17
9998.69997 1.575310e-16 1.658973e-17
