# B-channel spectrum:  tLSQ12gdj_20121112_Gr11_Free_slit1.5_1_f.asci
# R-channel spectrum:  tLSQ12gdj_20121112_Gr16_OG530_slit1.5_1_f.asci
# Errors estimated from scatter of spectrum
5846.07876 6.873637e-16 9.771206e-18
5850.14564 6.930354e-16 9.822274e-18
5854.21252 6.864172e-16 9.921035e-18
5858.27940 7.011567e-16 1.005425e-17
5862.34628 7.043841e-16 1.020311e-17
5866.41316 6.850105e-16 1.034690e-17
5870.48004 6.972221e-16 1.046609e-17
5874.54692 6.958403e-16 1.054438e-17
5878.61379 6.710875e-16 1.056982e-17
5882.68067 6.969296e-16 1.053519e-17
5886.74755 6.798205e-16 1.043803e-17
5890.81443 6.623079e-16 1.028044e-17
5894.88131 6.795882e-16 1.006881e-17
5898.94819 6.795624e-16 9.813488e-18
5903.01507 6.603462e-16 9.528275e-18
5907.08195 6.738967e-16 9.229834e-18
5911.14883 6.820447e-16 8.936757e-18
5915.21570 6.818459e-16 8.668354e-18
5919.28258 6.815172e-16 8.443145e-18
5923.34946 6.661978e-16 8.277163e-18
5927.41634 6.709705e-16 8.182284e-18
5931.48322 6.706771e-16 8.164843e-18
5935.55010 6.827468e-16 8.224774e-18
5939.61698 6.668836e-16 8.355395e-18
5943.68386 6.788904e-16 8.543798e-18
5947.75073 6.640873e-16 8.771734e-18
5951.81761 6.606276e-16 9.016923e-18
5955.88449 6.652669e-16 9.254705e-18
5959.95137 6.458949e-16 9.459997e-18
5964.01825 6.579741e-16 9.609449e-18
5968.08513 6.586452e-16 9.683584e-18
5972.15201 6.277680e-16 9.668732e-18
5976.21889 6.387855e-16 9.558479e-18
5980.28576 6.567394e-16 9.354469e-18
5984.35264 6.526887e-16 9.066410e-18
5988.41952 6.543157e-16 8.711248e-18
5992.48640 6.432587e-16 8.311520e-18
5996.55328 6.448823e-16 7.892967e-18
5999.94727 6.479210e-16 7.481570e-18
6004.16091 6.323139e-16 7.100295e-18
6008.37456 6.355042e-16 6.766056e-18
6012.58821 6.393895e-16 6.487600e-18
6016.80186 6.297912e-16 6.265008e-18
6021.01551 6.204520e-16 6.091074e-18
6025.22916 6.322336e-16 5.954112e-18
6029.44281 6.360923e-16 5.841264e-18
6033.65646 6.222510e-16 5.741393e-18
6037.87010 6.243691e-16 5.647086e-18
6042.08375 6.275112e-16 5.555761e-18
6046.29740 6.142619e-16 5.470048e-18
6050.51105 6.109247e-16 5.397581e-18
6054.72470 6.197292e-16 5.350132e-18
6058.93835 6.215757e-16 5.341902e-18
6063.15200 6.188384e-16 5.386894e-18
6067.36565 6.116168e-16 5.495689e-18
6071.57930 6.101702e-16 5.672558e-18
6075.79294 6.140064e-16 5.913952e-18
6080.00659 6.161823e-16 6.208920e-18
6084.22024 6.082133e-16 6.541023e-18
6088.43389 6.134869e-16 6.890850e-18
6092.64754 6.208337e-16 7.238320e-18
6096.86119 6.199217e-16 7.564411e-18
6101.07484 6.134879e-16 7.852356e-18
6105.28849 6.079041e-16 8.088461e-18
6109.50213 6.070285e-16 8.262760e-18
6113.71578 5.834989e-16 8.369627e-18
6117.92943 6.021275e-16 8.408363e-18
6122.14308 6.026640e-16 8.383701e-18
6126.35673 6.073983e-16 8.306040e-18
6130.57038 5.830672e-16 8.191167e-18
6134.78403 5.793931e-16 8.059153e-18
6138.99768 5.873200e-16 7.932212e-18
6143.21132 5.791605e-16 7.831520e-18
6147.42497 5.830753e-16 7.773521e-18
6151.63862 5.838996e-16 7.766729e-18
6155.85227 5.783624e-16 7.810231e-18
6160.06592 5.822667e-16 7.894523e-18
6164.27957 5.708523e-16 8.004288e-18
6168.49322 5.568318e-16 8.121956e-18
6172.70687 5.771072e-16 8.230825e-18
6176.92052 5.840812e-16 8.317085e-18
6181.13416 5.739098e-16 8.370679e-18
6185.34781 5.668192e-16 8.385390e-18
6189.56146 5.713403e-16 8.358617e-18
6193.77511 5.731697e-16 8.291276e-18
6197.98876 5.817111e-16 8.188028e-18
6202.20241 5.663655e-16 8.057811e-18
6206.41606 5.496209e-16 7.914367e-18
6210.62971 5.502325e-16 7.776257e-18
6214.84335 5.564692e-16 7.665718e-18
6219.05700 5.526568e-16 7.605812e-18
6223.27065 5.425694e-16 7.615918e-18
6227.48430 5.553500e-16 7.706608e-18
6231.69795 5.453381e-16 7.875865e-18
6235.91160 5.363992e-16 8.108450e-18
6240.12525 5.343858e-16 8.378728e-18
6244.33890 5.403196e-16 8.655673e-18
6248.55254 5.315074e-16 8.908244e-18
6252.76619 5.350414e-16 9.109876e-18
6256.97984 5.038375e-16 9.241579e-18
6261.19349 5.049354e-16 9.293599e-18
6265.40714 5.263583e-16 9.265733e-18
6269.62079 5.235814e-16 9.166390e-18
6273.83444 5.130197e-16 9.010484e-18
6278.04809 5.060508e-16 8.816376e-18
6282.26173 5.053215e-16 8.602286e-18
6286.47538 5.006708e-16 8.382842e-18
6290.68903 5.147180e-16 8.166619e-18
6294.90268 5.085114e-16 7.955404e-18
6299.11633 5.017065e-16 7.745403e-18
6303.32998 5.168408e-16 7.529979e-18
6307.54363 5.082910e-16 7.303007e-18
6311.75728 4.883864e-16 7.061853e-18
6315.97093 4.901710e-16 6.809265e-18
6320.18457 4.896483e-16 6.553827e-18
6324.39822 4.891650e-16 6.308909e-18
6328.61187 4.875902e-16 6.090276e-18
6332.82552 4.842952e-16 5.912756e-18
6337.03917 4.891432e-16 5.786787e-18
6341.25282 4.784806e-16 5.715965e-18
6345.46647 4.783377e-16 5.696654e-18
6349.68012 4.779677e-16 5.719917e-18
6353.89376 4.867244e-16 5.775018e-18
6358.10741 4.887517e-16 5.853202e-18
6362.32106 4.774660e-16 5.950622e-18
6366.53471 4.703715e-16 6.069798e-18
6370.74836 4.774053e-16 6.219339e-18
6374.96201 4.774717e-16 6.411911e-18
6379.17566 4.785249e-16 6.660725e-18
6383.38931 4.821210e-16 6.975314e-18
6387.60295 4.814758e-16 7.357781e-18
6391.81660 4.921747e-16 7.800716e-18
6396.03025 4.830033e-16 8.287231e-18
6400.24390 4.966495e-16 8.792787e-18
6404.45755 4.979851e-16 9.287999e-18
6408.67120 4.781585e-16 9.741705e-18
6412.88485 4.932348e-16 1.012388e-17
6417.09850 4.998908e-16 1.040823e-17
6421.31215 4.908585e-16 1.057439e-17
6425.52579 5.205201e-16 1.060965e-17
6429.73944 4.788016e-16 1.051022e-17
6433.95309 4.852251e-16 1.028179e-17
6438.16674 4.991337e-16 9.939512e-18
6442.38039 4.956809e-16 9.507262e-18
6446.59404 5.009401e-16 9.016281e-18
6450.80769 4.841013e-16 8.503084e-18
6455.02134 4.878585e-16 8.006658e-18
6459.23498 4.931494e-16 7.564895e-18
6463.44863 4.900020e-16 7.210485e-18
6467.66228 4.933792e-16 6.967069e-18
6471.87593 4.831934e-16 6.847111e-18
6476.08958 4.949847e-16 6.852818e-18
6480.30323 4.852912e-16 6.979961e-18
6484.51688 4.776207e-16 7.222629e-18
6488.73053 4.949632e-16 7.576470e-18
6492.94417 4.983470e-16 8.039214e-18
6497.15782 4.960275e-16 8.609081e-18
6501.37147 4.867254e-16 9.282754e-18
6505.58512 4.844295e-16 1.005461e-17
6509.79877 4.910854e-16 1.091811e-17
6514.01242 4.767402e-16 1.186929e-17
6518.22607 4.842956e-16 1.291147e-17
6522.43972 4.945339e-16 1.405988e-17
6526.65337 5.054650e-16 1.534439e-17
6530.86701 4.970319e-16 1.680860e-17
6535.08066 4.818010e-16 1.850390e-17
6539.29431 4.472870e-16 2.047878e-17
6543.50796 4.615871e-16 2.276555e-17
6547.72161 4.770533e-16 2.536836e-17
6551.93526 4.711784e-16 2.825562e-17
6556.14891 4.876459e-16 3.135827e-17
6560.36256 4.842266e-16 3.457329e-17
6564.57620 4.822588e-16 3.777116e-17
6568.78985 4.795414e-16 4.080582e-17
6573.00350 4.777887e-16 4.352619e-17
6577.21715 4.865371e-16 4.578817e-17
6581.43080 4.731001e-16 4.746639e-17
6585.64445 3.638319e-16 4.846454e-17
6589.85810 3.229300e-16 4.872335e-17
6594.07175 3.499832e-16 4.822528e-17
6598.28539 4.061716e-16 4.699546e-17
6602.49904 4.251116e-16 4.509859e-17
6606.71269 4.169334e-16 4.263238e-17
6610.92634 4.514596e-16 3.971812e-17
6615.13999 4.703748e-16 3.648978e-17
6619.35364 4.845021e-16 3.308273e-17
6623.56729 4.776269e-16 2.962362e-17
6627.78094 4.741533e-16 2.622249e-17
6631.99459 4.659895e-16 2.296764e-17
6636.20823 4.701034e-16 1.992385e-17
6640.42188 4.688141e-16 1.713337e-17
6644.63553 4.647694e-16 1.461924e-17
6648.84918 4.665501e-16 1.238984e-17
6653.06283 4.769583e-16 1.044384e-17
6657.27648 4.791769e-16 8.774491e-18
6661.49013 4.760086e-16 7.372700e-18
6665.70378 4.731502e-16 6.228410e-18
6669.91742 4.782615e-16 5.329728e-18
6674.13107 4.778036e-16 4.659834e-18
6678.34472 4.821330e-16 4.192932e-18
6682.55837 4.816015e-16 3.892554e-18
6686.77202 4.897556e-16 3.715264e-18
6690.98567 4.827970e-16 3.618432e-18
6695.19932 4.853482e-16 3.567219e-18
6699.41297 4.902032e-16 3.537547e-18
6703.62661 4.834094e-16 3.515488e-18
6707.84026 4.809208e-16 3.494968e-18
6712.05391 4.813613e-16 3.475204e-18
6716.26756 4.889234e-16 3.458467e-18
6720.48121 4.829492e-16 3.448380e-18
6724.69486 4.859805e-16 3.448752e-18
6728.90851 4.889970e-16 3.462897e-18
6733.12216 4.863964e-16 3.493320e-18
6737.33580 4.792629e-16 3.541608e-18
6741.54945 4.883733e-16 3.608353e-18
6745.76310 4.901551e-16 3.693051e-18
6749.97675 4.901628e-16 3.794006e-18
6754.19040 4.868282e-16 3.908396e-18
6758.40405 4.865690e-16 4.032643e-18
6762.61770 4.934719e-16 4.163153e-18
6766.83135 4.957828e-16 4.297371e-18
6771.04500 4.997546e-16 4.434961e-18
6775.25864 4.919627e-16 4.578889e-18
6779.47229 4.951268e-16 4.736095e-18
6783.68594 4.841460e-16 4.917496e-18
6787.89959 4.918181e-16 5.137111e-18
6792.11324 4.988237e-16 5.410322e-18
6796.32689 4.910944e-16 5.751623e-18
6800.54054 4.914265e-16 6.172516e-18
6804.75419 4.925429e-16 6.680167e-18
6808.96783 4.962402e-16 7.277134e-18
6813.18148 5.014623e-16 7.961907e-18
6817.39513 5.028797e-16 8.729725e-18
6821.60878 5.030638e-16 9.573193e-18
6825.82243 5.022587e-16 1.048240e-17
6830.03608 4.932268e-16 1.144456e-17
6834.24973 4.904000e-16 1.244323e-17
6838.46338 4.912333e-16 1.345753e-17
6842.67702 4.992271e-16 1.446153e-17
6846.89067 4.958725e-16 1.542414e-17
6851.10432 4.908122e-16 1.630992e-17
6855.31797 4.778138e-16 1.708064e-17
6859.53162 4.594469e-16 1.769784e-17
6863.74527 4.491042e-16 1.812600e-17
6867.95892 4.317160e-16 1.833598e-17
6872.17257 4.147873e-16 1.830833e-17
6876.38622 4.180519e-16 1.803587e-17
6880.59986 4.315371e-16 1.752536e-17
6884.81351 4.440169e-16 1.679777e-17
6889.02716 4.422800e-16 1.588732e-17
6893.24081 4.495913e-16 1.483907e-17
6897.45446 4.419905e-16 1.370563e-17
6901.66811 4.550494e-16 1.254290e-17
6905.88176 4.613084e-16 1.140542e-17
6910.09541 4.621577e-16 1.034145e-17
6914.30905 4.762407e-16 9.388232e-18
6918.52270 4.724290e-16 8.568218e-18
6922.73635 4.750876e-16 7.887226e-18
6926.95000 4.798822e-16 7.335760e-18
6931.16365 4.903020e-16 6.893597e-18
6935.37730 4.785276e-16 6.536345e-18
6939.59095 4.795370e-16 6.241676e-18
6943.80460 4.799771e-16 5.993417e-18
6948.01824 4.866680e-16 5.782995e-18
6952.23189 4.807179e-16 5.608757e-18
6956.44554 4.802640e-16 5.474025e-18
6960.65919 4.930789e-16 5.384538e-18
6964.87284 4.884770e-16 5.345786e-18
6969.08649 4.819042e-16 5.360574e-18
6973.30014 4.803819e-16 5.427289e-18
6977.51379 4.818095e-16 5.539211e-18
6981.72744 4.822129e-16 5.685001e-18
6985.94108 4.844486e-16 5.850096e-18
6990.15473 4.873004e-16 6.018556e-18
6994.36838 4.904032e-16 6.174861e-18
6998.58203 4.808699e-16 6.305375e-18
7002.79568 4.667927e-16 6.399334e-18
7007.00933 4.790283e-16 6.449357e-18
7011.22298 4.724372e-16 6.451545e-18
7015.43663 4.630352e-16 6.405265e-18
7019.65027 4.771024e-16 6.312728e-18
7023.86392 4.808784e-16 6.178496e-18
7028.07757 4.680310e-16 6.009020e-18
7032.29122 4.660404e-16 5.812281e-18
7036.50487 4.662019e-16 5.597595e-18
7040.71852 4.707551e-16 5.375521e-18
7044.93217 4.797256e-16 5.157782e-18
7049.14582 4.667789e-16 4.956967e-18
7053.35946 4.679199e-16 4.785799e-18
7057.57311 4.690449e-16 4.655762e-18
7061.78676 4.731876e-16 4.575201e-18
7066.00041 4.678700e-16 4.547403e-18
7070.21406 4.657076e-16 4.569487e-18
7074.42771 4.728606e-16 4.632760e-18
7078.64136 4.722183e-16 4.724525e-18
7082.85501 4.665089e-16 4.830695e-18
7087.06866 4.587888e-16 4.938411e-18
7091.28230 4.618914e-16 5.038093e-18
7095.49595 4.643725e-16 5.124720e-18
7099.70960 4.756617e-16 5.198262e-18
7103.92325 4.671711e-16 5.263266e-18
7108.13690 4.703390e-16 5.327570e-18
7112.35055 4.604296e-16 5.400263e-18
7116.56420 4.622734e-16 5.489220e-18
7120.77785 4.561289e-16 5.598842e-18
7124.99149 4.616192e-16 5.728716e-18
7129.20514 4.625211e-16 5.873695e-18
7133.41879 4.543832e-16 6.025338e-18
7137.63244 4.541074e-16 6.174191e-18
7141.84609 4.642700e-16 6.312182e-18
7146.05974 4.470158e-16 6.434515e-18
7150.27339 4.371111e-16 6.540701e-18
7154.48704 4.523199e-16 6.634596e-18
7158.70068 4.460301e-16 6.723501e-18
7162.91433 4.348559e-16 6.816580e-18
7167.12798 4.358200e-16 6.922931e-18
7171.34163 4.276193e-16 7.049787e-18
7175.55528 4.283561e-16 7.201227e-18
7179.76893 4.172075e-16 7.377583e-18
7183.98258 4.228711e-16 7.575492e-18
7188.19623 4.154957e-16 7.788334e-18
7192.40987 4.143929e-16 8.006817e-18
7196.62352 4.220785e-16 8.219592e-18
7200.83717 4.184492e-16 8.413951e-18
7205.05082 4.168710e-16 8.576724e-18
7209.26447 4.283904e-16 8.695444e-18
7213.47812 4.319483e-16 8.759746e-18
7217.69177 4.396570e-16 8.762827e-18
7221.90542 4.351540e-16 8.702728e-18
7226.11907 4.178013e-16 8.583194e-18
7230.33271 4.130259e-16 8.413876e-18
7234.54636 4.140414e-16 8.209718e-18
7238.76001 4.095545e-16 7.989459e-18
7242.97366 4.125339e-16 7.773300e-18
7247.18731 4.222638e-16 7.579989e-18
7251.40096 4.150737e-16 7.423825e-18
7255.61461 4.226544e-16 7.312334e-18
7259.82826 4.191605e-16 7.245305e-18
7264.04190 4.032851e-16 7.215502e-18
7268.25555 4.156090e-16 7.210711e-18
7272.46920 4.214746e-16 7.216387e-18
7276.68285 4.248388e-16 7.218151e-18
7280.89650 4.078015e-16 7.203732e-18
7285.11015 4.094700e-16 7.164329e-18
7289.32380 4.081204e-16 7.095566e-18
7293.53745 3.974501e-16 6.998193e-18
7297.75109 4.082558e-16 6.878573e-18
7301.96474 4.223037e-16 6.748765e-18
7306.17839 4.078029e-16 6.625820e-18
7310.39204 4.092559e-16 6.529833e-18
7314.60569 4.043318e-16 6.480457e-18
7318.81934 4.120221e-16 6.492305e-18
7323.03299 4.050813e-16 6.570599e-18
7327.24664 4.067099e-16 6.708897e-18
7331.46029 4.016920e-16 6.890024e-18
7335.67393 4.015664e-16 7.089699e-18
7339.88758 4.107998e-16 7.281255e-18
7344.10123 4.138768e-16 7.439908e-18
7348.31488 4.040610e-16 7.545814e-18
7352.52853 3.879417e-16 7.585804e-18
7356.74218 3.809376e-16 7.554013e-18
7360.95583 3.974941e-16 7.451682e-18
7365.16948 3.991328e-16 7.286372e-18
7369.38312 3.927248e-16 7.070772e-18
7373.59677 3.823350e-16 6.821280e-18
7377.81042 3.815474e-16 6.556472e-18
7382.02407 3.875821e-16 6.295594e-18
7386.23772 3.796647e-16 6.057110e-18
7390.45137 3.840377e-16 5.857355e-18
7394.66502 3.812372e-16 5.709322e-18
7398.87867 3.857865e-16 5.621638e-18
7403.09231 3.942776e-16 5.597910e-18
7407.30596 3.871380e-16 5.636615e-18
7411.51961 3.816998e-16 5.731667e-18
7415.73326 3.783729e-16 5.873575e-18
7419.94691 3.873553e-16 6.050954e-18
7424.16056 3.847629e-16 6.252065e-18
7428.37421 3.882767e-16 6.466114e-18
7432.58786 3.962784e-16 6.684141e-18
7436.80151 3.736771e-16 6.899399e-18
7441.01515 3.822847e-16 7.107251e-18
7445.22880 3.911455e-16 7.304634e-18
7449.44245 3.883911e-16 7.489293e-18
7453.65610 3.924986e-16 7.658994e-18
7457.86975 3.912073e-16 7.810972e-18
7462.08340 3.828055e-16 7.941774e-18
7466.29705 3.717568e-16 8.047594e-18
7470.51070 3.695730e-16 8.125005e-18
7474.72434 3.703500e-16 8.171972e-18
7478.93799 3.875540e-16 8.188958e-18
7483.15164 3.895830e-16 8.180013e-18
7487.36529 3.787600e-16 8.153773e-18
7491.57894 3.807840e-16 8.124415e-18
7495.79259 3.623400e-16 8.112559e-18
7500.00624 3.686080e-16 8.146087e-18
7504.21989 3.779760e-16 8.260544e-18
7508.43353 3.817300e-16 8.498490e-18
7512.64718 3.775620e-16 8.907006e-18
7516.86083 3.703120e-16 9.533079e-18
7521.07448 3.607110e-16 1.041779e-17
7525.28813 3.605570e-16 1.159128e-17
7529.50178 3.674510e-16 1.307007e-17
7533.71543 3.535950e-16 1.485674e-17
7537.92908 3.623300e-16 1.694093e-17
7542.14272 3.748430e-16 1.930059e-17
7546.35637 3.766990e-16 2.190318e-17
7550.57002 3.741670e-16 2.470683e-17
7554.78367 3.712820e-16 2.766145e-17
7558.99732 3.713140e-16 3.070980e-17
7563.21097 3.598380e-16 3.378838e-17
7567.42462 3.630600e-16 3.682799e-17
7571.63827 3.729710e-16 3.975408e-17
7575.85192 3.744170e-16 4.248716e-17
7580.06556 3.657640e-16 4.494394e-17
7584.27921 3.308320e-16 4.703954e-17
7588.49286 2.986810e-16 4.869139e-17
7592.70651 2.436880e-16 4.982461e-17
7596.92016 1.901010e-16 5.037853e-17
7601.13381 1.542420e-16 5.031346e-17
7605.34746 1.466010e-16 4.961648e-17
7609.56111 1.652130e-16 4.830535e-17
7613.77475 1.863150e-16 4.642954e-17
7617.98840 2.260760e-16 4.406818e-17
7622.20205 2.351910e-16 4.132487e-17
7626.41570 2.236850e-16 3.832034e-17
7630.62935 2.122240e-16 3.518367e-17
7634.84300 1.997060e-16 3.204344e-17
7639.05665 2.186240e-16 2.901979e-17
7643.27030 2.379030e-16 2.621800e-17
7647.48394 2.626100e-16 2.372358e-17
7651.69759 2.830200e-16 2.159834e-17
7655.91124 2.845130e-16 1.987657e-17
7660.12489 3.110160e-16 1.856150e-17
7664.33854 2.952980e-16 1.762385e-17
7668.55219 3.166960e-16 1.700505e-17
7672.76584 3.227500e-16 1.662635e-17
7676.97949 3.326940e-16 1.640149e-17
7681.19314 3.439980e-16 1.624895e-17
7685.40678 3.516190e-16 1.610066e-17
7689.62043 3.585440e-16 1.590654e-17
7693.83408 3.586910e-16 1.563563e-17
7698.04773 3.384260e-16 1.527490e-17
7702.26138 3.453800e-16 1.482678e-17
7706.47503 3.232400e-16 1.430596e-17
7710.68868 3.296210e-16 1.373591e-17
7714.90233 3.295620e-16 1.314541e-17
7719.11597 3.506820e-16 1.256537e-17
7723.32962 3.505270e-16 1.202606e-17
7727.54327 3.601780e-16 1.155481e-17
7731.75692 3.400450e-16 1.117424e-17
7735.97057 3.401750e-16 1.090105e-17
7740.18422 3.320180e-16 1.074546e-17
7744.39787 3.370640e-16 1.071130e-17
7748.61152 3.392660e-16 1.079676e-17
7752.82516 3.391850e-16 1.099541e-17
7757.03881 3.635350e-16 1.129690e-17
7761.25246 3.571930e-16 1.168719e-17
7765.46611 3.416020e-16 1.214820e-17
7769.67976 3.411580e-16 1.265720e-17
7773.89341 3.263590e-16 1.318670e-17
7778.10706 3.407650e-16 1.370510e-17
7782.32071 3.488910e-16 1.417852e-17
7786.53436 3.467250e-16 1.457345e-17
7790.74800 3.662680e-16 1.486001e-17
7794.96165 3.657520e-16 1.501537e-17
7799.17530 3.629640e-16 1.502664e-17
7803.38895 3.216670e-16 1.489314e-17
7807.60260 3.185820e-16 1.462747e-17
7811.81625 3.224060e-16 1.425526e-17
7816.02990 3.291130e-16 1.381343e-17
7820.24355 3.377020e-16 1.334668e-17
7824.45719 3.338410e-16 1.290229e-17
7828.67084 3.447890e-16 1.252354e-17
7832.88449 3.357130e-16 1.224282e-17
7837.09814 3.180390e-16 1.207635e-17
7841.31179 3.249530e-16 1.202265e-17
7845.52544 3.202830e-16 1.206540e-17
7849.73909 3.250590e-16 1.217955e-17
7853.95274 3.469310e-16 1.233822e-17
7858.16638 3.521160e-16 1.251814e-17
7862.38003 3.439360e-16 1.270261e-17
7866.59368 3.325450e-16 1.288217e-17
7870.80733 3.213260e-16 1.305346e-17
7875.02098 3.112700e-16 1.321720e-17
7879.23463 3.171580e-16 1.337579e-17
7883.44828 3.343290e-16 1.353126e-17
7887.66193 3.424950e-16 1.368373e-17
7891.87558 3.484920e-16 1.383084e-17
7896.08922 3.273150e-16 1.396813e-17
7900.30287 3.161830e-16 1.409020e-17
7904.51652 3.078560e-16 1.419233e-17
7908.73017 3.095920e-16 1.427220e-17
7912.94382 3.358470e-16 1.433116e-17
7917.15747 3.425780e-16 1.437453e-17
7921.37112 3.426850e-16 1.441080e-17
7925.58477 3.174590e-16 1.444953e-17
7929.79841 3.060630e-16 1.449831e-17
7934.01206 3.105720e-16 1.455965e-17
7938.22571 3.061880e-16 1.462853e-17
7942.43936 3.221090e-16 1.469173e-17
7946.65301 3.344420e-16 1.472893e-17
7950.86666 3.187820e-16 1.471551e-17
7955.08031 2.901470e-16 1.462621e-17
7959.29396 2.836990e-16 1.443871e-17
7963.50760 2.876290e-16 1.413657e-17
7967.72125 2.953730e-16 1.371116e-17
7971.93490 3.161700e-16 1.316252e-17
7976.14855 3.207370e-16 1.249915e-17
7980.36220 3.134780e-16 1.173714e-17
7984.57585 2.986610e-16 1.089872e-17
7988.78950 2.952040e-16 1.001045e-17
7993.00315 2.995560e-16 9.101312e-18
7997.21679 2.916750e-16 8.200874e-18
8001.43044 2.959920e-16 7.337579e-18
8005.64409 2.921930e-16 6.537368e-18
8009.85774 2.846550e-16 5.822668e-18
8014.07139 2.846950e-16 5.211736e-18
8018.28504 2.911740e-16 4.718268e-18
8022.49869 2.853420e-16 4.351045e-18
8026.71234 2.824020e-16 4.113413e-18
8030.92599 2.812530e-16 4.002735e-18
8035.13963 2.829470e-16 4.010302e-18
8039.35328 2.822730e-16 4.122253e-18
8043.56693 2.858110e-16 4.321390e-18
8047.78058 2.860160e-16 4.589229e-18
8051.99423 2.837010e-16 4.907700e-18
8056.20788 2.823720e-16 5.260357e-18
8060.42153 2.863010e-16 5.633240e-18
8064.63518 2.742510e-16 6.015500e-18
8068.84882 2.766460e-16 6.399777e-18
8073.06247 2.775410e-16 6.782207e-18
8077.27612 2.611420e-16 7.161963e-18
8081.48977 2.666040e-16 7.540275e-18
8085.70342 2.771830e-16 7.919041e-18
8089.91707 2.721870e-16 8.299295e-18
8094.13072 2.805420e-16 8.679891e-18
8098.34437 2.732070e-16 9.056758e-18
8102.55801 2.800910e-16 9.422909e-18
8106.77166 2.891690e-16 9.769215e-18
8110.98531 2.833650e-16 1.008574e-17
8115.19896 2.702060e-16 1.036334e-17
8119.41261 2.722560e-16 1.059522e-17
8123.62626 2.519490e-16 1.077811e-17
8127.83991 2.513030e-16 1.091294e-17
8132.05356 2.508330e-16 1.100471e-17
8136.26721 2.649020e-16 1.106152e-17
8140.48085 2.785120e-16 1.109281e-17
8144.69450 2.717270e-16 1.110715e-17
8148.90815 2.671690e-16 1.110994e-17
8153.12180 2.609920e-16 1.110188e-17
8157.33545 2.644510e-16 1.107846e-17
8161.54910 2.501440e-16 1.103100e-17
8165.76275 2.394580e-16 1.094874e-17
8169.97640 2.373530e-16 1.082163e-17
8174.19004 2.477280e-16 1.064297e-17
8178.40369 2.452660e-16 1.041158e-17
8182.61734 2.582670e-16 1.013287e-17
8186.83099 2.690210e-16 9.818902e-18
8191.04464 2.649280e-16 9.487363e-18
8195.25829 2.740390e-16 9.159443e-18
8199.47194 2.593580e-16 8.856909e-18
8203.68559 2.583690e-16 8.598677e-18
8207.89923 2.593130e-16 8.397538e-18
8212.11288 2.614880e-16 8.257945e-18
8216.32653 2.538530e-16 8.175628e-18
8220.54018 2.655160e-16 8.139257e-18
8224.75383 2.774670e-16 8.133544e-18
8228.96748 2.774660e-16 8.142747e-18
8233.18113 2.772350e-16 8.153593e-18
8237.39478 2.738300e-16 8.157067e-18
8241.60843 2.625560e-16 8.148971e-18
8245.82207 2.577010e-16 8.129431e-18
8250.03572 2.574780e-16 8.101690e-18
8254.24937 2.690010e-16 8.070608e-18
8258.46302 2.695840e-16 8.041325e-18
8262.67667 2.749610e-16 8.018490e-18
8266.89032 2.715090e-16 8.006326e-18
8271.10397 2.812500e-16 8.009489e-18
8275.31762 2.879210e-16 8.034377e-18
8279.53126 2.803630e-16 8.090304e-18
8283.74491 2.731850e-16 8.189841e-18
8287.95856 2.681890e-16 8.347793e-18
8292.17221 2.638280e-16 8.578647e-18
8296.38586 2.648380e-16 8.893019e-18
8300.59951 2.599890e-16 9.294191e-18
8304.81316 2.643070e-16 9.775987e-18
8309.02681 2.778450e-16 1.032272e-17
8313.24045 2.757250e-16 1.091113e-17
8317.45410 2.702290e-16 1.151353e-17
8321.66775 2.834560e-16 1.210142e-17
8325.88140 2.750360e-16 1.264895e-17
8330.09505 2.623530e-16 1.313576e-17
8334.30870 2.610950e-16 1.354904e-17
8338.52235 2.294320e-16 1.388450e-17
8342.73600 2.460590e-16 1.414615e-17
8346.94965 2.656600e-16 1.434464e-17
8351.16329 2.578940e-16 1.449454e-17
8355.37694 2.686260e-16 1.461074e-17
8359.59059 2.724980e-16 1.470494e-17
8363.80424 2.709880e-16 1.478292e-17
8368.01789 2.826610e-16 1.484351e-17
8372.23154 2.761470e-16 1.487935e-17
8376.44519 2.604190e-16 1.487945e-17
8380.65884 2.440780e-16 1.483262e-17
8384.87248 2.296650e-16 1.473130e-17
8389.08613 2.487880e-16 1.457486e-17
8393.29978 2.269840e-16 1.437206e-17
8397.51343 2.557270e-16 1.414223e-17
8401.72708 2.654110e-16 1.391477e-17
8405.94073 2.611600e-16 1.372646e-17
8410.15438 2.392560e-16 1.361626e-17
8414.36803 2.403950e-16 1.361788e-17
8418.58167 2.447930e-16 1.375167e-17
8422.79532 2.565740e-16 1.401867e-17
8427.00897 2.285960e-16 1.439908e-17
8431.22262 2.400540e-16 1.485575e-17
8435.43627 2.456880e-16 1.534112e-17
8439.64992 2.288020e-16 1.580481e-17
8443.86357 2.382590e-16 1.620018e-17
8448.07722 2.766780e-16 1.648891e-17
8452.29086 2.728670e-16 1.664387e-17
8456.50451 2.567420e-16 1.665042e-17
8460.71816 2.603580e-16 1.650661e-17
8464.93181 2.400370e-16 1.622261e-17
8469.14546 2.154210e-16 1.581943e-17
8473.35911 2.268590e-16 1.532715e-17
8477.57276 2.264140e-16 1.478257e-17
8481.78641 2.277740e-16 1.422624e-17
8486.00006 2.449920e-16 1.369857e-17
8490.21370 2.491190e-16 1.323522e-17
8494.42735 2.425680e-16 1.286209e-17
