#PI: Shappee 
#OBJECT: ASASSN-14lp 
#JD: 2457043.99251 
# 
#Angstrom    Flux(erg/s/cm**2/Angstrom) 
3456.4 3.6528603e-15 
3457.9 3.3950307e-15 
3459.4 2.5647908e-15 
3460.8 2.7770421e-15 
3462.3 4.169336e-15 
3463.8 2.9349024e-15 
3465.2 3.3317872e-15 
3466.7 2.7034399e-15 
3468.1 4.4071868e-15 
3469.6 3.6165364e-15 
3471.1 3.0742629e-15 
3472.5 3.5831868e-15 
3474.0 3.4411945e-15 
3475.5 4.2009153e-15 
3476.9 2.5586556e-15 
3478.4 2.48683e-15 
3479.9 3.2067521e-15 
3481.3 2.9781724e-15 
3482.8 2.7177985e-15 
3484.2 2.8271265e-15 
3485.7 2.5067164e-15 
3487.2 2.4845933e-15 
3488.6 3.8001486e-15 
3490.1 2.722784e-15 
3491.6 3.712957e-15 
3493.0 4.2183837e-15 
3494.5 3.4694254e-15 
3496.0 4.2304636e-15 
3497.4 3.2779012e-15 
3498.9 3.6764705e-15 
3500.3 4.574688e-15 
3501.8 4.7203962e-15 
3503.3 3.3466219e-15 
3504.7 4.4224947e-15 
3506.2 3.5889843e-15 
3507.7 4.3267244e-15 
3509.1 3.8564439e-15 
3510.6 3.6184301e-15 
3512.1 3.9855231e-15 
3513.5 4.0400517e-15 
3515.0 4.8989903e-15 
3516.4 4.7756825e-15 
3517.9 5.1220398e-15 
3519.4 5.1103943e-15 
3520.8 5.3879409e-15 
3522.3 3.433713e-15 
3523.8 4.6089794e-15 
3525.2 5.6057199e-15 
3526.7 5.2249136e-15 
3528.1 5.133192e-15 
3529.6 4.2054307e-15 
3531.1 4.7412147e-15 
3532.5 3.7093704e-15 
3534.0 4.8342353e-15 
3535.5 3.9696079e-15 
3536.9 4.2172527e-15 
3538.4 5.2516589e-15 
3539.9 5.3229562e-15 
3541.3 6.0965362e-15 
3542.8 4.1286568e-15 
3544.2 4.7216627e-15 
3545.7 5.6082428e-15 
3547.2 4.6940658e-15 
3548.6 3.8462807e-15 
3550.1 5.5370545e-15 
3551.6 5.6326024e-15 
3553.0 5.1194222e-15 
3554.5 4.8876496e-15 
3556.0 5.1820808e-15 
3557.4 4.3363266e-15 
3558.9 5.2505444e-15 
3560.3 4.6819712e-15 
3561.8 4.6291444e-15 
3563.3 5.1336707e-15 
3564.7 4.7007804e-15 
3566.2 5.5122036e-15 
3567.7 5.6340599e-15 
3569.1 5.1267934e-15 
3570.6 4.8515627e-15 
3572.1 4.8610981e-15 
3573.5 6.5426185e-15 
3575.0 4.6033259e-15 
3576.4 5.2027453e-15 
3577.9 5.1587468e-15 
3579.4 6.389169e-15 
3580.8 4.7568338e-15 
3582.3 4.8997611e-15 
3583.8 4.2725708e-15 
3585.2 4.7378424e-15 
3586.7 3.8167763e-15 
3588.2 5.3960202e-15 
3589.6 5.2913312e-15 
3591.1 5.1272521e-15 
3592.5 5.2113644e-15 
3594.0 4.6509517e-15 
3595.5 4.6800987e-15 
3596.9 4.5429004e-15 
3598.4 4.7179543e-15 
3599.9 5.1578671e-15 
3601.3 4.6390274e-15 
3602.8 4.3755971e-15 
3604.3 4.9172981e-15 
3605.7 5.2820791e-15 
3607.2 4.5690354e-15 
3608.6 3.9066703e-15 
3610.1 4.9675635e-15 
3611.6 4.6594564e-15 
3613.0 4.6239376e-15 
3614.5 4.235977e-15 
3616.0 4.7094995e-15 
3617.4 4.9511068e-15 
3618.9 5.345411e-15 
3620.4 4.3061237e-15 
3621.8 4.3983042e-15 
3623.3 4.1896833e-15 
3624.7 4.0276365e-15 
3626.2 3.7844588e-15 
3627.7 4.734611e-15 
3629.1 4.8399805e-15 
3630.6 4.9582501e-15 
3632.1 5.130276e-15 
3633.5 5.6388921e-15 
3635.0 4.7498409e-15 
3636.4 4.590999e-15 
3637.9 5.3010503e-15 
3639.4 4.9805165e-15 
3640.8 5.3239417e-15 
3642.3 5.2723325e-15 
3643.8 5.47173e-15 
3645.2 5.1548056e-15 
3646.7 5.5144667e-15 
3648.2 5.7931124e-15 
3649.6 6.1125078e-15 
3651.1 5.826943e-15 
3652.5 5.3862825e-15 
3654.0 6.4357177e-15 
3655.5 5.3138978e-15 
3656.9 5.3914515e-15 
3658.4 6.1719527e-15 
3659.9 5.7894809e-15 
3661.3 5.4877215e-15 
3662.8 6.0711527e-15 
3664.3 6.5898809e-15 
3665.7 7.2322672e-15 
3667.2 6.3065072e-15 
3668.6 6.3012734e-15 
3670.1 6.4519282e-15 
3671.6 5.8228683e-15 
3673.0 7.4215309e-15 
3674.5 6.4560385e-15 
3676.0 5.8891774e-15 
3677.4 6.3629008e-15 
3678.9 7.1874566e-15 
3680.4 5.8911159e-15 
3681.8 6.3569918e-15 
3683.3 6.1408289e-15 
3684.7 6.4449059e-15 
3686.2 6.3321033e-15 
3687.7 6.8416756e-15 
3689.1 6.5577869e-15 
3690.6 6.1461317e-15 
3692.1 6.4598742e-15 
3693.5 6.1864077e-15 
3695.0 5.6004443e-15 
3696.5 5.634265e-15 
3697.9 5.3200828e-15 
3699.4 5.8279299e-15 
3700.8 5.1758856e-15 
3702.3 5.1873885e-15 
3703.8 5.3366939e-15 
3705.2 4.768617e-15 
3706.7 4.4357622e-15 
3708.2 5.2724276e-15 
3709.6 4.9933346e-15 
3711.1 4.1943223e-15 
3712.6 4.7174923e-15 
3714.0 4.2178911e-15 
3715.5 4.8272724e-15 
3716.9 4.3669085e-15 
3718.4 4.0777111e-15 
3719.9 4.2292179e-15 
3721.3 4.5055441e-15 
3722.8 4.8665377e-15 
3724.3 4.2781199e-15 
3725.7 3.5434545e-15 
3727.2 3.9433317e-15 
3728.7 3.2263613e-15 
3730.1 3.2096775e-15 
3731.6 2.9200608e-15 
3733.0 4.0271547e-15 
3734.5 3.4901488e-15 
3736.0 3.1506975e-15 
3737.4 3.1017878e-15 
3738.9 3.7262184e-15 
3740.4 3.1924787e-15 
3741.8 3.3438358e-15 
3743.3 3.6633728e-15 
3744.7 3.5957534e-15 
3746.2 3.7264932e-15 
3747.7 3.2155451e-15 
3749.1 3.3018293e-15 
3750.6 4.0439872e-15 
3752.1 3.7740104e-15 
3753.5 3.0037879e-15 
3755.0 3.447528e-15 
3756.5 3.7077801e-15 
3757.9 2.742837e-15 
3759.4 3.5736766e-15 
3760.8 3.092463e-15 
3762.3 2.946177e-15 
3763.8 3.6857742e-15 
3765.2 3.5188113e-15 
3766.7 3.3327339e-15 
3768.2 3.0078178e-15 
3769.6 2.8536487e-15 
3771.1 3.2644367e-15 
3772.6 2.9602006e-15 
3774.0 3.2213215e-15 
3775.5 3.3593334e-15 
3776.9 3.0730094e-15 
3778.4 3.0526066e-15 
3779.9 3.2537423e-15 
3781.3 3.0732601e-15 
3782.8 3.2975908e-15 
3784.3 3.5598243e-15 
3785.7 3.2899096e-15 
3787.2 3.4253415e-15 
3788.7 3.1712312e-15 
3790.1 3.4503802e-15 
3791.6 2.9797372e-15 
3793.0 3.3463386e-15 
3794.5 3.3291397e-15 
3796.0 3.3097311e-15 
3797.4 3.8275828e-15 
3798.9 3.2464132e-15 
3800.4 3.6002441e-15 
3801.8 3.8743295e-15 
3803.3 3.8509201e-15 
3804.8 3.8442532e-15 
3806.2 3.8160367e-15 
3807.7 3.6893598e-15 
3809.1 3.7828745e-15 
3810.6 3.9999354e-15 
3812.1 4.4419957e-15 
3813.5 4.5515851e-15 
3815.0 4.3554676e-15 
3816.5 4.706897e-15 
3817.9 3.8945462e-15 
3819.4 4.4914504e-15 
3820.9 5.0129781e-15 
3822.3 4.8704373e-15 
3823.8 5.4446487e-15 
3825.2 4.9236181e-15 
3826.7 5.0928826e-15 
3828.2 5.6703154e-15 
3829.6 5.030591e-15 
3831.1 5.5980316e-15 
3832.6 5.9101911e-15 
3834.0 6.5918846e-15 
3835.5 5.9793385e-15 
3837.0 6.2122147e-15 
3838.4 6.214522e-15 
3839.9 6.8020154e-15 
3841.3 6.7825544e-15 
3842.8 6.6789558e-15 
3844.3 6.8330953e-15 
3845.7 6.9158669e-15 
3847.2 7.3326045e-15 
3848.7 7.5276728e-15 
3850.1 8.0431293e-15 
3851.6 7.9314095e-15 
3853.0 8.1212392e-15 
3854.5 7.545222e-15 
3856.0 7.6454369e-15 
3857.4 8.4487758e-15 
3858.9 8.6503579e-15 
3860.4 8.3873078e-15 
3861.8 8.4043571e-15 
3863.3 8.9572485e-15 
3864.8 9.6650803e-15 
3866.2 9.7894928e-15 
3867.7 9.5054429e-15 
3869.1 9.2763302e-15 
3870.6 9.2724938e-15 
3872.1 9.8741438e-15 
3873.5 9.7887254e-15 
3875.0 9.284257e-15 
3876.5 9.7394332e-15 
3877.9 1.0189207e-14 
3879.4 9.9446333e-15 
3880.9 9.9312185e-15 
3882.3 1.0688637e-14 
3883.8 1.0477919e-14 
3885.2 1.0219994e-14 
3886.7 1.0381849e-14 
3888.2 1.0440276e-14 
3889.6 1.0476718e-14 
3891.1 1.0926065e-14 
3892.6 1.0938185e-14 
3894.0 1.0796376e-14 
3895.5 1.0719997e-14 
3897.0 1.0765007e-14 
3898.4 1.1034944e-14 
3899.9 1.1139032e-14 
3901.3 1.1263694e-14 
3902.8 1.1165215e-14 
3904.3 1.1000842e-14 
3905.7 1.0893559e-14 
3907.2 1.1545376e-14 
3908.7 1.1069876e-14 
3910.1 1.1094105e-14 
3911.6 1.1619103e-14 
3913.1 1.1234694e-14 
3914.5 1.1312455e-14 
3916.0 1.1141379e-14 
3917.4 1.1739522e-14 
3918.9 1.1583895e-14 
3920.4 1.2344521e-14 
3921.8 1.1991854e-14 
3923.3 1.1987967e-14 
3924.8 1.2429547e-14 
3926.2 1.1532801e-14 
3927.7 1.2371316e-14 
3929.2 1.1131856e-14 
3930.6 1.0667058e-14 
3932.1 1.0813299e-14 
3933.5 1.1515364e-14 
3935.0 1.1797586e-14 
3936.5 1.270191e-14 
