@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.375
@SPECTRUM spectrum_05D4cw_950.dat
@SN-NAME 05D4cw
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 6.950
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.682            0.00000        1.20213
       4153.131            0.00000        0.81249
       4155.581            0.00000        0.80799
       4158.031            0.00000        1.36860
       4160.482            0.00000        0.80125
       4162.934            0.00000        1.10608
       4165.385            0.00000        1.76821
       4167.837            0.00000        1.12535
       4170.290            0.00000        0.95727
       4172.743            0.00000        1.11591
       4175.196            0.00000        0.86834
       4177.650            0.00000        0.80213
       4180.104            0.00000        0.87634
       4182.559            0.15270        0.79585
       4185.014           -0.15040        0.66359
       4187.469            0.26490        0.54311
       4189.925           -0.35030        0.46726
       4192.382            0.10120        0.35320
       4194.838           -0.35340        0.33336
       4197.296            0.04550        0.26038
       4199.753            0.31750        0.24099
       4202.211            0.21050        0.20077
       4204.670            0.05920        0.15910
       4207.128           -0.18000        0.15173
       4209.588            0.07350        0.12357
       4212.047           -0.06520        0.11052
       4214.508           -0.01380        0.09585
       4216.968            0.07940        0.08704
       4219.429            0.10880        0.07809
       4221.891            0.01720        0.06880
       4224.352            0.04020        0.06038
       4226.814            0.10990        0.05818
       4229.277           -0.05710        0.05188
       4231.740           -0.02860        0.04744
       4234.204            0.07680        0.04447
       4236.667            0.07640        0.04147
       4239.131           -0.00110        0.03777
       4241.596           -0.02370        0.03493
       4244.061           -0.00080        0.03327
       4246.526            0.01440        0.03164
       4248.992           -0.02470        0.03045
       4251.458            0.02960        0.02966
       4253.925            0.05100        0.02726
       4256.393            0.03280        0.02558
       4258.860           -0.00130        0.02500
       4261.328            0.04520        0.02392
       4263.796            0.05590        0.02291
       4266.265            0.08260        0.02220
       4268.734            0.01080        0.02068
       4271.204            0.03990        0.01989
       4273.674            0.02010        0.01924
       4276.144            0.07210        0.01932
       4278.615            0.02880        0.01821
       4281.086            0.05770        0.01762
       4283.558            0.01950        0.01677
       4286.029            0.03220        0.01684
       4288.502            0.05160        0.01633
       4290.975            0.03980        0.01577
       4293.448            0.04950        0.01551
       4295.921            0.04420        0.01475
       4298.395            0.04610        0.01486
       4300.870            0.03020        0.01383
       4303.344            0.03610        0.01360
       4305.819            0.04840        0.01435
       4308.295            0.05760        0.01361
       4310.771            0.02750        0.01311
       4313.248            0.00020        0.01281
       4315.724            0.03380        0.01288
       4318.201            0.01640        0.01268
       4320.679            0.05190        0.01256
       4323.157            0.01460        0.01228
       4325.635            0.00490        0.01193
       4328.114            0.04070        0.01163
       4330.593            0.06510        0.01174
       4333.073            0.05200        0.01167
       4335.553            0.03960        0.01135
       4338.033            0.03710        0.01088
       4340.514            0.03100        0.01086
       4342.995            0.02960        0.01071
       4345.476            0.05660        0.01073
       4347.958            0.03420        0.01053
       4350.440            0.03260        0.01045
       4352.923            0.04420        0.01030
       4355.406            0.05870        0.01055
       4357.890            0.06240        0.01019
       4360.374            0.05000        0.01006
       4362.857            0.05210        0.01001
       4365.342            0.03810        0.00976
       4367.827            0.04270        0.00979
       4370.312            0.03160        0.00961
       4372.798            0.04820        0.00952
       4375.285            0.05580        0.00937
       4377.771            0.04840        0.00931
       4380.258            0.04030        0.00904
       4382.746            0.04330        0.00901
       4385.233            0.05370        0.00899
       4387.721            0.04400        0.00879
       4390.209            0.03560        0.00875
       4392.699            0.04300        0.00871
       4395.188            0.05750        0.00879
       4397.677            0.04460        0.00864
       4400.167            0.03890        0.00867
       4402.658            0.06160        0.00876
       4405.148            0.05120        0.00867
       4407.640            0.06080        0.00876
       4410.131            0.05530        0.00878
       4412.623            0.05020        0.00869
       4415.116            0.04130        0.00882
       4417.608            0.03540        0.00852
       4420.101            0.03760        0.00851
       4422.595            0.04150        0.00843
       4425.088            0.03580        0.00858
       4427.583            0.05210        0.00843
       4430.077            0.03050        0.00815
       4432.572            0.05210        0.00823
       4435.067            0.04060        0.00829
       4437.563            0.03360        0.00825
       4440.060            0.03910        0.00797
       4442.556            0.04310        0.00804
       4445.053            0.04440        0.00800
       4447.550            0.03710        0.00804
       4450.047            0.03630        0.00792
       4452.545            0.01870        0.00777
       4455.043            0.03690        0.00759
       4457.542            0.02930        0.00772
       4460.042            0.03990        0.00757
       4462.541            0.02930        0.00750
       4465.041            0.03660        0.00741
       4467.541            0.04180        0.00750
       4470.042            0.02360        0.00750
       4472.542            0.03260        0.00757
       4475.043            0.03540        0.00753
       4477.545            0.04180        0.00742
       4480.047            0.04550        0.00754
       4482.550            0.03870        0.00752
       4485.052            0.04750        0.00743
       4487.556            0.03100        0.00733
       4490.059            0.04190        0.00745
       4492.563            0.03560        0.00742
       4495.067            0.03280        0.00738
       4497.572            0.02750        0.00751
       4500.077            0.03910        0.00739
       4502.582            0.03420        0.00736
       4505.088            0.03940        0.00738
       4507.594            0.03740        0.00729
       4510.100            0.03990        0.00716
       4512.607            0.02700        0.00731
       4515.114            0.03590        0.00729
       4517.622            0.03470        0.00729
       4520.129            0.05040        0.00722
       4522.638            0.03960        0.00722
       4525.146            0.04100        0.00710
       4527.655            0.04830        0.00714
       4530.165            0.03650        0.00712
       4532.674            0.03990        0.00707
       4535.184            0.04640        0.00706
       4537.695            0.04340        0.00713
       4540.206            0.04350        0.00714
       4542.716            0.02790        0.00714
       4545.228            0.02420        0.00712
       4547.740            0.03740        0.00699
       4550.252            0.04070        0.00705
       4552.765            0.01720        0.00693
       4555.277            0.04380        0.00693
       4557.791            0.05040        0.00698
       4560.304            0.04120        0.00699
       4562.818            0.04150        0.00696
       4565.333            0.04750        0.00692
       4567.847            0.04810        0.00686
       4570.362            0.04410        0.00683
       4572.877            0.05730        0.00701
       4575.393            0.03720        0.00680
       4577.909            0.03430        0.00680
       4580.426            0.04750        0.00672
       4582.942            0.03040        0.00682
       4585.460            0.04230        0.00687
       4587.977            0.04750        0.00673
       4590.495            0.04470        0.00675
       4593.013            0.04730        0.00666
       4595.532            0.05270        0.00681
       4598.051            0.04090        0.00681
       4600.570            0.04030        0.00675
       4603.089            0.04030        0.00672
       4605.609            0.04400        0.00666
       4608.130            0.04220        0.00666
       4610.650            0.05260        0.00651
       4613.171            0.03920        0.00667
       4615.692            0.03990        0.00659
       4618.214            0.02590        0.00663
       4620.736            0.03460        0.00658
       4623.259            0.03650        0.00653
       4625.781            0.03720        0.00656
       4628.304            0.04610        0.00655
       4630.828            0.02920        0.00652
       4633.352            0.03230        0.00647
       4635.875            0.03840        0.00653
       4638.400            0.03050        0.00646
       4640.925            0.03610        0.00640
       4643.450            0.03970        0.00639
       4645.975            0.04230        0.00640
       4648.501            0.04010        0.00638
       4651.027            0.05650        0.00636
       4653.553            0.04290        0.00630
       4656.080            0.04100        0.00641
       4658.607            0.04910        0.00645
       4661.135            0.05670        0.00640
       4663.663            0.05470        0.00643
       4666.191            0.04980        0.00634
       4668.719            0.05450        0.00629
       4671.248            0.04530        0.00631
       4673.777            0.05210        0.00629
       4676.307            0.05270        0.00630
       4678.836            0.03780        0.00632
       4681.367            0.06200        0.00629
       4683.897            0.05680        0.00629
       4686.428            0.05780        0.00632
       4688.959            0.04460        0.00633
       4691.491            0.06610        0.00631
       4694.022            0.03790        0.00638
       4696.555            0.03830        0.00621
       4699.087            0.06160        0.00620
       4701.620            0.05390        0.00612
       4704.153            0.05540        0.00617
       4706.687            0.05350        0.00613
       4709.221            0.04770        0.00613
       4711.755            0.05440        0.00615
       4714.289            0.04650        0.00618
       4716.824            0.04370        0.00624
       4719.359            0.04070        0.00620
       4721.895            0.04760        0.00613
       4724.431            0.04750        0.00621
       4726.967            0.04540        0.00613
       4729.503            0.05820        0.00608
       4732.040            0.04380        0.00605
       4734.577            0.05550        0.00608
       4737.114            0.04040        0.00601
       4739.652            0.06280        0.00613
       4742.190            0.05690        0.00602
       4744.729            0.06310        0.00616
       4747.268            0.06210        0.00608
       4749.807            0.05520        0.00600
       4752.346            0.04930        0.00606
       4754.886            0.05490        0.00609
       4757.426            0.05810        0.00605
       4759.966            0.05680        0.00604
       4762.507            0.05770        0.00603
       4765.048            0.05620        0.00604
       4767.589            0.06320        0.00601
       4770.131            0.05050        0.00603
       4772.672            0.06310        0.00605
       4775.215            0.04130        0.00604
       4777.758            0.05090        0.00602
       4780.300            0.04770        0.00609
       4782.844            0.07170        0.00604
       4785.387            0.05450        0.00598
       4787.931            0.06220        0.00598
       4790.476            0.05440        0.00594
       4793.020            0.04660        0.00602
       4795.565            0.05090        0.00601
       4798.110            0.05430        0.00601
       4800.655            0.05290        0.00595
       4803.201            0.05370        0.00605
       4805.748            0.06270        0.00598
       4808.293            0.05960        0.00599
       4810.840            0.05830        0.00601
       4813.388            0.05870        0.00596
       4815.935            0.05720        0.00606
       4818.482            0.07580        0.00605
       4821.031            0.06950        0.00614
       4823.579            0.05910        0.00608
       4826.127            0.06390        0.00612
       4828.676            0.07090        0.00617
       4831.226            0.06430        0.00602
       4833.775            0.07930        0.00609
       4836.325            0.07460        0.00601
       4838.875            0.07140        0.00607
       4841.426            0.06520        0.00605
       4843.977            0.06590        0.00593
       4846.528            0.07030        0.00603
       4849.079            0.08150        0.00591
       4851.631            0.06840        0.00589
       4854.183            0.07820        0.00585
       4856.735            0.07160        0.00569
       4859.288            0.07710        0.00566
