# SIMPLE  =                    T / conforms to FITS standard                      
# BITPIX  =                    8 / array data type                                
# NAXIS   =                    0 / number of array dimensions                     
# EXTEND  =                    T                                                  
# VERSPYT = '3.11.7  '           / Python version                                 
# VERSNPY = '1.26.4  '           / Numpy version                                  
# VERSSCI = '1.12.0  '           / Scipy version                                  
# VERSAST = '6.0.0   '           / Astropy version                                
# VERSSKL = '1.4.1.post1'        / Scikit-learn version                           
# VERSPYP = '1.17.0  '           / PypeIt version                                 
# DATE    = '2025-01-20'         / UTC date created                               
# RA      =   139.61729166666666                                                  
# DEC     =    73.76241666666667                                                  
# TARGET  = 'GOTO091828.15+734544.70'                                             
# DISPNAME= 'blue    '                                                            
# DECKER  = 'slit    '                                                            
# BINNING = '1,1     '                                                            
# MJD     =         60695.008578                                                  
# DATETIME= '2025-01-20T00:12:21.139' / Date and time of the observation in ISOT f
# AIRMASS =             1.507054                                                  
# EXPTIME =                900.0                                                  
# FILENAME= 'v_e_20250119_37_1_0_9.fits.gz'                                       
# INSTRUME= 'SPRAT   '                                                            
# DETECTOR= 'E2V CCD30-11 10333-02-26'                                            
# DATE-OBS= '2025-01-20T00:12:21.124'                                             
# CONFNAME= 'user_def_config'                                                     
# FOVTYPE = 'slit    '                                                            
# CCDXBIN =                    1                                                  
# CCDYBIN =                    1                                                  
# PYPELINE= 'MultiSlit'                                                           
# PYP_SPEC= 'lt_sprat'                                                            
# TELESCOP= 'LT      '                                                            
# LON-OBS =  -17.879999999999995                                                  
# LAT-OBS =   28.758333333333336                                                  
# ALT-OBS =    2326.999999998442                                                  
# CLBS_DIR= '/home/mpursiai/onedrive-work/work/GOTO_classifications/GOTO-FAST/py&'
# CONTINUE  'peit/20250119/reduced/Calibrations'                                  
# CLBS_ARC= 'Arc_A_0_DET01.fits'                                                  
# HIERARCH CLBS_WAVECALIB = 'WaveCalib_A_0_DET01.fits'                            
# HIERARCH CLBS_BIAS = 'Bias_A_0_DET01.fits'                                      
# HIERARCH CLBS_FLAT = 'Flat_A_0_DET01.fits'                                      
# HIERARCH CLBS_EDGES = 'Edges_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_SLITS = 'Slits_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_TILTIMG = 'Tiltimg_A_0_DET01.fits'                                
# HIERARCH CLBS_TILTS = 'Tilts_A_0_DET01.fits'                                    
# DMODCLS = 'SpecObjs'           / Datamodel class                                
# DMODVER = '1.0.0   '           / Datamodel version                              
# EXT0000 = 'SPAT0125-SLIT0113-DET01'                                             
# NSPEC   =                    1                                                  
# 
#      Lam       Flux        STD
  4001.114  2.086e-15  2.072e-16
  4005.427  1.366e-15  1.888e-16
  4009.739  1.618e-15  1.815e-16
  4014.053  1.249e-15  1.690e-16
  4018.380  1.795e-15  1.971e-16
  4022.705  1.993e-15  2.226e-16
  4027.026  3.359e-15  2.709e-16
  4031.346  1.853e-15  2.446e-16
  4035.669  1.703e-15  2.274e-16
  4039.985  1.856e-15  2.016e-16
  4044.302  1.120e-15  1.901e-16
  4048.620  1.515e-15  1.937e-16
  4052.949  9.014e-16  1.859e-16
  4057.279  2.375e-15  2.035e-16
  4061.609  1.442e-15  1.868e-16
  4065.939  1.893e-15  1.845e-16
  4070.272  1.782e-15  1.768e-16
  4074.606  1.675e-15  1.667e-16
  4078.942  1.700e-15  1.589e-16
  4083.279  1.325e-15  1.487e-16
  4087.617  1.759e-15  1.487e-16
  4091.957  1.922e-15  1.505e-16
  4096.297  1.743e-15  1.414e-16
  4100.640  1.591e-15  1.356e-16
  4104.981  1.562e-15  1.365e-16
  4109.328  1.740e-15  1.334e-16
  4113.673  1.374e-15  1.310e-16
  4118.021  1.873e-15  1.321e-16
  4122.370  1.626e-15  1.291e-16
  4126.720  1.784e-15  1.273e-16
  4131.073  1.862e-15  1.277e-16
  4135.425  1.358e-15  1.180e-16
  4139.780  1.749e-15  1.209e-16
  4144.135  1.573e-15  1.181e-16
  4148.493  1.857e-15  1.178e-16
  4152.851  1.713e-15  1.157e-16
  4157.211  1.914e-15  1.151e-16
  4161.572  1.928e-15  1.122e-16
  4165.935  1.789e-15  1.090e-16
  4170.298  1.642e-15  1.059e-16
  4174.663  1.632e-15  1.028e-16
  4179.030  1.551e-15  1.010e-16
  4183.396  1.643e-15  1.017e-16
  4187.766  1.468e-15  9.560e-17
  4192.136  1.468e-15  9.575e-17
  4196.509  1.573e-15  9.602e-17
  4200.881  1.833e-15  9.700e-17
  4205.255  1.541e-15  9.336e-17
  4209.630  1.371e-15  9.012e-17
  4214.007  1.573e-15  9.038e-17
  4218.387  1.547e-15  8.971e-17
  4222.765  1.411e-15  8.673e-17
  4227.146  1.267e-15  8.388e-17
  4231.529  1.589e-15  8.788e-17
  4235.912  1.214e-15  8.352e-17
  4240.296  1.356e-15  8.359e-17
  4244.683  1.396e-15  8.412e-17
  4249.070  1.175e-15  8.014e-17
  4253.459  1.300e-15  8.132e-17
  4257.849  1.090e-15  7.780e-17
  4262.241  1.351e-15  7.907e-17
  4266.633  1.152e-15  7.722e-17
  4271.026  1.032e-15  7.573e-17
  4275.422  1.114e-15  7.628e-17
  4279.819  1.080e-15  7.500e-17
