@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.585
@SPECTRUM spectrum_04D1sa_716.dat
@SN-NAME 04D1sa
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -2.572
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.930            0.01334        0.00753
       4273.930           -0.01351        0.00642
       4288.930           -0.01300        0.00539
       4303.930            0.00285        0.00462
       4318.930           -0.01008        0.00448
       4333.930           -0.00059        0.00407
       4348.930           -0.00232        0.00383
       4363.930           -0.01478        0.00405
       4378.930           -0.00582        0.00346
       4393.930            0.00325        0.00329
       4408.930           -0.00771        0.00330
       4423.930           -0.00810        0.00329
       4438.930           -0.00905        0.00315
       4453.930            0.00160        0.00301
       4468.930            0.00090        0.00295
       4483.930           -0.00624        0.00293
       4498.930           -0.00184        0.00291
       4513.930           -0.00242        0.00289
       4528.930           -0.00325        0.00282
       4543.930            0.00378        0.00282
       4558.930           -0.00561        0.00276
       4573.930           -0.00293        0.00273
       4588.930           -0.00026        0.00269
       4603.930           -0.00292        0.00289
       4618.930           -0.00305        0.00264
       4633.930            0.00209        0.00259
       4648.930            0.00213        0.00253
       4663.930            0.00374        0.00255
       4678.930            0.00026        0.00251
       4693.930            0.00211        0.00248
       4708.930           -0.00089        0.00243
       4723.930           -0.00137        0.00269
       4738.930           -0.00325        0.00241
       4753.930           -0.00023        0.00240
       4768.930           -0.00027        0.00237
       4783.930           -0.00111        0.00237
       4798.930           -0.00009        0.00236
       4813.930            0.00059        0.00238
       4828.930            0.00007        0.00262
       4843.930           -0.00322        0.00235
       4858.930           -0.00131        0.00222
       4873.930            0.00226        0.00221
       4888.930            0.00020        0.00224
       4903.930            0.00340        0.00246
       4918.930           -0.00064        0.00219
       4933.930           -0.00027        0.00218
       4948.930           -0.00273        0.00219
       4963.930            0.00096        0.00218
       4978.930            0.00182        0.00235
       4993.930            0.00216        0.00212
       5008.930            0.00034        0.00209
       5023.930            0.00203        0.00207
       5038.930            0.00451        0.00205
       5053.930            0.00536        0.00226
       5068.930            0.00218        0.00205
       5083.930            0.00217        0.00203
       5098.930            0.00156        0.00203
       5113.930            0.00326        0.00202
       5128.930            0.00854        0.00220
       5143.930            0.00289        0.00200
       5158.930            0.00200        0.00198
       5173.930            0.00379        0.00190
       5188.930            0.00648        0.00214
       5203.930            0.00236        0.00199
       5218.930            0.00605        0.00197
       5233.930            0.00489        0.00198
       5248.930            0.00865        0.00217
       5263.930            0.00600        0.00192
       5278.930            0.00806        0.00192
       5293.930            0.00519        0.00213
       5308.930            0.00652        0.00195
       5323.930            0.00654        0.00193
       5338.930            0.00588        0.00192
       5353.930            0.01019        0.00211
       5368.930            0.00582        0.00190
       5383.930            0.00764        0.00189
       5398.930            0.00822        0.00203
       5413.930            0.00645        0.00185
       5428.930            0.00902        0.00185
       5443.930            0.00876        0.00185
       5458.930            0.01002        0.00202
       5473.930            0.00911        0.00184
       5488.930            0.01198        0.00186
       5503.930            0.00929        0.00202
       5518.930            0.00766        0.00185
       5533.930            0.00986        0.00184
       5548.930            0.00871        0.00205
       5563.930            0.00905        0.00202
       5578.930            0.01218        0.00488
       5593.930            0.00505        0.00209
       5608.930            0.01346        0.00185
       5623.930            0.01108        0.00183
       5638.930            0.01430        0.00182
       5653.930            0.00888        0.00196
       5668.930            0.01205        0.00180
       5683.930            0.01082        0.00180
       5698.930            0.01533        0.00198
       5713.930            0.01376        0.00179
       5728.930            0.01073        0.00198
       5743.930            0.01225        0.00178
       5758.930            0.00734        0.00177
       5773.930            0.01190        0.00194
       5788.930            0.00825        0.00177
       5803.930            0.00678        0.00178
       5818.930            0.00577        0.00195
       5833.930            0.00514        0.00179
       5848.930            0.01173        0.00177
       5863.930            0.01104        0.00206
       5878.930            0.00581        0.00196
       5893.930            0.00996        0.00220
       5908.930            0.02156        0.00208
       5923.930            0.00848        0.00190
       5938.930            0.00679        0.00187
       5953.930            0.00535        0.00205
       5968.930            0.00601        0.00181
       5983.930            0.01322        0.00196
       5998.930            0.01167        0.00177
       6013.930            0.00621        0.00172
       6028.930            0.00763        0.00190
       6043.930            0.01252        0.00172
       6058.930            0.01296        0.00172
       6073.930            0.00808        0.00186
       6088.930            0.01205        0.00169
       6103.930            0.02037        0.00185
       6118.930            0.02053        0.00169
       6133.930            0.02248        0.00173
       6148.930            0.01493        0.00190
       6163.930            0.01418        0.00171
       6178.930            0.02211        0.00189
       6193.930            0.02293        0.00169
       6208.930            0.02530        0.00172
       6223.930            0.01847        0.00192
       6238.930            0.01359        0.00212
       6253.930            0.02163        0.00202
       6268.930            0.02047        0.00184
       6283.930            0.01652        0.00184
       6298.930            0.01643        0.00226
       6313.930            0.02914        0.00184
       6328.930            0.02828        0.00201
       6343.930            0.02300        0.00173
       6358.930            0.02224        0.00180
       6373.930            0.02456        0.00186
       6388.930            0.01668        0.00169
       6403.930            0.02504        0.00178
       6418.930            0.02602        0.00164
       6433.930            0.02360        0.00161
       6448.930            0.02352        0.00179
       6463.930            0.02288        0.00180
       6478.930            0.02151        0.00188
       6493.930            0.01891        0.00175
       6508.930            0.01701        0.00195
       6523.930            0.02695        0.00171
       6538.930            0.02480        0.00179
       6553.930            0.01731        0.00203
       6568.930            0.02575        0.00180
       6583.930            0.02130        0.00187
       6598.930            0.02432        0.00167
       6613.930            0.01777        0.00162
       6628.930            0.02075        0.00178
       6643.930            0.02178        0.00160
       6658.930            0.01940        0.00174
       6673.930            0.02351        0.00163
       6688.930            0.01926        0.00173
       6703.930            0.01962        0.00159
       6718.930            0.02154        0.00158
       6733.930            0.01647        0.00172
       6748.930            0.02179        0.00158
       6763.930            0.01944        0.00172
       6778.930            0.02034        0.00158
       6793.930            0.01885        0.00172
       6808.930            0.01369        0.00157
       6823.930            0.01355        0.00201
       6838.930            0.01955        0.00202
       6853.930            0.02004        0.00180
       6868.930            0.02037        0.00264
       6883.930            0.01467        0.00198
       6898.930            0.02768        0.00216
       6913.930            0.03169        0.00201
       6928.930            0.02899        0.00210
       6943.930            0.02182        0.00191
       6958.930            0.01715        0.00178
       6973.930            0.01888        0.00201
       6988.930            0.02156        0.00168
       7003.930            0.02125        0.00185
       7018.930            0.01964        0.00163
       7033.930            0.02182        0.00173
       7048.930            0.02229        0.00170
       7063.930            0.02160        0.00180
       7078.930            0.02210        0.00166
       7093.930            0.02709        0.00179
       7108.930            0.02323        0.00159
       7123.930            0.02819        0.00161
       7138.930            0.02786        0.00183
       7153.930            0.02373        0.00168
       7168.930            0.02483        0.00218
       7183.930            0.02454        0.00255
       7198.930            0.02660        0.00275
       7213.930            0.02530        0.00184
       7228.930            0.02638        0.00218
       7243.930            0.02782        0.00337
       7258.930            0.02621        0.00237
       7273.930            0.02665        0.00342
       7288.930            0.02849        0.00277
       7303.930            0.03107        0.00285
       7318.930            0.02829        0.00286
       7333.930            0.03172        0.00294
       7348.930            0.02491        0.00258
       7363.930            0.02220        0.00284
       7378.930            0.02428        0.00231
       7393.930            0.02538        0.00260
       7408.930            0.02151        0.00226
       7423.930            0.02459        0.00228
       7438.930            0.02479        0.00224
       7453.930            0.02279        0.00202
       7468.930            0.02553        0.00263
       7483.930            0.02493        0.00247
       7498.930            0.01979        0.00223
       7513.930            0.02154        0.00221
       7528.930            0.01944        0.00293
       7543.930            0.01991        0.00192
       7558.930            0.01978        0.00221
       7573.930            0.02108        0.00242
       7588.930            0.02866        0.00287
       7603.930            0.00944        0.00613
       7618.930            0.02254        0.00500
       7633.930            0.02294        0.00477
       7648.930            0.02419        0.00326
       7663.930            0.02013        0.00275
       7678.930            0.01744        0.00206
       7693.930            0.00797        0.00225
       7708.930            0.01441        0.00283
       7723.930            0.02195        0.00328
       7738.930            0.02349        0.00239
       7753.930            0.02139        0.00376
       7768.930            0.02229        0.00256
       7783.930            0.01740        0.00295
       7798.930            0.02109        0.00302
       7813.930            0.01868        0.00317
       7828.930            0.01815        0.00287
       7843.930            0.02467        0.00291
       7858.930            0.01165        0.00408
       7873.930            0.02497        0.00322
       7888.930            0.01894        0.00337
       7903.930            0.01754        0.00292
       7918.930            0.02118        0.00446
       7933.930            0.02037        0.00287
       7948.930            0.02244        0.00292
       7963.930            0.02484        0.00348
       7978.930            0.02167        0.00341
       7993.930            0.02916        0.00368
       8008.930            0.01807        0.00298
       8023.930            0.01976        0.00336
       8038.930            0.02071        0.00281
       8053.930            0.02088        0.00270
       8068.930            0.02093        0.00262
       8083.930            0.02127        0.00259
       8098.930            0.01947        0.00258
       8113.930            0.02529        0.00263
       8128.930            0.02213        0.00252
