@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.936
@SPECTRUM spectrum_04D4hf_598.dat
@SN-NAME 04D4hf
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -0.520
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4151.318            0.00000        1.30141
       4153.793            0.00000        0.78518
       4156.270            0.00000        0.56445
       4158.746            0.00000        0.54188
       4161.222            0.00000        0.64884
       4163.700            0.00000        0.76904
       4166.177            0.00000        0.58354
       4168.655            0.00000        0.91751
       4171.133            0.00000        0.66906
       4173.612            0.00000        0.56504
       4176.091            0.00000        0.77557
       4178.571            0.00000        0.58240
       4181.051            0.00000        0.56845
       4183.532           -0.47370        0.65225
       4186.013            0.44760        0.53572
       4188.494            0.32030        0.40753
       4190.976            0.35260        0.33760
       4193.458           -0.13200        0.24409
       4195.940            0.19800        0.20441
       4198.423           -0.05570        0.17144
       4200.907           -0.11350        0.14978
       4203.391           -0.13190        0.13240
       4205.875            0.04990        0.10943
       4208.360            0.15260        0.10890
       4210.845            0.06930        0.08426
       4213.330           -0.04720        0.07169
       4215.816           -0.02430        0.06100
       4218.303           -0.13240        0.06536
       4220.789           -0.01910        0.05053
       4223.276            0.04610        0.04833
       4225.764            0.01390        0.04183
       4228.252            0.04920        0.03849
       4230.740            0.00100        0.03306
       4233.229           -0.02260        0.03334
       4235.718            0.04140        0.03013
       4238.208           -0.02960        0.02858
       4240.698            0.02990        0.02600
       4243.188            0.00810        0.02458
       4245.679           -0.02220        0.02373
       4248.170           -0.03280        0.02178
       4250.662            0.00800        0.02012
       4253.154           -0.02200        0.01970
       4255.646           -0.02160        0.01866
       4258.140           -0.01270        0.01806
       4260.633           -0.03760        0.01723
       4263.126            0.00550        0.01622
       4265.621            0.00940        0.01582
       4268.115           -0.01960        0.01515
       4270.610           -0.00800        0.01462
       4273.105           -0.00430        0.01410
       4275.601           -0.02380        0.01362
       4278.097           -0.00050        0.01310
       4280.593           -0.01660        0.01290
       4283.090           -0.00860        0.01211
       4285.587           -0.01380        0.01195
       4288.085           -0.01120        0.01133
       4290.583            0.00510        0.01097
       4293.082            0.00340        0.01072
       4295.581            0.00640        0.01037
       4298.080           -0.01370        0.01016
       4300.580           -0.00830        0.00999
       4303.080           -0.00680        0.00952
       4305.580           -0.01820        0.00965
       4308.081            0.00860        0.00928
       4310.582           -0.00310        0.00934
       4313.084           -0.00000        0.00935
       4315.586           -0.00480        0.00907
       4318.088            0.00620        0.00889
       4320.591           -0.00730        0.00887
       4323.094            0.00030        0.00868
       4325.598            0.00270        0.00817
       4328.102           -0.00790        0.00833
       4330.606            0.01210        0.00821
       4333.111            0.01650        0.00810
       4335.616           -0.00910        0.00796
       4338.122           -0.00880        0.00780
       4340.628           -0.01640        0.00766
       4343.134           -0.00350        0.00755
       4345.641           -0.01330        0.00748
       4348.148           -0.00190        0.00742
       4350.655            0.00060        0.00734
       4353.163            0.00420        0.00725
       4355.671           -0.00890        0.00721
       4358.180            0.00990        0.00724
       4360.689            0.01080        0.00715
       4363.199            0.00920        0.00691
       4365.708            0.00510        0.00677
       4368.219           -0.00240        0.00677
       4370.729           -0.00180        0.00672
       4373.240           -0.00270        0.00665
       4375.751           -0.01030        0.00662
       4378.263           -0.00110        0.00643
       4380.775           -0.00280        0.00628
       4383.288           -0.00200        0.00636
       4385.801           -0.00050        0.00635
       4388.314           -0.00290        0.00614
       4390.827           -0.00340        0.00626
       4393.341           -0.01040        0.00619
       4395.855            0.00030        0.00618
       4398.371           -0.00090        0.00623
       4400.886           -0.01050        0.00620
       4403.401           -0.00250        0.00608
       4405.917           -0.00240        0.00619
       4408.433            0.00320        0.00614
       4410.950           -0.01510        0.00618
       4413.467            0.00110        0.00614
       4415.984           -0.00090        0.00607
       4418.502            0.00010        0.00612
       4421.020            0.00020        0.00603
       4423.539            0.00700        0.00602
       4426.057            0.00900        0.00592
       4428.577            0.00360        0.00585
       4431.096           -0.00050        0.00584
       4433.616            0.00400        0.00582
       4436.136           -0.00600        0.00576
       4438.657            0.00420        0.00568
       4441.178           -0.00420        0.00569
       4443.700            0.00300        0.00568
       4446.221           -0.00980        0.00565
       4448.744           -0.00040        0.00556
       4451.266            0.00150        0.00552
       4453.789           -0.00220        0.00549
       4456.312           -0.00280        0.00546
       4458.836            0.00160        0.00532
       4461.360           -0.00220        0.00542
       4463.884            0.00390        0.00538
       4466.409           -0.00030        0.00534
       4468.934           -0.00460        0.00542
       4471.459           -0.00490        0.00540
       4473.985           -0.00400        0.00534
       4476.512            0.00700        0.00537
       4479.038           -0.00950        0.00532
       4481.565           -0.00030        0.00530
       4484.092            0.00270        0.00531
       4486.620            0.01500        0.00528
       4489.148            0.00650        0.00519
       4491.676            0.00410        0.00530
       4494.205           -0.00010        0.00522
       4496.734           -0.00710        0.00525
       4499.263            0.00180        0.00523
       4501.793            0.00220        0.00521
       4504.323           -0.00730        0.00531
       4506.854           -0.00270        0.00523
       4509.385            0.00420        0.00519
       4511.916            0.00530        0.00521
       4514.447           -0.00350        0.00518
       4516.979           -0.01210        0.00515
       4519.511           -0.00520        0.00506
       4522.044            0.00330        0.00513
       4524.577           -0.00350        0.00511
       4527.110           -0.00290        0.00514
       4529.644           -0.01070        0.00502
       4532.178            0.00020        0.00507
       4534.712           -0.00050        0.00512
       4537.247            0.00570        0.00516
       4539.782            0.00070        0.00513
       4542.318            0.00450        0.00512
       4544.854           -0.00580        0.00506
       4547.390            0.00090        0.00511
       4549.926           -0.00450        0.00501
       4552.463            0.00340        0.00502
       4555.000           -0.00250        0.00505
       4557.538           -0.00500        0.00501
       4560.075           -0.00680        0.00495
       4562.614           -0.00210        0.00500
       4565.152            0.00030        0.00500
       4567.691           -0.00350        0.00491
       4570.230           -0.00090        0.00496
       4572.770           -0.01260        0.00491
       4575.310            0.00280        0.00490
       4577.850           -0.00540        0.00490
       4580.391            0.00420        0.00488
       4582.932           -0.00610        0.00484
       4585.473            0.00680        0.00485
       4588.015           -0.01010        0.00480
       4590.557            0.00180        0.00483
       4593.099            0.00240        0.00489
       4595.642            0.00330        0.00476
       4598.185            0.00550        0.00475
       4600.728            0.00030        0.00478
       4603.271           -0.00390        0.00473
       4605.815           -0.00760        0.00483
       4608.360            0.00690        0.00475
       4610.904           -0.00550        0.00466
       4613.450           -0.00450        0.00478
       4615.995            0.00140        0.00475
       4618.541           -0.00150        0.00476
       4621.087           -0.00160        0.00477
       4623.633            0.00390        0.00472
       4626.180           -0.00400        0.00476
       4628.727           -0.00240        0.00472
       4631.274           -0.00490        0.00468
       4633.822            0.00110        0.00470
       4636.370            0.00910        0.00466
       4638.918           -0.00450        0.00459
       4641.467           -0.00510        0.00454
       4644.016            0.00060        0.00464
       4646.565           -0.00420        0.00449
       4649.115            0.00220        0.00459
       4651.665           -0.00690        0.00452
       4654.215            0.00500        0.00462
       4656.766            0.00320        0.00461
       4659.317            0.00010        0.00467
       4661.868            0.00120        0.00460
       4664.420           -0.00150        0.00463
       4666.972           -0.00090        0.00459
       4669.524            0.00350        0.00460
       4672.077           -0.00260        0.00456
       4674.630            0.00590        0.00458
       4677.183           -0.00090        0.00456
       4679.737           -0.00330        0.00454
       4682.291           -0.00490        0.00463
       4684.845           -0.00070        0.00454
       4687.399           -0.00400        0.00456
       4689.955            0.00020        0.00455
       4692.510           -0.00080        0.00451
       4695.065            0.01020        0.00458
       4697.621           -0.00230        0.00447
       4700.177            0.00210        0.00443
       4702.734           -0.00060        0.00439
       4705.291            0.00650        0.00441
       4707.848            0.00040        0.00443
       4710.405           -0.00790        0.00447
       4712.963            0.00440        0.00442
       4715.521            0.00720        0.00441
       4718.080           -0.00810        0.00446
       4720.639            0.00560        0.00451
       4723.198            0.00550        0.00442
       4725.757           -0.00160        0.00443
       4728.316           -0.00390        0.00445
       4730.876            0.00200        0.00438
       4733.437           -0.00180        0.00443
       4735.998           -0.00290        0.00444
       4738.559            0.00240        0.00443
       4741.120            0.00730        0.00443
       4743.682           -0.00030        0.00436
       4746.243            0.00130        0.00441
       4748.806           -0.00250        0.00438
       4751.368            0.00030        0.00433
       4753.931           -0.00420        0.00436
       4756.494            0.00350        0.00431
       4759.058           -0.00770        0.00436
       4761.621           -0.00410        0.00429
       4764.186            0.00640        0.00437
       4766.750            0.00480        0.00432
       4769.314           -0.00170        0.00437
       4771.879            0.00040        0.00432
       4774.445            0.00150        0.00434
       4777.010           -0.00190        0.00436
       4779.576           -0.00590        0.00440
       4782.143            0.01180        0.00433
       4784.709           -0.00130        0.00434
       4787.276           -0.00040        0.00431
       4789.843            0.00180        0.00435
       4792.411            0.00610        0.00428
       4794.979            0.00070        0.00440
       4797.546           -0.00060        0.00432
       4800.115           -0.00050        0.00436
       4802.684            0.00620        0.00434
       4805.252            0.00370        0.00434
       4807.822           -0.00080        0.00433
       4810.391           -0.00670        0.00434
       4812.961           -0.00120        0.00437
       4815.531            0.00550        0.00436
       4818.102           -0.00650        0.00437
       4820.673            0.00010        0.00438
       4823.244           -0.00470        0.00443
       4825.815            0.00450        0.00441
       4828.387           -0.00280        0.00439
       4830.959            0.00330        0.00429
       4833.531            0.00030        0.00458
       4836.104           -0.00050        0.00457
       4838.677            0.00060        0.00437
       4841.250           -0.00890        0.00432
       4843.823           -0.00360        0.00435
