   Wavelength               Flux           Variance
3287.17488789  8.42153061581e-16  8.00632091998e-33
3289.54658695  7.06891502468e-16  6.95517600973e-33
  3291.918286  7.89676096707e-16  7.30807661768e-33
3294.28998505   9.7493912851e-16  8.18525881932e-33
3296.66168411  7.97514094799e-16  7.35927757721e-33
3299.03338316   7.8084272279e-16  7.09694044763e-33
3301.40508221  8.46168696058e-16  7.37791980713e-33
3303.77678127   8.6508303037e-16  7.36693869437e-33
3306.14848032  9.23804892363e-16  7.42395514927e-33
3308.52017937  7.92973872286e-16  6.81996598383e-33
3310.89187843  9.19168915394e-16  7.17790156857e-33
3313.26357748  9.81381920072e-16  7.47682230934e-33
3315.63527653  8.79326262599e-16  7.06131365531e-33
3318.00697559  9.28172469958e-16  7.11191201461e-33
3320.37867464   9.9559142606e-16  7.35935907685e-33
3322.75037369  9.66118219173e-16   7.0808609056e-33
3325.12207275  1.00569959915e-15  7.18591662618e-33
 3327.4937718  9.75175059257e-16  7.01299778093e-33
3329.86547085  8.54479726957e-16  6.56935227963e-33
3332.23716991  1.07032249649e-15  7.12168876573e-33
3334.60886896  1.00802785769e-15  6.54785602938e-33
3336.98056801  1.03630973784e-15  6.66438827765e-33
3339.35226707  1.08435908652e-15  6.65086153564e-33
3341.72396612  9.85887308302e-16  6.31463494528e-33
3344.09566517  1.00870790471e-15  6.28209741387e-33
3346.46736423   1.1092679041e-15  6.46083455441e-33
3348.83906328  1.02892585587e-15  6.11330511407e-33
3351.21076233  1.02433918613e-15  6.01721794611e-33
3353.58246139  9.93955363607e-16  5.99284692352e-33
3355.95416044  1.02979577564e-15  6.16598930783e-33
3358.32585949  9.79428261935e-16  5.98788322619e-33
3360.69755855  1.10021881119e-15  6.27904950273e-33
 3363.0692576  1.04566531062e-15  5.97309260478e-33
3365.44095665  9.30382021594e-16  5.57794750477e-33
3367.81265571  9.33935185325e-16  5.41974146335e-33
3370.18435476  9.46713764257e-16  5.40918277546e-33
3372.55605381  9.82571641534e-16  5.42749853151e-33
3374.92775286  9.21412428739e-16  5.15093806176e-33
3377.29945192  1.04093130145e-15  5.50914148225e-33
3379.67115097  8.92412030904e-16   4.9802642496e-33
3382.04285002  9.74144197818e-16  5.25993305092e-33
3384.41454908  1.00218126643e-15  5.31871811393e-33
3386.78624813  9.53201912495e-16  5.00627497194e-33
3389.15794718  1.04532773529e-15  5.16678136963e-33
3391.52964624  1.10783078747e-15  5.42745561404e-33
3393.90134529  9.80290368156e-16  4.92356135281e-33
3396.27304434  9.85512330551e-16  4.84787435091e-33
 3398.6447434  1.05797741602e-15  4.94598833353e-33
3401.01644245  1.12181979166e-15  5.11484747795e-33
 3403.3881415  1.08419147854e-15  4.94718681966e-33
3405.75984056  1.18805384518e-15  5.17325313413e-33
3408.13153961  1.06300443443e-15  4.69642934564e-33
3410.50323866  1.14775937855e-15  4.94564633409e-33
3412.87493772  1.14040661594e-15   4.9150305463e-33
3415.24663677  1.11775684257e-15  4.75957279158e-33
3417.61833582   1.2351174495e-15  5.00894202869e-33
3419.99003488  1.11325939731e-15   4.6910882487e-33
3422.36173393  1.17247494428e-15   4.7806119924e-33
3424.73343298   1.1731834968e-15    4.760151033e-33
3427.10513204  1.17353254608e-15  4.83527722359e-33
3429.47683109  1.30654358574e-15  5.18543333586e-33
3431.84853014  1.28770356941e-15  5.07191797315e-33
 3434.2202292  1.27328350744e-15  4.97755765857e-33
3436.59192825  1.24186706534e-15  4.87082028125e-33
 3438.9636273  1.26820003577e-15  4.89792156833e-33
3441.33532636  1.30685880983e-15  4.95021214072e-33
3443.70702541  1.32062606298e-15  4.84074132859e-33
3446.07872446  1.21985212813e-15  4.58335185492e-33
3448.45042352  1.39849478324e-15   4.9708552075e-33
3450.82212257  1.39917035963e-15  5.05111397924e-33
3453.19382162  1.20110279819e-15  4.52749756278e-33
3455.56552068  1.25029407415e-15  4.61818125694e-33
3457.93721973  1.31402843354e-15   4.7151004289e-33
3460.30891878  1.24353446299e-15  4.60303487004e-33
3462.68061784  1.27915138505e-15  4.59363633318e-33
3465.05231689  1.26641722101e-15  4.57788743697e-33
3467.42401594  1.26554201705e-15  4.53512873196e-33
  3469.795715    1.296018159e-15  4.55557807787e-33
3472.16741405  1.23552802374e-15  4.46688507873e-33
 3474.5391131  1.21541677269e-15     4.41338887e-33
3476.91081216  1.25535013435e-15  4.49055091067e-33
3479.28251121    1.168057261e-15  4.28039257768e-33
3481.65421026  1.24195948767e-15  4.43969455896e-33
