@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.985
@SPECTRUM spectrum_04D1rx_713.dat
@SN-NAME 04D1rx
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 0.910
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.460           -0.00128        0.00464
       4273.460            0.00366        0.00397
       4288.460            0.00349        0.00324
       4303.460           -0.00020        0.00279
       4318.460           -0.00407        0.00259
       4333.460           -0.00022        0.00233
       4348.460            0.00269        0.00214
       4363.460            0.00042        0.00204
       4378.460            0.00101        0.00190
       4393.460           -0.00015        0.00181
       4408.460           -0.00093        0.00185
       4423.460            0.00148        0.00179
       4438.460           -0.00091        0.00170
       4453.460           -0.00049        0.00160
       4468.460            0.00117        0.00155
       4483.460            0.00137        0.00154
       4498.460            0.00035        0.00151
       4513.460           -0.00091        0.00149
       4528.460           -0.00043        0.00150
       4543.460            0.00164        0.00150
       4558.460           -0.00207        0.00144
       4573.460           -0.00285        0.00142
       4588.460            0.00124        0.00142
       4603.460           -0.00008        0.00136
       4618.460           -0.00309        0.00135
       4633.460           -0.00105        0.00132
       4648.460           -0.00054        0.00131
       4663.460            0.00089        0.00133
       4678.460           -0.00001        0.00132
       4693.460            0.00003        0.00130
       4708.460           -0.00348        0.00140
       4723.460           -0.00006        0.00127
       4738.460            0.00308        0.00125
       4753.460           -0.00021        0.00123
       4768.460            0.00177        0.00122
       4783.460            0.00234        0.00123
       4798.460            0.00050        0.00123
       4813.460            0.00190        0.00125
       4828.460            0.00241        0.00128
       4843.460            0.00069        0.00125
       4858.460            0.00081        0.00131
       4873.460            0.00039        0.00118
       4888.460            0.00172        0.00121
       4903.460            0.00044        0.00119
       4918.460            0.00115        0.00116
       4933.460            0.00279        0.00115
       4948.460           -0.00074        0.00115
       4963.460            0.00197        0.00125
       4978.460           -0.00012        0.00114
       4993.460           -0.00023        0.00114
       5008.460            0.00033        0.00112
       5023.460            0.00012        0.00111
       5038.460            0.00259        0.00110
       5053.460            0.00151        0.00119
       5068.460           -0.00044        0.00108
       5083.460            0.00102        0.00107
       5098.460            0.00166        0.00107
       5113.460           -0.00106        0.00106
       5128.460            0.00208        0.00107
       5143.460            0.00053        0.00119
       5158.460            0.00103        0.00108
       5173.460           -0.00010        0.00103
       5188.460           -0.00035        0.00107
       5203.460           -0.00022        0.00111
       5218.460            0.00116        0.00118
       5233.460           -0.00100        0.00107
       5248.460           -0.00248        0.00108
       5263.460            0.00183        0.00105
       5278.460           -0.00029        0.00114
       5293.460            0.00267        0.00107
       5308.460           -0.00041        0.00107
       5323.460            0.00018        0.00107
       5338.460            0.00247        0.00116
       5353.460            0.00130        0.00106
       5368.460            0.00081        0.00104
       5383.460           -0.00073        0.00104
       5398.460           -0.00098        0.00102
       5413.460           -0.00017        0.00111
       5428.460           -0.00025        0.00102
       5443.460            0.00192        0.00102
       5458.460           -0.00091        0.00112
       5473.460            0.00021        0.00102
       5488.460            0.00185        0.00102
       5503.460            0.00075        0.00103
       5518.460            0.00182        0.00112
       5533.460            0.00258        0.00103
       5548.460            0.00163        0.00106
       5563.460            0.00124        0.00117
       5578.460            0.01682        0.00455
       5593.460            0.00260        0.00112
       5608.460            0.00121        0.00105
       5623.460            0.00253        0.00114
       5638.460            0.00075        0.00102
       5653.460            0.00070        0.00101
       5668.460            0.00081        0.00102
       5683.460            0.00197        0.00113
       5698.460            0.00169        0.00104
       5713.460            0.00262        0.00103
       5728.460            0.00201        0.00113
       5743.460            0.00121        0.00102
       5758.460            0.00123        0.00101
       5773.460            0.00171        0.00112
       5788.460            0.00299        0.00101
       5803.460            0.00171        0.00101
       5818.460            0.00075        0.00111
       5833.460            0.00210        0.00103
       5848.460            0.00052        0.00102
       5863.460           -0.00024        0.00121
       5878.460            0.00412        0.00113
       5893.460            0.00349        0.00134
       5908.460            0.00246        0.00122
       5923.460            0.00114        0.00113
       5938.460            0.00158        0.00111
       5953.460            0.00301        0.00123
       5968.460            0.00058        0.00106
       5983.460            0.00022        0.00105
       5998.460            0.00168        0.00114
       6013.460            0.00097        0.00101
       6028.460            0.00020        0.00101
       6043.460            0.00157        0.00110
       6058.460            0.00361        0.00100
       6073.460            0.00178        0.00099
       6088.460            0.00150        0.00107
       6103.460            0.00220        0.00099
       6118.460            0.00169        0.00098
       6133.460            0.00247        0.00110
       6148.460            0.00211        0.00103
       6163.460            0.00064        0.00110
       6178.460            0.00278        0.00103
       6193.460            0.00213        0.00099
       6208.460            0.00274        0.00111
       6223.460            0.00183        0.00104
       6238.460            0.00514        0.00119
       6253.460            0.00441        0.00123
       6268.460            0.00488        0.00111
       6283.460            0.00275        0.00123
       6298.460            0.00606        0.00156
       6313.460            0.00281        0.00115
       6328.460            0.00409        0.00125
       6343.460            0.00373        0.00102
       6358.460            0.00373        0.00119
       6373.460            0.00164        0.00115
       6388.460            0.00148        0.00102
       6403.460            0.00219        0.00104
       6418.460           -0.00041        0.00099
       6433.460            0.00194        0.00095
       6448.460            0.00347        0.00107
       6463.460           -0.00041        0.00111
       6478.460           -0.00061        0.00114
       6493.460            0.00255        0.00105
       6508.460            0.00008        0.00107
       6523.460            0.00220        0.00114
       6538.460           -0.00017        0.00110
       6553.460            0.00198        0.00129
       6568.460            0.00213        0.00114
       6583.460            0.00130        0.00104
       6598.460            0.00142        0.00112
       6613.460            0.00097        0.00097
       6628.460            0.00110        0.00108
       6643.460            0.00335        0.00096
       6658.460            0.00138        0.00095
       6673.460            0.00285        0.00105
       6688.460            0.00127        0.00094
       6703.460            0.00245        0.00104
       6718.460            0.00052        0.00094
       6733.460            0.00300        0.00104
       6748.460            0.00215        0.00095
       6763.460            0.00480        0.00093
       6778.460            0.00328        0.00102
       6793.460            0.00303        0.00094
       6808.460            0.00237        0.00103
       6823.460            0.00246        0.00110
       6838.460            0.00249        0.00141
       6853.460            0.00163        0.00106
       6868.460            0.00429        0.00145
       6883.460            0.00208        0.00132
       6898.460            0.00195        0.00120
       6913.460            0.00363        0.00135
       6928.460            0.00218        0.00118
       6943.460            0.00414        0.00131
       6958.460            0.00444        0.00111
       6973.460            0.00262        0.00115
       6988.460            0.00397        0.00127
       7003.460            0.00270        0.00104
       7018.460            0.00307        0.00109
       7033.460            0.00175        0.00095
       7048.460            0.00345        0.00117
       7063.460            0.00503        0.00101
       7078.460            0.00129        0.00102
       7093.460            0.00396        0.00110
       7108.460            0.00265        0.00098
       7123.460            0.00162        0.00108
       7138.460            0.00334        0.00102
       7153.460            0.00611        0.00114
       7168.460            0.00359        0.00107
       7183.460            0.00211        0.00122
       7198.460            0.00398        0.00109
       7213.460            0.00349        0.00113
       7228.460            0.00589        0.00112
       7243.460            0.00134        0.00206
       7258.460            0.00586        0.00141
       7273.460            0.00548        0.00170
       7288.460            0.00475        0.00176
       7303.460            0.00535        0.00145
       7318.460            0.00469        0.00201
       7333.460            0.00208        0.00161
       7348.460            0.00150        0.00169
       7363.460           -0.00016        0.00158
       7378.460            0.00080        0.00130
       7393.460            0.00325        0.00157
       7408.460            0.00148        0.00130
       7423.460            0.00065        0.00128
       7438.460            0.00292        0.00134
       7453.460            0.00187        0.00123
       7468.460            0.00197        0.00140
       7483.460            0.00325        0.00169
       7498.460            0.00133        0.00119
       7513.460            0.00251        0.00134
       7528.460            0.00475        0.00170
       7543.460            0.00245        0.00131
       7558.460            0.00099        0.00128
       7573.460            0.00297        0.00157
       7588.460            0.00011        0.00166
       7603.460            0.00171        0.00305
       7618.460            0.00265        0.00259
       7633.460            0.00290        0.00222
       7648.460            0.00195        0.00189
       7663.460            0.00107        0.00156
       7678.460            0.00369        0.00140
       7693.460            0.00227        0.00134
       7708.460            0.00385        0.00194
       7723.460           -0.00115        0.00199
       7738.460            0.00410        0.00156
       7753.460            0.00337        0.00232
       7768.460            0.00257        0.00185
       7783.460            0.00746        0.00181
       7798.460            0.00469        0.00199
       7813.460            0.00176        0.00222
       7828.460            0.00304        0.00181
       7843.460            0.00513        0.00207
       7858.460            0.00141        0.00249
       7873.460            0.00000        0.00235
       7888.460            0.00590        0.00207
       7903.460            0.00375        0.00185
       7918.460            0.00269        0.00271
       7933.460            0.00072        0.00207
       7948.460            0.00304        0.00173
       7963.460            0.00391        0.00258
       7978.460            0.00362        0.00206
       7993.460            0.00713        0.00283
       8008.460            0.00126        0.00175
       8023.460            0.00445        0.00250
       8038.460            0.00397        0.00166
       8053.460            0.00602        0.00181
       8068.460            0.00540        0.00187
       8083.460            0.00454        0.00153
       8098.460            0.00656        0.00186
       8113.460            0.00459        0.00156
       8128.460            0.00495        0.00174
       8143.460            0.00139        0.00175
       8158.460            0.00594        0.00191
       8173.460            0.00293        0.00174
       8188.460            0.00390        0.00192
       8203.460            0.00555        0.00169
       8218.460            0.00476        0.00189
       8233.460           -0.00035        0.00185
       8248.460            0.00309        0.00190
       8263.460            0.00245        0.00174
       8278.460            0.00190        0.00289
       8293.460            0.00202        0.00350
       8308.460            0.00234        0.00289
       8323.460            0.00382        0.00193
       8338.460            0.00687        0.00285
       8353.460            0.00679        0.00343
       8368.460            0.00314        0.00244
       8383.460           -0.00020        0.00246
       8398.460            0.00174        0.00337
       8413.460            0.00493        0.00289
       8428.460            0.00360        0.00350
       8443.460            0.00467        0.00257
       8458.460            0.00353        0.00296
       8473.460            0.00467        0.00271
