# SNID ztf25aaozsgb
# OBSERVERS = Rich/Huddleston/Cummings/Wise
# RA 140.742125
# OBS_DATE 2025-05-02 05:54:38.46
# MJD 60797.24627847
# DEC 46.563027777777776
# INSTRUMENT KAST
#wavelength flux flux_err
3451.54635201 0.35665679 0.14338882
3452.55662652 0.10547339 0.13828801
3453.56690103 0.38367507 0.14123793
3454.57717553 0.57369745 0.14994016
3455.58745004 0.26554444 0.14251781
3456.59772455 -0.01138331 0.13571177
3457.60799905 0.27565277 0.13778125
3458.61827356 0.37701836 0.13235298
3459.62854807 0.18423729 0.13146551
3460.63882258 0.26671782 0.13786693
3461.64909708 0.28319255 0.13391241
3462.65937159 0.42269513 0.13754888
3463.66964610 0.41297215 0.13821365
3464.67992060 0.23896891 0.12504198
3465.69019511 0.24273537 0.12939371
3466.70046962 0.45741764 0.13914245
3467.71074412 0.54392928 0.14517128
3468.72101863 0.41566133 0.13408367
3469.73129314 0.36652717 0.12788086
3470.74156765 0.37105802 0.14062864
3471.75184215 0.38204417 0.13183713
3472.76211666 0.35842192 0.12885551
3473.77239117 0.07759746 0.12208726
3474.78266567 0.20002288 0.11960679
3475.79294018 0.17003265 0.12888496
3476.80321469 0.21274643 0.13273659
3477.81348919 0.35758993 0.14352147
3478.82376370 0.35896143 0.15152551
3479.83403821 0.35193223 0.16229795
3480.84431271 0.38761881 0.15359281
3481.85458722 0.11050564 0.14745781
3482.86486173 0.27198544 0.14619234
3483.87513624 0.28589681 0.14707856
3484.88541074 0.34933671 0.14956589
3485.89568525 0.40065256 0.15010975
3486.90595976 0.44266224 0.14812845
3487.91623426 0.33652207 0.14162202
3488.92650877 0.18872726 0.13347551
3489.93678328 0.34385031 0.13725771
3490.94705778 0.49145728 0.14165199
3491.95733229 0.16251057 0.12033208
3492.96760680 0.27099079 0.13158903
3493.97788130 0.39789850 0.14254543
3494.98815581 0.50248259 0.13947925
3495.99843032 0.50077182 0.14239658
3497.00870483 0.29076639 0.13034661
3498.01897933 0.25976178 0.12283269
3499.02925384 0.38238275 0.13693663
3500.03952835 0.14965853 0.12397470
3501.04980285 0.29050303 0.12886962
3502.06007736 0.32499951 0.13266273
3503.07035187 0.22418198 0.12349463
3504.08062637 0.37690532 0.13508110
3505.09090088 0.49632013 0.13475730
