@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.332
@SPECTRUM spectrum_03D1fc_358.dat
@SN-NAME 03D1fc
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -4.386
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.403            0.00000        0.80955
       4152.851            0.00000        1.24611
       4155.298            0.00000        0.65504
       4157.747            0.00000        0.68239
       4160.195            0.00000        0.70452
       4162.645            0.00000        0.71134
       4165.094            0.00000        0.67902
       4167.544            0.00000        0.72489
       4169.994            0.00000        0.67675
       4172.445            0.00000        0.73248
       4174.896           -0.50580        0.62543
       4177.348            0.17490        0.45910
       4179.800            0.48290        0.43486
       4182.252           -0.46840        0.37645
       4184.706           -0.24790        0.29316
       4187.159            0.12050        0.26052
       4189.612           -0.20980        0.22555
       4192.066            0.11070        0.19841
       4194.521           -0.17330        0.18202
       4196.976            0.02800        0.15621
       4199.432            0.20780        0.14025
       4201.888            0.02720        0.11982
       4204.344            0.01270        0.10473
       4206.800           -0.01110        0.09399
       4209.258           -0.03280        0.08489
       4211.715           -0.02030        0.07699
       4214.173            0.08370        0.07043
       4216.631            0.03130        0.06141
       4219.090            0.06650        0.05654
       4221.549           -0.00800        0.04926
       4224.009            0.01650        0.04663
       4226.469            0.09140        0.04383
       4228.930            0.00700        0.03906
       4231.391            0.06750        0.03703
       4233.852            0.00870        0.03415
       4236.313            0.00130        0.03273
       4238.776            0.04600        0.03033
       4241.238            0.01220        0.02913
       4243.701            0.06130        0.02793
       4246.165            0.07170        0.02633
       4248.628            0.03540        0.02520
       4251.092            0.08440        0.02450
       4253.557            0.04480        0.02300
       4256.022            0.00560        0.02189
       4258.488            0.03750        0.02114
       4260.954            0.03160        0.02046
       4263.419            0.04440        0.01968
       4265.886            0.04630        0.01875
       4268.354            0.02690        0.01829
       4270.821            0.02870        0.01748
       4273.289            0.08070        0.01732
       4275.757            0.03740        0.01626
       4278.226            0.04510        0.01608
       4280.695            0.04260        0.01555
       4283.164            0.03610        0.01519
       4285.634            0.01370        0.01449
       4288.104            0.01440        0.01397
       4290.575            0.04810        0.01388
       4293.046            0.03990        0.01370
       4295.518            0.04960        0.01306
       4297.990            0.05910        0.01277
       4300.462            0.05920        0.01238
       4302.935            0.05270        0.01206
       4305.408            0.04440        0.01184
       4307.881            0.06040        0.01131
       4310.355            0.01370        0.01125
       4312.830            0.02690        0.01126
       4315.304            0.05630        0.01131
       4317.779            0.03500        0.01165
       4320.255            0.04050        0.01157
       4322.731            0.04270        0.01057
       4325.208            0.04940        0.01026
       4327.684            0.03530        0.01000
       4330.161            0.03070        0.00980
       4332.639            0.04880        0.00964
       4335.117            0.05230        0.00957
       4337.595            0.04560        0.00939
       4340.074            0.06680        0.00952
       4342.553            0.04650        0.00923
       4345.032            0.05310        0.00907
       4347.512            0.04280        0.00916
       4349.992            0.05470        0.00907
       4352.473            0.06010        0.00913
       4354.954            0.05650        0.00908
       4357.436            0.04140        0.00877
       4359.917            0.05720        0.00890
       4362.400            0.05080        0.00881
       4364.882            0.04400        0.00864
       4367.365            0.06230        0.00879
       4369.849            0.03730        0.00834
       4372.333            0.04770        0.00844
       4374.817            0.05340        0.00839
       4377.301            0.04370        0.00816
       4379.787            0.05020        0.00824
       4382.272            0.04540        0.00798
       4384.757            0.04520        0.00782
       4387.244            0.05240        0.00792
       4389.730            0.05200        0.00767
       4392.217            0.05160        0.00764
       4394.705            0.04380        0.00759
       4397.192            0.05010        0.00752
       4399.680            0.04790        0.00747
       4402.169            0.05940        0.00762
       4404.658            0.05450        0.00760
       4407.147            0.05310        0.00761
       4409.636            0.05660        0.00756
       4412.126            0.06210        0.00759
       4414.617            0.05090        0.00739
       4417.107            0.05830        0.00744
       4419.599            0.07010        0.00752
       4422.090            0.07540        0.00748
       4424.582            0.05500        0.00731
       4427.074            0.05390        0.00713
       4429.567            0.06380        0.00710
       4432.060            0.05510        0.00698
       4434.554            0.05990        0.00700
       4437.047            0.05890        0.00699
       4439.542            0.05750        0.00701
       4442.036            0.06390        0.00700
       4444.531            0.06190        0.00698
       4447.026            0.07110        0.00715
       4449.522            0.04850        0.00676
       4452.018            0.06890        0.00724
       4454.514            0.06540        0.00706
       4457.011            0.07400        0.00725
       4459.508            0.06150        0.00704
       4462.006            0.07510        0.00724
       4464.504            0.05430        0.00682
       4467.002            0.05560        0.00688
       4469.501            0.05760        0.00688
       4472.000            0.06130        0.00700
       4474.500            0.04920        0.00678
       4476.999            0.05950        0.00692
       4479.499            0.06820        0.00710
       4482.000            0.05260        0.00675
       4484.501            0.06780        0.00702
       4487.002            0.07460        0.00714
       4489.503            0.06930        0.00698
       4492.006            0.06900        0.00692
       4494.508            0.04650        0.00651
       4497.011            0.07120        0.00694
       4499.514            0.06260        0.00673
       4502.018            0.07720        0.00704
       4504.521            0.07940        0.00706
       4507.025            0.06290        0.00674
       4509.530            0.07790        0.00697
       4512.035            0.06570        0.00668
       4514.541            0.06740        0.00675
       4517.046            0.06230        0.00662
       4519.552            0.07440        0.00685
       4522.059            0.07570        0.00689
       4524.565            0.06830        0.00672
       4527.072            0.06850        0.00672
       4529.580            0.07580        0.00692
       4532.088            0.08130        0.00697
       4534.596            0.07930        0.00696
       4537.104            0.06800        0.00671
       4539.613            0.06100        0.00660
       4542.123            0.06860        0.00668
       4544.632            0.07360        0.00675
       4547.143            0.07390        0.00681
       4549.653            0.07740        0.00678
       4552.164            0.08830        0.00696
       4554.675            0.08830        0.00693
       4557.186            0.08660        0.00690
       4559.698            0.07620        0.00662
       4562.210            0.07570        0.00658
       4564.723            0.08930        0.00689
       4567.236            0.09100        0.00689
       4569.749            0.09720        0.00694
       4572.262            0.08000        0.00655
       4574.776            0.09090        0.00687
       4577.291            0.08450        0.00667
       4579.806            0.08090        0.00658
       4582.320            0.08230        0.00657
       4584.836            0.08160        0.00656
       4587.352            0.08160        0.00648
       4589.868            0.10040        0.00690
       4592.384            0.08870        0.00661
       4594.901            0.08860        0.00657
       4597.418            0.09000        0.00649
       4599.936            0.07560        0.00622
       4602.453            0.07430        0.00618
       4604.971            0.07620        0.00618
       4607.490            0.08380        0.00630
       4610.009            0.08640        0.00640
       4612.528            0.07750        0.00618
       4615.048            0.08700        0.00645
       4617.567            0.09210        0.00649
       4620.088            0.07050        0.00602
       4622.608            0.08590        0.00641
       4625.129            0.08000        0.00629
       4627.651            0.08550        0.00634
       4630.172            0.08720        0.00640
       4632.694            0.09250        0.00647
       4635.217            0.09130        0.00645
       4637.739            0.08080        0.00617
       4640.263            0.08810        0.00632
       4642.786            0.07780        0.00615
       4645.310            0.08910        0.00630
       4647.833            0.09290        0.00637
       4650.358            0.07840        0.00601
       4652.883            0.07730        0.00602
       4655.408            0.08790        0.00630
       4657.933            0.08680        0.00624
       4660.459            0.08960        0.00627
       4662.985            0.08210        0.00613
       4665.512            0.10630        0.00664
       4668.039            0.08850        0.00619
       4670.565            0.08070        0.00597
       4673.093            0.08370        0.00608
       4675.621            0.07890        0.00602
       4678.149            0.08850        0.00616
       4680.678            0.08430        0.00606
       4683.207            0.07690        0.00592
       4685.736            0.09210        0.00623
       4688.265            0.08700        0.00607
       4690.795            0.07360        0.00580
       4693.325            0.08550        0.00599
       4695.855            0.09110        0.00609
       4698.387            0.10490        0.00635
       4700.917            0.08600        0.00599
       4703.449            0.08310        0.00579
       4705.981            0.08990        0.00584
       4708.513            0.07510        0.00559
       4711.046            0.09250        0.00589
       4713.579            0.08520        0.00579
       4716.112            0.08560        0.00579
       4718.645            0.08390        0.00572
       4721.179            0.07950        0.00567
       4723.713            0.07970        0.00563
       4726.248            0.08150        0.00559
       4728.783            0.08500        0.00560
       4731.318            0.08460        0.00561
       4733.853            0.09110        0.00565
       4736.389            0.10320        0.00575
       4738.925            0.08730        0.00556
       4741.462            0.08290        0.00540
       4743.999            0.08620        0.00550
       4746.536            0.07710        0.00533
       4749.073            0.08320        0.00540
       4751.611            0.08530        0.00536
       4754.149            0.08680        0.00533
       4756.688            0.08900        0.00531
       4759.226            0.08350        0.00526
       4761.765            0.07760        0.00522
       4764.305            0.07750        0.00513
       4766.844            0.07250        0.00506
       4769.384            0.08460        0.00513
       4771.925            0.07950        0.00508
       4774.466            0.07310        0.00502
       4777.007            0.07010        0.00500
       4779.548            0.06920        0.00498
       4782.089            0.07330        0.00502
       4784.631            0.07270        0.00489
       4787.174            0.06440        0.00488
       4789.716            0.06670        0.00489
       4792.259            0.07160        0.00492
       4794.803            0.06270        0.00486
       4797.346            0.06570        0.00482
       4799.890            0.05770        0.00480
       4802.435            0.04860        0.00482
       4804.979            0.05440        0.00473
       4807.524            0.05700        0.00480
       4810.069            0.06850        0.00487
       4812.615            0.05940        0.00480
       4815.160            0.04260        0.00475
       4817.707            0.05900        0.00485
       4820.253            0.04750        0.00484
       4822.800            0.06220        0.00487
       4825.347            0.05300        0.00487
       4827.894            0.05060        0.00483
       4830.442            0.05500        0.00484
       4832.990            0.05380        0.00487
       4835.538            0.03500        0.00480
       4838.087            0.04060        0.00472
       4840.636            0.04020        0.00476
       4843.185            0.03760        0.00474
       4845.734            0.04230        0.00468
       4848.285            0.02940        0.00464
       4850.834            0.03330        0.00460
       4853.385            0.04210        0.00453
       4855.936            0.04670        0.00452
       4858.487            0.03360        0.00454
