@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.687
@SPECTRUM spectrum_03D1fl_355.dat
@SN-NAME 03D1fl
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 0.525
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4257.540           -0.00816        0.00804
       4272.540            0.00592        0.00681
       4287.540           -0.00392        0.00568
       4302.540           -0.01161        0.00484
       4317.540           -0.01135        0.00441
       4332.540            0.00829        0.00397
       4347.540           -0.00676        0.00367
       4362.540           -0.00351        0.00384
       4377.540           -0.00023        0.00332
       4392.540           -0.00248        0.00310
       4407.540           -0.00741        0.00301
       4422.540           -0.00168        0.00297
       4437.540           -0.00323        0.00282
       4452.540           -0.00218        0.00273
       4467.540            0.00023        0.00267
       4482.540           -0.00127        0.00264
       4497.540           -0.00459        0.00260
       4512.540           -0.00303        0.00258
       4527.540           -0.00126        0.00255
       4542.540            0.00324        0.00255
       4557.540           -0.00039        0.00248
       4572.540            0.00258        0.00244
       4587.540            0.00077        0.00241
       4602.540           -0.00099        0.00257
       4617.540           -0.00049        0.00233
       4632.540            0.00339        0.00229
       4647.540           -0.00091        0.00225
       4662.540            0.00456        0.00228
       4677.540            0.00034        0.00224
       4692.540           -0.00091        0.00221
       4707.540            0.00524        0.00217
       4722.540            0.00106        0.00237
       4737.540            0.00040        0.00211
       4752.540            0.00378        0.00209
       4767.540            0.00017        0.00207
       4782.540            0.00270        0.00206
       4797.540            0.00201        0.00208
       4812.540            0.00083        0.00205
       4827.540            0.00674        0.00228
       4842.540            0.00517        0.00205
       4857.540           -0.00030        0.00197
       4872.540            0.00334        0.00195
       4887.540            0.00323        0.00197
       4902.540            0.00410        0.00194
       4917.540           -0.00026        0.00209
       4932.540            0.00549        0.00190
       4947.540            0.00470        0.00190
       4962.540            0.00824        0.00192
       4977.540            0.00897        0.00193
       4992.540            0.00436        0.00208
       5007.540            0.00732        0.00187
       5022.540            0.00427        0.00185
       5037.540            0.00527        0.00182
       5052.540            0.00460        0.00198
       5067.540            0.00420        0.00180
       5082.540            0.00619        0.00179
       5097.540            0.00184        0.00179
       5112.540            0.00475        0.00180
       5127.540            0.00822        0.00195
       5142.540            0.00551        0.00180
       5157.540            0.00333        0.00178
       5172.540            0.00580        0.00172
       5187.540            0.00516        0.00191
       5202.540            0.00366        0.00179
       5217.540            0.00609        0.00175
       5232.540            0.00641        0.00175
       5247.540            0.00547        0.00194
       5262.540            0.00577        0.00171
       5277.540            0.00574        0.00171
       5292.540            0.00737        0.00172
       5307.540            0.00997        0.00190
       5322.540            0.00686        0.00174
       5337.540            0.00732        0.00173
       5352.540            0.00856        0.00186
       5367.540            0.00845        0.00168
       5382.540            0.00721        0.00168
       5397.540            0.00467        0.00165
       5412.540            0.00654        0.00179
       5427.540            0.00312        0.00165
       5442.540            0.00284        0.00166
       5457.540            0.00462        0.00180
       5472.540            0.00433        0.00164
       5487.540            0.00164        0.00163
       5502.540           -0.00136        0.00181
       5517.540            0.00173        0.00164
       5532.540            0.00092        0.00164
       5547.540            0.00354        0.00167
       5562.540            0.00258        0.00190
       5577.540            0.00677        0.00456
       5592.540            0.00327        0.00180
       5607.540            0.00444        0.00183
       5622.540            0.00200        0.00165
       5637.540            0.00557        0.00163
       5652.540            0.00467        0.00177
       5667.540            0.00609        0.00161
       5682.540            0.00436        0.00162
       5697.540            0.00283        0.00179
       5712.540            0.00538        0.00161
       5727.540            0.00518        0.00162
       5742.540            0.00416        0.00176
       5757.540            0.00650        0.00160
       5772.540            0.00497        0.00160
       5787.540            0.00976        0.00174
       5802.540            0.00601        0.00159
       5817.540            0.00725        0.00175
       5832.540            0.00936        0.00161
       5847.540            0.01022        0.00161
       5862.540            0.00954        0.00183
       5877.540            0.00768        0.00173
       5892.540            0.01146        0.00207
       5907.540            0.00583        0.00189
       5922.540            0.00876        0.00171
       5937.540            0.00864        0.00168
       5952.540            0.00494        0.00184
       5967.540            0.00791        0.00162
       5982.540            0.01166        0.00176
       5997.540            0.01323        0.00158
       6012.540            0.01186        0.00155
       6027.540            0.00972        0.00171
       6042.540            0.00815        0.00154
       6057.540            0.00955        0.00153
       6072.540            0.00996        0.00167
       6087.540            0.01066        0.00151
       6102.540            0.01061        0.00166
       6117.540            0.01196        0.00150
       6132.540            0.01005        0.00152
       6147.540            0.00992        0.00172
       6162.540            0.00721        0.00158
       6177.540            0.01148        0.00169
       6192.540            0.00709        0.00150
       6207.540            0.01027        0.00154
       6222.540            0.00535        0.00170
       6237.540            0.00676        0.00170
       6252.540            0.00645        0.00164
       6267.540            0.00236        0.00203
       6282.540            0.00395        0.00163
       6297.540            0.00816        0.00236
       6312.540            0.00233        0.00179
       6327.540            0.00252        0.00177
       6342.540            0.00692        0.00155
       6357.540            0.00243        0.00169
       6372.540            0.00076        0.00176
       6387.540            0.00268        0.00151
       6402.540            0.00221        0.00160
       6417.540           -0.00208        0.00147
       6432.540           -0.00336        0.00146
       6447.540            0.00165        0.00161
       6462.540            0.00418        0.00160
       6477.540            0.00282        0.00171
       6492.540           -0.00022        0.00155
       6507.540           -0.00177        0.00161
       6522.540            0.00322        0.00168
       6537.540            0.00959        0.00161
       6552.540            0.01030        0.00183
       6567.540            0.00960        0.00170
       6582.540            0.01020        0.00171
       6597.540            0.00925        0.00150
       6612.540            0.01121        0.00149
       6627.540            0.01195        0.00161
       6642.540            0.01013        0.00145
       6657.540            0.01101        0.00160
       6672.540            0.01228        0.00145
       6687.540            0.01430        0.00160
       6702.540            0.01337        0.00147
       6717.540            0.00969        0.00147
       6732.540            0.00709        0.00159
       6747.540            0.00537        0.00145
       6762.540            0.00540        0.00155
       6777.540            0.00890        0.00143
       6792.540            0.00665        0.00156
       6807.540            0.00854        0.00143
       6822.540            0.00715        0.00159
       6837.540            0.01203        0.00195
       6852.540            0.01363        0.00158
       6867.540            0.01566        0.00229
       6882.540            0.01047        0.00169
       6897.540            0.00834        0.00184
       6912.540            0.01229        0.00169
       6927.540            0.00965        0.00185
       6942.540            0.01217        0.00167
       6957.540            0.00902        0.00162
       6972.540            0.01021        0.00176
       6987.540            0.00752        0.00154
       7002.540            0.00737        0.00168
       7017.540            0.00564        0.00149
       7032.540            0.00861        0.00158
       7047.540            0.01176        0.00155
       7062.540            0.00909        0.00166
       7077.540            0.00691        0.00151
       7092.540            0.00754        0.00149
       7107.540            0.00582        0.00159
       7122.540            0.00739        0.00146
       7137.540            0.00618        0.00164
       7152.540            0.00200        0.00151
       7167.540            0.00448        0.00172
       7182.540            0.00362        0.00163
       7197.540            0.00163        0.00172
       7212.540            0.00352        0.00151
       7227.540            0.00414        0.00176
       7242.540            0.00040        0.00246
       7257.540            0.00407        0.00191
       7272.540            0.00778        0.00251
       7287.540            0.00099        0.00218
       7302.540            0.00559        0.00206
       7317.540            0.00903        0.00225
       7332.540            0.00001        0.00226
       7347.540            0.00270        0.00211
       7362.540            0.00831        0.00222
       7377.540            0.00681        0.00191
       7392.540            0.00702        0.00200
       7407.540            0.00430        0.00186
       7422.540            0.00456        0.00165
       7437.540            0.00618        0.00197
       7452.540            0.00297        0.00163
       7467.540            0.00388        0.00199
       7482.540            0.00357        0.00196
       7497.540            0.00038        0.00184
       7512.540            0.00425        0.00174
       7527.540            0.00333        0.00241
       7542.540            0.00440        0.00174
       7557.540            0.00986        0.00195
       7572.540            0.00970        0.00207
       7587.540            0.00755        0.00223
       7602.540            0.00968        0.00415
       7617.540            0.00897        0.00288
       7632.540            0.00726        0.00319
       7647.540            0.00623        0.00228
       7662.540            0.00853        0.00224
       7677.540            0.00865        0.00185
       7692.540            0.00629        0.00204
       7707.540            0.00488        0.00228
       7722.540            0.00384        0.00298
       7737.540            0.01065        0.00208
       7752.540            0.00909        0.00318
       7767.540            0.01190        0.00263
       7782.540            0.00173        0.00288
       7797.540            0.00732        0.00268
       7812.540            0.00866        0.00268
       7827.540            0.00915        0.00262
       7842.540            0.01057        0.00240
       7857.540            0.00484        0.00332
       7872.540            0.01131        0.00273
       7887.540            0.00912        0.00291
       7902.540            0.00386        0.00244
       7917.540           -0.00098        0.00368
       7932.540            0.01035        0.00258
       7947.540            0.00053        0.00251
       7962.540            0.00610        0.00276
       7977.540            0.00522        0.00292
       7992.540            0.00678        0.00296
       8007.540            0.00908        0.00268
       8022.540            0.00302        0.00270
       8037.540            0.00803        0.00263
       8052.540            0.00591        0.00230
       8067.540            0.00467        0.00237
       8082.540            0.00212        0.00235
       8097.540            0.00880        0.00230
       8112.540            0.00662        0.00245
       8127.540            0.00498        0.00222
       8142.540            0.00402        0.00259
       8157.540            0.00750        0.00235
