x y
4721.60390 8.17439e-17
4722.87540 8.12560e-17
4724.14680 8.06741e-17
4725.41820 8.01299e-17
4726.68970 7.96286e-17
4727.96110 7.92317e-17
4729.23260 7.87129e-17
4730.50400 7.81796e-17
4731.77550 7.76307e-17
4733.04690 7.70374e-17
4734.31840 7.65796e-17
4735.58980 7.60424e-17
4736.86130 7.54627e-17
4738.13270 7.49433e-17
4739.40410 7.43981e-17
4740.67560 7.38105e-17
4741.94700 7.31902e-17
4743.21850 7.26621e-17
4744.48990 7.22245e-17
4745.76140 7.16973e-17
4747.03280 7.11264e-17
4748.30430 7.05469e-17
4749.57570 7.00571e-17
4750.84720 6.97241e-17
4752.11860 6.93117e-17
4753.39000 6.87673e-17
4754.66150 6.81742e-17
4755.93290 6.77134e-17
4757.20440 6.72745e-17
4758.47580 6.67793e-17
4759.74730 6.62908e-17
4761.01870 6.58560e-17
4762.29020 6.54311e-17
4763.56160 6.50449e-17
4764.83310 6.45246e-17
4766.10450 6.40563e-17
4767.37590 6.36049e-17
4768.64740 6.32715e-17
4769.91880 6.29105e-17
4771.19030 6.26675e-17
4772.46170 6.23558e-17
4773.73320 6.20352e-17
4775.00460 6.17719e-17
4776.27610 6.14961e-17
4777.54750 6.10924e-17
4778.81900 6.07306e-17
4780.09040 6.03994e-17
4781.36180 6.00873e-17
4782.63330 5.98096e-17
4783.90470 5.96867e-17
4785.17620 5.95250e-17
4786.44760 5.92807e-17
4787.71910 5.89773e-17
4788.99050 5.86891e-17
4790.26200 5.84537e-17
4791.53340 5.81790e-17
4792.80490 5.78919e-17
4794.07630 5.75320e-17
4795.34770 5.73380e-17
4796.61920 5.72324e-17
4797.89060 5.69972e-17
4799.16210 5.67242e-17
4800.43350 5.65047e-17
4801.70500 5.64465e-17
4802.97640 5.63259e-17
4804.24790 5.60891e-17
4805.51930 5.60816e-17
4806.79080 5.59919e-17
4808.06220 5.58223e-17
4809.33360 5.57095e-17
4810.60510 5.56162e-17
4811.87650 5.56688e-17
4813.14800 5.56915e-17
4814.41940 5.56603e-17
4815.69090 5.56222e-17
4816.96230 5.56465e-17
4818.23380 5.57934e-17
4819.50520 5.58256e-17
4820.77670 5.58249e-17
4822.04810 5.57790e-17
4823.31950 5.58843e-17
4824.59100 5.58717e-17
4825.86240 5.57573e-17
4827.13390 5.58740e-17
4828.40530 5.59531e-17
4829.67680 5.60763e-17
4830.94820 5.61084e-17
4832.21970 5.60254e-17
4833.49110 5.59607e-17
4834.76260 5.59636e-17
4836.03400 5.60623e-17
4837.30540 5.60316e-17
4838.57690 5.59547e-17
4839.84830 5.60091e-17
4841.11980 5.61328e-17
4842.39120 5.62895e-17
4843.66270 5.63713e-17
4844.93410 5.64326e-17
4846.20560 5.64791e-17
4847.47700 5.65018e-17
4848.74850 5.65326e-17
4850.01990 5.65980e-17
4851.29130 5.66795e-17
4852.56280 5.67809e-17
4853.83420 5.68458e-17
4855.10570 5.69555e-17
4856.37710 5.70654e-17
4857.64860 5.71204e-17
4858.92000 5.72451e-17
4860.19150 5.73612e-17
4861.46290 5.75348e-17
4862.73440 5.77057e-17
4864.00580 5.78367e-17
4865.27720 5.79493e-17
4866.54870 5.82090e-17
4867.82010 5.84939e-17
4869.09160 5.86683e-17
4870.36300 5.87590e-17
4871.63450 5.90045e-17
4872.90590 5.92562e-17
4874.17740 5.95760e-17
4875.44880 5.96492e-17
4876.72030 5.98555e-17
4877.99170 6.01244e-17
4879.26310 6.03931e-17
4880.53460 6.06095e-17
4881.80600 6.08708e-17
4883.07750 6.11903e-17
4884.34890 6.14987e-17
4885.62040 6.18207e-17
4886.89180 6.20093e-17
4888.16330 6.21922e-17
4889.43470 6.24024e-17
4890.70620 6.26378e-17
4891.97760 6.28820e-17
4893.24900 6.31926e-17
4894.52050 6.35327e-17
4895.79190 6.38726e-17
4897.06340 6.41647e-17
4898.33480 6.45480e-17
4899.60630 6.49188e-17
4900.87770 6.52467e-17
4902.14920 6.55577e-17
4903.42060 6.59173e-17
4904.69210 6.61737e-17
4905.96350 6.64319e-17
4907.23490 6.67418e-17
4908.50640 6.71061e-17
4909.77780 6.74607e-17
4911.04930 6.78833e-17
4912.32070 6.82958e-17
4913.59220 6.87460e-17
4914.86360 6.91358e-17
4916.13510 6.94931e-17
4917.40650 6.98450e-17
4918.67800 7.01415e-17
4919.94940 7.04060e-17
4921.22080 7.06706e-17
4922.49230 7.10999e-17
4923.76370 7.15576e-17
4925.03520 7.19704e-17
4926.30660 7.22693e-17
4927.57810 7.26952e-17
4928.84950 7.30963e-17
4930.12100 7.34892e-17
4931.39240 7.38970e-17
4932.66390 7.42753e-17
4933.93530 7.47180e-17
4935.20670 7.50793e-17
4936.47820 7.54493e-17
4937.74960 7.57534e-17
4939.02110 7.60226e-17
4940.29250 7.63721e-17
4941.56400 7.67024e-17
4942.83540 7.70653e-17
4944.10690 7.73910e-17
4945.37830 7.77444e-17
4946.64980 7.81600e-17
4947.92120 7.85286e-17
4949.19260 7.89020e-17
4950.46410 7.92927e-17
4951.73550 7.97271e-17
4953.00700 8.01636e-17
4954.27840 8.04964e-17
4955.54990 8.07858e-17
4956.82130 8.10561e-17
4958.09280 8.13243e-17
4959.36420 8.16129e-17
4960.63560 8.20085e-17
4961.90710 8.23953e-17
4963.17850 8.27872e-17
4964.45000 8.31678e-17
4965.72140 8.34440e-17
4966.99290 8.37498e-17
4968.26430 8.40540e-17
4969.53580 8.43278e-17
4970.80720 8.46412e-17
4972.07870 8.50380e-17
4973.35010 8.53318e-17
4974.62150 8.55682e-17
4975.89300 8.58058e-17
4977.16440 8.60866e-17
4978.43590 8.63841e-17
4979.70730 8.67132e-17
4980.97880 8.69639e-17
4982.25020 8.72138e-17
4983.52170 8.74577e-17
4984.79310 8.77027e-17
4986.06460 8.79723e-17
4987.33600 8.82412e-17
4988.60740 8.85800e-17
4989.87890 8.88521e-17
4991.15030 8.91730e-17
4992.42180 8.93993e-17
4993.69320 8.96594e-17
4994.96470 8.99349e-17
4996.23610 9.02036e-17
4997.50760 9.05059e-17
4998.77900 9.08269e-17
5000.05050 9.10403e-17
5001.32190 9.12891e-17
5002.59330 9.16546e-17
5003.86480 9.18690e-17
5005.13620 9.20360e-17
5006.40770 9.21887e-17
5007.67910 9.23419e-17
5008.95060 9.25633e-17
5010.22200 9.29031e-17
5011.49350 9.31546e-17
5012.76490 9.33959e-17
5014.03640 9.35707e-17
5015.30780 9.37570e-17
5016.57920 9.40000e-17
5017.85070 9.42603e-17
5019.12210 9.43353e-17
5020.39360 9.44629e-17
5021.66500 9.46589e-17
5022.93650 9.48227e-17
5024.20790 9.49667e-17
5025.47940 9.51097e-17
5026.75080 9.52514e-17
5028.02230 9.53552e-17
5029.29370 9.54551e-17
5030.56510 9.55722e-17
5031.83660 9.56308e-17
5033.10800 9.57038e-17
5034.37950 9.58172e-17
5035.65090 9.59216e-17
5036.92240 9.59464e-17
5038.19380 9.61030e-17
5039.46530 9.61812e-17
5040.73670 9.62287e-17
5042.00820 9.63017e-17
5043.27960 9.63376e-17
5044.55100 9.62872e-17
5045.82250 9.63359e-17
5047.09390 9.63990e-17
5048.36540 9.64517e-17
5049.63680 9.65194e-17
5050.90830 9.65434e-17
5052.17970 9.65677e-17
5053.45120 9.66658e-17
5054.72260 9.66481e-17
5055.99410 9.68152e-17
5057.26550 9.68930e-17
5058.53690 9.68724e-17
5059.80840 9.68827e-17
5061.07980 9.67960e-17
5062.35130 9.68322e-17
5063.62270 9.68697e-17
5064.89420 9.68273e-17
5066.16560 9.67742e-17
5067.43710 9.66307e-17
5068.70850 9.65427e-17
5069.98000 9.64917e-17
5071.25140 9.64208e-17
5072.52280 9.63272e-17
5073.79430 9.61510e-17
5075.06570 9.58691e-17
5076.33720 9.56434e-17
5077.60860 9.55253e-17
5078.88010 9.53576e-17
5080.15150 9.52536e-17
5081.42300 9.51041e-17
5082.69440 9.47784e-17
5083.96590 9.45467e-17
5085.23730 9.43210e-17
5086.50870 9.40338e-17
5087.78020 9.38901e-17
5089.05160 9.36680e-17
5090.32310 9.34235e-17
5091.59450 9.32073e-17
5092.86600 9.29688e-17
5094.13740 9.28340e-17
5095.40890 9.26289e-17
5096.68030 9.23920e-17
5097.95180 9.21043e-17
5099.22320 9.17956e-17
5100.49460 9.15488e-17
5101.76610 9.12873e-17
5103.03750 9.09741e-17
5104.30900 9.07632e-17
5105.58040 9.05290e-17
5106.85190 9.02490e-17
5108.12330 8.99953e-17
5109.39480 8.96449e-17
5110.66620 8.93533e-17
5111.93770 8.90657e-17
5113.20910 8.88287e-17
5114.48050 8.85356e-17
5115.75200 8.82661e-17
5117.02340 8.79262e-17
5118.29490 8.76614e-17
5119.56630 8.74661e-17
5120.83780 8.71686e-17
5122.10920 8.68494e-17
5123.38070 8.65238e-17
5124.65210 8.62729e-17
5125.92360 8.60104e-17
5127.19500 8.57234e-17
5128.46640 8.54363e-17
5129.73790 8.51799e-17
5131.00930 8.49499e-17
5132.28080 8.47045e-17
5133.55220 8.44290e-17
5134.82370 8.41909e-17
5136.09510 8.39525e-17
5137.36660 8.36261e-17
5138.63800 8.33358e-17
5139.90950 8.30503e-17
5141.18090 8.27529e-17
5142.45230 8.25280e-17
5143.72380 8.22596e-17
5144.99520 8.20878e-17
5146.26670 8.19092e-17
5147.53810 8.16884e-17
5148.80960 8.14045e-17
5150.08100 8.11824e-17
5151.35250 8.09486e-17
5152.62390 8.06673e-17
5153.89540 8.04653e-17
5155.16680 8.02581e-17
5156.43820 8.00230e-17
5157.70970 7.98708e-17
5158.98110 7.96798e-17
5160.25260 7.95205e-17
5161.52400 7.93363e-17
5162.79550 7.92454e-17
5164.06690 7.90587e-17
5165.33840 7.89246e-17
5166.60980 7.87505e-17
5167.88130 7.85488e-17
5169.15270 7.82824e-17
5170.42410 7.81421e-17
5171.69560 7.80044e-17
5172.96700 7.78787e-17
5174.23850 7.77656e-17
5175.50990 7.77029e-17
5176.78140 7.75706e-17
5178.05280 7.73534e-17
5179.32430 7.71763e-17
5180.59570 7.70003e-17
5181.86720 7.68377e-17
5183.13860 7.67256e-17
5184.41000 7.66142e-17
5185.68150 7.63865e-17
5186.95290 7.62046e-17
5188.22440 7.60934e-17
5189.49580 7.59069e-17
5190.76730 7.57462e-17
5192.03870 7.55275e-17
5193.31020 7.53403e-17
5194.58160 7.52333e-17
5195.85310 7.49839e-17
5197.12450 7.48172e-17
5198.39590 7.46264e-17
5199.66740 7.44355e-17
5200.93880 7.42289e-17
5202.21030 7.40882e-17
5203.48170 7.39662e-17
5204.75320 7.36790e-17
5206.02460 7.33716e-17
5207.29610 7.31291e-17
5208.56750 7.28973e-17
5209.83890 7.27159e-17
5211.11040 7.25135e-17
5212.38180 7.23166e-17
5213.65330 7.21261e-17
5214.92470 7.19494e-17
5216.19620 7.17283e-17
5217.46760 7.15729e-17
5218.73910 7.13566e-17
5220.01050 7.10967e-17
5221.28200 7.08770e-17
5222.55340 7.07070e-17
5223.82480 7.05367e-17
5225.09630 7.03956e-17
5226.36770 7.02291e-17
5227.63920 7.00280e-17
5228.91060 6.98419e-17
5230.18210 6.96880e-17
5231.45350 6.94949e-17
5232.72500 6.93792e-17
5233.99640 6.92541e-17
5235.26790 6.90697e-17
5236.53930 6.89467e-17
5237.81070 6.87962e-17
5239.08220 6.86412e-17
5240.35360 6.84378e-17
5241.62510 6.82174e-17
5242.89650 6.81244e-17
5244.16800 6.79364e-17
5245.43940 6.78122e-17
5246.71090 6.75897e-17
5247.98230 6.73494e-17
5249.25380 6.71366e-17
5250.52520 6.69451e-17
5251.79660 6.66932e-17
5253.06810 6.64788e-17
5254.33950 6.62522e-17
5255.61100 6.60680e-17
5256.88240 6.58699e-17
5258.15390 6.56322e-17
5259.42530 6.54676e-17
5260.69680 6.52817e-17
5261.96820 6.51239e-17
5263.23970 6.49361e-17
5264.51110 6.47333e-17
5265.78250 6.45149e-17
5267.05400 6.42945e-17
5268.32540 6.40419e-17
5269.59690 6.39309e-17
5270.86830 6.38003e-17
5272.13980 6.34637e-17
5273.41120 6.30869e-17
5274.68270 6.29068e-17
5275.95410 6.27539e-17
5277.22560 6.25788e-17
5278.49700 6.24129e-17
5279.76840 6.22333e-17
5281.03990 6.19711e-17
5282.31130 6.17111e-17
5283.58280 6.15380e-17
5284.85420 6.13716e-17
5286.12570 6.11689e-17
5287.39710 6.09674e-17
5288.66860 6.08524e-17
5289.94000 6.06580e-17
5291.21150 6.04400e-17
5292.48290 6.02325e-17
5293.75430 6.00556e-17
5295.02580 5.98517e-17
5296.29720 5.96691e-17
5297.56870 5.94423e-17
5298.84010 5.91733e-17
5300.11160 5.89963e-17
5301.38300 5.88438e-17
5302.65450 5.86988e-17
5303.92590 5.85168e-17
5305.19740 5.83226e-17
5306.46880 5.81452e-17
5307.74020 5.79266e-17
5309.01170 5.75857e-17
5310.28310 5.74247e-17
5311.55460 5.71708e-17
5312.82600 5.68617e-17
5314.09750 5.66693e-17
5315.36890 5.64327e-17
5316.64040 5.62338e-17
5317.91180 5.60129e-17
5319.18330 5.57592e-17
5320.45470 5.55458e-17
5321.72610 5.53493e-17
5322.99760 5.51346e-17
5324.26900 5.49097e-17
5325.54050 5.46150e-17
5326.81190 5.42980e-17
5328.08340 5.40749e-17
5329.35480 5.38755e-17
5330.62630 5.37764e-17
5331.89770 5.36012e-17
5333.16920 5.33484e-17
5334.44060 5.30914e-17
5335.71200 5.28775e-17
5336.98350 5.27500e-17
5338.25490 5.26163e-17
5339.52640 5.24613e-17
5340.79780 5.23302e-17
5342.06930 5.22029e-17
5343.34070 5.19546e-17
5344.61220 5.17696e-17
5345.88360 5.15873e-17
5347.15510 5.14116e-17
5348.42650 5.12695e-17
5349.69790 5.10061e-17
5350.96940 5.08309e-17
5352.24080 5.06943e-17
5353.51230 5.05502e-17
5354.78370 5.04119e-17
5356.05520 5.02436e-17
5357.32660 5.00844e-17
5358.59810 4.99617e-17
5359.86950 4.98604e-17
5361.14100 4.97131e-17
5362.41240 4.95769e-17
5363.68380 4.94483e-17
5364.95530 4.94042e-17
5366.22670 4.93088e-17
5367.49820 4.92749e-17
5368.76960 4.92292e-17
5370.04110 4.91724e-17
5371.31250 4.91270e-17
5372.58400 4.91091e-17
5373.85540 4.90181e-17
5375.12690 4.89280e-17
5376.39830 4.88875e-17
5377.66970 4.88130e-17
5378.94120 4.87880e-17
5380.21260 4.87250e-17
5381.48410 4.86487e-17
5382.75550 4.85634e-17
5384.02700 4.85507e-17
5385.29840 4.85038e-17
5386.56990 4.84485e-17
5387.84130 4.84056e-17
5389.11280 4.82602e-17
5390.38420 4.79308e-17
5391.65560 4.75917e-17
5392.92710 4.74495e-17
5394.19850 4.74006e-17
5395.47000 4.73983e-17
5396.74140 4.74265e-17
5398.01290 4.74843e-17
5399.28430 4.76043e-17
5400.55580 4.76879e-17
5401.82720 4.77640e-17
5403.09870 4.78271e-17
5404.37010 4.79554e-17
5405.64150 4.80596e-17
5406.91300 4.81036e-17
5408.18440 4.82666e-17
5409.45590 4.83306e-17
5410.72730 4.83323e-17
5411.99880 4.84421e-17
5413.27020 4.85650e-17
5414.54170 4.86727e-17
5415.81310 4.87586e-17
5417.08460 4.88378e-17
5418.35600 4.88849e-17
5419.62740 4.89757e-17
5420.89890 4.90733e-17
5422.17030 4.91015e-17
5423.44180 4.91632e-17
5424.71320 4.92550e-17
5425.98470 4.93107e-17
5427.25610 4.93868e-17
5428.52760 4.94268e-17
5429.79900 4.94935e-17
5431.07050 4.95677e-17
5432.34190 4.96602e-17
5433.61330 4.97737e-17
5434.88480 4.98123e-17
5436.15620 4.98111e-17
5437.42770 4.98430e-17
5438.69910 4.98928e-17
5439.97060 4.99042e-17
5441.24200 5.00209e-17
5442.51350 5.01007e-17
5443.78490 5.01274e-17
5445.05640 5.01212e-17
5446.32780 5.01678e-17
5447.59920 5.02440e-17
5448.87070 5.02698e-17
5450.14210 5.02893e-17
5451.41360 5.03726e-17
5452.68500 5.03270e-17
5453.95650 5.04061e-17
5455.22790 5.03820e-17
5456.49940 5.04853e-17
5457.77080 5.05922e-17
5459.04220 5.06420e-17
5460.31370 5.07489e-17
5461.58510 5.09191e-17
5462.85660 5.10168e-17
5464.12800 5.11048e-17
5465.39950 5.12025e-17
5466.67090 5.13026e-17
5467.94240 5.14478e-17
5469.21380 5.15747e-17
5470.48530 5.16744e-17
5471.75670 5.17983e-17
5473.02810 5.18448e-17
5474.29960 5.18505e-17
5475.57100 5.19951e-17
5476.84250 5.21164e-17
5478.11390 5.21853e-17
5479.38540 5.22605e-17
5480.65680 5.22460e-17
5481.92830 5.23363e-17
5483.19970 5.23758e-17
5484.47120 5.24632e-17
5485.74260 5.25394e-17
5487.01400 5.25999e-17
5488.28550 5.26439e-17
5489.55690 5.26507e-17
5490.82840 5.27350e-17
5492.09980 5.27474e-17
5493.37130 5.27415e-17
5494.64270 5.27741e-17
5495.91420 5.28283e-17
5497.18560 5.28612e-17
5498.45710 5.27928e-17
5499.72850 5.28694e-17
5500.99990 5.29194e-17
5502.27140 5.29852e-17
5503.54280 5.30993e-17
5504.81430 5.31048e-17
5506.08570 5.31193e-17
5507.35720 5.32204e-17
5508.62860 5.32498e-17
5509.90010 5.32948e-17
5511.17150 5.33259e-17
5512.44300 5.33766e-17
5513.71440 5.34941e-17
5514.98580 5.35560e-17
5516.25730 5.35514e-17
5517.52870 5.35387e-17
5518.80020 5.35695e-17
5520.07160 5.36354e-17
5521.34310 5.36480e-17
5522.61450 5.36808e-17
5523.88600 5.37859e-17
5525.15740 5.38254e-17
5526.42890 5.38777e-17
5527.70030 5.39784e-17
5528.97170 5.40643e-17
5530.24320 5.41194e-17
