x y
5531.51460 5.41389e-17
5532.78610 5.41305e-17
5534.05750 5.40857e-17
5535.32900 5.41061e-17
5536.60040 5.41700e-17
5537.87190 5.42266e-17
5539.14330 5.42301e-17
5540.41480 5.42109e-17
5541.68620 5.42582e-17
5542.95760 5.42430e-17
5544.22910 5.42105e-17
5545.50050 5.41762e-17
5546.77200 5.42859e-17
5548.04340 5.43886e-17
5549.31490 5.43818e-17
5550.58630 5.43959e-17
5551.85780 5.43882e-17
5553.12920 5.43662e-17
5554.40070 5.44120e-17
5555.67210 5.45205e-17
5556.94350 5.45547e-17
5558.21500 5.46008e-17
5559.48640 5.46393e-17
5560.75790 5.46589e-17
5562.02930 5.46867e-17
5563.30080 5.47184e-17
5564.57220 5.48435e-17
5565.84370 5.49650e-17
5567.11510 5.50739e-17
5568.38660 5.51243e-17
5569.65800 5.51857e-17
5570.92940 5.52561e-17
5572.20090 5.53336e-17
5573.47230 5.54007e-17
5574.74380 5.55369e-17
5576.01520 5.56364e-17
5577.28670 5.57448e-17
5578.55810 5.58644e-17
5579.82960 5.59021e-17
5581.10100 5.59853e-17
5582.37250 5.61677e-17
5583.64390 5.63016e-17
5584.91530 5.64333e-17
5586.18680 5.65189e-17
5587.45820 5.66635e-17
5588.72970 5.68418e-17
5590.00110 5.70055e-17
5591.27260 5.70678e-17
5592.54400 5.71077e-17
5593.81550 5.72096e-17
5595.08690 5.73503e-17
5596.35840 5.74682e-17
5597.62980 5.75372e-17
5598.90120 5.76904e-17
5600.17270 5.78843e-17
5601.44410 5.80997e-17
5602.71560 5.82155e-17
5603.98700 5.83298e-17
5605.25850 5.85764e-17
5606.52990 5.87069e-17
5607.80140 5.88103e-17
5609.07280 5.89621e-17
5610.34430 5.90962e-17
5611.61570 5.92763e-17
5612.88710 5.94535e-17
5614.15860 5.95798e-17
5615.43000 5.96647e-17
5616.70150 5.98918e-17
5617.97290 6.00908e-17
5619.24440 6.02130e-17
5620.51580 6.03547e-17
5621.78730 6.05553e-17
5623.05870 6.06934e-17
5624.33020 6.08851e-17
5625.60160 6.10303e-17
5626.87300 6.11586e-17
5628.14450 6.13875e-17
5629.41590 6.15670e-17
5630.68740 6.17391e-17
5631.95880 6.19769e-17
5633.23030 6.22112e-17
5634.50170 6.23812e-17
5635.77320 6.25997e-17
5637.04460 6.28035e-17
5638.31610 6.30051e-17
5639.58750 6.31670e-17
5640.85890 6.33667e-17
5642.13040 6.35708e-17
5643.40180 6.37458e-17
5644.67330 6.40242e-17
5645.94470 6.45183e-17
5647.21620 6.50580e-17
5648.48760 6.55012e-17
5649.75910 6.58292e-17
5651.03050 6.60770e-17
5652.30200 6.63775e-17
5653.57340 6.66538e-17
5654.84480 6.68340e-17
5656.11630 6.70306e-17
5657.38770 6.72613e-17
5658.65920 6.74372e-17
5659.93060 6.76064e-17
5661.20210 6.78281e-17
5662.47350 6.81309e-17
5663.74500 6.83127e-17
5665.01640 6.85254e-17
5666.28790 6.87700e-17
5667.55930 6.89524e-17
5668.83070 6.91441e-17
5670.10220 6.93190e-17
5671.37360 6.94912e-17
5672.64510 6.96802e-17
5673.91650 6.98777e-17
5675.18800 7.00823e-17
5676.45940 7.02178e-17
5677.73090 7.05111e-17
5679.00230 7.07148e-17
5680.27380 7.09158e-17
5681.54520 7.11050e-17
5682.81660 7.12791e-17
5684.08810 7.15059e-17
5685.35950 7.16717e-17
5686.63100 7.18530e-17
5687.90240 7.20446e-17
5689.17390 7.21661e-17
5690.44530 7.23745e-17
5691.71680 7.25758e-17
5692.98820 7.27709e-17
5694.25960 7.29406e-17
5695.53110 7.31149e-17
5696.80250 7.32820e-17
5698.07400 7.34406e-17
5699.34540 7.36241e-17
5700.61690 7.38934e-17
5701.88830 7.40925e-17
5703.15980 7.42653e-17
5704.43120 7.45097e-17
5705.70270 7.46711e-17
5706.97410 7.48170e-17
5708.24550 7.50585e-17
5709.51700 7.52205e-17
5710.78840 7.54921e-17
5712.05990 7.56393e-17
5713.33130 7.56901e-17
5714.60280 7.58166e-17
5715.87420 7.59307e-17
5717.14570 7.59376e-17
5718.41710 7.59957e-17
5719.68860 7.60535e-17
5720.96000 7.60673e-17
5722.23140 7.61689e-17
5723.50290 7.62387e-17
5724.77430 7.63075e-17
5726.04580 7.63203e-17
5727.31720 7.63589e-17
5728.58870 7.64367e-17
5729.86010 7.65820e-17
5731.13160 7.66174e-17
5732.40300 7.66725e-17
5733.67450 7.66922e-17
5734.94590 7.67143e-17
5736.21730 7.67945e-17
5737.48880 7.67576e-17
5738.76020 7.67443e-17
5740.03170 7.67340e-17
5741.30310 7.66856e-17
5742.57460 7.66686e-17
5743.84600 7.66423e-17
5745.11750 7.66300e-17
5746.38890 7.65455e-17
5747.66040 7.65054e-17
5748.93180 7.64791e-17
5750.20320 7.64440e-17
5751.47470 7.64149e-17
5752.74610 7.64003e-17
5754.01760 7.63883e-17
5755.28900 7.62813e-17
5756.56050 7.61510e-17
5757.83190 7.60434e-17
5759.10340 7.59171e-17
5760.37480 7.58664e-17
5761.64630 7.57301e-17
5762.91770 7.55829e-17
5764.18910 7.55035e-17
5765.46060 7.53203e-17
5766.73200 7.51254e-17
5768.00350 7.49337e-17
5769.27490 7.47376e-17
5770.54640 7.45755e-17
5771.81780 7.44356e-17
5773.08930 7.42960e-17
5774.36070 7.40905e-17
5775.63220 7.38354e-17
5776.90360 7.35912e-17
5778.17500 7.33125e-17
5779.44650 7.30181e-17
5780.71790 7.27451e-17
5781.98940 7.23852e-17
5783.26080 7.20506e-17
5784.53230 7.17794e-17
5785.80370 7.14744e-17
5787.07520 7.11825e-17
5788.34660 7.09282e-17
5789.61810 7.06887e-17
5790.88950 7.04043e-17
5792.16090 7.01093e-17
5793.43240 6.97852e-17
5794.70380 6.95510e-17
5795.97530 6.92911e-17
5797.24670 6.89803e-17
5798.51820 6.87337e-17
5799.78960 6.84419e-17
5801.06110 6.80883e-17
5802.33250 6.76825e-17
5803.60400 6.73958e-17
5804.87540 6.71500e-17
5806.14680 6.68417e-17
5807.41830 6.65649e-17
5808.68970 6.63602e-17
5809.96120 6.61471e-17
5811.23260 6.58229e-17
5812.50410 6.55155e-17
5813.77550 6.51829e-17
5815.04700 6.48016e-17
5816.31840 6.45022e-17
5817.58990 6.42025e-17
5818.86130 6.39310e-17
5820.13270 6.35929e-17
5821.40420 6.32059e-17
5822.67560 6.28698e-17
5823.94710 6.25943e-17
5825.21850 6.22412e-17
5826.49000 6.19775e-17
5827.76140 6.16502e-17
5829.03290 6.13226e-17
5830.30430 6.10314e-17
5831.57580 6.07373e-17
5832.84720 6.04073e-17
5834.11860 6.00753e-17
5835.39010 5.97875e-17
5836.66150 5.95593e-17
5837.93300 5.92586e-17
5839.20440 5.89055e-17
5840.47590 5.85257e-17
5841.74730 5.82198e-17
5843.01880 5.79628e-17
5844.29020 5.75967e-17
5845.56170 5.73177e-17
5846.83310 5.71240e-17
5848.10450 5.68434e-17
5849.37600 5.65842e-17
5850.64740 5.62879e-17
5851.91890 5.60248e-17
5853.19030 5.57681e-17
5854.46180 5.55632e-17
5855.73320 5.53413e-17
5857.00470 5.51027e-17
5858.27610 5.48667e-17
5859.54760 5.46387e-17
5860.81900 5.43929e-17
5862.09040 5.42139e-17
5863.36190 5.39840e-17
5864.63330 5.38074e-17
5865.90480 5.36746e-17
5867.17620 5.34554e-17
5868.44770 5.32100e-17
5869.71910 5.30706e-17
5870.99060 5.29621e-17
5872.26200 5.27160e-17
5873.53350 5.24980e-17
5874.80490 5.23552e-17
5876.07630 5.22320e-17
5877.34780 5.21120e-17
5878.61920 5.19957e-17
5879.89070 5.18339e-17
5881.16210 5.16420e-17
5882.43360 5.14712e-17
5883.70500 5.12874e-17
5884.97650 5.11548e-17
5886.24790 5.09804e-17
5887.51940 5.08096e-17
5888.79080 5.06508e-17
5890.06220 5.05208e-17
5891.33370 5.03253e-17
5892.60510 5.02263e-17
5893.87660 5.01380e-17
5895.14800 5.00880e-17
5896.41950 4.99578e-17
5897.69090 4.98105e-17
5898.96240 4.97770e-17
5900.23380 4.97536e-17
5901.50530 4.96525e-17
5902.77670 4.95807e-17
5904.04810 4.94858e-17
5905.31960 4.94261e-17
5906.59100 4.94080e-17
5907.86250 4.93698e-17
5909.13390 4.93264e-17
5910.40540 4.93200e-17
5911.67680 4.93308e-17
5912.94830 4.93273e-17
5914.21970 4.94113e-17
5915.49120 4.94564e-17
5916.76260 4.94187e-17
5918.03400 4.93724e-17
5919.30550 4.94160e-17
5920.57690 4.94482e-17
5921.84840 4.94891e-17
5923.11980 4.95278e-17
5924.39130 4.95390e-17
5925.66270 4.96151e-17
5926.93420 4.96478e-17
5928.20560 4.97261e-17
5929.47710 4.98093e-17
5930.74850 4.98542e-17
5932.01990 4.98720e-17
5933.29140 4.99109e-17
5934.56280 4.99922e-17
5935.83430 5.00711e-17
5937.10570 5.01526e-17
5938.37720 5.02283e-17
5939.64860 5.02819e-17
5940.92010 5.03696e-17
5942.19150 5.04093e-17
5943.46290 5.05010e-17
5944.73440 5.05705e-17
5946.00580 5.05966e-17
5947.27730 5.06466e-17
5948.54870 5.07099e-17
5949.82020 5.07529e-17
5951.09160 5.08215e-17
5952.36310 5.08419e-17
5953.63450 5.08470e-17
5954.90600 5.08660e-17
5956.17740 5.08647e-17
5957.44880 5.08329e-17
5958.72030 5.08475e-17
5959.99170 5.08506e-17
5961.26320 5.08856e-17
5962.53460 5.08898e-17
5963.80610 5.08770e-17
5965.07750 5.08772e-17
5966.34900 5.08574e-17
5967.62040 5.08525e-17
5968.89190 5.09282e-17
5970.16330 5.10108e-17
5971.43470 5.10582e-17
5972.70620 5.11017e-17
5973.97760 5.11433e-17
5975.24910 5.11331e-17
5976.52050 5.11310e-17
5977.79200 5.11512e-17
5979.06340 5.11238e-17
5980.33490 5.10906e-17
5981.60630 5.10438e-17
5982.87780 5.10048e-17
5984.14920 5.10165e-17
5985.42060 5.10235e-17
5986.69210 5.09690e-17
5987.96350 5.09001e-17
5989.23500 5.08711e-17
5990.50640 5.08346e-17
5991.77790 5.08376e-17
5993.04930 5.08144e-17
5994.32080 5.07450e-17
5995.59220 5.06353e-17
5996.86370 5.05655e-17
5998.13510 5.04928e-17
5999.40650 5.03611e-17
6000.67800 5.02349e-17
6001.94940 5.01378e-17
6003.22090 5.00238e-17
6004.49230 4.99794e-17
6005.76380 4.98988e-17
6007.03520 4.97846e-17
6008.30670 4.96200e-17
6009.57810 4.94846e-17
6010.84960 4.93374e-17
6012.12100 4.92565e-17
6013.39240 4.91121e-17
6014.66390 4.89710e-17
6015.93530 4.88255e-17
6017.20680 4.87115e-17
6018.47820 4.85732e-17
6019.74970 4.84145e-17
6021.02110 4.83340e-17
6022.29260 4.83123e-17
6023.56400 4.81742e-17
6024.83550 4.80275e-17
6026.10690 4.79220e-17
6027.37830 4.77348e-17
6028.64980 4.75657e-17
6029.92120 4.74621e-17
6031.19270 4.73609e-17
6032.46410 4.72106e-17
6033.73560 4.71081e-17
6035.00700 4.70130e-17
6036.27850 4.68590e-17
6037.54990 4.67233e-17
6038.82140 4.66799e-17
6040.09280 4.65798e-17
6041.36420 4.64806e-17
6042.63570 4.64322e-17
6043.90710 4.63533e-17
6045.17860 4.62518e-17
6046.45000 4.61437e-17
6047.72150 4.60748e-17
6048.99290 4.60041e-17
6050.26440 4.58849e-17
6051.53580 4.58118e-17
6052.80730 4.57491e-17
6054.07870 4.57540e-17
6055.35010 4.57504e-17
6056.62160 4.58432e-17
6057.89300 4.58461e-17
6059.16450 4.57785e-17
6060.43590 4.57593e-17
6061.70740 4.56858e-17
6062.97880 4.56666e-17
6064.25030 4.56423e-17
6065.52170 4.55575e-17
6066.79320 4.55837e-17
6068.06460 4.55413e-17
6069.33600 4.55752e-17
6070.60750 4.56440e-17
6071.87890 4.56695e-17
6073.15040 4.57027e-17
6074.42180 4.56888e-17
6075.69330 4.57667e-17
6076.96470 4.58823e-17
6078.23620 4.59024e-17
6079.50760 4.59175e-17
6080.77910 4.60474e-17
6082.05050 4.61115e-17
6083.32190 4.62403e-17
6084.59340 4.63604e-17
6085.86480 4.64185e-17
6087.13630 4.64766e-17
6088.40770 4.65808e-17
6089.67920 4.66562e-17
6090.95060 4.67732e-17
6092.22210 4.68506e-17
6093.49350 4.69127e-17
6094.76500 4.71173e-17
6096.03640 4.72671e-17
6097.30780 4.73943e-17
6098.57930 4.75169e-17
6099.85070 4.77995e-17
6101.12220 4.79781e-17
6102.39360 4.81152e-17
6103.66510 4.83327e-17
6104.93650 4.85486e-17
6106.20800 4.87233e-17
6107.47940 4.89321e-17
6108.75090 4.91971e-17
6110.02230 4.92994e-17
6111.29370 4.94385e-17
6112.56520 4.96502e-17
6113.83660 4.99082e-17
6115.10810 5.01658e-17
6116.37950 5.04203e-17
6117.65100 5.06107e-17
6118.92240 5.08498e-17
6120.19390 5.10808e-17
6121.46530 5.12791e-17
6122.73680 5.15083e-17
6124.00820 5.17679e-17
6125.27960 5.19727e-17
6126.55110 5.21865e-17
6127.82250 5.24753e-17
6129.09400 5.27503e-17
6130.36540 5.30469e-17
6131.63690 5.32650e-17
6132.90830 5.34115e-17
6134.17980 5.36397e-17
6135.45120 5.39411e-17
6136.72270 5.42859e-17
6137.99410 5.45956e-17
6139.26550 5.48993e-17
6140.53700 5.51918e-17
6141.80840 5.54893e-17
6143.07990 5.57319e-17
6144.35130 5.60295e-17
6145.62280 5.63125e-17
6146.89420 5.66589e-17
6148.16570 5.69667e-17
6149.43710 5.72660e-17
6150.70860 5.75324e-17
6151.98000 5.78476e-17
6153.25140 5.82246e-17
6154.52290 5.84681e-17
6155.79430 5.87222e-17
6157.06580 5.90213e-17
6158.33720 5.93147e-17
6159.60870 5.96926e-17
6160.88010 6.00239e-17
6162.15160 6.02485e-17
6163.42300 6.04566e-17
6164.69450 6.06795e-17
6165.96590 6.09192e-17
6167.23730 6.11753e-17
6168.50880 6.14250e-17
6169.78020 6.17109e-17
6171.05170 6.19052e-17
6172.32310 6.22244e-17
6173.59460 6.25180e-17
6174.86600 6.27052e-17
6176.13750 6.29945e-17
6177.40890 6.32689e-17
6178.68040 6.34393e-17
6179.95180 6.36691e-17
6181.22320 6.38929e-17
6182.49470 6.41098e-17
6183.76610 6.43166e-17
6185.03760 6.44965e-17
6186.30900 6.46045e-17
6187.58050 6.47653e-17
6188.85190 6.49388e-17
6190.12340 6.51594e-17
6191.39480 6.53565e-17
6192.66620 6.54599e-17
6193.93770 6.55555e-17
6195.20910 6.57303e-17
6196.48060 6.59312e-17
6197.75200 6.60992e-17
6199.02350 6.61929e-17
6200.29490 6.63040e-17
6201.56640 6.63895e-17
6202.83780 6.65126e-17
6204.10930 6.66121e-17
6205.38070 6.67233e-17
6206.65210 6.68133e-17
6207.92360 6.68845e-17
6209.19500 6.70056e-17
6210.46650 6.71025e-17
6211.73790 6.71292e-17
6213.00940 6.72362e-17
6214.28080 6.73015e-17
6215.55230 6.73466e-17
6216.82370 6.73619e-17
6218.09520 6.74293e-17
6219.36660 6.75222e-17
6220.63800 6.76335e-17
6221.90950 6.77209e-17
6223.18090 6.77606e-17
6224.45240 6.77550e-17
6225.72380 6.77175e-17
6226.99530 6.77094e-17
6228.26670 6.76887e-17
6229.53820 6.76928e-17
6230.80960 6.77481e-17
6232.08110 6.77183e-17
6233.35250 6.77129e-17
6234.62390 6.77668e-17
6235.89540 6.77983e-17
6237.16680 6.78622e-17
6238.43830 6.78452e-17
6239.70970 6.78278e-17
6240.98120 6.77645e-17
6242.25260 6.77298e-17
6243.52410 6.77534e-17
6244.79550 6.77079e-17
6246.06700 6.76686e-17
6247.33840 6.75279e-17
6248.60980 6.74548e-17
6249.88130 6.75217e-17
6251.15270 6.75227e-17
6252.42420 6.74945e-17
6253.69560 6.74539e-17
6254.96710 6.74034e-17
6256.23850 6.73704e-17
6257.51000 6.72900e-17
6258.78140 6.72781e-17
6260.05290 6.71543e-17
6261.32430 6.70382e-17
6262.59570 6.69283e-17
6263.86720 6.69015e-17
6265.13860 6.68125e-17
6266.41010 6.67271e-17
6267.68150 6.66127e-17
6268.95300 6.65618e-17
6270.22440 6.65272e-17
6271.49590 6.64377e-17
6272.76730 6.63510e-17
6274.03880 6.62749e-17
6275.31020 6.61738e-17
6276.58160 6.60590e-17
6277.85310 6.59250e-17
6279.12450 6.58891e-17
6280.39600 6.58252e-17
6281.66740 6.56467e-17
6282.93890 6.55766e-17
6284.21030 6.55162e-17
6285.48180 6.53783e-17
6286.75320 6.53299e-17
6288.02470 6.53331e-17
6289.29610 6.52708e-17
6290.56750 6.51986e-17
6291.83900 6.51398e-17
6293.11040 6.51104e-17
6294.38190 6.49700e-17
6295.65330 6.49039e-17
6296.92480 6.48808e-17
6298.19620 6.47749e-17
6299.46770 6.46959e-17
6300.73910 6.46340e-17
6302.01060 6.45392e-17
6303.28200 6.44352e-17
6304.55340 6.43996e-17
6305.82490 6.43000e-17
6307.09630 6.42329e-17
6308.36780 6.41776e-17
6309.63920 6.40440e-17
6310.91070 6.39095e-17
6312.18210 6.38028e-17
6313.45360 6.37735e-17
6314.72500 6.36609e-17
6315.99650 6.35426e-17
6317.26790 6.34900e-17
6318.53930 6.33958e-17
6319.81080 6.32950e-17
6321.08220 6.32765e-17
6322.35370 6.31828e-17
6323.62510 6.31584e-17
6324.89660 6.30629e-17
6326.16800 6.29940e-17
6327.43950 6.29243e-17
6328.71090 6.28936e-17
6329.98240 6.28500e-17
6331.25380 6.27869e-17
6332.52520 6.26433e-17
6333.79670 6.25522e-17
6335.06810 6.25342e-17
6336.33960 6.24446e-17
6337.61100 6.23323e-17
6338.88250 6.21505e-17
6340.15390 6.20017e-17
6341.42540 6.19446e-17
6342.69680 6.18600e-17
6343.96830 6.17485e-17
6345.23970 6.17349e-17
6346.51110 6.17140e-17
6347.78260 6.16469e-17
6349.05400 6.16395e-17
6350.32550 6.15496e-17
6351.59690 6.15423e-17
6352.86840 6.15377e-17
6354.13980 6.15004e-17
6355.41130 6.13948e-17
6356.68270 6.13272e-17
6357.95420 6.12735e-17
6359.22560 6.11832e-17
6360.49700 6.11145e-17
6361.76850 6.11082e-17
6363.03990 6.10332e-17
6364.31140 6.09307e-17
6365.58280 6.09289e-17
6366.85430 6.09227e-17
6368.12570 6.08445e-17
6369.39720 6.07229e-17
6370.66860 6.06076e-17
6371.94010 6.04934e-17
6373.21150 6.04095e-17
6374.48290 6.03804e-17
6375.75440 6.02776e-17
6377.02580 6.01533e-17
6378.29730 6.00776e-17
6379.56870 6.00346e-17
6380.84020 5.99848e-17
6382.11160 5.98950e-17
6383.38310 5.98079e-17
6384.65450 5.97613e-17
6385.92600 5.97044e-17
6387.19740 5.96754e-17
6388.46880 5.96590e-17
6389.74030 5.96338e-17
6391.01170 5.95434e-17
6392.28320 5.94917e-17
6393.55460 5.94558e-17
6394.82610 5.93908e-17
6396.09750 5.93349e-17
6397.36900 5.93244e-17
6398.64040 5.93599e-17
6399.91190 5.93067e-17
6401.18330 5.92635e-17
6402.45470 5.92011e-17
6403.72620 5.91015e-17
6404.99760 5.90020e-17
6406.26910 5.89652e-17
6407.54050 5.89416e-17
6408.81200 5.88767e-17
6410.08340 5.88248e-17
6411.35490 5.88142e-17
6412.62630 5.87608e-17
6413.89780 5.87018e-17
6415.16920 5.85785e-17
6416.44060 5.85206e-17
6417.71210 5.85376e-17
6418.98350 5.85250e-17
6420.25500 5.85002e-17
6421.52640 5.84944e-17
6422.79790 5.84715e-17
6424.06930 5.84366e-17
6425.34080 5.83417e-17
6426.61220 5.84091e-17
6427.88370 5.82888e-17
6429.15510 5.82036e-17
6430.42650 5.81919e-17
6431.69800 5.81066e-17
6432.96940 5.80646e-17
6434.24090 5.81078e-17
6435.51230 5.80582e-17
6436.78380 5.80514e-17
6438.05520 5.80921e-17
6439.32670 5.80530e-17
6440.59810 5.79871e-17
6441.86950 5.80198e-17
6443.14100 5.80695e-17
6444.41240 5.80696e-17
6445.68390 5.80553e-17
6446.95530 5.80395e-17
6448.22680 5.80828e-17
6449.49820 5.81531e-17
6450.76970 5.81525e-17
6452.04110 5.80902e-17
6453.31260 5.80328e-17
6454.58400 5.80235e-17
6455.85540 5.80222e-17
6457.12690 5.80676e-17
6458.39830 5.81321e-17
6459.66980 5.81121e-17
6460.94120 5.80803e-17
6462.21270 5.80974e-17
6463.48410 5.81653e-17
6464.75560 5.81950e-17
6466.02700 5.81936e-17
6467.29850 5.82470e-17
6468.56990 5.83056e-17
6469.84130 5.83521e-17
6471.11280 5.83793e-17
6472.38420 5.84261e-17
6473.65570 5.84782e-17
6474.92710 5.85162e-17
6476.19860 5.85023e-17
6477.47000 5.85046e-17
6478.74150 5.85781e-17
6480.01290 5.86344e-17
6481.28440 5.86600e-17
6482.55580 5.86979e-17
6483.82720 5.87764e-17
6485.09870 5.88143e-17
6486.37010 5.88664e-17
6487.64160 5.90346e-17
6488.91300 5.91443e-17
6490.18450 5.91625e-17
6491.45590 5.91990e-17
6492.72740 5.92326e-17
6493.99880 5.93255e-17
6495.27030 5.93873e-17
6496.54170 5.94472e-17
6497.81310 5.94943e-17
6499.08460 5.95053e-17
6500.35600 5.95679e-17
6501.62750 5.95931e-17
6502.89890 5.96911e-17
6504.17040 5.97762e-17
6505.44180 5.97444e-17
6506.71330 5.98030e-17
6507.98470 5.98279e-17
6509.25620 5.98583e-17
6510.52760 5.99684e-17
6511.79900 6.00589e-17
6513.07050 6.01236e-17
6514.34190 6.01454e-17
6515.61340 6.02561e-17
6516.88480 6.03378e-17
6518.15630 6.04497e-17
6519.42770 6.05530e-17
6520.69920 6.06417e-17
6521.97060 6.07397e-17
6523.24210 6.08027e-17
6524.51350 6.08566e-17
6525.78490 6.09236e-17
6527.05640 6.09995e-17
6528.32780 6.10466e-17
6529.59930 6.10665e-17
6530.87070 6.11105e-17
6532.14220 6.11491e-17
6533.41360 6.11626e-17
6534.68510 6.11747e-17
6535.95650 6.11614e-17
6537.22800 6.12166e-17
6538.49940 6.12647e-17
6539.77080 6.12427e-17
6541.04230 6.13051e-17
6542.31370 6.12898e-17
6543.58520 6.12153e-17
6544.85660 6.11478e-17
6546.12810 6.11048e-17
6547.39950 6.10722e-17
6548.67100 6.10436e-17
6549.94240 6.10740e-17
6551.21390 6.10466e-17
6552.48530 6.10290e-17
6553.75670 6.10111e-17
6555.02820 6.09266e-17
6556.29960 6.08643e-17
6557.57110 6.08373e-17
6558.84250 6.08215e-17
6560.11400 6.06976e-17
6561.38540 6.06216e-17
6562.65690 6.05228e-17
6563.92830 6.04226e-17
6565.19980 6.02985e-17
6566.47120 6.01949e-17
6567.74260 6.00826e-17
6569.01410 5.98902e-17
6570.28550 5.97863e-17
6571.55700 5.96471e-17
6572.82840 5.95071e-17
6574.09990 5.93725e-17
6575.37130 5.92395e-17
6576.64280 5.90804e-17
6577.91420 5.88869e-17
6579.18570 5.86602e-17
6580.45710 5.84628e-17
6581.72850 5.82629e-17
6583.00000 5.80542e-17
6584.27140 5.77922e-17
6585.54290 5.75487e-17
6586.81430 5.72743e-17
6588.08580 5.70584e-17
6589.35720 5.68085e-17
6590.62870 5.64786e-17
6591.90010 5.61474e-17
6593.17160 5.58918e-17
6594.44300 5.56787e-17
6595.71440 5.54042e-17
6596.98590 5.50541e-17
6598.25730 5.47689e-17
6599.52880 5.45098e-17
6600.80020 5.41729e-17
6602.07170 5.38525e-17
6603.34310 5.35794e-17
6604.61460 5.32516e-17
6605.88600 5.29304e-17
6607.15750 5.25764e-17
6608.42890 5.21985e-17
6609.70030 5.18008e-17
6610.97180 5.14366e-17
6612.24320 5.10714e-17
6613.51470 5.07138e-17
6614.78610 5.03095e-17
6616.05760 4.99004e-17
6617.32900 4.94939e-17
6618.60050 4.90767e-17
6619.87190 4.87030e-17
6621.14340 4.83541e-17
6622.41480 4.79296e-17
6623.68620 4.74951e-17
6624.95770 4.70691e-17
6626.22910 4.66553e-17
6627.50060 4.62808e-17
6628.77200 4.58872e-17
6630.04350 4.54369e-17
6631.31490 4.50461e-17
6632.58640 4.46467e-17
6633.85780 4.41985e-17
6635.12930 4.37926e-17
6636.40070 4.33869e-17
6637.67210 4.29756e-17
6638.94360 4.25614e-17
6640.21500 4.20795e-17
6641.48650 4.15832e-17
6642.75790 4.09822e-17
6644.02940 4.03126e-17
6645.30080 3.94489e-17
6646.57230 3.86659e-17
6647.84370 3.79152e-17
6649.11520 3.73359e-17
6650.38660 3.69641e-17
6651.65800 3.66493e-17
6652.92950 3.62894e-17
6654.20090 3.59101e-17
6655.47240 3.55640e-17
6656.74380 3.51865e-17
6658.01530 3.48299e-17
6659.28670 3.44890e-17
6660.55820 3.41576e-17
6661.82960 3.37830e-17
6663.10110 3.33986e-17
6664.37250 3.30337e-17
6665.64390 3.27094e-17
6666.91540 3.23413e-17
6668.18680 3.19828e-17
6669.45830 3.16538e-17
6670.72970 3.13039e-17
6672.00120 3.09257e-17
6673.27260 3.06150e-17
6674.54410 3.02755e-17
6675.81550 2.99578e-17
6677.08700 2.96383e-17
6678.35840 2.92860e-17
6679.62980 2.89809e-17
6680.90130 2.86528e-17
6682.17270 2.83029e-17
6683.44420 2.80357e-17
6684.71560 2.76826e-17
6685.98710 2.73990e-17
6687.25850 2.70602e-17
6688.53000 2.66793e-17
6689.80140 2.63405e-17
6691.07280 2.60219e-17
6692.34430 2.56846e-17
6693.61570 2.53708e-17
6694.88720 2.50771e-17
6696.15860 2.48350e-17
6697.43010 2.45689e-17
6698.70150 2.42843e-17
6699.97300 2.40354e-17
6701.24440 2.37650e-17
6702.51590 2.34995e-17
6703.78730 2.32159e-17
6705.05870 2.29490e-17
6706.33020 2.26182e-17
6707.60160 2.23335e-17
6708.87310 2.20398e-17
6710.14450 2.17324e-17
6711.41600 2.14896e-17
6712.68740 2.12432e-17
6713.95890 2.09232e-17
6715.23030 2.06983e-17
6716.50180 2.04787e-17
6717.77320 2.02413e-17
6719.04460 1.99984e-17
6720.31610 1.97647e-17
6721.58750 1.96288e-17
6722.85900 1.94690e-17
6724.13040 1.92579e-17
6725.40190 1.90407e-17
6726.67330 1.88791e-17
6727.94480 1.87152e-17
6729.21620 1.85806e-17
6730.48770 1.84477e-17
6731.75910 1.83120e-17
6733.03050 1.82112e-17
6734.30200 1.81223e-17
6735.57340 1.79734e-17
6736.84490 1.78405e-17
6738.11630 1.77734e-17
6739.38780 1.76900e-17
6740.65920 1.76426e-17
6741.93070 1.75948e-17
6743.20210 1.74809e-17
6744.47360 1.74150e-17
6745.74500 1.73793e-17
6747.01640 1.73015e-17
6748.28790 1.72362e-17
6749.55930 1.71630e-17
6750.83080 1.70863e-17
6752.10220 1.70298e-17
6753.37370 1.69875e-17
6754.64510 1.69208e-17
6755.91660 1.69121e-17
6757.18800 1.69236e-17
6758.45950 1.69075e-17
6759.73090 1.69095e-17
6761.00230 1.69592e-17
6762.27380 1.69446e-17
6763.54520 1.69240e-17
6764.81670 1.69300e-17
6766.08810 1.68987e-17
6767.35960 1.68873e-17
6768.63100 1.69417e-17
6769.90250 1.70062e-17
6771.17390 1.69907e-17
6772.44540 1.70058e-17
6773.71680 1.69737e-17
6774.98820 1.69104e-17
6776.25970 1.68832e-17
6777.53110 1.69014e-17
6778.80260 1.68803e-17
6780.07400 1.68638e-17
6781.34550 1.68238e-17
6782.61690 1.67951e-17
6783.88840 1.68254e-17
6785.15980 1.69139e-17
6786.43130 1.69548e-17
6787.70270 1.69494e-17
6788.97410 1.69790e-17
6790.24560 1.70248e-17
6791.51700 1.70648e-17
6792.78850 1.71379e-17
6794.05990 1.71448e-17
6795.33140 1.71847e-17
6796.60280 1.72052e-17
6797.87430 1.72427e-17
6799.14570 1.73063e-17
6800.41720 1.73666e-17
