@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.515
@SPECTRUM spectrum_04D1pg_684.dat
@SN-NAME 04D1pg
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -1.275
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.590            0.01294        0.00739
       4273.590            0.00151        0.00618
       4288.590            0.00700        0.00513
       4303.590            0.01227        0.00443
       4318.590            0.01118        0.00405
       4333.590            0.01280        0.00359
       4348.590            0.01319        0.00330
       4363.590            0.01022        0.00313
       4378.590            0.00770        0.00296
       4393.590            0.00928        0.00280
       4408.590            0.01242        0.00289
       4423.590            0.01483        0.00282
       4438.590            0.01432        0.00263
       4453.590            0.01223        0.00246
       4468.590            0.01569        0.00235
       4483.590            0.01371        0.00233
       4498.590            0.01340        0.00229
       4513.590            0.01308        0.00228
       4528.590            0.01797        0.00230
       4543.590            0.01295        0.00231
       4558.590            0.01310        0.00222
       4573.590            0.01228        0.00217
       4588.590            0.01751        0.00216
       4603.590            0.01382        0.00208
       4618.590            0.01733        0.00204
       4633.590            0.01978        0.00201
       4648.590            0.01581        0.00199
       4663.590            0.01791        0.00204
       4678.590            0.01934        0.00201
       4693.590            0.01771        0.00216
       4708.590            0.01520        0.00194
       4723.590            0.01864        0.00193
       4738.590            0.01879        0.00187
       4753.590            0.02037        0.00186
       4768.590            0.02033        0.00185
       4783.590            0.01560        0.00185
       4798.590            0.01742        0.00185
       4813.590            0.01623        0.00189
       4828.590            0.01650        0.00195
       4843.590            0.01123        0.00209
       4858.590            0.01464        0.00180
       4873.590            0.01218        0.00179
       4888.590            0.01314        0.00183
       4903.590            0.01580        0.00179
       4918.590            0.01271        0.00174
       4933.590            0.01448        0.00174
       4948.590            0.01626        0.00173
       4963.590            0.01439        0.00190
       4978.590            0.01685        0.00173
       4993.590            0.01402        0.00171
       5008.590            0.01564        0.00170
       5023.590            0.01726        0.00167
       5038.590            0.01755        0.00165
       5053.590            0.02171        0.00180
       5068.590            0.01511        0.00162
       5083.590            0.01758        0.00160
       5098.590            0.01778        0.00160
       5113.590            0.01834        0.00160
       5128.590            0.02013        0.00175
       5143.590            0.01951        0.00165
       5158.590            0.01478        0.00164
       5173.590            0.01974        0.00157
       5188.590            0.02200        0.00162
       5203.590            0.02326        0.00181
       5218.590            0.02478        0.00161
       5233.590            0.02202        0.00163
       5248.590            0.02417        0.00162
       5263.590            0.02396        0.00157
       5278.590            0.02425        0.00174
       5293.590            0.02265        0.00159
       5308.590            0.02286        0.00162
       5323.590            0.02459        0.00164
       5338.590            0.02538        0.00176
       5353.590            0.02294        0.00159
       5368.590            0.02634        0.00157
       5383.590            0.02449        0.00156
       5398.590            0.02375        0.00169
       5413.590            0.02386        0.00153
       5428.590            0.02426        0.00154
       5443.590            0.03015        0.00154
       5458.590            0.02742        0.00170
       5473.590            0.02502        0.00154
       5488.590            0.02717        0.00155
       5503.590            0.02508        0.00159
       5518.590            0.01790        0.00174
       5533.590            0.01900        0.00159
       5548.590            0.01785        0.00164
       5563.590            0.01445        0.00183
       5578.590            0.01150        0.00735
       5593.590            0.01018        0.00175
       5608.590            0.01218        0.00163
       5623.590            0.00784        0.00178
       5638.590            0.01713        0.00159
       5653.590            0.02268        0.00159
       5668.590            0.01504        0.00174
       5683.590            0.01994        0.00160
       5698.590            0.01901        0.00163
       5713.590            0.01543        0.00162
       5728.590            0.02272        0.00178
       5743.590            0.01809        0.00159
       5758.590            0.01691        0.00160
       5773.590            0.01985        0.00175
       5788.590            0.01882        0.00158
       5803.590            0.01729        0.00160
       5818.590            0.02094        0.00175
       5833.590            0.02669        0.00161
       5848.590            0.03322        0.00160
       5863.590            0.02925        0.00195
       5878.590            0.02842        0.00191
       5893.590            0.02496        0.00306
       5908.590            0.02599        0.00205
       5923.590            0.03576        0.00185
       5938.590            0.03536        0.00180
       5953.590            0.03070        0.00201
       5968.590            0.03006        0.00173
       5983.590            0.03516        0.00170
       5998.590            0.03386        0.00184
       6013.590            0.02899        0.00161
       6028.590            0.03258        0.00161
       6043.590            0.02704        0.00173
       6058.590            0.03000        0.00157
       6073.590            0.03120        0.00157
       6088.590            0.03198        0.00169
       6103.590            0.03031        0.00156
       6118.590            0.03283        0.00168
       6133.590            0.03586        0.00157
       6148.590            0.03487        0.00162
       6163.590            0.03104        0.00174
       6178.590            0.02727        0.00160
       6193.590            0.03142        0.00155
       6208.590            0.02497        0.00171
       6223.590            0.03142        0.00164
       6238.590            0.02701        0.00194
       6253.590            0.03121        0.00196
       6268.590            0.02880        0.00178
       6283.590            0.02583        0.00195
       6298.590            0.02871        0.00255
       6313.590            0.02797        0.00183
       6328.590            0.02621        0.00203
       6343.590            0.02888        0.00163
       6358.590            0.02547        0.00212
       6373.590            0.02512        0.00171
       6388.590            0.02081        0.00160
       6403.590            0.02370        0.00163
       6418.590            0.01874        0.00152
       6433.590            0.02265        0.00147
       6448.590            0.02540        0.00166
       6463.590            0.02123        0.00178
       6478.590            0.02084        0.00177
       6493.590            0.01895        0.00163
       6508.590            0.01960        0.00164
       6523.590            0.01939        0.00176
       6538.590            0.02451        0.00170
       6553.590            0.01858        0.00199
       6568.590            0.01992        0.00168
       6583.590            0.01772        0.00178
       6598.590            0.01811        0.00158
       6613.590            0.02101        0.00148
       6628.590            0.02199        0.00165
       6643.590            0.02019        0.00147
       6658.590            0.02323        0.00160
       6673.590            0.01843        0.00145
       6688.590            0.01813        0.00144
       6703.590            0.01952        0.00161
       6718.590            0.01984        0.00144
       6733.590            0.02326        0.00158
       6748.590            0.02456        0.00145
       6763.590            0.02101        0.00155
       6778.590            0.02132        0.00143
       6793.590            0.02066        0.00143
       6808.590            0.01992        0.00156
       6823.590            0.02665        0.00178
       6838.590            0.02116        0.00227
       6853.590            0.02167        0.00165
       6868.590            0.02108        0.00233
       6883.590            0.02551        0.00212
       6898.590            0.02374        0.00189
       6913.590            0.02084        0.00215
       6928.590            0.02214        0.00186
       6943.590            0.01985        0.00214
       6958.590            0.02207        0.00174
       6973.590            0.01976        0.00200
       6988.590            0.02019        0.00182
       7003.590            0.01724        0.00165
       7018.590            0.01826        0.00168
       7033.590            0.01750        0.00148
       7048.590            0.01481        0.00190
       7063.590            0.01726        0.00160
       7078.590            0.01948        0.00178
       7093.590            0.01929        0.00158
       7108.590            0.01918        0.00164
       7123.590            0.01998        0.00152
       7138.590            0.01794        0.00162
       7153.590            0.01619        0.00178
       7168.590            0.01641        0.00175
       7183.590            0.01889        0.00215
       7198.590            0.01826        0.00186
       7213.590            0.01590        0.00177
       7228.590            0.01540        0.00181
       7243.590            0.01352        0.00399
       7258.590            0.01953        0.00224
       7273.590            0.01567        0.00291
       7288.590            0.01274        0.00287
       7303.590            0.01610        0.00242
       7318.590            0.01215        0.00327
       7333.590            0.01595        0.00269
       7348.590            0.00881        0.00274
       7363.590            0.01373        0.00267
       7378.590            0.01126        0.00230
       7393.590            0.01073        0.00232
       7408.590            0.01173        0.00241
       7423.590            0.01263        0.00186
       7438.590            0.01404        0.00224
       7453.590            0.00900        0.00191
       7468.590            0.01754        0.00227
       7483.590            0.00891        0.00264
       7498.590            0.01514        0.00186
       7513.590            0.01552        0.00212
       7528.590            0.01519        0.00255
       7543.590            0.00955        0.00201
       7558.590            0.01275        0.00196
       7573.590            0.01337        0.00267
       7588.590            0.01563        0.00233
       7603.590            0.00792        0.00572
       7618.590            0.01151        0.00400
       7633.590            0.01113        0.00356
       7648.590            0.01725        0.00310
       7663.590            0.01634        0.00244
       7678.590            0.01174        0.00217
       7693.590            0.01464        0.00211
       7708.590            0.01621        0.00321
       7723.590            0.02197        0.00328
       7738.590            0.01673        0.00251
       7753.590            0.01347        0.00376
       7768.590            0.01757        0.00312
       7783.590            0.01607        0.00303
       7798.590            0.01736        0.00364
       7813.590            0.01808        0.00317
       7828.590            0.01402        0.00319
       7843.590            0.02638        0.00304
       7858.590            0.01665        0.00405
       7873.590            0.01696        0.00376
       7888.590            0.01218        0.00351
       7903.590            0.01096        0.00297
       7918.590            0.01203        0.00428
       7933.590            0.00846        0.00336
       7948.590            0.00556        0.00273
       7963.590            0.00698        0.00401
       7978.590            0.01214        0.00329
       7993.590            0.01159        0.00443
       8008.590            0.00344        0.00276
       8023.590            0.00948        0.00403
       8038.590            0.00710        0.00255
       8053.590            0.01255        0.00312
       8068.590            0.00872        0.00271
       8083.590            0.01588        0.00258
       8098.590            0.01352        0.00267
       8113.590            0.01050        0.00263
       8128.590            0.01471        0.00246
       8143.590            0.00432        0.00305
       8158.590            0.01246        0.00275
       8173.590            0.00912        0.00272
       8188.590            0.00767        0.00299
       8203.590            0.01262        0.00259
       8218.590            0.00385        0.00292
       8233.590            0.01042        0.00286
       8248.590            0.01017        0.00292
       8263.590            0.01054        0.00264
       8278.590            0.01504        0.00489
       8293.590            0.01876        0.00578
       8308.590            0.00975        0.00457
       8323.590            0.00680        0.00301
       8338.590            0.00441        0.00456
       8353.590            0.00636        0.00535
       8368.590            0.01568        0.00388
       8383.590            0.02064        0.00397
       8398.590            0.00817        0.00598
       8413.590            0.01360        0.00431
       8428.590            0.01440        0.00620
       8443.590            0.00990        0.00393
       8458.590            0.01051        0.00523
       8473.590            0.00520        0.00398
       8488.590            0.01086        0.00379
       8503.590            0.01693        0.00467
       8518.590            0.00642        0.00356
