@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.640
@SPECTRUM spectrum_05D2ec_805.dat
@SN-NAME 05D2ec
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.660
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.701            0.00000        0.72517
       4153.176            0.00000        0.65448
       4155.652            0.00000        0.62016
       4158.128            0.00000        0.80728
       4160.605            0.00000        0.66885
       4163.082            0.00000        0.74774
       4165.560            0.00000        0.81536
       4168.038            0.00000        0.65244
       4170.516            0.00000        1.00255
       4172.995            0.00000        0.82925
       4175.474            0.00000        0.63373
       4177.954            0.00000        0.61953
       4180.434            0.00000        1.08517
       4182.914           -0.50470        0.73179
       4185.395            0.29930        0.53559
       4187.876            0.38470        0.46124
       4190.358           -0.29590        0.36069
       4192.840           -0.10880        0.26671
       4195.322            0.04530        0.23339
       4197.805           -0.27210        0.20265
       4200.289           -0.03270        0.16997
       4202.772           -0.06420        0.14019
       4205.257            0.08230        0.12983
       4207.741           -0.06690        0.10731
       4210.227           -0.01810        0.09503
       4212.712           -0.09550        0.08675
       4215.198           -0.08130        0.07476
       4217.684           -0.04110        0.06559
       4220.171           -0.08860        0.06196
       4222.658           -0.04590        0.05186
       4225.146            0.03450        0.04776
       4227.633           -0.02710        0.04382
       4230.122           -0.00330        0.03914
       4232.610           -0.03250        0.03644
       4235.100            0.01880        0.03317
       4237.589           -0.00660        0.03119
       4240.079           -0.00650        0.02930
       4242.569           -0.04580        0.02806
       4245.060           -0.01520        0.02565
       4247.551            0.01220        0.02451
       4250.043           -0.00610        0.02274
       4252.535           -0.06810        0.02337
       4255.027           -0.04560        0.02233
       4257.520            0.00380        0.02029
       4260.013            0.00370        0.01916
       4262.507            0.02380        0.01877
       4265.001           -0.02260        0.01802
       4267.496           -0.01010        0.01743
       4269.990            0.03190        0.01694
       4272.485            0.02180        0.01630
       4274.981            0.01100        0.01522
       4277.477            0.00430        0.01508
       4279.974            0.02750        0.01445
       4282.470           -0.01800        0.01405
       4284.968           -0.00130        0.01355
       4287.465           -0.00590        0.01344
       4289.963           -0.00440        0.01293
       4292.461            0.01770        0.01236
       4294.960            0.01510        0.01225
       4297.460           -0.00370        0.01178
       4299.959            0.01240        0.01146
       4302.459            0.00050        0.01109
       4304.959           -0.00860        0.01086
       4307.460           -0.00250        0.01064
       4309.961           -0.01870        0.01062
       4312.463            0.00970        0.01067
       4314.965            0.01850        0.01051
       4317.468            0.00640        0.01003
       4319.970            0.00190        0.01009
       4322.474           -0.00810        0.00993
       4324.977            0.00300        0.00983
       4327.481           -0.00510        0.00955
       4329.985           -0.01680        0.00954
       4332.490           -0.01590        0.00922
       4334.995           -0.00870        0.00917
       4337.500            0.01540        0.00909
       4340.006           -0.00150        0.00883
       4342.513           -0.00190        0.00877
       4345.020            0.00770        0.00857
       4347.526           -0.00090        0.00853
       4350.034           -0.00230        0.00841
       4352.542           -0.01420        0.00861
       4355.050            0.00430        0.00833
       4357.559           -0.00840        0.00815
       4360.067           -0.00700        0.00807
       4362.577            0.00270        0.00813
       4365.086            0.00300        0.00809
       4367.597            0.01020        0.00792
       4370.107           -0.00260        0.00796
       4372.618            0.00860        0.00788
       4375.129            0.00550        0.00780
       4377.641           -0.00350        0.00751
       4380.153            0.00160        0.00745
       4382.666            0.00390        0.00724
       4385.178            0.01720        0.00712
       4387.691           -0.00410        0.00723
       4390.205           -0.00660        0.00706
       4392.719           -0.01060        0.00716
       4395.233            0.00030        0.00713
       4397.748           -0.00330        0.00728
       4400.263            0.00330        0.00708
       4402.778           -0.01240        0.00712
       4405.294            0.00360        0.00718
       4407.810            0.01160        0.00723
       4410.327            0.00010        0.00718
       4412.844           -0.01670        0.00717
       4415.361           -0.00310        0.00712
       4417.878           -0.01710        0.00716
       4420.396            0.00360        0.00706
       4422.915            0.00950        0.00699
       4425.434           -0.00180        0.00697
       4427.953           -0.01060        0.00690
       4430.473           -0.00310        0.00684
       4432.992            0.00630        0.00675
       4435.513           -0.00550        0.00663
       4438.033           -0.01370        0.00665
       4440.554           -0.01180        0.00662
       4443.076           -0.00570        0.00661
       4445.597           -0.00610        0.00663
       4448.120           -0.01260        0.00657
       4450.642           -0.00350        0.00641
       4453.165           -0.00540        0.00637
       4455.688           -0.01110        0.00632
       4458.211            0.00240        0.00629
       4460.735           -0.00710        0.00621
       4463.260            0.00060        0.00616
       4465.785           -0.00110        0.00615
       4468.310           -0.00350        0.00614
       4470.835            0.01130        0.00616
       4473.361            0.00540        0.00616
       4475.887            0.00890        0.00607
       4478.413           -0.01110        0.00616
       4480.940           -0.01050        0.00621
       4483.467            0.00110        0.00612
       4485.995           -0.00030        0.00613
       4488.522           -0.00060        0.00608
       4491.051           -0.00310        0.00611
       4493.580           -0.01480        0.00603
       4496.108           -0.01740        0.00603
       4498.638           -0.00730        0.00603
       4501.167            0.00890        0.00603
       4503.698            0.00280        0.00604
       4506.228            0.00080        0.00608
       4508.759            0.00200        0.00604
       4511.290            0.01140        0.00598
       4513.821           -0.00060        0.00596
       4516.354           -0.00490        0.00593
       4518.885           -0.00850        0.00600
       4521.418           -0.00170        0.00592
       4523.951            0.00380        0.00589
       4526.484           -0.00080        0.00600
       4529.018            0.00090        0.00615
       4531.552            0.00340        0.00596
       4534.086           -0.00940        0.00599
       4536.621           -0.00410        0.00590
       4539.156            0.00900        0.00591
       4541.691            0.00060        0.00602
       4544.227            0.00530        0.00586
       4546.763            0.01270        0.00594
       4549.299           -0.00520        0.00593
       4551.836            0.00290        0.00582
       4554.373           -0.00380        0.00572
       4556.910            0.00020        0.00569
       4559.448           -0.00130        0.00578
       4561.986            0.00790        0.00572
       4564.525           -0.00750        0.00575
       4567.063            0.00000        0.00576
       4569.603            0.00200        0.00568
       4572.142            0.00140        0.00560
       4574.682            0.00140        0.00566
       4577.222           -0.00490        0.00579
       4579.763           -0.00620        0.00567
       4582.304           -0.00100        0.00569
       4584.845           -0.00120        0.00562
       4587.386            0.00170        0.00556
       4589.928            0.01210        0.00559
       4592.471           -0.00340        0.00554
       4595.013           -0.00210        0.00552
       4597.556            0.00320        0.00551
       4600.099            0.00930        0.00549
       4602.643           -0.00780        0.00546
       4605.187            0.00930        0.00548
       4607.731           -0.00260        0.00545
       4610.276            0.00480        0.00546
       4612.821            0.00120        0.00547
       4615.366           -0.00410        0.00545
       4617.912            0.00360        0.00544
       4620.458            0.00100        0.00544
       4623.004           -0.00340        0.00544
       4625.550           -0.00700        0.00548
       4628.097           -0.00290        0.00538
       4630.645           -0.00530        0.00546
       4633.192           -0.01310        0.00533
       4635.740           -0.00150        0.00529
       4638.289            0.00080        0.00532
       4640.837           -0.00410        0.00526
       4643.386            0.00510        0.00517
       4645.936            0.00310        0.00524
       4648.485            0.00090        0.00522
       4651.035           -0.00110        0.00524
       4653.585           -0.00530        0.00526
       4656.136            0.00730        0.00534
       4658.687            0.00590        0.00529
       4661.238           -0.01000        0.00536
       4663.790            0.00180        0.00526
       4666.341            0.00080        0.00528
       4668.894            0.00120        0.00525
       4671.446            0.00100        0.00529
       4673.999            0.00900        0.00525
       4676.552           -0.00320        0.00528
       4679.106            0.01010        0.00530
       4681.660            0.00460        0.00519
       4684.214            0.00470        0.00520
       4686.769            0.00390        0.00517
       4689.323           -0.00000        0.00522
       4691.878            0.00000        0.00520
       4694.434            0.00240        0.00515
       4696.990           -0.00490        0.00515
       4699.546            0.00300        0.00509
       4702.102            0.00450        0.00509
       4704.659           -0.00370        0.00511
       4707.216           -0.00030        0.00510
       4709.773           -0.00320        0.00507
       4712.331           -0.00130        0.00506
       4714.889            0.01280        0.00512
       4717.447            0.01160        0.00514
       4720.006           -0.00040        0.00513
       4722.565            0.00500        0.00510
       4725.125            0.00240        0.00509
       4727.684           -0.00120        0.00503
       4730.244            0.00420        0.00500
       4732.804           -0.00050        0.00502
       4735.365            0.01240        0.00497
       4737.925            0.00760        0.00497
       4740.487            0.00190        0.00502
       4743.048           -0.01180        0.00495
       4745.610            0.00580        0.00498
       4748.172           -0.00370        0.00499
       4750.734            0.00190        0.00496
       4753.297           -0.00360        0.00496
       4755.860           -0.00080        0.00496
       4758.424           -0.00420        0.00487
       4760.987            0.00160        0.00487
       4763.551            0.00190        0.00494
       4766.116           -0.00490        0.00494
       4768.680            0.00320        0.00498
       4771.245           -0.00520        0.00498
       4773.811            0.00150        0.00497
       4776.376           -0.00090        0.00504
       4778.942            0.00850        0.00493
       4781.508            0.00460        0.00495
       4784.074           -0.00430        0.00494
       4786.641           -0.00330        0.00489
       4789.208            0.00660        0.00498
       4791.775            0.01020        0.00497
       4794.343           -0.00140        0.00486
       4796.911            0.00080        0.00497
       4799.479            0.00550        0.00490
       4802.048           -0.00060        0.00493
       4804.617            0.00650        0.00497
       4807.186            0.00210        0.00489
       4809.756            0.00560        0.00489
       4812.326            0.00300        0.00493
       4814.896           -0.00150        0.00495
       4817.466            0.00820        0.00500
       4820.037            0.00200        0.00503
       4822.607            0.00760        0.00501
       4825.179            0.00130        0.00501
       4827.750            0.00200        0.00500
       4830.322            0.00120        0.00498
       4832.895            0.00380        0.00501
       4835.467            0.00330        0.00496
       4838.040           -0.00220        0.00491
       4840.613            0.00480        0.00491
       4843.187            0.01360        0.00494
       4845.760           -0.00370        0.00486
