@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.575
@SPECTRUM spectrum_03D1bm_272.dat
@SN-NAME 03D1bm
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -5.135
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4410.870            0.00672        0.00314
       4425.870            0.00093        0.00296
       4440.870           -0.00079        0.00287
       4455.870           -0.00136        0.00278
       4470.870            0.00100        0.00277
       4485.870            0.00394        0.00271
       4500.870            0.00047        0.00269
       4515.870            0.00787        0.00263
       4530.870            0.00310        0.00259
       4545.870           -0.00429        0.00256
       4560.870           -0.00024        0.00250
       4575.870            0.00134        0.00249
       4590.870            0.00244        0.00242
       4605.870            0.00104        0.00239
       4620.870            0.00303        0.00236
       4635.870            0.00595        0.00256
       4650.870           -0.00117        0.00230
       4665.870            0.00080        0.00229
       4680.870            0.00132        0.00226
       4695.870           -0.00149        0.00222
       4710.870           -0.00089        0.00221
       4725.870            0.00194        0.00219
       4740.870            0.00229        0.00216
       4755.870           -0.00160        0.00233
       4770.870            0.00179        0.00212
       4785.870            0.00341        0.00210
       4800.870            0.00402        0.00208
       4815.870            0.00178        0.00208
       4830.870           -0.00029        0.00209
       4845.870           -0.00267        0.00203
       4860.870            0.00209        0.00214
       4875.870            0.00169        0.00198
       4890.870            0.00438        0.00200
       4905.870            0.00275        0.00198
       4920.870            0.00036        0.00192
       4935.870            0.00490        0.00213
       4950.870            0.00225        0.00194
       4965.870            0.00722        0.00196
       4980.870            0.00332        0.00193
       4995.870            0.00566        0.00192
       5010.870            0.00124        0.00207
       5025.870            0.00403        0.00189
       5040.870            0.00095        0.00187
       5055.870            0.00198        0.00187
       5070.870           -0.00197        0.00185
       5085.870           -0.00148        0.00200
       5100.870           -0.00033        0.00184
       5115.870            0.00014        0.00182
       5130.870            0.00356        0.00188
       5145.870            0.00308        0.00182
       5160.870           -0.00204        0.00198
       5175.870            0.00125        0.00176
       5190.870            0.00698        0.00185
       5205.870            0.00826        0.00189
       5220.870            0.00201        0.00199
       5235.870            0.00140        0.00178
       5250.870            0.00404        0.00179
       5265.870            0.00210        0.00174
       5280.870            0.00360        0.00194
       5295.870            0.00208        0.00178
       5310.870            0.00340        0.00177
       5325.870            0.00460        0.00195
       5340.870            0.00640        0.00179
       5355.870            0.00336        0.00174
       5370.870            0.00441        0.00174
       5385.870            0.00339        0.00191
       5400.870            0.00427        0.00170
       5415.870            0.00403        0.00172
       5430.870            0.00474        0.00174
       5445.870            0.00239        0.00193
       5460.870            0.00762        0.00172
       5475.870            0.00395        0.00172
       5490.870            0.00291        0.00189
       5505.870            0.00229        0.00175
       5520.870            0.00586        0.00174
       5535.870            0.00757        0.00191
       5550.870            0.00454        0.00178
       5565.870            0.00402        0.00187
       5580.870            0.00507        0.00390
       5595.870            0.00583        0.00175
       5610.870            0.00696        0.00182
       5625.870            0.00588        0.00176
       5640.870            0.00322        0.00191
       5655.870            0.00629        0.00175
       5670.870            0.00749        0.00173
       5685.870            0.00246        0.00191
       5700.870            0.00301        0.00177
       5715.870            0.00710        0.00177
       5730.870            0.00191        0.00193
       5745.870            0.00672        0.00175
       5760.870            0.00667        0.00175
       5775.870            0.00536        0.00192
       5790.870            0.00085        0.00175
       5805.870            0.00420        0.00177
       5820.870            0.00250        0.00195
       5835.870            0.00331        0.00178
       5850.870            0.00633        0.00194
       5865.870            0.00142        0.00190
       5880.870            0.00370        0.00201
       5895.870            0.00329        0.00319
       5910.870            0.00171        0.00194
       5925.870           -0.00009        0.00194
       5940.870            0.00264        0.00207
       5955.870            0.00236        0.00191
       5970.870            0.00364        0.00186
       5985.870            0.00664        0.00197
       6000.870            0.00552        0.00180
       6015.870            0.00686        0.00190
       6030.870            0.00574        0.00174
       6045.870            0.00645        0.00171
       6060.870            0.00711        0.00186
       6075.870            0.00564        0.00168
       6090.870            0.00658        0.00168
       6105.870            0.00768        0.00185
       6120.870            0.00642        0.00164
       6135.870            0.00721        0.00184
       6150.870            0.00484        0.00172
       6165.870            0.00779        0.00171
       6180.870            0.00682        0.00185
       6195.870            0.00664        0.00166
       6210.870            0.00390        0.00185
       6225.870            0.00295        0.00172
       6240.870            0.00429        0.00192
       6255.870            0.01054        0.00202
       6270.870            0.01060        0.00183
       6285.870            0.00663        0.00189
       6300.870            0.00852        0.00491
       6315.870            0.01047        0.00182
       6330.870            0.00659        0.00205
       6345.870            0.00937        0.00170
       6360.870            0.01380        0.00249
       6375.870            0.00769        0.00189
       6390.870            0.00835        0.00169
       6405.870            0.00275        0.00175
       6420.870            0.00548        0.00179
       6435.870            0.00669        0.00175
       6450.870            0.00770        0.00163
       6465.870            0.00742        0.00183
       6480.870            0.00549        0.00180
       6495.870            0.00397        0.00175
       6510.870            0.00636        0.00186
       6525.870            0.00723        0.00170
       6540.870            0.00548        0.00176
       6555.870            0.00608        0.00200
       6570.870            0.00820        0.00174
       6585.870            0.00404        0.00181
       6600.870            0.00867        0.00166
       6615.870            0.00577        0.00174
       6630.870            0.00634        0.00161
       6645.870            0.00568        0.00156
       6660.870            0.00748        0.00173
       6675.870            0.00695        0.00158
       6690.870            0.00317        0.00172
       6705.870            0.00195        0.00159
       6720.870            0.00577        0.00174
       6735.870           -0.00097        0.00159
       6750.870            0.00373        0.00155
       6765.870            0.00456        0.00169
       6780.870            0.00486        0.00154
       6795.870            0.00493        0.00169
       6810.870            0.00610        0.00154
       6825.870            0.00596        0.00200
       6840.870            0.00427        0.00191
       6855.870            0.00595        0.00175
       6870.870            0.00591        0.00242
       6885.870            0.00461        0.00190
       6900.870            0.00401        0.00203
       6915.870            0.00518        0.00189
       6930.870            0.00459        0.00197
       6945.870            0.00430        0.00197
       6960.870            0.00706        0.00183
       6975.870            0.00546        0.00184
       6990.870            0.00527        0.00161
       7005.870            0.00392        0.00188
       7020.870            0.00703        0.00163
       7035.870            0.00490        0.00172
       7050.870            0.00768        0.00169
       7065.870            0.00897        0.00180
       7080.870            0.00742        0.00164
       7095.870            0.00491        0.00178
       7110.870            0.00702        0.00159
       7125.870            0.00276        0.00176
       7140.870            0.00539        0.00165
       7155.870            0.00590        0.00167
       7170.870            0.00560        0.00191
       7185.870            0.00341        0.00178
       7200.870            0.00729        0.00193
       7215.870            0.00733        0.00169
       7230.870            0.00828        0.00201
       7245.870            0.00996        0.00298
       7260.870            0.00548        0.00214
       7275.870            0.00614        0.00262
       7290.870            0.00809        0.00246
       7305.870            0.00483        0.00215
       7320.870            0.00699        0.00249
       7335.870            0.00672        0.00275
       7350.870            0.00639        0.00219
       7365.870            0.00466        0.00272
       7380.870            0.00129        0.00195
       7395.870            0.00237        0.00241
       7410.870            0.00792        0.00199
       7425.870            0.00711        0.00204
       7440.870            0.00578        0.00207
       7455.870            0.00390        0.00197
       7470.870            0.00206        0.00219
       7485.870            0.00427        0.00221
       7500.870            0.00433        0.00204
       7515.870            0.00583        0.00204
       7530.870            0.00507        0.00270
       7545.870            0.00579        0.00192
       7560.870            0.00166        0.00226
       7575.870            0.00199        0.00237
       7590.870            0.00372        0.00287
       7605.870            0.00644        0.00504
       7620.870            0.00779        0.00362
       7635.870           -0.00127        0.00347
       7650.870            0.00707        0.00283
       7665.870            0.00213        0.00237
       7680.870            0.00382        0.00206
       7695.870            0.00061        0.00235
       7710.870           -0.00021        0.00285
       7725.870            0.00650        0.00297
       7740.870            0.00222        0.00233
       7755.870            0.00175        0.00369
       7770.870            0.00128        0.00280
       7785.870            0.00335        0.00296
       7800.870            0.00227        0.00286
       7815.870           -0.00111        0.00325
       7830.870            0.00223        0.00262
       7845.870            0.00289        0.00315
       7860.870            0.00001        0.00362
       7875.870            0.00110        0.00351
       7890.870            0.00076        0.00302
       7905.870            0.00389        0.00269
       7920.870            0.00289        0.00424
       7935.870            0.00024        0.00272
       7950.870            0.00819        0.00303
       7965.870            0.00094        0.00339
       7980.870            0.00688        0.00335
       7995.870            0.00103        0.00348
       8010.870            0.00540        0.00294
       8025.870            0.00872        0.00341
       8040.870            0.00486        0.00264
       8055.870            0.00698        0.00287
       8070.870            0.00579        0.00292
       8085.870           -0.00084        0.00249
       8100.870           -0.00148        0.00297
       8115.870           -0.00024        0.00246
       8130.870            0.00263        0.00255
       8145.870            0.00632        0.00305
       8160.870            0.00957        0.00266
       8175.870            0.00404        0.00284
       8190.870            0.00228        0.00266
       8205.870            0.00337        0.00283
       8220.870            0.00549        0.00274
       8235.870           -0.00013        0.00295
       8250.870            0.00421        0.00264
       8265.870            0.00263        0.00288
       8280.870            0.00391        0.00393
       8295.870            0.00602        0.00519
       8310.870            0.00040        0.00353
