@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.798
@SPECTRUM spectrum_04D1ks_649.dat
@SN-NAME 04D1ks
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -1.011
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.415            0.00000        0.77422
       4152.864            0.00000        0.60185
       4155.313            0.00000        0.82178
       4157.763            0.00000        0.69077
       4160.212            0.00000        1.09500
       4162.663            0.00000        0.91732
       4165.114            0.00000        0.82777
       4167.565            0.00000        0.77836
       4170.017            0.00000        0.58289
       4172.469            0.00000        0.54934
       4174.921            0.00000        0.55702
       4177.375            0.00000        0.77242
       4179.828            0.00000        0.56870
       4182.282            0.00000        0.54901
       4184.736            0.04890        0.46146
       4187.190            0.53280        0.51632
       4189.646            0.04390        0.30495
       4192.101            0.03230        0.25294
       4194.557           -0.16590        0.21648
       4197.013            0.21840        0.18832
       4199.470            0.15800        0.15374
       4201.927            0.19940        0.15218
       4204.385            0.10890        0.12050
       4206.843            0.07040        0.10495
       4209.301           -0.00490        0.08785
       4211.760           -0.00730        0.07437
       4214.219            0.00260        0.06602
       4216.679            0.07700        0.06380
       4219.139           -0.04970        0.05551
       4221.600            0.00840        0.04787
       4224.061           -0.08280        0.04539
       4226.522           -0.02210        0.03952
       4228.984            0.02550        0.03712
       4231.446           -0.00080        0.03231
       4233.909            0.01760        0.03111
       4236.372            0.02810        0.02859
       4238.835           -0.02960        0.02650
       4241.299            0.02520        0.02506
       4243.763            0.01790        0.02301
       4246.228           -0.03260        0.02260
       4248.693            0.00290        0.02072
       4251.158            0.03250        0.02018
       4253.624           -0.00570        0.01928
       4256.090           -0.02100        0.01782
       4258.557           -0.01250        0.01776
       4261.024            0.01390        0.01676
       4263.492           -0.01130        0.01574
       4265.959           -0.00860        0.01525
       4268.428            0.01820        0.01489
       4270.896           -0.01950        0.01409
       4273.366           -0.01620        0.01382
       4275.835            0.01850        0.01303
       4278.305           -0.00920        0.01309
       4280.776           -0.01580        0.01244
       4283.246            0.01140        0.01198
       4285.717            0.00190        0.01162
       4288.189           -0.00700        0.01129
       4290.661            0.02460        0.01110
       4293.133           -0.00380        0.01067
       4295.606           -0.00130        0.01038
       4298.080           -0.01020        0.00998
       4300.553           -0.00030        0.00994
       4303.027           -0.00350        0.00953
       4305.501           -0.00230        0.00946
       4307.976            0.01310        0.00921
       4310.451            0.00690        0.00896
       4312.927           -0.00680        0.00895
       4315.403           -0.00240        0.00896
       4317.879            0.00990        0.00897
       4320.356           -0.00600        0.00900
       4322.833            0.01990        0.00847
       4325.311            0.00070        0.00808
       4327.789           -0.00560        0.00807
       4330.267            0.00290        0.00785
       4332.746           -0.00380        0.00768
       4335.225           -0.00350        0.00777
       4337.705           -0.00560        0.00770
       4340.185            0.00030        0.00758
       4342.665           -0.00350        0.00719
       4345.146           -0.00750        0.00730
       4347.626            0.00270        0.00714
       4350.108            0.01470        0.00718
       4352.590            0.00700        0.00712
       4355.072            0.00280        0.00694
       4357.555           -0.01220        0.00689
       4360.038            0.00720        0.00687
       4362.521           -0.00640        0.00674
       4365.005            0.00080        0.00675
       4367.490           -0.00130        0.00664
       4369.974            0.00700        0.00661
       4372.459            0.00150        0.00661
       4374.945           -0.01090        0.00647
       4377.431           -0.00280        0.00637
       4379.917            0.01840        0.00633
       4382.403           -0.00020        0.00617
       4384.890           -0.00270        0.00604
       4387.377            0.00750        0.00601
       4389.865           -0.01900        0.00615
       4392.354            0.00460        0.00602
       4394.842           -0.00330        0.00593
       4397.331           -0.00030        0.00596
       4399.820            0.00470        0.00602
       4402.310           -0.00970        0.00594
       4404.800           -0.00540        0.00607
       4407.290            0.00770        0.00608
       4409.781           -0.00110        0.00609
       4412.272           -0.00410        0.00606
       4414.764            0.00680        0.00608
       4417.256           -0.00030        0.00606
       4419.748            0.00100        0.00592
       4422.241           -0.00150        0.00592
       4424.734            0.01260        0.00587
       4427.227            0.01930        0.00585
       4429.721            0.00270        0.00577
       4432.215           -0.00870        0.00565
       4434.710            0.00220        0.00567
       4437.205            0.00210        0.00553
       4439.700            0.00150        0.00556
       4442.196            0.00930        0.00558
       4444.692            0.00210        0.00553
       4447.188           -0.00730        0.00536
       4449.686            0.00460        0.00532
       4452.183            0.00630        0.00535
       4454.680           -0.00600        0.00527
       4457.178           -0.00570        0.00518
       4459.676            0.00160        0.00507
       4462.175            0.00610        0.00508
       4464.674            0.00850        0.00507
       4467.174            0.00400        0.00509
       4469.674           -0.00650        0.00510
       4472.174            0.00410        0.00508
       4474.674            0.00720        0.00504
       4477.175            0.00000        0.00499
       4479.677           -0.00050        0.00507
       4482.178           -0.00930        0.00499
       4484.680           -0.00360        0.00498
       4487.183           -0.00470        0.00504
       4489.686            0.01190        0.00508
       4492.189           -0.00170        0.00495
       4494.692            0.00060        0.00497
       4497.196            0.00310        0.00498
       4499.701            0.00940        0.00501
       4502.205           -0.00100        0.00494
       4504.710            0.00080        0.00490
       4507.215           -0.00380        0.00499
       4509.721            0.00220        0.00491
       4512.227           -0.00290        0.00490
       4514.733           -0.00130        0.00541
       4517.240            0.00240        0.00534
       4519.748            0.00510        0.00485
       4522.255            0.00090        0.00488
       4524.763           -0.00500        0.00489
       4527.271            0.00990        0.00494
       4529.780            0.00070        0.00485
       4532.289           -0.00080        0.00490
       4534.798           -0.01000        0.00488
       4537.308            0.00520        0.00495
       4539.818           -0.00070        0.00493
       4542.329            0.00280        0.00489
       4544.839            0.00680        0.00490
       4547.351           -0.00100        0.00483
       4549.862            0.00250        0.00483
       4552.374            0.00280        0.00480
       4554.886            0.00360        0.00474
       4557.398            0.00750        0.00482
       4559.912           -0.00350        0.00478
       4562.425            0.00170        0.00475
       4564.938           -0.00060        0.00469
       4567.452           -0.00090        0.00473
       4569.967            0.00580        0.00464
       4572.481            0.00100        0.00468
       4574.997            0.00470        0.00469
       4577.512            0.00270        0.00464
       4580.028            0.00220        0.00474
       4582.544            0.00130        0.00471
       4585.060            0.00240        0.00471
       4587.577            0.00080        0.00461
       4590.094            0.00340        0.00459
       4592.612           -0.00480        0.00464
       4595.129            0.00150        0.00453
       4597.648            0.00140        0.00455
       4600.167            0.00060        0.00450
       4602.685           -0.00330        0.00449
       4605.205           -0.00250        0.00451
       4607.724            0.00110        0.00450
       4610.244           -0.00150        0.00445
       4612.764           -0.00320        0.00454
       4615.285           -0.00940        0.00445
       4617.806           -0.00430        0.00446
       4620.327           -0.00280        0.00444
       4622.849            0.00010        0.00435
       4625.371            0.00070        0.00439
       4627.894            0.00090        0.00439
       4630.416           -0.00800        0.00439
       4632.939           -0.00490        0.00433
       4635.463           -0.00470        0.00436
       4637.986            0.00050        0.00434
       4640.511            0.00010        0.00432
       4643.035            0.00060        0.00430
       4645.560           -0.00470        0.00427
       4648.085            0.00340        0.00431
       4650.610           -0.00770        0.00430
       4653.136            0.00760        0.00434
       4655.662            0.00150        0.00434
       4658.189            0.00170        0.00446
       4660.716           -0.00080        0.00450
       4663.243            0.00030        0.00435
       4665.771            0.00060        0.00436
       4668.298            0.00730        0.00438
       4670.827            0.00480        0.00435
       4673.355           -0.00660        0.00432
       4675.884           -0.00280        0.00435
       4678.413           -0.01040        0.00435
       4680.942           -0.00300        0.00434
       4683.472           -0.00330        0.00430
       4686.002            0.00220        0.00427
       4688.533            0.00340        0.00426
       4691.064           -0.00180        0.00425
       4693.595           -0.00200        0.00426
       4696.127           -0.00540        0.00425
       4698.659           -0.00240        0.00421
       4701.191           -0.00730        0.00423
       4703.723           -0.00100        0.00416
       4706.256            0.00030        0.00411
       4708.790           -0.00600        0.00416
       4711.323           -0.00080        0.00417
       4713.857           -0.00960        0.00419
       4716.391           -0.00200        0.00421
       4718.926            0.00080        0.00423
       4721.460            0.00290        0.00417
       4723.996           -0.00460        0.00421
       4726.531           -0.00360        0.00410
       4729.067            0.00050        0.00417
       4731.603           -0.00170        0.00405
       4734.140           -0.00010        0.00409
       4736.676            0.00580        0.00410
       4739.214            0.00660        0.00410
       4741.751           -0.00620        0.00407
       4744.289            0.00380        0.00410
       4746.827           -0.00180        0.00410
       4749.366            0.00280        0.00409
       4751.904            0.00350        0.00406
       4754.443            0.00710        0.00406
       4756.983           -0.00620        0.00403
       4759.522           -0.00620        0.00398
       4762.062            0.00160        0.00405
       4764.603            0.00360        0.00403
       4767.144            0.00170        0.00402
       4769.685            0.00330        0.00401
       4772.227           -0.00350        0.00401
       4774.768            0.00140        0.00406
       4777.310           -0.00420        0.00406
       4779.853            0.00230        0.00405
       4782.395            0.00730        0.00406
       4784.938            0.00500        0.00409
       4787.481            0.00360        0.00406
       4790.025            0.00060        0.00403
       4792.569            0.00130        0.00410
       4795.113            0.00110        0.00402
       4797.658           -0.00230        0.00406
       4800.203           -0.00140        0.00399
       4802.748            0.00240        0.00402
       4805.293            0.00040        0.00407
       4807.839           -0.00340        0.00399
       4810.385           -0.00010        0.00402
       4812.932           -0.00150        0.00404
       4815.479           -0.00310        0.00405
       4818.025            0.00450        0.00417
       4820.573           -0.00110        0.00413
       4823.121            0.00990        0.00411
       4825.669           -0.00240        0.00416
       4828.217            0.00860        0.00416
       4830.766            0.00020        0.00405
       4833.315            0.00640        0.00411
       4835.864           -0.00050        0.00411
       4838.414           -0.00130        0.00407
       4840.964           -0.00290        0.00410
