@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.617
@SPECTRUM spectrum_05D1ck_983.dat
@SN-NAME 05D1ck
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -2.650
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.680            0.03477        0.01435
       4273.680            0.01010        0.01236
       4288.680            0.01830        0.01007
       4303.680            0.00678        0.00871
       4318.680            0.00230        0.00804
       4333.680           -0.00573        0.00723
       4348.680           -0.00063        0.00735
       4363.680            0.00189        0.00635
       4378.680           -0.00091        0.00598
       4393.680            0.00869        0.00570
       4408.680           -0.00125        0.00587
       4423.680            0.00523        0.00574
       4438.680            0.00284        0.00543
       4453.680            0.00161        0.00513
       4468.680           -0.00557        0.00491
       4483.680           -0.00322        0.00488
       4498.680            0.01124        0.00481
       4513.680           -0.00209        0.00478
       4528.680            0.00364        0.00482
       4543.680            0.00415        0.00483
       4558.680           -0.00355        0.00466
       4573.680           -0.00020        0.00457
       4588.680           -0.01247        0.00453
       4603.680           -0.00269        0.00484
       4618.680            0.00682        0.00436
       4633.680            0.00287        0.00431
       4648.680           -0.00028        0.00428
       4663.680           -0.00777        0.00432
       4678.680           -0.00665        0.00426
       4693.680            0.00591        0.00417
       4708.680            0.00512        0.00415
       4723.680           -0.00906        0.00447
       4738.680           -0.00054        0.00399
       4753.680           -0.00168        0.00397
       4768.680            0.00684        0.00393
       4783.680           -0.00743        0.00394
       4798.680            0.00005        0.00395
       4813.680           -0.00797        0.00439
       4828.680           -0.00284        0.00413
       4843.680            0.00439        0.00405
       4858.680            0.00200        0.00392
       4873.680            0.00366        0.00383
       4888.680            0.00368        0.00384
       4903.680            0.00752        0.00415
       4918.680            0.00230        0.00370
       4933.680            0.00006        0.00369
       4948.680            0.00374        0.00369
       4963.680            0.00019        0.00369
       4978.680            0.00385        0.00400
       4993.680           -0.00327        0.00363
       5008.680            0.00134        0.00362
       5023.680            0.00244        0.00354
       5038.680            0.00512        0.00351
       5053.680            0.00089        0.00383
       5068.680            0.00225        0.00350
       5083.680           -0.00017        0.00349
       5098.680            0.00058        0.00343
       5113.680            0.00726        0.00374
       5128.680            0.00538        0.00344
       5143.680            0.00545        0.00353
       5158.680            0.00207        0.00346
       5173.680            0.00965        0.00367
       5188.680           -0.00422        0.00340
       5203.680            0.00287        0.00347
       5218.680           -0.00082        0.00341
       5233.680            0.00724        0.00375
       5248.680           -0.00265        0.00343
       5263.680           -0.00361        0.00333
       5278.680           -0.00688        0.00333
       5293.680           -0.00914        0.00371
       5308.680            0.00097        0.00342
       5323.680            0.00052        0.00342
       5338.680            0.00309        0.00340
       5353.680            0.00162        0.00369
       5368.680           -0.00227        0.00333
       5383.680            0.00292        0.00331
       5398.680           -0.00271        0.00357
       5413.680            0.00313        0.00325
       5428.680            0.00373        0.00327
       5443.680            0.00241        0.00359
       5458.680            0.00464        0.00330
       5473.680           -0.00396        0.00327
       5488.680            0.00816        0.00330
       5503.680            0.00051        0.00365
       5518.680            0.00628        0.00332
       5533.680            0.00443        0.00335
       5548.680            0.00802        0.00374
       5563.680            0.00740        0.00378
       5578.680            0.00407        0.01185
       5593.680            0.00625        0.00394
       5608.680            0.00148        0.00341
       5623.680            0.00416        0.00339
       5638.680           -0.00568        0.00368
       5653.680            0.00854        0.00334
       5668.680           -0.00004        0.00338
       5683.680           -0.00278        0.00371
       5698.680            0.00128        0.00343
       5713.680            0.00546        0.00342
       5728.680            0.01115        0.00374
       5743.680           -0.00055        0.00338
       5758.680            0.00514        0.00337
       5773.680            0.00043        0.00369
       5788.680            0.00537        0.00336
       5803.680            0.00034        0.00338
       5818.680            0.00940        0.00374
       5833.680           -0.00002        0.00338
       5848.680            0.00731        0.00338
       5863.680           -0.00000        0.00399
       5878.680            0.00118        0.00408
       5893.680           -0.01438        0.00705
       5908.680            0.00285        0.00401
       5923.680           -0.00469        0.00375
       5938.680           -0.00096        0.00404
       5953.680            0.00201        0.00368
       5968.680            0.00892        0.00357
       5983.680           -0.00297        0.00384
       5998.680            0.00396        0.00344
       6013.680            0.00693        0.00366
       6028.680            0.02169        0.00334
       6043.680            0.00000        0.00327
       6058.680           -0.00131        0.00356
       6073.680            0.00724        0.00321
       6088.680           -0.00087        0.00318
       6103.680            0.00491        0.00352
       6118.680            0.00433        0.00316
       6133.680           -0.00133        0.00351
       6148.680            0.00451        0.00325
       6163.680            0.00334        0.00319
       6178.680            0.00118        0.00352
       6193.680            0.00573        0.00317
       6208.680            0.00075        0.00352
       6223.680            0.00514        0.00328
       6238.680            0.00799        0.00403
       6253.680            0.00670        0.00387
       6268.680            0.00344        0.00352
       6283.680            0.01040        0.00384
       6298.680           -0.00444        0.00428
       6313.680            0.00434        0.00361
       6328.680            0.00666        0.00387
       6343.680            0.00569        0.00330
       6358.680            0.00111        0.00392
       6373.680            0.00807        0.00331
       6388.680            0.00461        0.00320
       6403.680            0.00296        0.00332
       6418.680            0.00935        0.00306
       6433.680            0.00463        0.00329
       6448.680            0.00537        0.00303
       6463.680            0.00419        0.00341
       6478.680            0.00389        0.00349
       6493.680            0.00632        0.00325
       6508.680            0.01144        0.00358
       6523.680            0.00213        0.00315
       6538.680            0.00451        0.00363
       6553.680            0.00035        0.00355
       6568.680            0.00489        0.00355
       6583.680            0.00363        0.00346
       6598.680            0.00259        0.00309
       6613.680            0.00136        0.00326
       6628.680            0.00706        0.00299
       6643.680            0.00643        0.00323
       6658.680            0.00524        0.00295
       6673.680           -0.00063        0.00293
       6688.680            0.00360        0.00319
       6703.680            0.00426        0.00294
       6718.680            0.00355        0.00320
       6733.680            0.00343        0.00291
       6748.680           -0.00125        0.00320
       6763.680            0.00426        0.00287
       6778.680            0.00224        0.00288
       6793.680           -0.00024        0.00314
       6808.680            0.00034        0.00287
       6823.680            0.00017        0.00377
       6838.680            0.00111        0.00376
       6853.680            0.00424        0.00355
       6868.680           -0.00191        0.00417
       6883.680            0.00587        0.00390
       6898.680           -0.00707        0.00352
       6913.680           -0.00537        0.00370
       6928.680            0.00671        0.00386
       6943.680            0.00264        0.00359
       6958.680            0.00290        0.00366
       6973.680           -0.00398        0.00340
       6988.680            0.00443        0.00347
       7003.680            0.00392        0.00315
       7018.680           -0.00009        0.00302
       7033.680            0.00551        0.00323
       7048.680            0.00050        0.00324
       7063.680            0.00978        0.00341
       7078.680            0.00189        0.00315
       7093.680           -0.00053        0.00338
       7108.680            0.00496        0.00294
       7123.680           -0.00085        0.00328
       7138.680            0.00150        0.00312
       7153.680            0.00232        0.00348
       7168.680            0.00596        0.00330
       7183.680            0.00305        0.00354
       7198.680            0.00503        0.00369
       7213.680            0.00753        0.00315
       7228.680            0.00565        0.00391
       7243.680           -0.00615        0.00608
       7258.680            0.02003        0.00449
       7273.680            0.00548        0.00509
       7288.680            0.00700        0.00535
       7303.680           -0.00083        0.00433
       7318.680            0.00941        0.00562
       7333.680            0.00274        0.00470
       7348.680            0.00757        0.00460
       7363.680            0.00051        0.00523
       7378.680            0.00786        0.00402
       7393.680            0.00574        0.00462
       7408.680            0.00138        0.00391
       7423.680            0.00889        0.00381
       7438.680           -0.00313        0.00397
       7453.680            0.01003        0.00371
       7468.680           -0.00122        0.00398
       7483.680            0.00834        0.00468
       7498.680            0.00390        0.00349
       7513.680            0.00412        0.00374
       7528.680            0.00333        0.00490
       7543.680            0.00628        0.00347
       7558.680            0.00244        0.00403
       7573.680           -0.00379        0.00433
       7588.680           -0.00203        0.00457
       7603.680            0.00355        0.00823
       7618.680           -0.00138        0.00732
       7633.680           -0.00368        0.00635
       7648.680            0.00613        0.00545
       7663.680            0.00070        0.00435
       7678.680            0.00490        0.00411
       7693.680            0.00032        0.00390
       7708.680            0.00496        0.00541
       7723.680            0.00169        0.00628
       7738.680           -0.00184        0.00448
       7753.680            0.00276        0.00704
       7768.680           -0.00161        0.00484
       7783.680            0.00433        0.00568
       7798.680            0.00869        0.00563
       7813.680            0.00113        0.00597
       7828.680           -0.00198        0.00530
       7843.680            0.00467        0.00576
       7858.680            0.01434        0.00673
       7873.680            0.00402        0.00640
       7888.680            0.00524        0.00587
       7903.680            0.01490        0.00550
       7918.680            0.00071        0.00707
       7933.680           -0.00014        0.00534
       7948.680           -0.00165        0.00518
       7963.680            0.01771        0.00605
       7978.680           -0.00259        0.00610
       7993.680            0.00122        0.00641
       8008.680            0.00379        0.00532
       8023.680           -0.00076        0.00599
       8038.680            0.00686        0.00503
       8053.680            0.00766        0.00487
       8068.680            0.00857        0.00524
       8083.680            0.01376        0.00427
       8098.680            0.00945        0.00514
       8113.680           -0.00253        0.00436
