   Wavelength                Flux           Variance
3287.17488789   1.63624787075e-16  1.77481255679e-32
3289.54658695   7.35845454233e-18  1.58545155422e-32
  3291.918286  -1.06136611307e-16  1.41563262404e-32
3294.28998505   1.05654293098e-16  1.50668581755e-32
3296.66168411   1.24193669043e-16  1.52227538724e-32
3299.03338316  -1.76179876155e-16  1.36600414946e-32
3301.40508221  -3.04320031444e-17  1.38594102292e-32
3303.77678127  -2.60015525895e-17  1.28660223504e-32
3306.14848032   1.29335106861e-16  1.31388932168e-32
3308.52017937  -3.82349817568e-17   1.1881729692e-32
3310.89187843   5.79187228683e-17  1.19473368032e-32
3313.26357748   1.75003567615e-16  1.24820661923e-32
3315.63527653   6.38278014881e-17   1.1975608798e-32
3318.00697559  -5.03753959898e-17  1.12199669627e-32
3320.37867464   7.30120836501e-17  1.17638736266e-32
3322.75037369  -8.58308133291e-17  1.03844152225e-32
3325.12207275   2.56665934231e-17  1.05475106654e-32
 3327.4937718  -9.81125375052e-18  1.02735288291e-32
3329.86547085   1.11536696163e-16  1.02413018395e-32
3332.23716991  -6.34434587496e-17  9.70131956264e-33
3334.60886896   -1.1470564802e-16  8.96235756894e-33
3336.98056801  -1.07222931052e-17  8.67279196949e-33
3339.35226707   1.34227870356e-16  9.46320089567e-33
3341.72396612   -3.3510479472e-17  8.99970081411e-33
3344.09566517     1.287152668e-16  8.92557144257e-33
3346.46736423   2.57258968144e-16  8.92362199405e-33
3348.83906328  -6.86140844978e-17  7.34223069846e-33
3351.21076233   -1.5419400924e-16   7.1854307074e-33
3353.58246139   7.04731293549e-17  8.27762925642e-33
3355.95416044   3.97836366128e-17  8.06323322979e-33
3358.32585949  -1.74239809259e-17  7.29188716103e-33
3360.69755855  -4.81293802393e-17  7.37104628287e-33
 3363.0692576   4.78104280955e-17  7.95148727389e-33
3365.44095665  -2.66589711138e-17  7.64765861177e-33
3367.81265571  -4.04618727038e-17  7.06412753017e-33
3370.18435476   2.57731608245e-17  7.01697249281e-33
3372.55605381  -9.14204032075e-17  6.32283065648e-33
3374.92775286   2.69270939935e-17  6.77317696888e-33
3377.29945192   5.99191505457e-17  6.73668782947e-33
3379.67115097  -4.38620585283e-18  6.43190038584e-33
3382.04285002  -3.99709968279e-17  6.37807875502e-33
3384.41454908   1.93696177244e-17  6.84276079646e-33
3386.78624813  -4.86846850569e-17  6.84630429233e-33
3389.15794718  -2.63612743734e-17  6.63071744019e-33
3391.52964624   3.48780259228e-17  6.54577105119e-33
3393.90134529  -2.02066108205e-16  5.64728180505e-33
3396.27304434   -1.4668844942e-16  5.78594881252e-33
 3398.6447434  -1.12922689119e-16  5.63337884009e-33
3401.01644245   6.72083849823e-17  6.18477683639e-33
 3403.3881415   1.10884041183e-16  6.05811754483e-33
3405.75984056  -2.97153483473e-17  5.72562444419e-33
3408.13153961  -1.95058359007e-17  5.66786905189e-33
3410.50323866   -1.6686058733e-17  5.53458462228e-33
3412.87493772   -2.0782353531e-17  5.28072554259e-33
3415.24663677   1.02751107089e-16  5.67054457028e-33
3417.61833582  -2.84571167508e-17   5.3871109537e-33
3419.99003488  -2.32882157135e-17  5.20830368701e-33
3422.36173393   6.88951731641e-17  5.28333665675e-33
3424.73343298   7.23005679726e-17  5.24901337314e-33
3427.10513204   3.17850043251e-17  4.90712221956e-33
3429.47683109  -1.11427844321e-16  4.26050026756e-33
3431.84853014  -7.29259582819e-17  4.38432980916e-33
 3434.2202292  -1.20894842923e-16  4.34031597048e-33
3436.59192825  -4.88262147971e-17  4.77570466189e-33
 3438.9636273   5.59742204057e-17  5.17215091913e-33
3441.33532636   4.58507481813e-17  5.17485540911e-33
3443.70702541  -8.88903752569e-17  4.58855692464e-33
3446.07872446  -8.35605087407e-17  4.43582673578e-33
3448.45042352  -7.03987217126e-17  4.40005224072e-33
3450.82212257  -1.01420327468e-16  4.20050790702e-33
3453.19382162   3.63461472551e-17  4.61834526499e-33
3455.56552068  -2.02513263349e-18  4.61719880578e-33
3457.93721973  -9.77141683136e-18  4.56508723543e-33
3460.30891878  -9.27275929868e-18  4.42638021947e-33
3462.68061784  -8.23888749351e-17  3.92942411103e-33
3465.05231689  -1.03836043727e-16  3.84844998335e-33
3467.42401594  -5.69857625327e-17  4.26724471196e-33
  3469.795715  -5.49076985083e-17  4.31240450251e-33
3472.16741405  -4.93084718339e-17  4.28654267831e-33
 3474.5391131  -8.88648068601e-17  4.10769191691e-33
3476.91081216  -1.12878476803e-17  4.11313352657e-33
3479.28251121   1.68993327318e-17  4.10212331744e-33
3481.65421026   8.91600490342e-17  4.38279322445e-33
3484.02590932  -1.21915932583e-16  3.83285089911e-33
3486.39760837   3.11417163953e-17   4.2136115166e-33
3488.76930742   2.71950375079e-17  4.31363462092e-33
3491.14100648      1.99817909e-17  4.30990215618e-33
3493.51270553   5.91034726839e-17  4.21372179509e-33
3495.88440458   6.81282688555e-17  4.06525576189e-33
3498.25610364   6.09650671674e-17  3.85737422632e-33
3500.62780269   8.96097156707e-17  3.76292894858e-33
3502.99950174   1.64555936275e-17  3.67866096196e-33
 3505.3712008  -1.28134761438e-17  3.63152029216e-33
3507.74289985   4.68848726732e-17  3.63973043562e-33
 3510.1145989   9.76472723728e-17  3.57398556937e-33
3512.48629796  -2.13445342032e-17  3.22289378428e-33
3514.85799701  -5.84123784487e-17  3.25185412393e-33
3517.22969606  -2.42592894258e-17  3.51089982985e-33
3519.60139512   6.48825980042e-18  3.52962759053e-33
3521.97309417  -9.23552152987e-17  3.37870726567e-33
3524.34479322   2.08871499891e-17   3.5906359334e-33
3526.71649228   3.80487229532e-17  3.82076802507e-33
3529.08819133   1.16866302747e-17  3.82217321796e-33
3531.45989038    5.3685624814e-17  3.97900016942e-33
3533.83158944   3.11835342123e-17  3.90198975285e-33
3536.20328849   1.14269475122e-16  4.07972805682e-33
3538.57498754   6.76961291337e-18  3.77941425175e-33
 3540.9466866  -2.20303578321e-17  3.72427627881e-33
3543.31838565   3.86863468448e-17  3.68519815893e-33
 3545.6900847  -4.78565482187e-17  3.56198639717e-33
3548.06178376  -3.13648164932e-17  3.54544711959e-33
3550.43348281   1.19385945716e-17  3.54300483192e-33
3552.80518186  -6.95762353619e-18  3.28789454018e-33
3555.17688092   7.77000657647e-18  3.14228321335e-33
3557.54857997    7.8967992142e-18  3.09887483226e-33
3559.92027902   8.62587802833e-17  3.23738139283e-33
3562.29197808   6.92081816125e-17  3.28054366728e-33
3564.66367713   5.05411031493e-17  3.17147346959e-33
3567.03537618   5.51791167291e-17  2.91584268832e-33
3569.40707524   6.75888031054e-17  2.74695792223e-33
3571.77877429   6.82633725805e-17  2.69483131499e-33
3574.15047334  -1.71863596938e-17  2.62380722153e-33
 3576.5221724   1.08007842287e-16  2.90525311982e-33
3578.89387145   9.32156136691e-17  3.02470416057e-33
 3581.2655705   6.58796957175e-18  2.93271601264e-33
3583.63726956   -2.1989128388e-17  2.88466683637e-33
3586.00896861    3.9593095632e-17  3.09417419199e-33
3588.38066766   9.53138558143e-17  3.09053201344e-33
3590.75236672   5.43139748107e-17  2.80555004012e-33
3593.12406577   4.37992029399e-17  2.70913562543e-33
3595.49576482   9.93627490577e-17  2.75130714672e-33
3597.86746388      4.17852504e-17  2.70260817768e-33
3600.23916293   1.36223334818e-17  2.66864870237e-33
3602.61086198   6.94134618029e-17  2.82071146084e-33
3604.98256104   9.00125099009e-17   2.7343400217e-33
3607.35426009   6.63667822926e-17  2.65582209155e-33
3609.72595914  -2.64517514343e-17  2.60307581347e-33
 3612.0976582  -1.84547095747e-18  2.77064675151e-33
3614.46935725   3.34403080145e-17  2.84669671173e-33
 3616.8410563  -4.60979639738e-18  2.64830507758e-33
3619.21275536   2.33931037857e-17  2.54996736376e-33
3621.58445441   8.68187374524e-17  2.62536845788e-33
3623.95615346   2.81295843216e-17  2.62012551116e-33
3626.32785252   6.99313494025e-18  2.68539257156e-33
3628.69955157   -2.8564301568e-17  2.62390410369e-33
3631.07125062  -2.76646902955e-18  2.51355614516e-33
3633.44294968   9.57081725241e-18  2.37677628998e-33
3635.81464873   3.95717343141e-17  2.41342527409e-33
3638.18634778   4.74509679613e-17  2.53613246373e-33
3640.55804684   2.16152404518e-17  2.55348880084e-33
3642.92974589   3.38490653501e-17   2.5760729561e-33
3645.30144494    2.4722645781e-17  2.61452733227e-33
  3647.673144   5.22920177377e-17  2.61939147317e-33
3650.04484305   4.21704573299e-17  2.51630563738e-33
 3652.4165421   4.08025320434e-17  2.48161233997e-33
3654.78824116   7.63257135903e-17  2.48338552962e-33
3657.15994021   5.64858589152e-17  2.44843342356e-33
3659.53163926  -3.09879643926e-18  2.35451590549e-33
3661.90333832    5.1259209884e-17  2.41674762093e-33
3664.27503737   1.06284320697e-16  2.45249471671e-33
3666.64673642   1.17414715401e-16  2.41586822966e-33
3669.01843548   1.05125369619e-16  2.35519992091e-33
3671.39013453   6.80783967657e-17  2.25207785208e-33
